Year,Education,Gender.Code,Race,Hispanic.Origin,nation,label_cause,attr,source,min_age,max_age,value,measure1,measure2
2001,666,F,Black or African American,All Origins,us,resp_copd,total,nvss,80,84,14.4649490671823,YLL,crude rate
2001,666,F,Black or African American,All Origins,us,resp_copd,total,nvss,85,150,9.34863938873188,YLL,crude rate
2001,666,F,Black or African American,All Origins,us,t2_dm,total,nvss,20,24,0.185524792888011,YLL,crude rate
2001,666,F,Black or African American,All Origins,us,t2_dm,total,nvss,25,29,0.172213926956606,YLL,crude rate
2001,666,F,Black or African American,All Origins,us,t2_dm,total,nvss,30,34,0.317834280072833,YLL,crude rate
2001,666,F,Black or African American,All Origins,us,t2_dm,total,nvss,35,39,0.582581920454553,YLL,crude rate
2001,666,F,Black or African American,All Origins,us,t2_dm,total,nvss,40,44,1.3239648591166,YLL,crude rate
2001,666,F,Black or African American,All Origins,us,t2_dm,total,nvss,45,49,2.74355045932492,YLL,crude rate
2001,666,F,Black or African American,All Origins,us,t2_dm,total,nvss,50,54,5.21372855441409,YLL,crude rate
2001,666,F,Black or African American,All Origins,us,t2_dm,total,nvss,55,59,5.34271204094521,YLL,crude rate
2001,666,F,Black or African American,All Origins,us,t2_dm,total,nvss,60,64,5.19793756091144,YLL,crude rate
2001,666,F,Black or African American,All Origins,us,t2_dm,total,nvss,65,69,7.79049315981103,YLL,crude rate
2001,666,F,Black or African American,All Origins,us,t2_dm,total,nvss,70,74,7.25803421695836,YLL,crude rate
2001,666,F,Black or African American,All Origins,us,t2_dm,total,nvss,75,79,8.90765608613743,YLL,crude rate
2001,666,F,Black or African American,All Origins,us,t2_dm,total,nvss,80,84,4.19376901702091,YLL,crude rate
2001,666,F,Black or African American,All Origins,us,t2_dm,total,nvss,85,150,3.56138643380262,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,all-cause,overall,nvss,0,4,102.731324189509,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,all-cause,overall,nvss,5,9,48.9258182191875,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,all-cause,overall,nvss,10,14,55.2288882207989,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,all-cause,overall,nvss,15,19,101.77413773248,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,all-cause,overall,nvss,20,24,115.27988990438,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,all-cause,overall,nvss,25,29,119.708027610222,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,all-cause,overall,nvss,30,34,137.176836769845,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,all-cause,overall,nvss,35,39,175.63002954638,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,all-cause,overall,nvss,40,44,202.438236992756,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,all-cause,overall,nvss,45,49,220.80841121808,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,all-cause,overall,nvss,50,54,244.84694614989,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,all-cause,overall,nvss,55,59,237.441553919295,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,all-cause,overall,nvss,60,64,258.233169643955,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,all-cause,overall,nvss,65,69,279.387248486004,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,all-cause,overall,nvss,70,74,317.246906191049,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,all-cause,overall,nvss,75,79,297.20784292577,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,all-cause,overall,nvss,80,84,222.302694580771,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,all-cause,overall,nvss,85,150,206.894670395149,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_ihd,total,nvss,10,14,0.460240735173324,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_ihd,total,nvss,15,19,0.215623173162034,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_ihd,total,nvss,20,24,0.804746177342966,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_ihd,total,nvss,25,29,0.747007972606692,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_ihd,total,nvss,30,34,2.24032522362813,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_ihd,total,nvss,35,39,3.6326355032075,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_ihd,total,nvss,40,44,7.17866088626796,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_ihd,total,nvss,45,49,12.2886930672042,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_ihd,total,nvss,50,54,22.8462277745892,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_ihd,total,nvss,55,59,26.8341482169066,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_ihd,total,nvss,60,64,40.8663679109124,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_ihd,total,nvss,65,69,50.6889361716647,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_ihd,total,nvss,70,74,65.5689054014709,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_ihd,total,nvss,75,79,70.1069932718185,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_ihd,total,nvss,80,84,59.0443356618829,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_ihd,total,nvss,85,150,64.1718302675619,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_stroke,total,nvss,0,4,1.28093920435796,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_stroke,total,nvss,5,9,0.489258182191875,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_stroke,total,nvss,10,14,0.690361102759986,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_stroke,total,nvss,15,19,0.431246346324068,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_stroke,total,nvss,20,24,0.603559633007225,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_stroke,total,nvss,25,29,1.49401594521338,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_stroke,total,nvss,30,34,1.5509943855887,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_stroke,total,nvss,35,39,2.842932132945,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_stroke,total,nvss,40,44,5.59935549128901,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_stroke,total,nvss,45,49,6.07966920166946,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_stroke,total,nvss,50,54,6.57694435935144,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_stroke,total,nvss,55,59,5.99702554847533,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_stroke,total,nvss,60,64,5.3725181951846,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_stroke,total,nvss,65,69,7.10243205945154,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_stroke,total,nvss,70,74,9.42010739227182,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_stroke,total,nvss,75,79,10.4562987124161,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_stroke,total,nvss,80,84,8.78727710894863,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,cvd_stroke,total,nvss,85,150,8.08613336794372,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,lri,total,nvss,0,4,1.79331488610115,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,lri,total,nvss,10,14,0.230120367586662,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,lri,total,nvss,25,29,0.186751993151673,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,lri,total,nvss,30,34,0.172332709509856,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,lri,total,nvss,35,39,0.789703370262499,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,lri,total,nvss,40,44,0.143573217725359,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,lri,total,nvss,45,49,0.258709327730615,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,lri,total,nvss,50,54,0.230769977521103,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,lri,total,nvss,55,59,0.304933502464847,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,lri,total,nvss,60,64,0.704592550188144,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,lri,total,nvss,65,69,0.523337099117482,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,lri,total,nvss,70,74,0.743692688863565,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,lri,total,nvss,75,79,0.796670378088847,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,lri,total,nvss,80,84,0.847895159635394,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,lri,total,nvss,85,150,0.965508461844026,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,neo_lung,total,nvss,10,14,0.460240735173324,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,neo_lung,total,nvss,15,19,0.215623173162034,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,neo_lung,total,nvss,25,29,0.560255979455019,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,neo_lung,total,nvss,30,34,0.516998128529568,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,neo_lung,total,nvss,35,39,0.789703370262499,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,neo_lung,total,nvss,40,44,4.88148940266221,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,neo_lung,total,nvss,45,49,5.56225054620823,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,neo_lung,total,nvss,50,54,9.34618408960467,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,neo_lung,total,nvss,55,59,10.571028085448,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,neo_lung,total,nvss,60,64,11.8899992844249,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,neo_lung,total,nvss,65,69,14.3543890043652,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,neo_lung,total,nvss,70,74,13.2005452273283,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,neo_lung,total,nvss,75,79,10.5558825096772,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,neo_lung,total,nvss,80,84,5.47277784855573,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,neo_lung,total,nvss,85,150,2.5517009348735,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,resp_copd,total,nvss,0,4,0.256187840871593,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,resp_copd,total,nvss,15,19,0.646869519486102,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,resp_copd,total,nvss,25,29,0.186751993151673,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,resp_copd,total,nvss,30,34,0.172332709509856,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,resp_copd,total,nvss,35,39,0.631762696209999,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,resp_copd,total,nvss,40,44,1.14858574180287,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,resp_copd,total,nvss,45,49,1.29354663865308,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,resp_copd,total,nvss,50,54,2.42308476397158,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,resp_copd,total,nvss,55,59,3.15097952547009,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,resp_copd,total,nvss,60,64,5.02022192009053,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,resp_copd,total,nvss,65,69,6.57909496033406,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,resp_copd,total,nvss,70,74,8.42851714045373,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,resp_copd,total,nvss,75,79,10.0579635233717,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,resp_copd,total,nvss,80,84,7.28419023504952,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,resp_copd,total,nvss,85,150,6.56890578504597,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,t2_dm,total,nvss,35,39,0.4738220221575,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,t2_dm,total,nvss,40,44,0.574292870901437,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,t2_dm,total,nvss,45,49,0.905482647057154,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,t2_dm,total,nvss,50,54,1.84615982016882,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,t2_dm,total,nvss,55,59,2.64275702136201,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,t2_dm,total,nvss,60,64,4.22755530112886,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,t2_dm,total,nvss,65,69,5.90623297575444,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,t2_dm,total,nvss,70,74,4.46215613318139,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,t2_dm,total,nvss,75,79,4.82981416716363,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,t2_dm,total,nvss,80,84,3.00617374779822,YLL,crude rate
2001,666,F,White,Hispanic or Latino,us,t2_dm,total,nvss,85,150,2.08618792648441,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,all-cause,overall,nvss,0,4,52.7978142789581,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,all-cause,overall,nvss,5,9,34.9979031477188,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,all-cause,overall,nvss,10,14,36.0785870548017,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,all-cause,overall,nvss,15,19,94.0794203792366,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,all-cause,overall,nvss,20,24,94.0680185259731,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,all-cause,overall,nvss,25,29,96.495016346883,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,all-cause,overall,nvss,30,34,138.354169970946,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,all-cause,overall,nvss,35,39,226.067786381715,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,all-cause,overall,nvss,40,44,326.850448990511,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,all-cause,overall,nvss,45,49,407.090323124388,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,all-cause,overall,nvss,50,54,506.526073086165,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,all-cause,overall,nvss,55,59,570.623998822428,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,all-cause,overall,nvss,60,64,640.307883118936,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,all-cause,overall,nvss,65,69,762.576259109603,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,all-cause,overall,nvss,70,74,985.480577236202,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,all-cause,overall,nvss,75,79,1178.80735272945,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,all-cause,overall,nvss,80,84,1156.93409694673,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,all-cause,overall,nvss,85,150,1189.15557086039,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_ihd,total,nvss,0,4,0.1779201829114,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_ihd,total,nvss,5,9,0.0424731834316976,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_ihd,total,nvss,10,14,0.0399541384881525,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_ihd,total,nvss,15,19,0.187185476281808,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_ihd,total,nvss,20,24,0.558889081476261,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_ihd,total,nvss,25,29,1.1997028242052,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_ihd,total,nvss,30,34,4.24876560031885,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_ihd,total,nvss,35,39,10.2558651269725,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_ihd,total,nvss,40,44,20.7397478310025,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_ihd,total,nvss,45,49,30.8585514715276,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_ihd,total,nvss,50,54,51.2856647326602,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_ihd,total,nvss,55,59,68.5793548408473,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_ihd,total,nvss,60,64,88.3093646266533,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_ihd,total,nvss,65,69,117.356368874003,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_ihd,total,nvss,70,74,169.870743048369,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_ihd,total,nvss,75,79,227.916990307495,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_ihd,total,nvss,80,84,257.350001066974,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_ihd,total,nvss,85,150,309.752201007804,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_stroke,total,nvss,0,4,0.533760548734201,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_stroke,total,nvss,5,9,0.382258650885278,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_stroke,total,nvss,10,14,0.239724830928915,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_stroke,total,nvss,15,19,0.524119333589062,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_stroke,total,nvss,20,24,0.558889081476261,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_stroke,total,nvss,25,29,0.907883218317448,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_stroke,total,nvss,30,34,1.49604422546438,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_stroke,total,nvss,35,39,2.85189832407792,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_stroke,total,nvss,40,44,4.66145774567004,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_stroke,total,nvss,45,49,6.2211199109266,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_stroke,total,nvss,50,54,7.93325126333338,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_stroke,total,nvss,55,59,9.28274334695977,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_stroke,total,nvss,60,64,11.1629153554038,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_stroke,total,nvss,65,69,15.3299271806435,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_stroke,total,nvss,70,74,25.361711621271,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_stroke,total,nvss,75,79,38.4184154501028,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_stroke,total,nvss,80,84,45.1745978107372,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,cvd_stroke,total,nvss,85,150,49.0988789760911,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,lri,total,nvss,0,4,0.533760548734201,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,lri,total,nvss,5,9,0.297312284021883,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,lri,total,nvss,10,14,0.15981655395261,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,lri,total,nvss,15,19,0.149748381025446,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,lri,total,nvss,20,24,0.104791702776799,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,lri,total,nvss,25,29,0.259395205233557,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,lri,total,nvss,30,34,0.418892383130028,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,lri,total,nvss,35,39,0.712974581019481,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,lri,total,nvss,40,44,0.847537771940008,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,lri,total,nvss,45,49,1.07802799900533,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,lri,total,nvss,50,54,1.20200776717172,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,lri,total,nvss,55,59,1.48241528734719,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,lri,total,nvss,60,64,1.08570820579955,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,lri,total,nvss,65,69,1.20718308873822,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,lri,total,nvss,70,74,1.71086641823593,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,lri,total,nvss,75,79,2.23041205808427,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,lri,total,nvss,80,84,2.40895500101694,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,lri,total,nvss,85,150,2.8976780178549,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,neo_lung,total,nvss,0,4,0.0444800457278501,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,neo_lung,total,nvss,15,19,0.149748381025446,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,neo_lung,total,nvss,20,24,0.104791702776799,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,neo_lung,total,nvss,25,29,0.35666840719614,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,neo_lung,total,nvss,30,34,1.49604422546438,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,neo_lung,total,nvss,35,39,7.21201210800475,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,neo_lung,total,nvss,40,44,18.5211930750419,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,neo_lung,total,nvss,45,49,30.9933049714033,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,neo_lung,total,nvss,50,54,50.2839915933505,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,neo_lung,total,nvss,55,59,76.0267268796629,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,neo_lung,total,nvss,60,64,89.8079477839541,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,neo_lung,total,nvss,65,69,101.351457600732,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,neo_lung,total,nvss,70,74,109.161885616374,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,neo_lung,total,nvss,75,79,91.2826392298909,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,neo_lung,total,nvss,80,84,51.8661394802287,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,neo_lung,total,nvss,85,150,18.1643700540739,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,resp_copd,total,nvss,0,4,0.0444800457278501,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,resp_copd,total,nvss,5,9,0.0424731834316976,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,resp_copd,total,nvss,15,19,0.112311285769085,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,resp_copd,total,nvss,20,24,0.0698611351845326,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,resp_copd,total,nvss,25,29,0.0972732019625837,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,resp_copd,total,nvss,30,34,0.239367076074302,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,resp_copd,total,nvss,35,39,1.0968839707992,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,resp_copd,total,nvss,40,44,3.48986141387062,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,resp_copd,total,nvss,45,49,6.28849666086443,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,resp_copd,total,nvss,50,54,14.5643274455641,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,resp_copd,total,nvss,55,59,28.4835508783138,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,resp_copd,total,nvss,60,64,44.8810363946714,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,resp_copd,total,nvss,65,69,65.6162420814163,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,resp_copd,total,nvss,70,74,87.4371101546238,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,resp_copd,total,nvss,75,79,93.6600164235854,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,resp_copd,total,nvss,80,84,72.563077863966,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,resp_copd,total,nvss,85,150,43.0161499138171,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,t2_dm,total,nvss,30,34,0.0299208845092877,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,t2_dm,total,nvss,35,39,0.0822662978099401,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,t2_dm,total,nvss,40,44,0.473624049025298,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,t2_dm,total,nvss,45,49,0.92081558248372,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,t2_dm,total,nvss,50,54,2.10351359255052,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,t2_dm,total,nvss,55,59,2.70011355909666,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,t2_dm,total,nvss,60,64,3.42533293097322,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,t2_dm,total,nvss,65,69,4.91959559819125,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,t2_dm,total,nvss,70,74,6.57446151913305,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,t2_dm,total,nvss,75,79,7.96205234688224,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,t2_dm,total,nvss,80,84,7.86256146165253,YLL,crude rate
2001,666,F,White,Not Hispanic or Latino,us,t2_dm,total,nvss,85,150,5.59180014189356,YLL,crude rate
2001,666,M,American Indian or Alaska Native,All Origins,us,all-cause,overall,nvss,0,4,147.740864400437,YLL,crude rate
2001,666,M,American Indian or Alaska Native,All Origins,us,all-cause,overall,nvss,5,9,78.6764721855868,YLL,crude rate
2001,666,M,American Indian or Alaska Native,All Origins,us,all-cause,overall,nvss,10,14,117.395559307314,YLL,crude rate
2001,666,M,American Indian or Alaska Native,All Origins,us,all-cause,overall,nvss,15,19,447.17325196871,YLL,crude rate
2001,666,M,American Indian or Alaska Native,All Origins,us,all-cause,overall,nvss,20,24,477.47592961041,YLL,crude rate
2001,666,M,American Indian or Alaska Native,All Origins,us,all-cause,overall,nvss,25,29,401.796134291663,YLL,crude rate
2001,666,M,American Indian or Alaska Native,All Origins,us,all-cause,overall,nvss,30,34,426.197951376232,YLL,crude rate
2001,666,M,American Indian or Alaska Native,All Origins,us,all-cause,overall,nvss,35,39,621.814891785933,YLL,crude rate
2001,666,M,American Indian or Alaska Native,All Origins,us,all-cause,overall,nvss,40,44,584.357034628501,YLL,crude rate
2001,666,M,American Indian or Alaska Native,All Origins,us,all-cause,overall,nvss,45,49,626.905827984592,YLL,crude rate
2001,666,M,American Indian or Alaska Native,All Origins,us,all-cause,overall,nvss,50,54,644.938980938763,YLL,crude rate
2001,666,M,American Indian or Alaska Native,All Origins,us,all-cause,overall,nvss,55,59,538.828504849172,YLL,crude rate
