Year,Education,Gender.Code,Race,Hispanic.Origin,label_cause,attr,nation,source,min_age,max_age,value,measure1,measure2
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_ihd,total,us,nvss,70,70,32.5324806069597,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_ihd,total,us,nvss,71,71,35.495476052575,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_ihd,total,us,nvss,72,72,39.1841030358919,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_ihd,total,us,nvss,73,73,35.9792304110428,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_ihd,total,us,nvss,74,74,41.5424055334225,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_ihd,total,us,nvss,75,75,36.5341632734578,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_ihd,total,us,nvss,76,76,35.5625099949084,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_ihd,total,us,nvss,77,77,38.1373911830643,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_ihd,total,us,nvss,78,78,38.9147138059039,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_ihd,total,us,nvss,79,79,36.145501962038,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_ihd,total,us,nvss,80,80,30.7606435222863,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_ihd,total,us,nvss,81,81,29.2188508763037,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_ihd,total,us,nvss,82,82,28.5419663000187,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_ihd,total,us,nvss,83,83,27.8650817237337,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_ihd,total,us,nvss,84,84,29.5572931644462,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_ihd,total,us,nvss,85,85,23.5530643964951,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_ihd,total,us,nvss,86,86,23.3260469083361,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_ihd,total,us,nvss,87,87,22.2760910256008,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_ihd,total,us,nvss,88,88,20.3180651902295,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_ihd,total,us,nvss,89,89,21.112626398786,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_ihd,total,us,nvss,90,90,14.3461303939145,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_ihd,total,us,nvss,91,91,12.3770536731811,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_ihd,total,us,nvss,92,92,11.3167815927862,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_ihd,total,us,nvss,93,93,10.4512533638925,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_ihd,total,us,nvss,94,94,9.1096846091071,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_ihd,total,us,nvss,95,95,6.34208481160972,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_ihd,total,us,nvss,96,96,4.62618918618746,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_ihd,total,us,nvss,97,97,4.49160913713474,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_ihd,total,us,nvss,98,98,3.29721120179179,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_ihd,total,us,nvss,99,99,2.9271160668968,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_ihd,total,us,nvss,100,150,7.78882033892653,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,1,1,0.74989836405224,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,3,3,0.499932242701493,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,4,4,0.74989836405224,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,7,7,0.238688084738024,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,8,8,0.238688084738024,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,10,10,0.449063433563012,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,11,11,0.449063433563012,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,13,13,0.224531716781506,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,14,14,0.224531716781506,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,15,15,0.420773195833827,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,17,17,0.210386597916914,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,18,18,0.210386597916914,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,20,20,0.392601147536676,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,22,22,0.196300573768338,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,23,23,0.392601147536676,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,25,25,0.182216576804841,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,27,27,0.728866307219363,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,28,28,0.546649730414522,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,29,29,0.182216576804841,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,30,30,0.672589906398173,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,31,31,1.00888485959726,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,32,32,1.34517981279635,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,33,33,1.84962224259497,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,34,34,0.672589906398173,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,35,35,1.54104962835508,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,36,36,2.31157444253263,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,37,37,1.69515459119059,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,38,38,2.92799429387466,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,39,39,2.92799429387466,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,40,40,3.36207435068481,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,41,41,4.90302509474868,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,42,42,3.22198791940628,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,43,43,4.48276580091308,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,44,44,5.88363011369842,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,45,45,5.04852743909064,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,46,46,5.17474062506791,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,47,47,7.0679384147269,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,48,48,6.56308567081783,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,49,49,6.3106592988633,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,50,50,6.30463541223932,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,51,51,5.06622488483517,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,52,52,4.16556268308669,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,53,53,6.19205263702076,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,54,54,6.30463541223932,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,55,55,4.26456738245092,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,56,56,3.57033548298216,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,57,57,3.96703942553574,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,58,58,4.95879928191967,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,59,59,3.96703942553574,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,60,60,3.17959951438682,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,61,61,3.78114536846,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,62,62,4.81236683258545,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,63,63,4.12488585650182,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,64,64,6.01545854073181,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,65,65,2.9908179424641,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,66,66,3.35555183788655,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,67,67,4.96038097774533,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,68,68,5.32511487316778,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,69,69,4.23091318690043,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,70,70,5.32129794314582,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,71,71,3.87003486774241,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,72,72,4.23285063659327,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,73,73,5.38176723795429,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,74,74,5.20035935352887,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,75,75,5.34409303202175,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,76,76,5.73275434344152,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,77,77,5.34409303202175,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,78,78,6.02425032700634,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,79,79,6.7529902859184,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,80,80,4.13651685507517,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,81,81,4.62537793794769,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,82,82,4.7757967326777,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,83,83,4.9638202260902,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,84,84,4.36214504717018,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,85,85,3.5471482524842,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,86,86,3.57552543850408,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,87,87,4.25657790298104,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,88,88,4.17144634492142,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,89,89,3.60390262452395,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,90,90,2.76969033246011,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,91,91,2.12054416078977,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,92,92,2.25037339512384,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,93,93,1.4064833719524,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,94,94,1.27665413761833,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,95,95,0.975705355632265,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,96,96,0.891592824974311,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,97,97,0.622432726868859,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,98,98,0.571965208474087,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,99,99,0.521497690079314,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,cvd_stroke,total,us,nvss,100,150,1.12710791081658,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,1,1,0.74989836405224,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,2,2,0.249966121350747,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,7,7,0.238688084738024,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,11,11,0.224531716781506,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,14,14,0.224531716781506,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,15,15,0.210386597916914,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,17,17,0.210386597916914,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,19,19,0.210386597916914,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,22,22,0.392601147536676,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,24,24,0.196300573768338,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,26,26,0.182216576804841,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,27,27,0.182216576804841,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,32,32,0.168147476599543,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,34,34,0.168147476599543,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,35,35,0.154104962835508,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,36,36,0.154104962835508,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,37,37,0.308209925671017,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,38,38,0.462314888506525,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,40,40,0.280172862557068,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,41,41,0.420259293835601,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,42,42,0.560345725114135,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,43,43,0.560345725114135,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,44,44,0.140086431278534,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,45,45,0.378639557931798,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,46,46,0.378639557931798,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,47,47,0.504852743909064,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,48,48,0.504852743909064,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,49,49,0.504852743909064,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,50,50,0.450331100874237,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,51,51,0.562913876092797,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,52,52,0.225165550437119,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,55,55,0.29752795691518,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,56,56,0.29752795691518,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,57,57,0.198351971276787,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,58,58,0.0991759856383934,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,59,59,0.0991759856383934,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,60,60,0.0859351220104545,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,61,61,0.343740488041818,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,62,62,0.343740488041818,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,63,63,0.429675610052272,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,64,64,0.0859351220104545,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,65,65,0.364733895422451,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,66,66,0.291787116337961,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,67,67,0.291787116337961,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,68,68,0.656521011760412,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,69,69,0.291787116337961,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,70,70,0.302346474042376,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,71,71,0.241877179233901,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,72,72,0.483754358467802,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,73,73,0.302346474042376,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,74,74,0.544223653276277,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,75,75,0.242913319637352,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,76,76,0.291495983564823,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,78,78,0.242913319637352,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,79,79,0.291495983564823,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,80,80,0.338442288142514,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,81,81,0.300837589460012,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,82,82,0.413651685507517,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,83,83,0.376046986825016,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,84,84,0.338442288142514,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,85,85,0.198640302139115,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,86,86,0.255394674178863,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,87,87,0.170263116119242,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,88,88,0.198640302139115,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,89,89,0.198640302139115,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,90,90,0.129829234334068,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,91,91,0.0865528228893786,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,92,92,0.108191028611723,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,93,93,0.194743851501102,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,94,94,0.0865528228893786,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,95,95,0.0672900245263631,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,96,96,0.0504675183947723,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,97,97,0.0336450122631816,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,99,99,0.0168225061315908,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,lri,total,us,nvss,100,150,0.134580049052726,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,6,6,0.238688084738024,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,7,7,0.238688084738024,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,21,21,0.196300573768338,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,22,22,0.196300573768338,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,24,24,0.196300573768338,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,27,27,0.182216576804841,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,29,29,0.182216576804841,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,30,30,0.672589906398173,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,31,31,0.336294953199086,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,32,32,0.168147476599543,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,33,33,0.672589906398173,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,34,34,0.672589906398173,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,35,35,0.616419851342033,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,36,36,0.770524814177542,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,37,37,1.38694466551958,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,38,38,2.77388933103915,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,39,39,4.00672903372322,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,40,40,4.34267936963455,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,41,41,3.78233364452041,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,42,42,3.50216078196334,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,43,43,5.04311152602722,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,44,44,5.46337081986282,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,45,45,7.44657797265869,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,46,46,6.05823292690877,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,47,47,7.0679384147269,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,48,48,9.84462850622675,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,49,49,9.33977576231768,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,50,50,9.45695311835898,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,51,51,9.00662201748475,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,52,52,9.23178756792186,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,53,53,11.4834430722931,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,54,54,8.89403924226619,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,55,55,7.83490286543308,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,56,56,10.3143025063929,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,57,57,11.0085344058617,YLL,crude rate
2000,666,F,Black or African American,Not Hispanic or Latino,neo_lung,total,us,nvss,58,58,11.3060623627769,YLL,crude rate
