Year,Education,Gender.Code,Race,Hispanic.Origin,nation,label_cause,attr,source,measure1,measure2,min_age,max_age,value
2006,666,F,Black or African American,All Origins,us,cvd_stroke,total,nvss,Deaths,age-adjusted rate,20,24,0.251912902607811
2006,666,F,Black or African American,All Origins,us,cvd_stroke,total,nvss,Deaths,age-adjusted rate,25,29,0.326261665569079
2006,666,F,Black or African American,All Origins,us,cvd_stroke,total,nvss,Deaths,age-adjusted rate,30,34,0.591023994625997
2006,666,F,Black or African American,All Origins,us,cvd_stroke,total,nvss,Deaths,age-adjusted rate,35,39,1.38328930868624
2006,666,F,Black or African American,All Origins,us,cvd_stroke,total,nvss,Deaths,age-adjusted rate,40,44,3.03478137837917
2006,666,F,Black or African American,All Origins,us,cvd_stroke,total,nvss,Deaths,age-adjusted rate,45,49,6.21972509505693
2006,666,F,Black or African American,All Origins,us,cvd_stroke,total,nvss,Deaths,age-adjusted rate,50,54,9.1968609454098
2006,666,F,Black or African American,All Origins,us,cvd_stroke,total,nvss,Deaths,age-adjusted rate,55,59,9.57756006030284
2006,666,F,Black or African American,All Origins,us,cvd_stroke,total,nvss,Deaths,age-adjusted rate,60,64,11.2291886113424
2006,666,F,Black or African American,All Origins,us,cvd_stroke,total,nvss,Deaths,age-adjusted rate,65,69,11.8581413626231
2006,666,F,Black or African American,All Origins,us,cvd_stroke,total,nvss,Deaths,age-adjusted rate,70,74,17.1447734663104
2006,666,F,Black or African American,All Origins,us,cvd_stroke,total,nvss,Deaths,age-adjusted rate,75,79,25.7739712459989
2006,666,F,Black or African American,All Origins,us,cvd_stroke,total,nvss,Deaths,age-adjusted rate,80,84,45.5614117879881
2006,666,F,Black or African American,All Origins,us,cvd_stroke,total,nvss,Deaths,age-adjusted rate,85,150,4.58518487142585
2006,666,F,Black or African American,All Origins,us,cvd_stroke,total,nvss,YLL,crude rate,0,4,4.45078054390651
2006,666,F,Black or African American,All Origins,us,cvd_stroke,total,nvss,YLL,crude rate,5,9,1.0541417439053
2006,666,F,Black or African American,All Origins,us,cvd_stroke,total,nvss,YLL,crude rate,10,14,0.198324315811481
2006,666,F,Black or African American,All Origins,us,cvd_stroke,total,nvss,YLL,crude rate,15,19,0.929151094684318
2006,666,F,Black or African American,All Origins,us,cvd_stroke,total,nvss,YLL,crude rate,20,24,1.90727151150233
2006,666,F,Black or African American,All Origins,us,cvd_stroke,total,nvss,YLL,crude rate,25,29,2.09232673116491
2006,666,F,Black or African American,All Origins,us,cvd_stroke,total,nvss,YLL,crude rate,30,34,3.41598895599723
2006,666,F,Black or African American,All Origins,us,cvd_stroke,total,nvss,YLL,crude rate,35,39,7.75871409201877
2006,666,F,Black or African American,All Origins,us,cvd_stroke,total,nvss,YLL,crude rate,40,44,15.7144092895904
2006,666,F,Black or African American,All Origins,us,cvd_stroke,total,nvss,YLL,crude rate,45,49,24.3029778459837
2006,666,F,Black or African American,All Origins,us,cvd_stroke,total,nvss,YLL,crude rate,50,54,28.5398781419083
2006,666,F,Black or African American,All Origins,us,cvd_stroke,total,nvss,YLL,crude rate,55,59,24.8784393453343
2006,666,F,Black or African American,All Origins,us,cvd_stroke,total,nvss,YLL,crude rate,60,64,18.2171404783594
2006,666,F,Black or African American,All Origins,us,cvd_stroke,total,nvss,YLL,crude rate,65,69,18.1055077342668
2006,666,F,Black or African American,All Origins,us,cvd_stroke,total,nvss,YLL,crude rate,70,74,18.1064316601805
2006,666,F,Black or African American,All Origins,us,cvd_stroke,total,nvss,YLL,crude rate,75,79,20.1686788363742
2006,666,F,Black or African American,All Origins,us,cvd_stroke,total,nvss,YLL,crude rate,80,84,20.0289274289526
2006,666,F,Black or African American,All Origins,us,cvd_stroke,total,nvss,YLL,crude rate,85,150,23.0196831282135
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,Deaths,age-adjusted rate,0,4,0.114238177937713
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,Deaths,age-adjusted rate,10,14,0.0677492224527833
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,Deaths,age-adjusted rate,15,19,0.0207517032282351
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,Deaths,age-adjusted rate,20,24,0.0458845774114237
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,Deaths,age-adjusted rate,25,29,0.0256327675029883
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,Deaths,age-adjusted rate,30,34,0.176059908119449
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,Deaths,age-adjusted rate,35,39,0.0710944217032427
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,Deaths,age-adjusted rate,40,44,0.205561953750287
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,Deaths,age-adjusted rate,45,49,0.625675042285365
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,Deaths,age-adjusted rate,50,54,0.417620438421688
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,Deaths,age-adjusted rate,55,59,0.269165011498831
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,Deaths,age-adjusted rate,60,64,0.416175689546485
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,Deaths,age-adjusted rate,65,69,1.22041659491381
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,Deaths,age-adjusted rate,70,74,0.723844836632847
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,Deaths,age-adjusted rate,75,79,1.28389964700219
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,Deaths,age-adjusted rate,80,84,3.16640702476194
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,Deaths,age-adjusted rate,85,150,0.311792571256958
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,YLL,crude rate,0,4,10.676626253782
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,YLL,crude rate,10,14,0.793297263245925
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,YLL,crude rate,15,19,0.185830218936864
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,YLL,crude rate,20,24,0.346776638454969
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,YLL,crude rate,25,29,0.160948210089608
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,YLL,crude rate,30,34,1.03964881269481
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,YLL,crude rate,35,39,0.408353373264146
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,YLL,crude rate,40,44,1.11361955595523
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,YLL,crude rate,45,49,2.45259409454881
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,YLL,crude rate,50,54,1.29274709353592
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,YLL,crude rate,55,59,0.700801108319277
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,YLL,crude rate,60,64,0.75904751993164
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,YLL,crude rate,65,69,1.86853994410583
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,YLL,crude rate,70,74,0.74775823965347
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,YLL,crude rate,75,79,0.986977900503416
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,YLL,crude rate,80,84,1.36183420329529
2006,666,F,Black or African American,All Origins,us,lri,total,nvss,YLL,crude rate,85,150,1.63195841041599
2006,666,F,Black or African American,All Origins,us,neo_lung,total,nvss,Deaths,age-adjusted rate,10,14,0.00775192353626189
2006,666,F,Black or African American,All Origins,us,neo_lung,total,nvss,Deaths,age-adjusted rate,15,19,0.040384504930097
2006,666,F,Black or African American,All Origins,us,neo_lung,total,nvss,Deaths,age-adjusted rate,20,24,0.0918641079830718
2006,666,F,Black or African American,All Origins,us,neo_lung,total,nvss,Deaths,age-adjusted rate,25,29,0.0524206675207481
2006,666,F,Black or African American,All Origins,us,neo_lung,total,nvss,Deaths,age-adjusted rate,30,34,0.278947268563921
2006,666,F,Black or African American,All Origins,us,neo_lung,total,nvss,Deaths,age-adjusted rate,35,39,0.883044922732051
2006,666,F,Black or African American,All Origins,us,neo_lung,total,nvss,Deaths,age-adjusted rate,40,44,3.32318579473011
2006,666,F,Black or African American,All Origins,us,neo_lung,total,nvss,Deaths,age-adjusted rate,45,49,10.9261367636128
2006,666,F,Black or African American,All Origins,us,neo_lung,total,nvss,Deaths,age-adjusted rate,50,54,18.9469485344234
2006,666,F,Black or African American,All Origins,us,neo_lung,total,nvss,Deaths,age-adjusted rate,55,59,22.8874134424197
2006,666,F,Black or African American,All Origins,us,neo_lung,total,nvss,Deaths,age-adjusted rate,60,64,38.0769788901725
2006,666,F,Black or African American,All Origins,us,neo_lung,total,nvss,Deaths,age-adjusted rate,65,69,38.8112932383073
2006,666,F,Black or African American,All Origins,us,neo_lung,total,nvss,Deaths,age-adjusted rate,70,74,49.4195390290277
2006,666,F,Black or African American,All Origins,us,neo_lung,total,nvss,Deaths,age-adjusted rate,75,79,49.403551357106
2006,666,F,Black or African American,All Origins,us,neo_lung,total,nvss,Deaths,age-adjusted rate,80,84,55.145384270376
2006,666,F,Black or African American,All Origins,us,neo_lung,total,nvss,Deaths,age-adjusted rate,85,150,2.01289615855595
2006,666,F,Black or African American,All Origins,us,neo_lung,total,nvss,YLL,crude rate,10,14,0.198324315811481
2006,666,F,Black or African American,All Origins,us,neo_lung,total,nvss,YLL,crude rate,15,19,0.371660437873727
2006,666,F,Black or African American,All Origins,us,neo_lung,total,nvss,YLL,crude rate,20,24,0.693553276909937
2006,666,F,Black or African American,All Origins,us,neo_lung,total,nvss,YLL,crude rate,25,29,0.321896420179217
2006,666,F,Black or African American,All Origins,us,neo_lung,total,nvss,YLL,crude rate,30,34,1.63373384852042
2006,666,F,Black or African American,All Origins,us,neo_lung,total,nvss,YLL,crude rate,35,39,4.90024047916975
2006,666,F,Black or African American,All Origins,us,neo_lung,total,nvss,YLL,crude rate,40,44,16.8280288455457
2006,666,F,Black or African American,All Origins,us,neo_lung,total,nvss,YLL,crude rate,45,49,42.5859520053475
2006,666,F,Black or African American,All Origins,us,neo_lung,total,nvss,YLL,crude rate,50,54,58.5713875455888
2006,666,F,Black or African American,All Origins,us,neo_lung,total,nvss,YLL,crude rate,55,59,58.1664919905
2006,666,F,Black or African American,All Origins,us,neo_lung,total,nvss,YLL,crude rate,60,64,62.0900871304081
2006,666,F,Black or African American,All Origins,us,neo_lung,total,nvss,YLL,crude rate,65,69,59.1489540927293
2006,666,F,Black or African American,All Origins,us,neo_lung,total,nvss,YLL,crude rate,70,74,51.808963747419
2006,666,F,Black or African American,All Origins,us,neo_lung,total,nvss,YLL,crude rate,75,79,38.8783468633085
2006,666,F,Black or African American,All Origins,us,neo_lung,total,nvss,YLL,crude rate,80,84,24.3801537858229
2006,666,F,Black or African American,All Origins,us,neo_lung,total,nvss,YLL,crude rate,85,150,12.2569795657974
2006,666,F,Black or African American,All Origins,us,resp_copd,total,nvss,Deaths,age-adjusted rate,0,4,0.00427733928927307
2006,666,F,Black or African American,All Origins,us,resp_copd,total,nvss,Deaths,age-adjusted rate,5,9,0.0173605625059352
2006,666,F,Black or African American,All Origins,us,resp_copd,total,nvss,Deaths,age-adjusted rate,10,14,0.015889600922886
2006,666,F,Black or African American,All Origins,us,resp_copd,total,nvss,Deaths,age-adjusted rate,25,29,0.0903536448762114
2006,666,F,Black or African American,All Origins,us,resp_copd,total,nvss,Deaths,age-adjusted rate,30,34,0.104713604441229
2006,666,F,Black or African American,All Origins,us,resp_copd,total,nvss,Deaths,age-adjusted rate,35,39,0.123119250032953
2006,666,F,Black or African American,All Origins,us,resp_copd,total,nvss,Deaths,age-adjusted rate,40,44,0.989630764940642
2006,666,F,Black or African American,All Origins,us,resp_copd,total,nvss,Deaths,age-adjusted rate,45,49,1.40664327663832
