Year,Education,Gender.Code,Race,Hispanic.Origin,nation,label_cause,attr,source,measure1,measure2,min_age,max_age,value
2006,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,Deaths,age-adjusted rate,20,24,0.0220628562576715
2006,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,Deaths,age-adjusted rate,25,29,0.161335118791515
2006,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,Deaths,age-adjusted rate,30,34,0.257525208380588
2006,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,Deaths,age-adjusted rate,35,39,0.317369564557728
2006,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,Deaths,age-adjusted rate,40,44,1.74513883328996
2006,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,Deaths,age-adjusted rate,45,49,3.24325011035287
2006,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,Deaths,age-adjusted rate,50,54,9.58789451482159
2006,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,Deaths,age-adjusted rate,55,59,15.4082706601585
2006,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,Deaths,age-adjusted rate,60,64,27.3680605774518
2006,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,Deaths,age-adjusted rate,65,69,33.2541072386865
2006,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,Deaths,age-adjusted rate,70,74,46.9032148326402
2006,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,Deaths,age-adjusted rate,75,79,63.2101312233652
2006,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,Deaths,age-adjusted rate,80,84,80.2627899457899
2006,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,Deaths,age-adjusted rate,85,150,4.73191078731148
2006,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,YLL,crude rate,0,4,0.88753258298451
2006,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,YLL,crude rate,5,9,0.421656697562119
2006,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,YLL,crude rate,10,14,0.594972947434444
2006,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,YLL,crude rate,20,24,0.173388319227484
2006,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,YLL,crude rate,25,29,1.12663747062726
2006,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,YLL,crude rate,30,34,1.48521258956401
2006,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,YLL,crude rate,35,39,1.76953128414463
2006,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,YLL,crude rate,40,44,8.78522094142458
2006,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,YLL,crude rate,45,49,12.5974151220007
2006,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,YLL,crude rate,50,54,29.6337410672079
2006,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,YLL,crude rate,55,59,39.2448620658795
2006,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,YLL,crude rate,60,64,44.7078989239736
2006,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,YLL,crude rate,65,69,50.7083081383202
2006,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,YLL,crude rate,70,74,49.2452212114642
2006,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,YLL,crude rate,75,79,49.5205433556931
2006,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,YLL,crude rate,80,84,35.5405511591697
2006,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,YLL,crude rate,85,150,26.7674250200723
2006,666,A,Black or African American,All Origins,us,t2_dm,total,nvss,Deaths,age-adjusted rate,20,24,0.0226040551322152
2006,666,A,Black or African American,All Origins,us,t2_dm,total,nvss,Deaths,age-adjusted rate,25,29,0.0256327675029883
2006,666,A,Black or African American,All Origins,us,t2_dm,total,nvss,Deaths,age-adjusted rate,30,34,0.177067492966721
2006,666,A,Black or African American,All Origins,us,t2_dm,total,nvss,Deaths,age-adjusted rate,35,39,0.465530660942218
2006,666,A,Black or African American,All Origins,us,t2_dm,total,nvss,Deaths,age-adjusted rate,40,44,0.573029040898859
2006,666,A,Black or African American,All Origins,us,t2_dm,total,nvss,Deaths,age-adjusted rate,45,49,1.77348763264464
2006,666,A,Black or African American,All Origins,us,t2_dm,total,nvss,Deaths,age-adjusted rate,50,54,3.70753388047607
2006,666,A,Black or African American,All Origins,us,t2_dm,total,nvss,Deaths,age-adjusted rate,55,59,5.74726829846558
2006,666,A,Black or African American,All Origins,us,t2_dm,total,nvss,Deaths,age-adjusted rate,60,64,9.46432102768917
2006,666,A,Black or African American,All Origins,us,t2_dm,total,nvss,Deaths,age-adjusted rate,65,69,11.0877603527889
2006,666,A,Black or African American,All Origins,us,t2_dm,total,nvss,Deaths,age-adjusted rate,70,74,13.7689737574982
2006,666,A,Black or African American,All Origins,us,t2_dm,total,nvss,Deaths,age-adjusted rate,75,79,18.6139705943808
2006,666,A,Black or African American,All Origins,us,t2_dm,total,nvss,Deaths,age-adjusted rate,80,84,23.0844313753057
2006,666,A,Black or African American,All Origins,us,t2_dm,total,nvss,Deaths,age-adjusted rate,85,150,1.55437767141336
2006,666,A,Black or African American,All Origins,us,t2_dm,total,nvss,YLL,crude rate,20,24,0.173388319227484
2006,666,A,Black or African American,All Origins,us,t2_dm,total,nvss,YLL,crude rate,25,29,0.160948210089608
2006,666,A,Black or African American,All Origins,us,t2_dm,total,nvss,YLL,crude rate,30,34,1.03964881269481
2006,666,A,Black or African American,All Origins,us,t2_dm,total,nvss,YLL,crude rate,35,39,2.58623803067292
2006,666,A,Black or African American,All Origins,us,t2_dm,total,nvss,YLL,crude rate,40,44,2.96965214921394
2006,666,A,Black or African American,All Origins,us,t2_dm,total,nvss,YLL,crude rate,45,49,6.91185608463755
2006,666,A,Black or African American,All Origins,us,t2_dm,total,nvss,YLL,crude rate,50,54,11.3363975894688
2006,666,A,Black or African American,All Origins,us,t2_dm,total,nvss,YLL,crude rate,55,59,14.4540228590851
2006,666,A,Black or African American,All Origins,us,t2_dm,total,nvss,YLL,crude rate,60,64,15.3327599026191
2006,666,A,Black or African American,All Origins,us,t2_dm,total,nvss,YLL,crude rate,65,69,16.9457243206839
2006,666,A,Black or African American,All Origins,us,t2_dm,total,nvss,YLL,crude rate,70,74,14.4744630675779
2006,666,A,Black or African American,All Origins,us,t2_dm,total,nvss,YLL,crude rate,75,79,14.5901080943983
2006,666,A,Black or African American,All Origins,us,t2_dm,total,nvss,YLL,crude rate,80,84,10.3300106640203
2006,666,A,Black or African American,All Origins,us,t2_dm,total,nvss,YLL,crude rate,85,150,8.58357570115915
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,Deaths,age-adjusted rate,0,4,10.6131165677242
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,Deaths,age-adjusted rate,5,9,3.52517164015917
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,Deaths,age-adjusted rate,10,14,7.12693932210965
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,Deaths,age-adjusted rate,15,19,48.3024633066572
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,Deaths,age-adjusted rate,20,24,71.4285176428679
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,Deaths,age-adjusted rate,25,29,63.1641646540131
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,Deaths,age-adjusted rate,30,34,66.1615858385322
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,Deaths,age-adjusted rate,35,39,81.6290188479873
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,Deaths,age-adjusted rate,40,44,127.515782122218
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,Deaths,age-adjusted rate,45,49,224.123052818368
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,Deaths,age-adjusted rate,50,54,323.767819814706
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,Deaths,age-adjusted rate,55,59,396.814972604515
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,Deaths,age-adjusted rate,60,64,539.367002580671
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,Deaths,age-adjusted rate,65,69,568.707996360657
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,Deaths,age-adjusted rate,70,74,847.636196982026
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,Deaths,age-adjusted rate,75,79,1098.69469709729
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,Deaths,age-adjusted rate,80,84,1658.50075314779
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,Deaths,age-adjusted rate,85,150,159.094138878287
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,YLL,crude rate,0,4,1390.62474401433
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,YLL,crude rate,5,9,97.0575769107527
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,YLL,crude rate,10,14,126.342147979128
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,YLL,crude rate,15,19,427.199586814145
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,YLL,crude rate,20,24,606.916256244404
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,YLL,crude rate,25,29,525.139590333525
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,YLL,crude rate,30,34,482.989458857588
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,YLL,crude rate,35,39,507.32128590737
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,YLL,crude rate,40,44,617.122142087397
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,YLL,crude rate,45,49,698.263493132709
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,YLL,crude rate,50,54,723.003096064426
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,YLL,crude rate,55,59,697.697860240427
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,YLL,crude rate,60,64,621.611161392468
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,YLL,crude rate,65,69,592.360562012419
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,YLL,crude rate,70,74,594.634919479595
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,YLL,crude rate,75,79,585.072159547591
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,YLL,crude rate,80,84,469.885700633828
2006,666,A,White,Hispanic or Latino,us,all-cause,overall,nvss,YLL,crude rate,85,150,477.483773707142
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,Deaths,age-adjusted rate,0,4,0.00471871567135904
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,Deaths,age-adjusted rate,5,9,0.00792955530056989
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,Deaths,age-adjusted rate,10,14,0.0296114004945745
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,Deaths,age-adjusted rate,15,19,0.144189421365642
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,Deaths,age-adjusted rate,20,24,0.3022819843424
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,Deaths,age-adjusted rate,25,29,0.575214376282217
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,Deaths,age-adjusted rate,30,34,1.52604792356545
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,Deaths,age-adjusted rate,35,39,3.30006031059929
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,Deaths,age-adjusted rate,40,44,8.03700517467832
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,Deaths,age-adjusted rate,45,49,21.0376395171391
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,Deaths,age-adjusted rate,50,54,40.3810476915852
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,Deaths,age-adjusted rate,55,59,61.2769604094204
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,Deaths,age-adjusted rate,60,64,92.577654397584
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,Deaths,age-adjusted rate,65,69,103.077772462073
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,Deaths,age-adjusted rate,70,74,165.23578654213
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,Deaths,age-adjusted rate,75,79,230.937020531555
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,Deaths,age-adjusted rate,80,84,371.351371596557
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,Deaths,age-adjusted rate,85,150,40.8202066858762
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,YLL,crude rate,0,4,0.654464028592626
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,YLL,crude rate,5,9,0.20694579298668
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,YLL,crude rate,10,14,0.778688123137924
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,YLL,crude rate,15,19,1.27685615187832
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,YLL,crude rate,20,24,2.55292872789289
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,YLL,crude rate,25,29,4.73952698856972
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,YLL,crude rate,30,34,11.0797461132438
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,YLL,crude rate,35,39,20.1752736823842
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,YLL,crude rate,40,44,38.3803575870139
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,YLL,crude rate,45,49,65.2194079152319
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,YLL,crude rate,50,54,89.9971452101256
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,YLL,crude rate,55,59,107.053714074357
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,YLL,crude rate,60,64,106.9919246985
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,YLL,crude rate,65,69,107.391440774833
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,YLL,crude rate,70,74,115.917634188801
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,YLL,crude rate,75,79,122.321781952931
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,YLL,crude rate,80,84,105.245007052872
2006,666,A,White,Hispanic or Latino,us,cvd_ihd,total,nvss,YLL,crude rate,85,150,119.937470399562
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,Deaths,age-adjusted rate,0,4,0.0654239379890833
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,Deaths,age-adjusted rate,5,9,0.0231516233461669
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,Deaths,age-adjusted rate,10,14,0.0642448725539802
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,Deaths,age-adjusted rate,15,19,0.144258653438992
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,Deaths,age-adjusted rate,20,24,0.361545271227725
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,Deaths,age-adjusted rate,25,29,0.438230448869538
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,Deaths,age-adjusted rate,30,34,0.599494732989637
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,Deaths,age-adjusted rate,35,39,1.3235104358662
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,Deaths,age-adjusted rate,40,44,3.0103088668919
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,Deaths,age-adjusted rate,45,49,5.76466082653946
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,Deaths,age-adjusted rate,50,54,8.35378766694029
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,Deaths,age-adjusted rate,55,59,11.829754301947
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,Deaths,age-adjusted rate,60,64,14.9530185803649
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,Deaths,age-adjusted rate,65,69,14.571897962671
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,Deaths,age-adjusted rate,70,74,24.0813035885214
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,Deaths,age-adjusted rate,75,79,31.8427316302609
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,Deaths,age-adjusted rate,80,84,55.5810427062588
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,Deaths,age-adjusted rate,85,150,4.69803905486303
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,YLL,crude rate,0,4,8.52090843010846
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,YLL,crude rate,5,9,0.620837378960039
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,YLL,crude rate,10,14,1.36270421549137
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,YLL,crude rate,15,19,1.27685615187832
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,YLL,crude rate,20,24,3.06351447347147
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,YLL,crude rate,25,29,3.63363735790345
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,YLL,crude rate,30,34,4.37358399206992
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,YLL,crude rate,35,39,8.28388720733656
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,YLL,crude rate,40,44,14.5748193368407
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,YLL,crude rate,45,49,17.9462800303658
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,YLL,crude rate,50,54,18.838881806458
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,YLL,crude rate,55,59,20.6368605444543
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,YLL,crude rate,60,64,17.2110965218339
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,YLL,crude rate,65,69,15.1790022296584
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,YLL,crude rate,70,74,16.8817178691967
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,YLL,crude rate,75,79,17.0172175995124
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,YLL,crude rate,80,84,15.747626519993
2006,666,A,White,Hispanic or Latino,us,cvd_stroke,total,nvss,YLL,crude rate,85,150,14.2814239205366
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,Deaths,age-adjusted rate,0,4,0.13179349835041
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,Deaths,age-adjusted rate,5,9,0.0608605328565082
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,Deaths,age-adjusted rate,10,14,0.0148793665417232
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,Deaths,age-adjusted rate,15,19,0.103406378302089
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,Deaths,age-adjusted rate,20,24,0.0992978346830947
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,Deaths,age-adjusted rate,25,29,0.114223629747982
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,Deaths,age-adjusted rate,30,34,0.158888974128711
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,Deaths,age-adjusted rate,35,39,0.128928725368271
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,Deaths,age-adjusted rate,40,44,0.467961218028679
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,Deaths,age-adjusted rate,45,49,0.62403128858996
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,Deaths,age-adjusted rate,50,54,0.824763294207336
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,Deaths,age-adjusted rate,55,59,1.04027335716702
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,Deaths,age-adjusted rate,60,64,1.98877293208124
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,Deaths,age-adjusted rate,65,69,1.29643489007109
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,Deaths,age-adjusted rate,70,74,2.18944963872435
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,Deaths,age-adjusted rate,75,79,4.93712364830539
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,Deaths,age-adjusted rate,80,84,5.02171837807707
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,Deaths,age-adjusted rate,85,150,0.583259950688778
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,YLL,crude rate,0,4,16.37447677322
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,YLL,crude rate,5,9,1.65556634389344
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,YLL,crude rate,10,14,0.389344061568962
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,YLL,crude rate,15,19,0.912040108484511
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,YLL,crude rate,20,24,0.850976242630965
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,YLL,crude rate,25,29,0.947905397713944
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,YLL,crude rate,30,34,1.16628906455198
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,YLL,crude rate,35,39,0.801666503935796
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,YLL,crude rate,40,44,2.18622290052611
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,YLL,crude rate,45,49,1.96971366186942
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,YLL,crude rate,50,54,1.85460494467721
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,YLL,crude rate,55,59,1.80572529763975
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,YLL,crude rate,60,64,2.30971425184784
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,YLL,crude rate,65,69,1.32816269509511
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,YLL,crude rate,70,74,1.52040316213263
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,YLL,crude rate,75,79,2.61155319596477
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,YLL,crude rate,80,84,1.43456639105526
2006,666,A,White,Hispanic or Latino,us,lri,total,nvss,YLL,crude rate,85,150,1.75040865324915
2006,666,A,White,Hispanic or Latino,us,neo_lung,total,nvss,Deaths,age-adjusted rate,15,19,0.0418645143511481
2006,666,A,White,Hispanic or Latino,us,neo_lung,total,nvss,Deaths,age-adjusted rate,20,24,0.0782453640408391
2006,666,A,White,Hispanic or Latino,us,neo_lung,total,nvss,Deaths,age-adjusted rate,25,29,0.116561499862437
2006,666,A,White,Hispanic or Latino,us,neo_lung,total,nvss,Deaths,age-adjusted rate,30,34,0.180582067551671
2006,666,A,White,Hispanic or Latino,us,neo_lung,total,nvss,Deaths,age-adjusted rate,35,39,0.509111809788924
2006,666,A,White,Hispanic or Latino,us,neo_lung,total,nvss,Deaths,age-adjusted rate,40,44,1.96859453522745
2006,666,A,White,Hispanic or Latino,us,neo_lung,total,nvss,Deaths,age-adjusted rate,45,49,5.0507653639638
2006,666,A,White,Hispanic or Latino,us,neo_lung,total,nvss,Deaths,age-adjusted rate,50,54,10.0783454502362
2006,666,A,White,Hispanic or Latino,us,neo_lung,total,nvss,Deaths,age-adjusted rate,55,59,16.7732873615032
2006,666,A,White,Hispanic or Latino,us,neo_lung,total,nvss,Deaths,age-adjusted rate,60,64,28.8641201167092
2006,666,A,White,Hispanic or Latino,us,neo_lung,total,nvss,Deaths,age-adjusted rate,65,69,40.0499690026921
2006,666,A,White,Hispanic or Latino,us,neo_lung,total,nvss,Deaths,age-adjusted rate,70,74,49.6971856784821
2006,666,A,White,Hispanic or Latino,us,neo_lung,total,nvss,Deaths,age-adjusted rate,75,79,56.9575640550839
2006,666,A,White,Hispanic or Latino,us,neo_lung,total,nvss,Deaths,age-adjusted rate,80,84,62.2788874290413
2006,666,A,White,Hispanic or Latino,us,neo_lung,total,nvss,Deaths,age-adjusted rate,85,150,2.6206748469304
2006,666,A,White,Hispanic or Latino,us,neo_lung,total,nvss,YLL,crude rate,15,19,0.364816043393804
2006,666,A,White,Hispanic or Latino,us,neo_lung,total,nvss,YLL,crude rate,20,24,0.680780994104772
2006,666,A,White,Hispanic or Latino,us,neo_lung,total,nvss,YLL,crude rate,25,29,0.947905397713944
2006,666,A,White,Hispanic or Latino,us,neo_lung,total,nvss,YLL,crude rate,30,34,1.31207519762098
2006,666,A,White,Hispanic or Latino,us,neo_lung,total,nvss,YLL,crude rate,35,39,3.07305493175388
2006,666,A,White,Hispanic or Latino,us,neo_lung,total,nvss,YLL,crude rate,40,44,9.23071891333245
2006,666,A,White,Hispanic or Latino,us,neo_lung,total,nvss,YLL,crude rate,45,49,15.4294236846438
2006,666,A,White,Hispanic or Latino,us,neo_lung,total,nvss,YLL,crude rate,50,54,22.4504809092504
2006,666,A,White,Hispanic or Latino,us,neo_lung,total,nvss,YLL,crude rate,55,59,29.4075262758474
2006,666,A,White,Hispanic or Latino,us,neo_lung,total,nvss,YLL,crude rate,60,64,33.3790962847688
2006,666,A,White,Hispanic or Latino,us,neo_lung,total,nvss,YLL,crude rate,65,69,41.7422561315606
2006,666,A,White,Hispanic or Latino,us,neo_lung,total,nvss,YLL,crude rate,70,74,34.8119896433125
2006,666,A,White,Hispanic or Latino,us,neo_lung,total,nvss,YLL,crude rate,75,79,30.4119581852672
2006,666,A,White,Hispanic or Latino,us,neo_lung,total,nvss,YLL,crude rate,80,84,17.7038534168865
2006,666,A,White,Hispanic or Latino,us,neo_lung,total,nvss,YLL,crude rate,85,150,9.36272109478234
2006,666,A,White,Hispanic or Latino,us,resp_copd,total,nvss,Deaths,age-adjusted rate,0,4,0.0178220588864383
2006,666,A,White,Hispanic or Latino,us,resp_copd,total,nvss,Deaths,age-adjusted rate,5,9,0.0156403981107862
2006,666,A,White,Hispanic or Latino,us,resp_copd,total,nvss,Deaths,age-adjusted rate,25,29,0.0569203996435679
2006,666,A,White,Hispanic or Latino,us,resp_copd,total,nvss,Deaths,age-adjusted rate,30,34,0.040634336764538
2006,666,A,White,Hispanic or Latino,us,resp_copd,total,nvss,Deaths,age-adjusted rate,35,39,0.129710688643049
2006,666,A,White,Hispanic or Latino,us,resp_copd,total,nvss,Deaths,age-adjusted rate,40,44,0.329519617997134
2006,666,A,White,Hispanic or Latino,us,resp_copd,total,nvss,Deaths,age-adjusted rate,45,49,1.07625771802627
2006,666,A,White,Hispanic or Latino,us,resp_copd,total,nvss,Deaths,age-adjusted rate,50,54,2.52239465162238
2006,666,A,White,Hispanic or Latino,us,resp_copd,total,nvss,Deaths,age-adjusted rate,55,59,5.059773055834
2006,666,A,White,Hispanic or Latino,us,resp_copd,total,nvss,Deaths,age-adjusted rate,60,64,10.0633999122798
2006,666,A,White,Hispanic or Latino,us,resp_copd,total,nvss,Deaths,age-adjusted rate,65,69,13.5639482738502
2006,666,A,White,Hispanic or Latino,us,resp_copd,total,nvss,Deaths,age-adjusted rate,70,74,26.6908226720601
2006,666,A,White,Hispanic or Latino,us,resp_copd,total,nvss,Deaths,age-adjusted rate,75,79,41.5671685666776
2006,666,A,White,Hispanic or Latino,us,resp_copd,total,nvss,Deaths,age-adjusted rate,80,84,68.0583388336567
