Year,Gender.Code,Race,Hispanic.Origin,nation,label_cause,attr,Education,source,measure1,measure2,min_age,max_age,value
2002,A,White,Hispanic or Latino,us,cvd_stroke,total,666,nvss,YLL,absolute number,35,39,2278.60977288
2002,A,White,Hispanic or Latino,us,cvd_stroke,total,666,nvss,YLL,absolute number,40,44,4537.20016612
2002,A,White,Hispanic or Latino,us,cvd_stroke,total,666,nvss,YLL,absolute number,45,49,6487.26480322
2002,A,White,Hispanic or Latino,us,cvd_stroke,total,666,nvss,YLL,absolute number,50,54,6539.73174855
2002,A,White,Hispanic or Latino,us,cvd_stroke,total,666,nvss,YLL,absolute number,55,59,5865.6999996
2002,A,White,Hispanic or Latino,us,cvd_stroke,total,666,nvss,YLL,absolute number,60,64,5717.89982358
2002,A,White,Hispanic or Latino,us,cvd_stroke,total,666,nvss,YLL,absolute number,65,69,5367.30712606
2002,A,White,Hispanic or Latino,us,cvd_stroke,total,666,nvss,YLL,absolute number,70,74,7237.9880408
2002,A,White,Hispanic or Latino,us,cvd_stroke,total,666,nvss,YLL,absolute number,75,79,6619.06018503
2002,A,White,Hispanic or Latino,us,cvd_stroke,total,666,nvss,YLL,absolute number,80,84,5785.32272449
2002,A,White,Hispanic or Latino,us,cvd_stroke,total,666,nvss,YLL,absolute number,85,150,5735.546978846
2002,A,White,Hispanic or Latino,us,cvd_stroke,total,666,nvss,YLL,age-adjusted rate,85,150,51.5411649083694
2002,A,White,Hispanic or Latino,us,cvd_stroke,total,666,nvss,YLL,crude rate,25,29,7.54169006463277
2002,A,White,Hispanic or Latino,us,cvd_stroke,total,666,nvss,YLL,crude rate,30,34,6.32671783864017
2002,A,White,Hispanic or Latino,us,cvd_stroke,total,666,nvss,YLL,crude rate,35,39,12.1765436980324
2002,A,White,Hispanic or Latino,us,cvd_stroke,total,666,nvss,YLL,crude rate,40,44,24.2461068793062
2002,A,White,Hispanic or Latino,us,cvd_stroke,total,666,nvss,YLL,crude rate,45,49,34.6669553941547
2002,A,White,Hispanic or Latino,us,cvd_stroke,total,666,nvss,YLL,crude rate,50,54,34.9473307616779
2002,A,White,Hispanic or Latino,us,cvd_stroke,total,666,nvss,YLL,crude rate,55,59,31.3454077195515
2002,A,White,Hispanic or Latino,us,cvd_stroke,total,666,nvss,YLL,crude rate,60,64,30.5555860821196
2002,A,White,Hispanic or Latino,us,cvd_stroke,total,666,nvss,YLL,crude rate,65,69,28.6820720858342
2002,A,White,Hispanic or Latino,us,cvd_stroke,total,666,nvss,YLL,crude rate,70,74,38.6787060749075
2002,A,White,Hispanic or Latino,us,cvd_stroke,total,666,nvss,YLL,crude rate,75,79,35.3712498481279
2002,A,White,Hispanic or Latino,us,cvd_stroke,total,666,nvss,YLL,crude rate,80,84,30.915883799153
2002,A,White,Hispanic or Latino,us,cvd_stroke,total,666,nvss,YLL,crude rate,85,150,30.649889793005
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,Deaths,absolute number,25,29,9
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,Deaths,absolute number,30,34,3
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,Deaths,absolute number,35,39,5
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,Deaths,absolute number,40,44,6
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,Deaths,absolute number,45,49,15
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,Deaths,absolute number,50,54,20
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,Deaths,absolute number,55,59,12
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,Deaths,absolute number,60,64,16
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,Deaths,absolute number,65,69,14
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,Deaths,absolute number,70,74,28
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,Deaths,absolute number,75,79,35
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,Deaths,absolute number,80,84,33
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,Deaths,absolute number,85,150,82
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,Deaths,age-adjusted rate,85,150,0.774201467844923
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,Deaths,crude rate,25,29,0.0480946297108957
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,Deaths,crude rate,30,34,0.0160315432369652
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,Deaths,crude rate,35,39,0.0267192387282754
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,Deaths,crude rate,40,44,0.0320630864739305
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,Deaths,crude rate,45,49,0.0801577161848262
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,Deaths,crude rate,50,54,0.106876954913102
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,Deaths,crude rate,55,59,0.0641261729478609
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,Deaths,crude rate,60,64,0.0855015639304813
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,Deaths,crude rate,65,69,0.0748138684391711
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,Deaths,crude rate,70,74,0.149627736878342
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,Deaths,crude rate,75,79,0.187034671097928
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,Deaths,crude rate,80,84,0.176346975606618
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,Deaths,crude rate,85,150,0.438195515143716
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,YLL,absolute number,25,29,577.34370279
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,YLL,absolute number,30,34,177.5888313
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,YLL,absolute number,35,39,271.2630682
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,YLL,absolute number,40,44,295.90435866
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,YLL,absolute number,45,49,666.49980855
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,YLL,absolute number,50,54,792.6947574
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,YLL,absolute number,55,59,418.9785714
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,YLL,absolute number,60,64,484.05501152
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,YLL,absolute number,65,69,359.53253476
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,YLL,absolute number,70,74,596.06960336
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,YLL,absolute number,75,79,598.62301415
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,YLL,absolute number,80,84,436.87791741
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,YLL,absolute number,85,150,685.308473811
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,YLL,age-adjusted rate,85,150,6.38824365500431
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,YLL,crude rate,25,29,3.0852368446225
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,YLL,crude rate,30,34,0.949007675796025
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,YLL,crude rate,35,39,1.44958853548005
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,YLL,crude rate,40,44,1.58126783995475
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,YLL,crude rate,45,49,3.56167349939946
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,YLL,crude rate,50,54,4.23604009232459
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,YLL,crude rate,55,59,2.23895769425368
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,YLL,crude rate,60,64,2.5867162820842
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,YLL,crude rate,65,69,1.92128712536688
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,YLL,crude rate,70,74,3.18530520616885
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,YLL,crude rate,75,79,3.19895024466273
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,YLL,crude rate,80,84,2.33460907407791
2002,A,White,Hispanic or Latino,us,lri,total,666,nvss,YLL,crude rate,85,150,3.66218414285323
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,Deaths,absolute number,25,29,675
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,Deaths,absolute number,30,34,1048
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,Deaths,absolute number,35,39,1613
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,Deaths,absolute number,40,44,2708
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,Deaths,absolute number,45,49,3816
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,Deaths,absolute number,50,54,4813
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,Deaths,absolute number,55,59,5667
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,Deaths,absolute number,60,64,6796
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,Deaths,absolute number,65,69,8314
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,Deaths,absolute number,70,74,10652
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,Deaths,absolute number,75,79,11929
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,Deaths,absolute number,80,84,11264
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,Deaths,absolute number,85,150,18080
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,Deaths,age-adjusted rate,85,150,162.713017586161
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,Deaths,crude rate,25,29,3.60709722831718
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,Deaths,crude rate,30,34,5.60035243744652
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,Deaths,crude rate,35,39,8.61962641374164
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,Deaths,crude rate,40,44,14.471139695234
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,Deaths,crude rate,45,49,20.3921229974198
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,Deaths,crude rate,50,54,25.7199391998379
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,Deaths,crude rate,55,59,30.2835851746273
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,Deaths,crude rate,60,64,36.3167892794719
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,Deaths,crude rate,65,69,44.4287501573763
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,Deaths,crude rate,70,74,56.9226661867179
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,Deaths,crude rate,75,79,63.7467597579194
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,Deaths,crude rate,80,84,60.1931010070588
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,Deaths,crude rate,85,150,96.6167672414438
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,YLL,absolute number,25,29,43300.77770925
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,YLL,absolute number,30,34,62037.6984008
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,YLL,absolute number,35,39,87509.46580132
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,YLL,absolute number,40,44,133551.50054188
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,YLL,absolute number,45,49,169557.55129512
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,YLL,absolute number,50,54,190761.99336831
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,YLL,absolute number,55,59,197862.63034365
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,YLL,absolute number,60,64,205602.36614312
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,YLL,absolute number,65,69,213510.96385676
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,YLL,absolute number,70,74,226761.90767824
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,YLL,absolute number,75,79,204027.82673701
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,YLL,absolute number,80,84,149120.99580928
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,YLL,absolute number,85,150,154052.091955588
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,YLL,age-adjusted rate,85,150,1358.37888685166
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,YLL,crude rate,25,29,231.392763346687
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,YLL,crude rate,30,34,331.520014744745
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,YLL,crude rate,35,39,467.637261545864
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,YLL,crude rate,40,44,713.678885099578
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,YLL,crude rate,45,49,906.089738247222
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,YLL,crude rate,50,54,1019.40304821791
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,YLL,crude rate,55,59,1057.3477711113
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,YLL,crude rate,60,64,1098.70774081526
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,YLL,crude rate,65,69,1140.97008287859
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,YLL,crude rate,70,74,1211.78110914681
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,YLL,crude rate,75,79,1090.29364195948
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,YLL,crude rate,80,84,796.879897285261
2002,A,White,Hispanic or Latino,us,ncd_lri,total,666,nvss,YLL,crude rate,85,150,823.230924310318
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,Deaths,absolute number,25,29,13
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,Deaths,absolute number,30,34,14
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,Deaths,absolute number,35,39,24
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,Deaths,absolute number,40,44,69
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,Deaths,absolute number,45,49,123
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,Deaths,absolute number,50,54,231
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,Deaths,absolute number,55,59,351
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,Deaths,absolute number,60,64,435
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,Deaths,absolute number,65,69,547
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,Deaths,absolute number,70,74,721
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,Deaths,absolute number,75,79,669
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,Deaths,absolute number,80,84,424
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,Deaths,absolute number,85,150,343
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,Deaths,age-adjusted rate,85,150,2.82533262940809
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,Deaths,crude rate,25,29,0.069470020693516
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,Deaths,crude rate,30,34,0.0748138684391711
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,Deaths,crude rate,35,39,0.128252345895722
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,Deaths,crude rate,40,44,0.3687254944502
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,Deaths,crude rate,45,49,0.657293272715575
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,Deaths,crude rate,50,54,1.23442882924632
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,Deaths,crude rate,55,59,1.87569055872493
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,Deaths,crude rate,60,64,2.32457376935996
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,Deaths,crude rate,65,69,2.92308471687333
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,Deaths,crude rate,70,74,3.85291422461731
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,Deaths,crude rate,75,79,3.57503414184325
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,Deaths,crude rate,80,84,2.26579144415775
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,Deaths,crude rate,85,150,1.83293977675969
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,YLL,absolute number,25,29,833.94090403
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,YLL,absolute number,30,34,828.7478794
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,YLL,absolute number,35,39,1302.06272736
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,YLL,absolute number,40,44,3402.90012459
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,YLL,absolute number,45,49,5465.29843011
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,YLL,absolute number,50,54,9155.62444797
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,YLL,absolute number,55,59,12255.12321345
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,YLL,absolute number,60,64,13160.2456257
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,YLL,absolute number,65,69,14047.44975098
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,YLL,absolute number,70,74,15348.79228652
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,YLL,absolute number,75,79,11442.25132761
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,YLL,absolute number,80,84,5613.21930248
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,YLL,absolute number,85,150,3117.519915788
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,YLL,age-adjusted rate,85,150,25.1175959725204
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,YLL,crude rate,25,29,4.45645322001027
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,YLL,crude rate,30,34,4.42870248704812
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,YLL,crude rate,35,39,6.95802497030424
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,YLL,crude rate,40,44,18.1845801594797
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,YLL,crude rate,45,49,29.2057226950756
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,YLL,crude rate,50,54,48.926263066349
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,YLL,crude rate,55,59,65.48951255692
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,YLL,crude rate,60,64,70.3263489191641
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,YLL,crude rate,65,69,75.0674326839775
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,YLL,crude rate,70,74,82.021609058848
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,YLL,crude rate,75,79,61.1456489622675
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,YLL,crude rate,80,84,29.9961893154253
2002,A,White,Hispanic or Latino,us,neo_lung,total,666,nvss,YLL,crude rate,85,150,16.6595517740185
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,Deaths,absolute number,25,29,1
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,Deaths,absolute number,30,34,6
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,Deaths,absolute number,35,39,4
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,Deaths,absolute number,40,44,19
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,Deaths,absolute number,45,49,23
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,Deaths,absolute number,50,54,51
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,Deaths,absolute number,55,59,83
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,Deaths,absolute number,60,64,141
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,Deaths,absolute number,65,69,222
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,Deaths,absolute number,70,74,353
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,Deaths,absolute number,75,79,471
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,Deaths,absolute number,80,84,504
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,Deaths,absolute number,85,150,772
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,Deaths,age-adjusted rate,85,150,6.87732212994711
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,Deaths,crude rate,25,29,0.00534384774565508
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,Deaths,crude rate,30,34,0.0320630864739305
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,Deaths,crude rate,35,39,0.0213753909826203
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,Deaths,crude rate,40,44,0.101533107167446
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,Deaths,crude rate,45,49,0.122908498150067
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,Deaths,crude rate,50,54,0.272536235028409
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,Deaths,crude rate,55,59,0.443539362889371
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,Deaths,crude rate,60,64,0.753482532137366
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,Deaths,crude rate,65,69,1.18633419953543
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,Deaths,crude rate,70,74,1.88637825421624
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,Deaths,crude rate,75,79,2.51695228820354
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,Deaths,crude rate,80,84,2.69329926381016
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,Deaths,crude rate,85,150,4.12545045964572
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,YLL,absolute number,25,29,64.14930031
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,YLL,absolute number,30,34,355.1776626
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,YLL,absolute number,35,39,217.01045456
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,YLL,absolute number,40,44,937.03046909
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,YLL,absolute number,45,49,1021.96637311
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,YLL,absolute number,50,54,2021.37163137
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,YLL,absolute number,55,59,2897.93511885
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,YLL,absolute number,60,64,4265.73478902
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,YLL,absolute number,65,69,5701.15876548
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,YLL,absolute number,70,74,7514.73464236
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,YLL,absolute number,75,79,8055.75541899
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,YLL,absolute number,80,84,6672.31728408
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,YLL,absolute number,85,150,6709.138169058
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,YLL,age-adjusted rate,85,150,58.6181334538005
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,YLL,crude rate,25,29,0.342804093846944
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,YLL,crude rate,30,34,1.89801535159205
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,YLL,crude rate,35,39,1.15967082838404
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,YLL,crude rate,40,44,5.00734815985672
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,YLL,crude rate,45,49,5.46123269907917
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,YLL,crude rate,50,54,10.8019022354277
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,YLL,crude rate,55,59,15.4861240519213
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,YLL,crude rate,60,64,22.795437235867
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,YLL,crude rate,65,69,30.466124416532
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,YLL,crude rate,70,74,40.1575977777716
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,YLL,crude rate,75,79,43.0487304353184
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,YLL,crude rate,80,84,35.6558476768263
2002,A,White,Hispanic or Latino,us,resp_copd,total,666,nvss,YLL,crude rate,85,150,35.852612880009
2002,A,White,Hispanic or Latino,us,t2_dm,total,666,nvss,Deaths,absolute number,25,29,1
2002,A,White,Hispanic or Latino,us,t2_dm,total,666,nvss,Deaths,absolute number,30,34,4
2002,A,White,Hispanic or Latino,us,t2_dm,total,666,nvss,Deaths,absolute number,35,39,4
2002,A,White,Hispanic or Latino,us,t2_dm,total,666,nvss,Deaths,absolute number,40,44,10
2002,A,White,Hispanic or Latino,us,t2_dm,total,666,nvss,Deaths,absolute number,45,49,16
2002,A,White,Hispanic or Latino,us,t2_dm,total,666,nvss,Deaths,absolute number,50,54,42
2002,A,White,Hispanic or Latino,us,t2_dm,total,666,nvss,Deaths,absolute number,55,59,69
2002,A,White,Hispanic or Latino,us,t2_dm,total,666,nvss,Deaths,absolute number,60,64,90
2002,A,White,Hispanic or Latino,us,t2_dm,total,666,nvss,Deaths,absolute number,65,69,126
2002,A,White,Hispanic or Latino,us,t2_dm,total,666,nvss,Deaths,absolute number,70,74,160
2002,A,White,Hispanic or Latino,us,t2_dm,total,666,nvss,Deaths,absolute number,75,79,212
2002,A,White,Hispanic or Latino,us,t2_dm,total,666,nvss,Deaths,absolute number,80,84,152
2002,A,White,Hispanic or Latino,us,t2_dm,total,666,nvss,Deaths,absolute number,85,150,180
2002,A,White,Hispanic or Latino,us,t2_dm,total,666,nvss,Deaths,age-adjusted rate,85,150,1.53834837117238
2002,A,White,Hispanic or Latino,us,t2_dm,total,666,nvss,Deaths,crude rate,25,29,0.00534384774565508
2002,A,White,Hispanic or Latino,us,t2_dm,total,666,nvss,Deaths,crude rate,30,34,0.0213753909826203
2002,A,White,Hispanic or Latino,us,t2_dm,total,666,nvss,Deaths,crude rate,35,39,0.0213753909826203
2002,A,White,Hispanic or Latino,us,t2_dm,total,666,nvss,Deaths,crude rate,40,44,0.0534384774565508
2002,A,White,Hispanic or Latino,us,t2_dm,total,666,nvss,Deaths,crude rate,45,49,0.0855015639304813
2002,A,White,Hispanic or Latino,us,t2_dm,total,666,nvss,Deaths,crude rate,50,54,0.224441605317513
2002,A,White,Hispanic or Latino,us,t2_dm,total,666,nvss,Deaths,crude rate,55,59,0.3687254944502
2002,A,White,Hispanic or Latino,us,t2_dm,total,666,nvss,Deaths,crude rate,60,64,0.480946297108957
2002,A,White,Hispanic or Latino,us,t2_dm,total,666,nvss,Deaths,crude rate,65,69,0.67332481595254
