Year,Gender.Code,Race,min_age,max_age,Hispanic.Origin,nation,label_cause,attr,value,Education,source,measure1,measure2
1997,A,American Indian or Alaska Native,32,32,All Origins,us,cvd_stroke,total,2,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,32,32,All Origins,us,ncd_lri,total,35,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,32,32,All Origins,us,neo_lung,total,1,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,32,32,All Origins,us,resp_copd,total,1,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,33,33,All Origins,us,all-cause,overall,77,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,33,33,All Origins,us,cvd_ihd,total,1,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,33,33,All Origins,us,cvd_stroke,total,1,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,33,33,All Origins,us,ncd_lri,total,32,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,34,34,All Origins,us,all-cause,overall,99,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,34,34,All Origins,us,cvd_ihd,total,3,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,34,34,All Origins,us,ncd_lri,total,50,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,34,34,All Origins,us,t2_dm,total,1,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,35,35,All Origins,us,all-cause,overall,83,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,35,35,All Origins,us,cvd_stroke,total,2,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,35,35,All Origins,us,ncd_lri,total,35,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,35,35,All Origins,us,neo_lung,total,1,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,35,35,All Origins,us,t2_dm,total,1,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,36,36,All Origins,us,all-cause,overall,90,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,36,36,All Origins,us,cvd_ihd,total,1,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,36,36,All Origins,us,ncd_lri,total,44,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,37,37,All Origins,us,all-cause,overall,96,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,37,37,All Origins,us,cvd_ihd,total,1,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,37,37,All Origins,us,cvd_stroke,total,1,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,37,37,All Origins,us,ncd_lri,total,52,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,37,37,All Origins,us,neo_lung,total,1,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,37,37,All Origins,us,resp_copd,total,2,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,38,38,All Origins,us,all-cause,overall,108,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,38,38,All Origins,us,cvd_ihd,total,2,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,38,38,All Origins,us,cvd_stroke,total,2,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,38,38,All Origins,us,ncd_lri,total,53,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,38,38,All Origins,us,neo_lung,total,1,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,38,38,All Origins,us,t2_dm,total,3,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,39,39,All Origins,us,all-cause,overall,96,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,39,39,All Origins,us,cvd_stroke,total,3,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,39,39,All Origins,us,ncd_lri,total,56,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,39,39,All Origins,us,neo_lung,total,1,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,39,39,All Origins,us,t2_dm,total,4,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,40,40,All Origins,us,all-cause,overall,110,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,40,40,All Origins,us,cvd_ihd,total,4,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,40,40,All Origins,us,ncd_lri,total,65,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,40,40,All Origins,us,neo_lung,total,1,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,40,40,All Origins,us,resp_copd,total,2,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,40,40,All Origins,us,t2_dm,total,5,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,41,41,All Origins,us,all-cause,overall,109,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,41,41,All Origins,us,cvd_ihd,total,3,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,41,41,All Origins,us,ncd_lri,total,59,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,41,41,All Origins,us,neo_lung,total,1,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,41,41,All Origins,us,t2_dm,total,3,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,42,42,All Origins,us,all-cause,overall,113,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,42,42,All Origins,us,cvd_ihd,total,4,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,42,42,All Origins,us,cvd_stroke,total,1,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,42,42,All Origins,us,ncd_lri,total,61,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,42,42,All Origins,us,neo_lung,total,1,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,42,42,All Origins,us,resp_copd,total,1,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,42,42,All Origins,us,t2_dm,total,4,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,43,43,All Origins,us,all-cause,overall,110,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,43,43,All Origins,us,cvd_ihd,total,3,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,43,43,All Origins,us,cvd_stroke,total,1,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,43,43,All Origins,us,ncd_lri,total,74,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,43,43,All Origins,us,neo_lung,total,1,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,43,43,All Origins,us,t2_dm,total,6,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,44,44,All Origins,us,all-cause,overall,105,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,44,44,All Origins,us,cvd_ihd,total,5,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,44,44,All Origins,us,cvd_stroke,total,2,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,44,44,All Origins,us,ncd_lri,total,65,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,44,44,All Origins,us,neo_lung,total,2,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,44,44,All Origins,us,resp_copd,total,1,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,44,44,All Origins,us,t2_dm,total,6,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,45,45,All Origins,us,all-cause,overall,113,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,45,45,All Origins,us,cvd_ihd,total,3,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,45,45,All Origins,us,cvd_stroke,total,1,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,45,45,All Origins,us,ncd_lri,total,77,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,45,45,All Origins,us,neo_lung,total,3,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,45,45,All Origins,us,t2_dm,total,3,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,46,46,All Origins,us,all-cause,overall,96,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,46,46,All Origins,us,cvd_ihd,total,3,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,46,46,All Origins,us,cvd_stroke,total,2,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,46,46,All Origins,us,ncd_lri,total,68,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,46,46,All Origins,us,neo_lung,total,2,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,46,46,All Origins,us,resp_copd,total,1,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,46,46,All Origins,us,t2_dm,total,4,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,47,47,All Origins,us,all-cause,overall,138,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,47,47,All Origins,us,cvd_ihd,total,7,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,47,47,All Origins,us,ncd_lri,total,101,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,47,47,All Origins,us,neo_lung,total,3,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,47,47,All Origins,us,resp_copd,total,2,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,47,47,All Origins,us,t2_dm,total,8,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,48,48,All Origins,us,all-cause,overall,134,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,48,48,All Origins,us,cvd_ihd,total,13,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,48,48,All Origins,us,cvd_stroke,total,3,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,48,48,All Origins,us,ncd_lri,total,103,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,48,48,All Origins,us,neo_lung,total,5,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,48,48,All Origins,us,resp_copd,total,2,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,48,48,All Origins,us,t2_dm,total,5,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,49,49,All Origins,us,all-cause,overall,122,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,49,49,All Origins,us,cvd_ihd,total,3,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,49,49,All Origins,us,cvd_stroke,total,2,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,49,49,All Origins,us,ncd_lri,total,85,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,49,49,All Origins,us,neo_lung,total,2,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,49,49,All Origins,us,t2_dm,total,5,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,50,50,All Origins,us,all-cause,overall,124,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,50,50,All Origins,us,cvd_ihd,total,6,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,50,50,All Origins,us,ncd_lri,total,99,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,50,50,All Origins,us,neo_lung,total,8,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,50,50,All Origins,us,resp_copd,total,4,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,50,50,All Origins,us,t2_dm,total,8,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,51,51,All Origins,us,all-cause,overall,115,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,51,51,All Origins,us,cvd_ihd,total,6,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,51,51,All Origins,us,ncd_lri,total,91,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,51,51,All Origins,us,neo_lung,total,9,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,51,51,All Origins,us,resp_copd,total,3,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,51,51,All Origins,us,t2_dm,total,7,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,52,52,All Origins,us,all-cause,overall,132,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,52,52,All Origins,us,cvd_ihd,total,5,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,52,52,All Origins,us,cvd_stroke,total,1,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,52,52,All Origins,us,ncd_lri,total,98,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,52,52,All Origins,us,neo_lung,total,8,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,52,52,All Origins,us,resp_copd,total,2,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,52,52,All Origins,us,t2_dm,total,1,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,53,53,All Origins,us,all-cause,overall,131,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,53,53,All Origins,us,cvd_ihd,total,15,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,53,53,All Origins,us,ncd_lri,total,113,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,53,53,All Origins,us,neo_lung,total,4,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,53,53,All Origins,us,resp_copd,total,5,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,53,53,All Origins,us,t2_dm,total,7,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,54,54,All Origins,us,all-cause,overall,145,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,54,54,All Origins,us,cvd_ihd,total,12,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,54,54,All Origins,us,cvd_stroke,total,1,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,54,54,All Origins,us,ncd_lri,total,121,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,54,54,All Origins,us,neo_lung,total,11,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,54,54,All Origins,us,resp_copd,total,6,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,54,54,All Origins,us,t2_dm,total,18,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,55,55,All Origins,us,all-cause,overall,128,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,55,55,All Origins,us,cvd_ihd,total,10,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,55,55,All Origins,us,cvd_stroke,total,1,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,55,55,All Origins,us,ncd_lri,total,111,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,55,55,All Origins,us,neo_lung,total,11,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,55,55,All Origins,us,resp_copd,total,3,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,55,55,All Origins,us,t2_dm,total,8,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,56,56,All Origins,us,all-cause,overall,138,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,56,56,All Origins,us,cvd_ihd,total,9,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,56,56,All Origins,us,cvd_stroke,total,1,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,56,56,All Origins,us,ncd_lri,total,121,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,56,56,All Origins,us,neo_lung,total,7,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,56,56,All Origins,us,resp_copd,total,4,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,56,56,All Origins,us,t2_dm,total,13,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,57,57,All Origins,us,all-cause,overall,164,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,57,57,All Origins,us,cvd_ihd,total,9,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,57,57,All Origins,us,cvd_stroke,total,1,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,57,57,All Origins,us,ncd_lri,total,135,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,57,57,All Origins,us,neo_lung,total,10,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,57,57,All Origins,us,resp_copd,total,8,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,57,57,All Origins,us,t2_dm,total,15,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,58,58,All Origins,us,all-cause,overall,146,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,58,58,All Origins,us,cvd_ihd,total,13,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,58,58,All Origins,us,cvd_stroke,total,3,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,58,58,All Origins,us,ncd_lri,total,130,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,58,58,All Origins,us,neo_lung,total,11,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,58,58,All Origins,us,resp_copd,total,7,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,58,58,All Origins,us,t2_dm,total,18,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,59,59,All Origins,us,all-cause,overall,135,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,59,59,All Origins,us,cvd_ihd,total,12,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,59,59,All Origins,us,cvd_stroke,total,3,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,59,59,All Origins,us,lri,total,1,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,59,59,All Origins,us,ncd_lri,total,120,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,59,59,All Origins,us,neo_lung,total,15,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,59,59,All Origins,us,resp_copd,total,3,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,59,59,All Origins,us,t2_dm,total,11,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,60,60,All Origins,us,all-cause,overall,162,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,60,60,All Origins,us,cvd_ihd,total,13,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,60,60,All Origins,us,cvd_stroke,total,3,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,60,60,All Origins,us,ncd_lri,total,143,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,60,60,All Origins,us,neo_lung,total,11,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,60,60,All Origins,us,resp_copd,total,8,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,60,60,All Origins,us,t2_dm,total,16,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,61,61,All Origins,us,all-cause,overall,165,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,61,61,All Origins,us,cvd_ihd,total,11,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,61,61,All Origins,us,cvd_stroke,total,1,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,61,61,All Origins,us,ncd_lri,total,147,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,61,61,All Origins,us,neo_lung,total,15,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,61,61,All Origins,us,resp_copd,total,7,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,61,61,All Origins,us,t2_dm,total,15,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,62,62,All Origins,us,all-cause,overall,163,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,62,62,All Origins,us,cvd_ihd,total,8,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,62,62,All Origins,us,cvd_stroke,total,2,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,62,62,All Origins,us,ncd_lri,total,146,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,62,62,All Origins,us,neo_lung,total,20,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,62,62,All Origins,us,resp_copd,total,7,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,62,62,All Origins,us,t2_dm,total,12,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,63,63,All Origins,us,all-cause,overall,174,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,63,63,All Origins,us,cvd_ihd,total,12,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,63,63,All Origins,us,ncd_lri,total,156,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,63,63,All Origins,us,neo_lung,total,17,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,63,63,All Origins,us,resp_copd,total,5,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,63,63,All Origins,us,t2_dm,total,16,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,64,64,All Origins,us,all-cause,overall,174,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,64,64,All Origins,us,cvd_ihd,total,12,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,64,64,All Origins,us,cvd_stroke,total,1,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,64,64,All Origins,us,ncd_lri,total,161,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,64,64,All Origins,us,neo_lung,total,18,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,64,64,All Origins,us,resp_copd,total,9,666,nvss,Deaths,absolute number
1997,A,American Indian or Alaska Native,64,64,All Origins,us,t2_dm,total,14,666,nvss,Deaths,absolute number
