Year,Gender.Code,Race,min_age,max_age,Hispanic.Origin,rural_urban_class,nation,label_cause,attr,value,Education,source,measure1,measure2
2011,A,All,25,34,All Origins,666,us,all-cause,overall,14.2719533113096,666,nvss,Deaths,age-adjusted rate
2011,A,All,35,44,All Origins,666,us,all-cause,overall,28.0838515079685,666,nvss,Deaths,age-adjusted rate
2011,A,All,45,54,All Origins,666,us,all-cause,overall,55.401260572542,666,nvss,Deaths,age-adjusted rate
2011,A,All,55,64,All Origins,666,us,all-cause,overall,74.2705810274756,666,nvss,Deaths,age-adjusted rate
2011,A,All,65,74,All Origins,666,us,all-cause,overall,122.098863521853,666,nvss,Deaths,age-adjusted rate
2011,A,All,75,84,All Origins,666,us,all-cause,overall,213.454407417747,666,nvss,Deaths,age-adjusted rate
2011,A,All,85,150,All Origins,666,us,all-cause,overall,215.104792107736,666,nvss,Deaths,age-adjusted rate
2011,A,All,25,34,All Origins,666,us,all-cause,overall,4.9684230048612,higher,nvss,Deaths,age-adjusted rate
2011,A,All,35,44,All Origins,666,us,all-cause,overall,11.6811042499064,higher,nvss,Deaths,age-adjusted rate
2011,A,All,45,64,All Origins,666,us,all-cause,overall,72.5769026438418,higher,nvss,Deaths,age-adjusted rate
2011,A,All,65,150,All Origins,666,us,all-cause,overall,424.796952469249,higher,nvss,Deaths,age-adjusted rate
2011,A,All,25,34,All Origins,666,us,all-cause,overall,25.3142277094089,lower,nvss,Deaths,age-adjusted rate
2011,A,All,35,44,All Origins,666,us,all-cause,overall,44.3568050791749,lower,nvss,Deaths,age-adjusted rate
2011,A,All,45,64,All Origins,666,us,all-cause,overall,207.901952141855,lower,nvss,Deaths,age-adjusted rate
2011,A,All,65,150,All Origins,666,us,all-cause,overall,690.103698306555,lower,nvss,Deaths,age-adjusted rate
2011,A,All,25,34,All Origins,666,us,all-cause,overall,10.8439473982766,middle,nvss,Deaths,age-adjusted rate
2011,A,All,35,44,All Origins,666,us,all-cause,overall,20.0484411965591,middle,nvss,Deaths,age-adjusted rate
2011,A,All,45,64,All Origins,666,us,all-cause,overall,100.907196010479,middle,nvss,Deaths,age-adjusted rate
2011,A,All,65,150,All Origins,666,us,all-cause,overall,404.491287922335,middle,nvss,Deaths,age-adjusted rate
2011,A,All,25,34,All Origins,666,us,cvd_ihd,total,0.336920828193464,666,nvss,Deaths,age-adjusted rate
2011,A,All,35,44,All Origins,666,us,cvd_ihd,total,2.117958635181,666,nvss,Deaths,age-adjusted rate
2011,A,All,45,54,All Origins,666,us,cvd_ihd,total,6.81400399949358,666,nvss,Deaths,age-adjusted rate
2011,A,All,55,64,All Origins,666,us,cvd_ihd,total,10.8487486667973,666,nvss,Deaths,age-adjusted rate
2011,A,All,65,74,All Origins,666,us,cvd_ihd,total,18.0052351899515,666,nvss,Deaths,age-adjusted rate
2011,A,All,75,84,All Origins,666,us,cvd_ihd,total,33.0400912156849,666,nvss,Deaths,age-adjusted rate
2011,A,All,85,150,All Origins,666,us,cvd_ihd,total,38.414066399504,666,nvss,Deaths,age-adjusted rate
2011,A,All,25,34,All Origins,666,us,cvd_ihd,total,0.123730585780141,higher,nvss,Deaths,age-adjusted rate
2011,A,All,35,44,All Origins,666,us,cvd_ihd,total,0.713492456582069,higher,nvss,Deaths,age-adjusted rate
2011,A,All,45,64,All Origins,666,us,cvd_ihd,total,9.05304312040897,higher,nvss,Deaths,age-adjusted rate
2011,A,All,65,150,All Origins,666,us,cvd_ihd,total,66.3138115275276,higher,nvss,Deaths,age-adjusted rate
2011,A,All,25,34,All Origins,666,us,cvd_ihd,total,0.614719690343601,lower,nvss,Deaths,age-adjusted rate
2011,A,All,35,44,All Origins,666,us,cvd_ihd,total,3.55832855160177,lower,nvss,Deaths,age-adjusted rate
2011,A,All,45,64,All Origins,666,us,cvd_ihd,total,29.5514590622451,lower,nvss,Deaths,age-adjusted rate
2011,A,All,65,150,All Origins,666,us,cvd_ihd,total,114.575397673176,lower,nvss,Deaths,age-adjusted rate
2011,A,All,25,34,All Origins,666,us,cvd_ihd,total,0.230380305398169,middle,nvss,Deaths,age-adjusted rate
2011,A,All,35,44,All Origins,666,us,cvd_ihd,total,1.43585076155673,middle,nvss,Deaths,age-adjusted rate
2011,A,All,45,64,All Origins,666,us,cvd_ihd,total,13.3699369625569,middle,nvss,Deaths,age-adjusted rate
2011,A,All,65,150,All Origins,666,us,cvd_ihd,total,63.1599544123491,middle,nvss,Deaths,age-adjusted rate
2011,A,All,25,34,All Origins,666,us,cvd_stroke,total,0.0898239359091333,666,nvss,Deaths,age-adjusted rate
2011,A,All,35,44,All Origins,666,us,cvd_stroke,total,0.379992578549943,666,nvss,Deaths,age-adjusted rate
2011,A,All,45,54,All Origins,666,us,cvd_stroke,total,0.944070867660788,666,nvss,Deaths,age-adjusted rate
2011,A,All,55,64,All Origins,666,us,cvd_stroke,total,1.32081086467492,666,nvss,Deaths,age-adjusted rate
2011,A,All,65,74,All Origins,666,us,cvd_stroke,total,2.41351766666544,666,nvss,Deaths,age-adjusted rate
2011,A,All,75,84,All Origins,666,us,cvd_stroke,total,5.73822674135051,666,nvss,Deaths,age-adjusted rate
2011,A,All,85,150,All Origins,666,us,cvd_stroke,total,5.74175231883495,666,nvss,Deaths,age-adjusted rate
2011,A,All,25,34,All Origins,666,us,cvd_stroke,total,0.0319992894258987,higher,nvss,Deaths,age-adjusted rate
2011,A,All,35,44,All Origins,666,us,cvd_stroke,total,0.153158066596151,higher,nvss,Deaths,age-adjusted rate
2011,A,All,45,64,All Origins,666,us,cvd_stroke,total,1.17797702718632,higher,nvss,Deaths,age-adjusted rate
2011,A,All,65,150,All Origins,666,us,cvd_stroke,total,11.4071711479442,higher,nvss,Deaths,age-adjusted rate
