Year,Gender.Code,Race,min_age,max_age,Hispanic.Origin,rural_urban_class,nation,label_cause,attr,value,Education,source,measure1,measure2
2008,A,All,25,34,All Origins,666,us,all-cause,overall,14.3490519255504,666,nvss,Deaths,age-adjusted rate
2008,A,All,35,44,All Origins,666,us,all-cause,overall,29.5820739262694,666,nvss,Deaths,age-adjusted rate
2008,A,All,45,54,All Origins,666,us,all-cause,overall,56.7725521644868,666,nvss,Deaths,age-adjusted rate
2008,A,All,55,64,All Origins,666,us,all-cause,overall,75.8921965279826,666,nvss,Deaths,age-adjusted rate
2008,A,All,65,74,All Origins,666,us,all-cause,overall,129.602014337421,666,nvss,Deaths,age-adjusted rate
2008,A,All,75,84,All Origins,666,us,all-cause,overall,224.380927657202,666,nvss,Deaths,age-adjusted rate
2008,A,All,85,150,All Origins,666,us,all-cause,overall,222.406678638939,666,nvss,Deaths,age-adjusted rate
2008,A,All,25,34,All Origins,666,us,cvd_ihd,total,0.353373432451576,666,nvss,Deaths,age-adjusted rate
2008,A,All,35,44,All Origins,666,us,cvd_ihd,total,2.30089220688982,666,nvss,Deaths,age-adjusted rate
2008,A,All,45,54,All Origins,666,us,cvd_ihd,total,7.41856481793825,666,nvss,Deaths,age-adjusted rate
2008,A,All,55,64,All Origins,666,us,cvd_ihd,total,11.9727341242624,666,nvss,Deaths,age-adjusted rate
2008,A,All,65,74,All Origins,666,us,cvd_ihd,total,20.5812048669755,666,nvss,Deaths,age-adjusted rate
2008,A,All,75,84,All Origins,666,us,cvd_ihd,total,38.6174513828235,666,nvss,Deaths,age-adjusted rate
2008,A,All,85,150,All Origins,666,us,cvd_ihd,total,45.12784421078,666,nvss,Deaths,age-adjusted rate
2008,A,All,25,34,All Origins,666,us,cvd_stroke,total,0.0960986910770029,666,nvss,Deaths,age-adjusted rate
2008,A,All,35,44,All Origins,666,us,cvd_stroke,total,0.415085579031882,666,nvss,Deaths,age-adjusted rate
2008,A,All,45,54,All Origins,666,us,cvd_stroke,total,1.03536016222881,666,nvss,Deaths,age-adjusted rate
2008,A,All,55,64,All Origins,666,us,cvd_stroke,total,1.36836355827944,666,nvss,Deaths,age-adjusted rate
2008,A,All,65,74,All Origins,666,us,cvd_stroke,total,2.71539226159188,666,nvss,Deaths,age-adjusted rate
2008,A,All,75,84,All Origins,666,us,cvd_stroke,total,6.15064520084113,666,nvss,Deaths,age-adjusted rate
2008,A,All,85,150,All Origins,666,us,cvd_stroke,total,6.38598753167918,666,nvss,Deaths,age-adjusted rate
2008,A,All,25,34,All Origins,666,us,lri,total,0.0293353899077167,666,nvss,Deaths,age-adjusted rate
2008,A,All,35,44,All Origins,666,us,lri,total,0.0720714979377548,666,nvss,Deaths,age-adjusted rate
2008,A,All,45,54,All Origins,666,us,lri,total,0.112209507915835,666,nvss,Deaths,age-adjusted rate
2008,A,All,55,64,All Origins,666,us,lri,total,0.13001624998399,666,nvss,Deaths,age-adjusted rate
2008,A,All,65,74,All Origins,666,us,lri,total,0.210288323863793,666,nvss,Deaths,age-adjusted rate
2008,A,All,75,84,All Origins,666,us,lri,total,0.446484168794333,666,nvss,Deaths,age-adjusted rate
2008,A,All,85,150,All Origins,666,us,lri,total,0.617257406661021,666,nvss,Deaths,age-adjusted rate
2008,A,All,25,34,All Origins,666,us,ncd_lri,total,4.65960635787054,666,nvss,Deaths,age-adjusted rate
2008,A,All,35,44,All Origins,666,us,ncd_lri,total,16.5822256618818,666,nvss,Deaths,age-adjusted rate
2008,A,All,45,54,All Origins,666,us,ncd_lri,total,42.9083092891346,666,nvss,Deaths,age-adjusted rate
2008,A,All,55,64,All Origins,666,us,ncd_lri,total,67.0837871675742,666,nvss,Deaths,age-adjusted rate
2008,A,All,65,74,All Origins,666,us,ncd_lri,total,120.973430341086,666,nvss,Deaths,age-adjusted rate
2008,A,All,75,84,All Origins,666,us,ncd_lri,total,210.40686477059,666,nvss,Deaths,age-adjusted rate
2008,A,All,85,150,All Origins,666,us,ncd_lri,total,207.411024813673,666,nvss,Deaths,age-adjusted rate
2008,A,All,25,34,All Origins,666,us,neo_lung,total,0.0509154468513244,666,nvss,Deaths,age-adjusted rate
2008,A,All,35,44,All Origins,666,us,neo_lung,total,0.622435664007883,666,nvss,Deaths,age-adjusted rate
2008,A,All,45,54,All Origins,666,us,neo_lung,total,3.81391019337714,666,nvss,Deaths,age-adjusted rate
2008,A,All,55,64,All Origins,666,us,neo_lung,total,7.90084995727855,666,nvss,Deaths,age-adjusted rate
2008,A,All,65,74,All Origins,666,us,neo_lung,total,15.6160817776463,666,nvss,Deaths,age-adjusted rate
2008,A,All,75,84,All Origins,666,us,neo_lung,total,16.5422041616512,666,nvss,Deaths,age-adjusted rate
2008,A,All,85,150,All Origins,666,us,neo_lung,total,5.22012320362408,666,nvss,Deaths,age-adjusted rate
2008,A,All,25,34,All Origins,666,us,resp_copd,total,0.0202313033846322,666,nvss,Deaths,age-adjusted rate
2008,A,All,35,44,All Origins,666,us,resp_copd,total,0.189621267301473,666,nvss,Deaths,age-adjusted rate
2008,A,All,45,54,All Origins,666,us,resp_copd,total,1.16940503384719,666,nvss,Deaths,age-adjusted rate
2008,A,All,55,64,All Origins,666,us,resp_copd,total,3.44811268867166,666,nvss,Deaths,age-adjusted rate
2008,A,All,65,74,All Origins,666,us,resp_copd,total,10.0986700582614,666,nvss,Deaths,age-adjusted rate
2008,A,All,75,84,All Origins,666,us,resp_copd,total,17.388878057775,666,nvss,Deaths,age-adjusted rate
2008,A,All,85,150,All Origins,666,us,resp_copd,total,10.8560295636692,666,nvss,Deaths,age-adjusted rate
2008,A,All,25,34,All Origins,666,us,t2_dm,total,0.0107900284718038,666,nvss,Deaths,age-adjusted rate
2008,A,All,35,44,All Origins,666,us,t2_dm,total,0.073613134257279,666,nvss,Deaths,age-adjusted rate
