Year,Gender.Code,Race,min_age,max_age,Hispanic.Origin,rural_urban_class,nation,label_cause,attr,value,Education,source,measure1,measure2
2010,A,All,25,34,All Origins,666,us,all-cause,overall,13.9810637496852,666,nvss,Deaths,age-adjusted rate
2010,A,All,35,44,All Origins,666,us,all-cause,overall,27.8979831977205,666,nvss,Deaths,age-adjusted rate
2010,A,All,45,54,All Origins,666,us,all-cause,overall,55.0787082375262,666,nvss,Deaths,age-adjusted rate
2010,A,All,55,64,All Origins,666,us,all-cause,overall,73.8924438017949,666,nvss,Deaths,age-adjusted rate
2010,A,All,65,74,All Origins,666,us,all-cause,overall,123.251865815095,666,nvss,Deaths,age-adjusted rate
2010,A,All,75,84,All Origins,666,us,all-cause,overall,214.70116227616,666,nvss,Deaths,age-adjusted rate
2010,A,All,85,150,All Origins,666,us,all-cause,overall,214.262690255465,666,nvss,Deaths,age-adjusted rate
2010,A,All,25,34,All Origins,666,us,all-cause,overall,4.95682191371496,higher,nvss,Deaths,age-adjusted rate
2010,A,All,35,44,All Origins,666,us,all-cause,overall,11.5420054544505,higher,nvss,Deaths,age-adjusted rate
2010,A,All,45,64,All Origins,666,us,all-cause,overall,73.1409663363335,higher,nvss,Deaths,age-adjusted rate
2010,A,All,65,150,All Origins,666,us,all-cause,overall,429.321314364167,higher,nvss,Deaths,age-adjusted rate
2010,A,All,25,34,All Origins,666,us,all-cause,overall,24.361359660265,lower,nvss,Deaths,age-adjusted rate
2010,A,All,35,44,All Origins,666,us,all-cause,overall,43.3775619623974,lower,nvss,Deaths,age-adjusted rate
2010,A,All,45,64,All Origins,666,us,all-cause,overall,205.492182507469,lower,nvss,Deaths,age-adjusted rate
2010,A,All,65,150,All Origins,666,us,all-cause,overall,684.539719207063,lower,nvss,Deaths,age-adjusted rate
2010,A,All,25,34,All Origins,666,us,all-cause,overall,10.3821611788403,middle,nvss,Deaths,age-adjusted rate
2010,A,All,35,44,All Origins,666,us,all-cause,overall,19.4546972767083,middle,nvss,Deaths,age-adjusted rate
2010,A,All,45,64,All Origins,666,us,all-cause,overall,99.3231095564058,middle,nvss,Deaths,age-adjusted rate
2010,A,All,65,150,All Origins,666,us,all-cause,overall,408.092798089098,middle,nvss,Deaths,age-adjusted rate
2010,A,All,25,34,All Origins,666,us,cvd_ihd,total,0.337824447002016,666,nvss,Deaths,age-adjusted rate
2010,A,All,35,44,All Origins,666,us,cvd_ihd,total,2.11828674241101,666,nvss,Deaths,age-adjusted rate
2010,A,All,45,54,All Origins,666,us,cvd_ihd,total,6.91694327615777,666,nvss,Deaths,age-adjusted rate
2010,A,All,55,64,All Origins,666,us,cvd_ihd,total,11.0209773150057,666,nvss,Deaths,age-adjusted rate
2010,A,All,65,74,All Origins,666,us,cvd_ihd,total,18.471314870703,666,nvss,Deaths,age-adjusted rate
2010,A,All,75,84,All Origins,666,us,cvd_ihd,total,34.3616892618973,666,nvss,Deaths,age-adjusted rate
2010,A,All,85,150,All Origins,666,us,cvd_ihd,total,39.9640681571266,666,nvss,Deaths,age-adjusted rate
2010,A,All,25,34,All Origins,666,us,cvd_ihd,total,0.131847758091781,higher,nvss,Deaths,age-adjusted rate
2010,A,All,35,44,All Origins,666,us,cvd_ihd,total,0.687411693913357,higher,nvss,Deaths,age-adjusted rate
2010,A,All,45,64,All Origins,666,us,cvd_ihd,total,9.40793683529849,higher,nvss,Deaths,age-adjusted rate
2010,A,All,65,150,All Origins,666,us,cvd_ihd,total,69.1431699635157,higher,nvss,Deaths,age-adjusted rate
2010,A,All,25,34,All Origins,666,us,cvd_ihd,total,0.583699507629743,lower,nvss,Deaths,age-adjusted rate
2010,A,All,35,44,All Origins,666,us,cvd_ihd,total,3.49586985246035,lower,nvss,Deaths,age-adjusted rate
2010,A,All,45,64,All Origins,666,us,cvd_ihd,total,29.5532839010031,lower,nvss,Deaths,age-adjusted rate
2010,A,All,65,150,All Origins,666,us,cvd_ihd,total,117.883232872907,lower,nvss,Deaths,age-adjusted rate
2010,A,All,25,34,All Origins,666,us,cvd_ihd,total,0.257728910576367,middle,nvss,Deaths,age-adjusted rate
2010,A,All,35,44,All Origins,666,us,cvd_ihd,total,1.42672119205569,middle,nvss,Deaths,age-adjusted rate
2010,A,All,45,64,All Origins,666,us,cvd_ihd,total,13.594138163285,middle,nvss,Deaths,age-adjusted rate
2010,A,All,65,150,All Origins,666,us,cvd_ihd,total,65.0356414249658,middle,nvss,Deaths,age-adjusted rate
2010,A,All,25,34,All Origins,666,us,cvd_stroke,total,0.0891435493062769,666,nvss,Deaths,age-adjusted rate
2010,A,All,35,44,All Origins,666,us,cvd_stroke,total,0.389218822683123,666,nvss,Deaths,age-adjusted rate
2010,A,All,45,54,All Origins,666,us,cvd_stroke,total,0.979400807040017,666,nvss,Deaths,age-adjusted rate
2010,A,All,55,64,All Origins,666,us,cvd_stroke,total,1.28411249480138,666,nvss,Deaths,age-adjusted rate
2010,A,All,65,74,All Origins,666,us,cvd_stroke,total,2.49452326405186,666,nvss,Deaths,age-adjusted rate
2010,A,All,75,84,All Origins,666,us,cvd_stroke,total,5.62929828373378,666,nvss,Deaths,age-adjusted rate
2010,A,All,85,150,All Origins,666,us,cvd_stroke,total,5.89584715958505,666,nvss,Deaths,age-adjusted rate
2010,A,All,25,34,All Origins,666,us,cvd_stroke,total,0.0337791776929355,higher,nvss,Deaths,age-adjusted rate
2010,A,All,35,44,All Origins,666,us,cvd_stroke,total,0.127715833841826,higher,nvss,Deaths,age-adjusted rate
2010,A,All,45,64,All Origins,666,us,cvd_stroke,total,1.21357751694985,higher,nvss,Deaths,age-adjusted rate
2010,A,All,65,150,All Origins,666,us,cvd_stroke,total,11.8242107083826,higher,nvss,Deaths,age-adjusted rate
2010,A,All,25,34,All Origins,666,us,cvd_stroke,total,0.154894771889752,lower,nvss,Deaths,age-adjusted rate
2010,A,All,35,44,All Origins,666,us,cvd_stroke,total,0.599819716064527,lower,nvss,Deaths,age-adjusted rate
2010,A,All,45,64,All Origins,666,us,cvd_stroke,total,3.66928569528051,lower,nvss,Deaths,age-adjusted rate
2010,A,All,65,150,All Origins,666,us,cvd_stroke,total,17.0275780816421,lower,nvss,Deaths,age-adjusted rate
2010,A,All,25,34,All Origins,666,us,cvd_stroke,total,0.0619434291514016,middle,nvss,Deaths,age-adjusted rate
2010,A,All,35,44,All Origins,666,us,cvd_stroke,total,0.307213687340459,middle,nvss,Deaths,age-adjusted rate
2010,A,All,45,64,All Origins,666,us,cvd_stroke,total,1.69126481682817,middle,nvss,Deaths,age-adjusted rate
2010,A,All,65,150,All Origins,666,us,cvd_stroke,total,10.6164925171366,middle,nvss,Deaths,age-adjusted rate
2010,A,All,25,34,All Origins,666,us,lri,total,0.0309206407187824,666,nvss,Deaths,age-adjusted rate
2010,A,All,35,44,All Origins,666,us,lri,total,0.0559427665630178,666,nvss,Deaths,age-adjusted rate
2010,A,All,45,54,All Origins,666,us,lri,total,0.100397573549084,666,nvss,Deaths,age-adjusted rate
2010,A,All,55,64,All Origins,666,us,lri,total,0.108392946088702,666,nvss,Deaths,age-adjusted rate
2010,A,All,65,74,All Origins,666,us,lri,total,0.1728069888625,666,nvss,Deaths,age-adjusted rate
2010,A,All,75,84,All Origins,666,us,lri,total,0.286607391303376,666,nvss,Deaths,age-adjusted rate
2010,A,All,85,150,All Origins,666,us,lri,total,0.322588704740737,666,nvss,Deaths,age-adjusted rate
2010,A,All,25,34,All Origins,666,us,lri,total,0.00980685803988451,higher,nvss,Deaths,age-adjusted rate
2010,A,All,35,44,All Origins,666,us,lri,total,0.0162775082347425,higher,nvss,Deaths,age-adjusted rate
2010,A,All,45,64,All Origins,666,us,lri,total,0.104499769940442,higher,nvss,Deaths,age-adjusted rate
2010,A,All,65,150,All Origins,666,us,lri,total,0.694489404742689,higher,nvss,Deaths,age-adjusted rate
2010,A,All,25,34,All Origins,666,us,lri,total,0.0507564789243255,lower,nvss,Deaths,age-adjusted rate
2010,A,All,35,44,All Origins,666,us,lri,total,0.0855496515618774,lower,nvss,Deaths,age-adjusted rate
2010,A,All,45,64,All Origins,666,us,lri,total,0.322864651659989,lower,nvss,Deaths,age-adjusted rate
2010,A,All,65,150,All Origins,666,us,lri,total,0.935739786364033,lower,nvss,Deaths,age-adjusted rate
2010,A,All,25,34,All Origins,666,us,lri,total,0.0232287859317756,middle,nvss,Deaths,age-adjusted rate
2010,A,All,35,44,All Origins,666,us,lri,total,0.0468631048485446,middle,nvss,Deaths,age-adjusted rate
2010,A,All,45,64,All Origins,666,us,lri,total,0.171993032219814,middle,nvss,Deaths,age-adjusted rate
2010,A,All,65,150,All Origins,666,us,lri,total,0.594425023442812,middle,nvss,Deaths,age-adjusted rate
2010,A,All,25,34,All Origins,666,us,ncd_lri,total,4.66112211686326,666,nvss,Deaths,age-adjusted rate
2010,A,All,35,44,All Origins,666,us,ncd_lri,total,15.9674939030401,666,nvss,Deaths,age-adjusted rate
