"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	66	506112	13.0
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	79	502443	15.7
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	52	496773	10.5
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	71	531575	13.4
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	59	535545	11.0
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	56	543093	10.3
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	13	660344	Unreliable
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	29	686508	4.2
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	18	689518	Unreliable
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	28	678420	4.1
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	21	692743	3.0
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	16	695396	Unreliable
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	21	674025	3.1
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	26	674985	3.9
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	24	670709	3.6
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	22	651530	3.4
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	25	666192	3.8
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	23	652627	3.5
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	25	641090	3.9
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	21	629486	3.3
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	27	617188	4.4
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	33	658121	5.0
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	19	655814	Unreliable
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	31	420371	7.4
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	46	446510	10.3
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	62	451830	13.7
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	35	450160	7.8
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	42	459143	9.1
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	56	467798	12.0
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	56	462980	12.1
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	51	473631	10.8
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	53	477058	11.1
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	53	470637	11.3
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	55	483814	11.4
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	56	482555	11.6
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	52	479065	10.9
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	67	475376	14.1
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	65	470777	13.8
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	78	503059	15.5
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	78	506947	15.4
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	13	600531	Unreliable
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	25	638366	3.9
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	29	652600	4.4
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	17	656604	Unreliable
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	23	646815	3.6
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	22	661970	3.3
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	17	666423	Unreliable
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	23	646820	3.6
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	21	648890	3.2
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	28	646058	4.3
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	22	629139	3.5
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	25	641145	3.9
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	30	624842	4.8
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	26	612902	4.2
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	31	603091	5.1
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	18	590557	Unreliable
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	17	630348	Unreliable
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	40	369248	10.8
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	37	397088	9.3
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	50	413913	12.1
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	43	419857	10.2
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	43	419210	10.3
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	66	428803	15.4
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	46	438417	10.5
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	64	434842	14.7
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	66	445854	14.8
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	68	450209	15.1
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	66	443315	14.9
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	59	458862	12.9
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	59	453730	13.0
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	81	450511	18.0
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	71	447707	15.9
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	58	442666	13.1
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	68	473256	14.4
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	16	557629	Unreliable
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	21	560048	3.7
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	31	601514	5.2
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	28	615584	4.5
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	24	618983	3.9
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	30	610398	4.9
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	19	625741	Unreliable
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	25	630218	4.0
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	22	611646	3.6
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	16	614089	Unreliable
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	23	614903	3.7
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	26	596287	4.4
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	26	610801	4.3
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	29	594298	4.9
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	28	583975	4.8
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	38	574004	6.6
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	23	562628	4.1
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	44	333079	13.2
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	43	335824	12.8
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	36	363600	9.9
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	44	379610	11.6
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	53	384803	13.8
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	38	384911	9.9
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	66	394284	16.7
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	54	403332	13.4
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	72	400080	18.0
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	70	410557	17.1
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	63	415837	15.2
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	88	414393	21.2
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	80	428601	18.7
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	71	423922	16.7
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	70	421117	16.6
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	74	418230	17.7
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	83	413451	20.1
	"83 years"	"83"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	24	511637	4.7
	"83 years"	"83"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	21	532738	3.9
	"83 years"	"83"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	22	524537	4.2
	"83 years"	"83"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	16	564244	Unreliable
	"83 years"	"83"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	15	577852	Unreliable
	"83 years"	"83"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	26	581827	4.5
	"83 years"	"83"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	22	575337	3.8
	"83 years"	"83"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	30	590518	5.1
	"83 years"	"83"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	25	595450	4.2
	"83 years"	"83"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	28	578576	4.8
	"83 years"	"83"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	31	578522	5.4
	"83 years"	"83"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	27	578475	4.7
	"83 years"	"83"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	31	564523	5.5
	"83 years"	"83"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	23	577244	4.0
	"83 years"	"83"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	26	562739	4.6
	"83 years"	"83"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	28	552208	5.1
	"83 years"	"83"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	23	543673	4.2
	"83 years"	"83"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	28	289380	9.7
	"83 years"	"83"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	42	309268	13.6
	"83 years"	"83"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	44	305752	14.4
	"83 years"	"83"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	54	331873	16.3
	"83 years"	"83"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	45	347278	13.0
	"83 years"	"83"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	56	353052	15.9
	"83 years"	"83"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	54	354724	15.2
	"83 years"	"83"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	59	364143	16.2
	"83 years"	"83"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	54	373426	14.5
	"83 years"	"83"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	62	371332	16.7
	"83 years"	"83"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	58	377531	15.4
	"83 years"	"83"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	72	385214	18.7
	"83 years"	"83"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	66	383796	17.2
	"83 years"	"83"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	77	397276	19.4
	"83 years"	"83"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	66	393001	16.8
	"83 years"	"83"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	76	390142	19.5
	"83 years"	"83"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	83	387677	21.4
	"84 years"	"84"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	17	473539	Unreliable
	"84 years"	"84"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	21	473223	4.4
	"84 years"	"84"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	25	494027	5.1
	"84 years"	"84"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	23	486667	4.7
	"84 years"	"84"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	22	523159	4.2
	"84 years"	"84"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	36	536610	6.7
	"84 years"	"84"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	22	541128	4.1
	"84 years"	"84"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	32	535325	6.0
	"84 years"	"84"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	27	549718	4.9
	"84 years"	"84"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	27	554759	4.9
	"84 years"	"84"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	22	541833	4.1
	"84 years"	"84"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	19	545799	Unreliable
	"84 years"	"84"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	22	543598	4.0
	"84 years"	"84"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	24	529588	4.5
	"84 years"	"84"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	29	542764	5.3
	"84 years"	"84"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	30	528313	5.7
	"84 years"	"84"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	21	519308	4.0
	"84 years"	"84"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	39	255033	15.3
	"84 years"	"84"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	32	260881	12.3
	"84 years"	"84"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	47	277797	16.9
	"84 years"	"84"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	42	275076	15.3
	"84 years"	"84"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	44	298346	14.7
	"84 years"	"84"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	69	313113	22.0
	"84 years"	"84"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	56	318836	17.6
	"84 years"	"84"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	53	320864	16.5
	"84 years"	"84"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	47	329537	14.3
	"84 years"	"84"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	69	338373	20.4
	"84 years"	"84"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	56	335877	16.7
	"84 years"	"84"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	58	349642	16.6
	"84 years"	"84"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	69	353347	19.5
	"84 years"	"84"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	83	352549	23.5
	"84 years"	"84"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	86	364878	23.6
	"84 years"	"84"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	80	360847	22.2
	"84 years"	"84"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	98	358344	27.3
	"85 years"	"85"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	24	Not Applicable	Not Applicable
	"85 years"	"85"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	23	Not Applicable	Not Applicable
	"85 years"	"85"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	17	Not Applicable	Not Applicable
	"85 years"	"85"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	20	Not Applicable	Not Applicable
	"85 years"	"85"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	31	Not Applicable	Not Applicable
	"85 years"	"85"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	16	Not Applicable	Not Applicable
	"85 years"	"85"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	28	Not Applicable	Not Applicable
	"85 years"	"85"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	25	Not Applicable	Not Applicable
	"85 years"	"85"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	24	Not Applicable	Not Applicable
	"85 years"	"85"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	29	Not Applicable	Not Applicable
	"85 years"	"85"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	33	Not Applicable	Not Applicable
	"85 years"	"85"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	25	Not Applicable	Not Applicable
	"85 years"	"85"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	33	Not Applicable	Not Applicable
	"85 years"	"85"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	33	Not Applicable	Not Applicable
	"85 years"	"85"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	27	Not Applicable	Not Applicable
	"85 years"	"85"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	24	Not Applicable	Not Applicable
	"85 years"	"85"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	24	Not Applicable	Not Applicable
	"85 years"	"85"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	42	Not Applicable	Not Applicable
	"85 years"	"85"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	54	Not Applicable	Not Applicable
	"85 years"	"85"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	47	Not Applicable	Not Applicable
	"85 years"	"85"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	46	Not Applicable	Not Applicable
	"85 years"	"85"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	49	Not Applicable	Not Applicable
	"85 years"	"85"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	40	Not Applicable	Not Applicable
	"85 years"	"85"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	59	Not Applicable	Not Applicable
	"85 years"	"85"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	52	Not Applicable	Not Applicable
	"85 years"	"85"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	53	Not Applicable	Not Applicable
	"85 years"	"85"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	60	Not Applicable	Not Applicable
	"85 years"	"85"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	63	Not Applicable	Not Applicable
	"85 years"	"85"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	55	Not Applicable	Not Applicable
	"85 years"	"85"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	71	Not Applicable	Not Applicable
	"85 years"	"85"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	75	Not Applicable	Not Applicable
	"85 years"	"85"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	84	Not Applicable	Not Applicable
	"85 years"	"85"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	84	Not Applicable	Not Applicable
	"85 years"	"85"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	78	Not Applicable	Not Applicable
	"86 years"	"86"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	18	Not Applicable	Not Applicable
	"86 years"	"86"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	24	Not Applicable	Not Applicable
	"86 years"	"86"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	27	Not Applicable	Not Applicable
	"86 years"	"86"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	23	Not Applicable	Not Applicable
	"86 years"	"86"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	25	Not Applicable	Not Applicable
	"86 years"	"86"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	21	Not Applicable	Not Applicable
	"86 years"	"86"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	26	Not Applicable	Not Applicable
	"86 years"	"86"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	22	Not Applicable	Not Applicable
	"86 years"	"86"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	37	Not Applicable	Not Applicable
	"86 years"	"86"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	38	Not Applicable	Not Applicable
	"86 years"	"86"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	24	Not Applicable	Not Applicable
	"86 years"	"86"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	28	Not Applicable	Not Applicable
	"86 years"	"86"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	33	Not Applicable	Not Applicable
	"86 years"	"86"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	27	Not Applicable	Not Applicable
	"86 years"	"86"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	38	Not Applicable	Not Applicable
	"86 years"	"86"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	35	Not Applicable	Not Applicable
	"86 years"	"86"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	32	Not Applicable	Not Applicable
	"86 years"	"86"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	34	Not Applicable	Not Applicable
	"86 years"	"86"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	42	Not Applicable	Not Applicable
	"86 years"	"86"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	34	Not Applicable	Not Applicable
	"86 years"	"86"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	33	Not Applicable	Not Applicable
	"86 years"	"86"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	44	Not Applicable	Not Applicable
	"86 years"	"86"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	42	Not Applicable	Not Applicable
	"86 years"	"86"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	55	Not Applicable	Not Applicable
	"86 years"	"86"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	70	Not Applicable	Not Applicable
	"86 years"	"86"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	52	Not Applicable	Not Applicable
	"86 years"	"86"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	66	Not Applicable	Not Applicable
	"86 years"	"86"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	61	Not Applicable	Not Applicable
	"86 years"	"86"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	61	Not Applicable	Not Applicable
	"86 years"	"86"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	58	Not Applicable	Not Applicable
	"86 years"	"86"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	58	Not Applicable	Not Applicable
	"86 years"	"86"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	67	Not Applicable	Not Applicable
	"86 years"	"86"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	77	Not Applicable	Not Applicable
	"86 years"	"86"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	87	Not Applicable	Not Applicable
	"87 years"	"87"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	20	Not Applicable	Not Applicable
	"87 years"	"87"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	30	Not Applicable	Not Applicable
	"87 years"	"87"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	22	Not Applicable	Not Applicable
	"87 years"	"87"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	24	Not Applicable	Not Applicable
	"87 years"	"87"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	25	Not Applicable	Not Applicable
	"87 years"	"87"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	21	Not Applicable	Not Applicable
	"87 years"	"87"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	31	Not Applicable	Not Applicable
	"87 years"	"87"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	31	Not Applicable	Not Applicable
	"87 years"	"87"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	26	Not Applicable	Not Applicable
	"87 years"	"87"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	24	Not Applicable	Not Applicable
	"87 years"	"87"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	23	Not Applicable	Not Applicable
	"87 years"	"87"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	35	Not Applicable	Not Applicable
	"87 years"	"87"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	28	Not Applicable	Not Applicable
	"87 years"	"87"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	28	Not Applicable	Not Applicable
	"87 years"	"87"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	34	Not Applicable	Not Applicable
	"87 years"	"87"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	28	Not Applicable	Not Applicable
	"87 years"	"87"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	33	Not Applicable	Not Applicable
	"87 years"	"87"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	37	Not Applicable	Not Applicable
	"87 years"	"87"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	38	Not Applicable	Not Applicable
	"87 years"	"87"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	35	Not Applicable	Not Applicable
	"87 years"	"87"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	45	Not Applicable	Not Applicable
