"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"61 years"	"61"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	49	1616300	3.0
	"62 years"	"62"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	11	981977	Unreliable
	"62 years"	"62"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	14	1199543	Unreliable
	"62 years"	"62"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	13	1198982	Unreliable
	"62 years"	"62"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	10	1196018	Unreliable
	"62 years"	"62"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	15	1548224	Unreliable
	"62 years"	"62"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	14	1508677	Unreliable
	"62 years"	"62"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	14	1618424	Unreliable
	"62 years"	"62"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	14	1657714	Unreliable
	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	17	891263	Unreliable
	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	36	910299	4.0
	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	29	938660	3.1
	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	27	961544	2.8
	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	34	1033321	3.3
	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	21	1170991	1.8
	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	34	1118480	3.0
	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	22	1126006	2.0
	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	36	1122872	3.2
	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	34	1525914	2.2
	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	51	1461002	3.5
	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	42	1407161	3.0
	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	44	1420106	3.1
	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	42	1440472	2.9
	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	42	1475882	2.8
	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	68	1512125	4.5
	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	46	1548442	3.0
	"63 years"	"63"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	13	968306	Unreliable
	"63 years"	"63"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	12	1034457	Unreliable
	"63 years"	"63"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	11	1251818	Unreliable
	"63 years"	"63"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	20	1194606	1.7
	"63 years"	"63"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	12	1191908	Unreliable
	"63 years"	"63"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	16	1532598	Unreliable
	"63 years"	"63"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	15	1499312	Unreliable
	"63 years"	"63"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	13	1486168	Unreliable
	"63 years"	"63"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	13	1561127	Unreliable
	"63 years"	"63"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	19	1605065	Unreliable
	"63 years"	"63"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	21	838761	2.5
	"63 years"	"63"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	35	888725	3.9
	"63 years"	"63"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	26	900309	2.9
	"63 years"	"63"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	32	928937	3.4
	"63 years"	"63"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	29	952215	3.0
	"63 years"	"63"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	36	1023899	3.5
	"63 years"	"63"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	43	1161151	3.7
	"63 years"	"63"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	42	1110046	3.8
	"63 years"	"63"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	39	1117970	3.5
	"63 years"	"63"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	39	1115617	3.5
	"63 years"	"63"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	50	1441405	3.5
	"63 years"	"63"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	39	1407787	2.8
	"63 years"	"63"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	39	1390023	2.8
	"63 years"	"63"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	48	1402007	3.4
	"63 years"	"63"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	42	1423014	3.0
	"63 years"	"63"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	51	1457411	3.5
	"63 years"	"63"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	45	1490635	3.0
	"64 years"	"64"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	10	917949	Unreliable
	"64 years"	"64"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	15	959615	Unreliable
	"64 years"	"64"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	10	966669	Unreliable
	"64 years"	"64"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	10	1096157	Unreliable
	"64 years"	"64"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	10	1236983	Unreliable
	"64 years"	"64"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	12	1179342	Unreliable
	"64 years"	"64"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	12	1156117	Unreliable
	"64 years"	"64"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	17	1594827	Unreliable
	"64 years"	"64"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	11	1474262	Unreliable
	"64 years"	"64"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	12	1487436	Unreliable
	"64 years"	"64"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	20	1547611	1.3
	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	31	828793	3.7
	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	33	833615	4.0
	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	41	875975	4.7
	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	32	886791	3.6
	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	27	914731	3.0
	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	40	937065	4.3
	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	39	1007389	3.9
	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	38	1142325	3.3
	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	33	1090789	3.0
	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	32	1097691	2.9
	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	32	1075943	3.0
	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	36	1493281	2.4
	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	48	1389216	3.5
	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	57	1372405	4.2
	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	55	1385160	4.0
	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	62	1404173	4.4
	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	65	1435585	4.5
	"65 years"	"65"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	13	918412	Unreliable
	"65 years"	"65"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	11	906754	Unreliable
	"65 years"	"65"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	10	910485	Unreliable
	"65 years"	"65"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	13	952641	Unreliable
	"65 years"	"65"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	12	993069	Unreliable
	"65 years"	"65"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	11	1091178	Unreliable
	"65 years"	"65"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	17	1232595	Unreliable
	"65 years"	"65"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	13	1175629	Unreliable
	"65 years"	"65"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	11	1476109	Unreliable
	"65 years"	"65"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	11	1462525	Unreliable
	"65 years"	"65"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	17	1475186	Unreliable
	"65 years"	"65"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	23	1501930	1.5
	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	40	823432	4.9
	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	30	815434	3.7
	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	29	821317	3.5
	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	33	863774	3.8
	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	30	874611	3.4
	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	31	902795	3.4
	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	39	925271	4.2
	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	44	994996	4.4
	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	47	1129190	4.2
	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	38	1078302	3.5
	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	38	1085029	3.5
	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	33	1081770	3.1
	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	61	1472401	4.1
	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	58	1372490	4.2
	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	71	1353565	5.2
	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	50	1365758	3.7
	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	34	1382116	2.5
	"66 years"	"66"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	11	913996	Unreliable
	"66 years"	"66"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	10	897692	Unreliable
	"66 years"	"66"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	18	950390	Unreliable
	"66 years"	"66"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	11	983340	Unreliable
	"66 years"	"66"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	13	1175758	Unreliable
	"66 years"	"66"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	11	1160462	Unreliable
	"66 years"	"66"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	13	1568238	Unreliable
	"66 years"	"66"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	11	1461549	Unreliable
	"66 years"	"66"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	10	1448672	Unreliable
	"66 years"	"66"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	15	1461326	Unreliable
	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	34	751618	4.5
	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	21	812227	2.6
	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	26	802137	3.2
	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	44	808314	5.4
	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	35	850009	4.1
	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	38	861347	4.4
	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	36	889723	4.0
	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	39	911889	4.3
	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	40	981201	4.1
	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	40	1114383	3.6
	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	40	1074240	3.7
	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	51	1066097	4.8
	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	45	1065368	4.2
	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	64	1453825	4.4
	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	63	1349736	4.7
	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	77	1333128	5.8
	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	58	1343125	4.3
	"67 years"	"67"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	15	872730	Unreliable
	"67 years"	"67"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	12	934329	Unreliable
	"67 years"	"67"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	10	942274	Unreliable
	"67 years"	"67"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	12	1190753	Unreliable
	"67 years"	"67"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	12	1150930	Unreliable
	"67 years"	"67"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	14	1148275	Unreliable
	"67 years"	"67"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	17	1551015	Unreliable
	"67 years"	"67"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	16	1446303	Unreliable
	"67 years"	"67"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	17	1433388	Unreliable
	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	36	761373	4.7
	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	34	744242	4.6
	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	43	798266	5.4
	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	29	788834	3.7
	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	31	795519	3.9
	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	22	837474	2.6
	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	33	849323	3.9
	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	44	878045	5.0
	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	24	900460	2.7
	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	34	970004	3.5
	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	44	1081074	4.1
	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	43	1045466	4.1
	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	37	1048967	3.5
	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	46	1046715	4.4
	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	64	1427648	4.5
	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	70	1327448	5.3
	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	61	1309380	4.7
	"68 years"	"68"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	16	855031	Unreliable
	"68 years"	"68"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	10	834971	Unreliable
	"68 years"	"68"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	13	882139	Unreliable
	"68 years"	"68"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	13	923814	Unreliable
	"68 years"	"68"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	10	931574	Unreliable
	"68 years"	"68"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	13	1044961	Unreliable
	"68 years"	"68"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	11	1197327	Unreliable
	"68 years"	"68"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	16	1137278	Unreliable
	"68 years"	"68"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	10	1134182	Unreliable
	"68 years"	"68"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	23	1533591	1.5
	"68 years"	"68"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	18	1428946	Unreliable
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	38	755858	5.0
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	28	742222	3.8
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	20	728919	2.7
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	29	782430	3.7
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	26	773091	3.4
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	32	779773	4.1
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	33	821413	4.0
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	36	833102	4.3
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	42	861306	4.9
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	45	883478	5.1
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	49	936566	5.2
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	47	1080958	4.3
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	55	1026538	5.4
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	65	1029184	6.3
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	50	1029603	4.9
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	71	1402301	5.1
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	73	1302374	5.6
	"69 years"	"69"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	12	891082	Unreliable
	"69 years"	"69"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	17	859050	Unreliable
	"69 years"	"69"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	13	843171	Unreliable
	"69 years"	"69"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	15	881429	Unreliable
	"69 years"	"69"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	10	911718	Unreliable
	"69 years"	"69"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	17	952621	Unreliable
	"69 years"	"69"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	14	967136	Unreliable
	"69 years"	"69"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	16	1046172	Unreliable
	"69 years"	"69"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	20	1181850	1.7
	"69 years"	"69"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	16	1123482	Unreliable
	"69 years"	"69"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	12	1121833	Unreliable
	"69 years"	"69"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	17	1117372	Unreliable
	"69 years"	"69"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	16	1513463	Unreliable
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	33	756132	4.4
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	39	735639	5.3
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	31	725210	4.3
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	24	712285	3.4
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	34	764829	4.4
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	26	756136	3.4
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	37	762900	4.8
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	32	803702	4.0
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	42	815143	5.2
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	39	842757	4.6
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	45	853960	5.3
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	44	933119	4.7
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	54	1059403	5.1
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	60	1007470	6.0
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	50	1010937	4.9
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	56	1009557	5.5
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	82	1374061	6.0
	"70 years"	"70"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	12	893277	Unreliable
	"70 years"	"70"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	14	863451	Unreliable
	"70 years"	"70"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	12	844033	Unreliable
	"70 years"	"70"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	14	827808	Unreliable
	"70 years"	"70"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	11	864081	Unreliable
	"70 years"	"70"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	10	848752	Unreliable
	"70 years"	"70"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	12	891748	Unreliable
	"70 years"	"70"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	14	898747	Unreliable
	"70 years"	"70"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	12	922414	Unreliable
	"70 years"	"70"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	15	964193	Unreliable
	"70 years"	"70"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	16	1031140	Unreliable
	"70 years"	"70"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	14	1167082	Unreliable
	"70 years"	"70"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	22	1107839	2.0
	"70 years"	"70"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	20	1106632	1.8
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	40	746449	5.4
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	40	728244	5.5
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	37	715510	5.2
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	32	705088	4.5
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	33	691747	4.8
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	39	742879	5.2
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	31	734060	4.2
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	46	739964	6.2
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	40	778957	5.1
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	36	789381	4.6
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	49	809995	6.0
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	50	846469	5.9
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	59	912774	6.5
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	49	1039583	4.7
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	66	985725	6.7
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	67	989712	6.8
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	64	987714	6.5
	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	13	864008	Unreliable
	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	12	881619	Unreliable
	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	11	849690	Unreliable
	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	12	831617	Unreliable
	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	13	816303	Unreliable
	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	10	797479	Unreliable
	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	13	854676	Unreliable
	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	10	840339	Unreliable
	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	13	885120	Unreliable
	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	12	890693	Unreliable
	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	13	916157	Unreliable
	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	13	949335	Unreliable
	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	17	1015780	Unreliable
	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	12	1148398	Unreliable
	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	16	1091200	Unreliable
	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	15	1090651	Unreliable
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	42	710530	5.9
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	38	729240	5.2
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	44	709962	6.2
