"min_age","max_age","Year","Hispanic.Origin","Gender.Code","Race","Population","nation","Education","rural_urban_class","source2"
70,70,2003,"All Origins","M","Black or African American",70082,"us",666,666,"CDC"
70,70,2004,"All Origins","F","American Indian or Alaska Native",5925,"us",666,666,"CDC"
70,70,2004,"All Origins","F","Asian or Pacific Islander",35156,"us",666,666,"CDC"
70,70,2004,"All Origins","F","Black or African American",97983,"us",666,666,"CDC"
70,70,2004,"All Origins","M","American Indian or Alaska Native",5025,"us",666,666,"CDC"
70,70,2004,"All Origins","M","Asian or Pacific Islander",27353,"us",666,666,"CDC"
70,70,2004,"All Origins","M","Black or African American",70149,"us",666,666,"CDC"
70,70,2005,"All Origins","F","American Indian or Alaska Native",6727,"us",666,666,"CDC"
70,70,2005,"All Origins","F","Asian or Pacific Islander",38079,"us",666,666,"CDC"
70,70,2005,"All Origins","F","Black or African American",105443,"us",666,666,"CDC"
70,70,2005,"All Origins","M","American Indian or Alaska Native",5545,"us",666,666,"CDC"
70,70,2005,"All Origins","M","Asian or Pacific Islander",30342,"us",666,666,"CDC"
70,70,2005,"All Origins","M","Black or African American",76474,"us",666,666,"CDC"
70,70,2006,"All Origins","F","American Indian or Alaska Native",6732,"us",666,666,"CDC"
70,70,2006,"All Origins","F","Asian or Pacific Islander",38868,"us",666,666,"CDC"
70,70,2006,"All Origins","F","Black or African American",103795,"us",666,666,"CDC"
70,70,2006,"All Origins","M","American Indian or Alaska Native",5738,"us",666,666,"CDC"
70,70,2006,"All Origins","M","Asian or Pacific Islander",31362,"us",666,666,"CDC"
70,70,2006,"All Origins","M","Black or African American",75118,"us",666,666,"CDC"
70,70,2007,"All Origins","F","American Indian or Alaska Native",6983,"us",666,666,"CDC"
70,70,2007,"All Origins","F","Asian or Pacific Islander",40317,"us",666,666,"CDC"
70,70,2007,"All Origins","F","Black or African American",102430,"us",666,666,"CDC"
70,70,2007,"All Origins","M","American Indian or Alaska Native",6046,"us",666,666,"CDC"
70,70,2007,"All Origins","M","Asian or Pacific Islander",33376,"us",666,666,"CDC"
70,70,2007,"All Origins","M","Black or African American",75113,"us",666,666,"CDC"
70,70,2008,"All Origins","F","American Indian or Alaska Native",7495,"us",666,666,"CDC"
70,70,2008,"All Origins","F","Asian or Pacific Islander",42783,"us",666,666,"CDC"
70,70,2008,"All Origins","F","Black or African American",107295,"us",666,666,"CDC"
70,70,2008,"All Origins","M","American Indian or Alaska Native",6454,"us",666,666,"CDC"
70,70,2008,"All Origins","M","Asian or Pacific Islander",35660,"us",666,666,"CDC"
70,70,2008,"All Origins","M","Black or African American",78158,"us",666,666,"CDC"
70,70,2009,"All Origins","F","American Indian or Alaska Native",7794,"us",666,666,"CDC"
70,70,2009,"All Origins","F","Asian or Pacific Islander",43984,"us",666,666,"CDC"
70,70,2009,"All Origins","F","Black or African American",106568,"us",666,666,"CDC"
70,70,2009,"All Origins","M","American Indian or Alaska Native",6803,"us",666,666,"CDC"
70,70,2009,"All Origins","M","Asian or Pacific Islander",37479,"us",666,666,"CDC"
70,70,2009,"All Origins","M","Black or African American",78574,"us",666,666,"CDC"
70,70,2010,"All Origins","F","American Indian or Alaska Native",8438,"us",666,666,"CDC"
70,70,2010,"All Origins","F","Asian or Pacific Islander",48820,"us",666,666,"CDC"
70,70,2010,"All Origins","F","Black or African American",117202,"us",666,666,"CDC"
70,70,2010,"All Origins","M","American Indian or Alaska Native",7463,"us",666,666,"CDC"
70,70,2010,"All Origins","M","Asian or Pacific Islander",41201,"us",666,666,"CDC"
70,70,2010,"All Origins","M","Black or African American",85932,"us",666,666,"CDC"
70,70,2011,"All Origins","F","American Indian or Alaska Native",8702,"us",666,666,"CDC"
70,70,2011,"All Origins","F","Asian or Pacific Islander",50268,"us",666,666,"CDC"
70,70,2011,"All Origins","F","Black or African American",118538,"us",666,666,"CDC"
70,70,2011,"All Origins","M","American Indian or Alaska Native",7663,"us",666,666,"CDC"
70,70,2011,"All Origins","M","Asian or Pacific Islander",41671,"us",666,666,"CDC"
70,70,2011,"All Origins","M","Black or African American",86146,"us",666,666,"CDC"
70,70,2012,"All Origins","F","American Indian or Alaska Native",9206,"us",666,666,"CDC"
70,70,2012,"All Origins","F","Asian or Pacific Islander",54346,"us",666,666,"CDC"
70,70,2012,"All Origins","F","Black or African American",122777,"us",666,666,"CDC"
70,70,2012,"All Origins","M","American Indian or Alaska Native",8179,"us",666,666,"CDC"
70,70,2012,"All Origins","M","Asian or Pacific Islander",44417,"us",666,666,"CDC"
70,70,2012,"All Origins","M","Black or African American",91106,"us",666,666,"CDC"
70,70,2013,"All Origins","F","American Indian or Alaska Native",10218,"us",666,666,"CDC"
70,70,2013,"All Origins","F","Asian or Pacific Islander",56117,"us",666,666,"CDC"
70,70,2013,"All Origins","F","Black or African American",134552,"us",666,666,"CDC"
70,70,2013,"All Origins","M","American Indian or Alaska Native",8860,"us",666,666,"CDC"
70,70,2013,"All Origins","M","Asian or Pacific Islander",46818,"us",666,666,"CDC"
70,70,2013,"All Origins","M","Black or African American",98891,"us",666,666,"CDC"
70,70,2014,"All Origins","F","American Indian or Alaska Native",10584,"us",666,666,"CDC"
70,70,2014,"All Origins","F","Asian or Pacific Islander",61169,"us",666,666,"CDC"
70,70,2014,"All Origins","F","Black or African American",133871,"us",666,666,"CDC"
70,70,2014,"All Origins","M","American Indian or Alaska Native",9182,"us",666,666,"CDC"
70,70,2014,"All Origins","M","Asian or Pacific Islander",49921,"us",666,666,"CDC"
70,70,2014,"All Origins","M","Black or African American",99845,"us",666,666,"CDC"
70,70,2015,"All Origins","F","American Indian or Alaska Native",11099,"us",666,666,"CDC"
70,70,2015,"All Origins","F","Asian or Pacific Islander",66634,"us",666,666,"CDC"
70,70,2015,"All Origins","F","Black or African American",141048,"us",666,666,"CDC"
70,70,2015,"All Origins","M","American Indian or Alaska Native",9723,"us",666,666,"CDC"
70,70,2015,"All Origins","M","Asian or Pacific Islander",53648,"us",666,666,"CDC"
70,70,2015,"All Origins","M","Black or African American",104863,"us",666,666,"CDC"
70,70,2016,"All Origins","F","American Indian or Alaska Native",11362,"us",666,666,"CDC"
70,70,2016,"All Origins","F","Asian or Pacific Islander",68880,"us",666,666,"CDC"
70,70,2016,"All Origins","F","Black or African American",140038,"us",666,666,"CDC"
70,70,2016,"All Origins","M","American Indian or Alaska Native",9949,"us",666,666,"CDC"
70,70,2016,"All Origins","M","Asian or Pacific Islander",55765,"us",666,666,"CDC"
70,70,2016,"All Origins","M","Black or African American",104238,"us",666,666,"CDC"
71,71,2000,"All Origins","F","American Indian or Alaska Native",4850,"us",666,666,"CDC"
71,71,2000,"All Origins","F","Asian or Pacific Islander",28980,"us",666,666,"CDC"
71,71,2000,"All Origins","F","Black or African American",91336,"us",666,666,"CDC"
71,71,2000,"All Origins","M","American Indian or Alaska Native",3987,"us",666,666,"CDC"
71,71,2000,"All Origins","M","Asian or Pacific Islander",21241,"us",666,666,"CDC"
71,71,2000,"All Origins","M","Black or African American",62002,"us",666,666,"CDC"
71,71,2001,"All Origins","F","American Indian or Alaska Native",5304,"us",666,666,"CDC"
71,71,2001,"All Origins","F","Asian or Pacific Islander",31859,"us",666,666,"CDC"
71,71,2001,"All Origins","F","Black or African American",97597,"us",666,666,"CDC"
71,71,2001,"All Origins","M","American Indian or Alaska Native",4388,"us",666,666,"CDC"
71,71,2001,"All Origins","M","Asian or Pacific Islander",23588,"us",666,666,"CDC"
71,71,2001,"All Origins","M","Black or African American",67182,"us",666,666,"CDC"
71,71,2002,"All Origins","F","American Indian or Alaska Native",5131,"us",666,666,"CDC"
71,71,2002,"All Origins","F","Asian or Pacific Islander",31599,"us",666,666,"CDC"
71,71,2002,"All Origins","F","Black or African American",91172,"us",666,666,"CDC"
71,71,2002,"All Origins","M","American Indian or Alaska Native",4242,"us",666,666,"CDC"
71,71,2002,"All Origins","M","Asian or Pacific Islander",23137,"us",666,666,"CDC"
71,71,2002,"All Origins","M","Black or African American",63466,"us",666,666,"CDC"
71,71,2003,"All Origins","F","American Indian or Alaska Native",5606,"us",666,666,"CDC"
71,71,2003,"All Origins","F","Asian or Pacific Islander",32214,"us",666,666,"CDC"
71,71,2003,"All Origins","F","Black or African American",93786,"us",666,666,"CDC"
71,71,2003,"All Origins","M","American Indian or Alaska Native",4404,"us",666,666,"CDC"
71,71,2003,"All Origins","M","Asian or Pacific Islander",24271,"us",666,666,"CDC"
71,71,2003,"All Origins","M","Black or African American",65730,"us",666,666,"CDC"
71,71,2004,"All Origins","F","American Indian or Alaska Native",5774,"us",666,666,"CDC"
71,71,2004,"All Origins","F","Asian or Pacific Islander",34785,"us",666,666,"CDC"
71,71,2004,"All Origins","F","Black or African American",97352,"us",666,666,"CDC"
71,71,2004,"All Origins","M","American Indian or Alaska Native",4614,"us",666,666,"CDC"
71,71,2004,"All Origins","M","Asian or Pacific Islander",26194,"us",666,666,"CDC"
71,71,2004,"All Origins","M","Black or African American",68596,"us",666,666,"CDC"
71,71,2005,"All Origins","F","American Indian or Alaska Native",5849,"us",666,666,"CDC"
71,71,2005,"All Origins","F","Asian or Pacific Islander",35139,"us",666,666,"CDC"
71,71,2005,"All Origins","F","Black or African American",96758,"us",666,666,"CDC"
71,71,2005,"All Origins","M","American Indian or Alaska Native",4829,"us",666,666,"CDC"
71,71,2005,"All Origins","M","Asian or Pacific Islander",27299,"us",666,666,"CDC"
71,71,2005,"All Origins","M","Black or African American",68878,"us",666,666,"CDC"
71,71,2006,"All Origins","F","American Indian or Alaska Native",6634,"us",666,666,"CDC"
71,71,2006,"All Origins","F","Asian or Pacific Islander",38058,"us",666,666,"CDC"
71,71,2006,"All Origins","F","Black or African American",104325,"us",666,666,"CDC"
71,71,2006,"All Origins","M","American Indian or Alaska Native",5272,"us",666,666,"CDC"
71,71,2006,"All Origins","M","Asian or Pacific Islander",30304,"us",666,666,"CDC"
71,71,2006,"All Origins","M","Black or African American",75337,"us",666,666,"CDC"
71,71,2007,"All Origins","F","American Indian or Alaska Native",6661,"us",666,666,"CDC"
71,71,2007,"All Origins","F","Asian or Pacific Islander",38840,"us",666,666,"CDC"
71,71,2007,"All Origins","F","Black or African American",102874,"us",666,666,"CDC"
71,71,2007,"All Origins","M","American Indian or Alaska Native",5457,"us",666,666,"CDC"
71,71,2007,"All Origins","M","Asian or Pacific Islander",31335,"us",666,666,"CDC"
71,71,2007,"All Origins","M","Black or African American",74254,"us",666,666,"CDC"
71,71,2008,"All Origins","F","American Indian or Alaska Native",6929,"us",666,666,"CDC"
71,71,2008,"All Origins","F","Asian or Pacific Islander",40307,"us",666,666,"CDC"
71,71,2008,"All Origins","F","Black or African American",101686,"us",666,666,"CDC"
71,71,2008,"All Origins","M","American Indian or Alaska Native",5768,"us",666,666,"CDC"
71,71,2008,"All Origins","M","Asian or Pacific Islander",33396,"us",666,666,"CDC"
71,71,2008,"All Origins","M","Black or African American",74448,"us",666,666,"CDC"
71,71,2009,"All Origins","F","American Indian or Alaska Native",7427,"us",666,666,"CDC"
71,71,2009,"All Origins","F","Asian or Pacific Islander",42803,"us",666,666,"CDC"
71,71,2009,"All Origins","F","Black or African American",106691,"us",666,666,"CDC"
71,71,2009,"All Origins","M","American Indian or Alaska Native",6144,"us",666,666,"CDC"
71,71,2009,"All Origins","M","Asian or Pacific Islander",35670,"us",666,666,"CDC"
71,71,2009,"All Origins","M","Black or African American",77680,"us",666,666,"CDC"
71,71,2010,"All Origins","F","American Indian or Alaska Native",7632,"us",666,666,"CDC"
71,71,2010,"All Origins","F","Asian or Pacific Islander",44010,"us",666,666,"CDC"
71,71,2010,"All Origins","F","Black or African American",106079,"us",666,666,"CDC"
71,71,2010,"All Origins","M","American Indian or Alaska Native",6500,"us",666,666,"CDC"
71,71,2010,"All Origins","M","Asian or Pacific Islander",37347,"us",666,666,"CDC"
71,71,2010,"All Origins","M","Black or African American",78017,"us",666,666,"CDC"
71,71,2011,"All Origins","F","American Indian or Alaska Native",8307,"us",666,666,"CDC"
71,71,2011,"All Origins","F","Asian or Pacific Islander",48830,"us",666,666,"CDC"
71,71,2011,"All Origins","F","Black or African American",114810,"us",666,666,"CDC"
71,71,2011,"All Origins","M","American Indian or Alaska Native",7240,"us",666,666,"CDC"
71,71,2011,"All Origins","M","Asian or Pacific Islander",40860,"us",666,666,"CDC"
71,71,2011,"All Origins","M","Black or African American",83103,"us",666,666,"CDC"
71,71,2012,"All Origins","F","American Indian or Alaska Native",8547,"us",666,666,"CDC"
71,71,2012,"All Origins","F","Asian or Pacific Islander",50279,"us",666,666,"CDC"
71,71,2012,"All Origins","F","Black or African American",116242,"us",666,666,"CDC"
71,71,2012,"All Origins","M","American Indian or Alaska Native",7461,"us",666,666,"CDC"
71,71,2012,"All Origins","M","Asian or Pacific Islander",41411,"us",666,666,"CDC"
71,71,2012,"All Origins","M","Black or African American",83417,"us",666,666,"CDC"
71,71,2013,"All Origins","F","American Indian or Alaska Native",9064,"us",666,666,"CDC"
71,71,2013,"All Origins","F","Asian or Pacific Islander",54354,"us",666,666,"CDC"
71,71,2013,"All Origins","F","Black or African American",120306,"us",666,666,"CDC"
71,71,2013,"All Origins","M","American Indian or Alaska Native",7933,"us",666,666,"CDC"
71,71,2013,"All Origins","M","Asian or Pacific Islander",44171,"us",666,666,"CDC"
71,71,2013,"All Origins","M","Black or African American",88139,"us",666,666,"CDC"
71,71,2014,"All Origins","F","American Indian or Alaska Native",10063,"us",666,666,"CDC"
71,71,2014,"All Origins","F","Asian or Pacific Islander",56117,"us",666,666,"CDC"
71,71,2014,"All Origins","F","Black or African American",132020,"us",666,666,"CDC"
71,71,2014,"All Origins","M","American Indian or Alaska Native",8644,"us",666,666,"CDC"
71,71,2014,"All Origins","M","Asian or Pacific Islander",46581,"us",666,666,"CDC"
71,71,2014,"All Origins","M","Black or African American",95854,"us",666,666,"CDC"
71,71,2015,"All Origins","F","American Indian or Alaska Native",10419,"us",666,666,"CDC"
71,71,2015,"All Origins","F","Asian or Pacific Islander",61145,"us",666,666,"CDC"
71,71,2015,"All Origins","F","Black or African American",131360,"us",666,666,"CDC"
71,71,2015,"All Origins","M","American Indian or Alaska Native",8932,"us",666,666,"CDC"
71,71,2015,"All Origins","M","Asian or Pacific Islander",49606,"us",666,666,"CDC"
71,71,2015,"All Origins","M","Black or African American",96757,"us",666,666,"CDC"
71,71,2016,"All Origins","F","American Indian or Alaska Native",10944,"us",666,666,"CDC"
71,71,2016,"All Origins","F","Asian or Pacific Islander",66573,"us",666,666,"CDC"
71,71,2016,"All Origins","F","Black or African American",138363,"us",666,666,"CDC"
71,71,2016,"All Origins","M","American Indian or Alaska Native",9453,"us",666,666,"CDC"
71,71,2016,"All Origins","M","Asian or Pacific Islander",53285,"us",666,666,"CDC"
71,71,2016,"All Origins","M","Black or African American",101620,"us",666,666,"CDC"
72,72,2000,"All Origins","F","American Indian or Alaska Native",4643,"us",666,666,"CDC"
72,72,2000,"All Origins","F","Asian or Pacific Islander",27951,"us",666,666,"CDC"
72,72,2000,"All Origins","F","Black or African American",89612,"us",666,666,"CDC"
72,72,2000,"All Origins","M","American Indian or Alaska Native",3673,"us",666,666,"CDC"
72,72,2000,"All Origins","M","Asian or Pacific Islander",20345,"us",666,666,"CDC"
72,72,2000,"All Origins","M","Black or African American",59273,"us",666,666,"CDC"
72,72,2001,"All Origins","F","American Indian or Alaska Native",4759,"us",666,666,"CDC"
72,72,2001,"All Origins","F","Asian or Pacific Islander",28898,"us",666,666,"CDC"
72,72,2001,"All Origins","F","Black or African American",89169,"us",666,666,"CDC"
72,72,2001,"All Origins","M","American Indian or Alaska Native",3869,"us",666,666,"CDC"
72,72,2001,"All Origins","M","Asian or Pacific Islander",21018,"us",666,666,"CDC"
72,72,2001,"All Origins","M","Black or African American",59662,"us",666,666,"CDC"
72,72,2002,"All Origins","F","American Indian or Alaska Native",5186,"us",666,666,"CDC"
72,72,2002,"All Origins","F","Asian or Pacific Islander",31708,"us",666,666,"CDC"
72,72,2002,"All Origins","F","Black or African American",95104,"us",666,666,"CDC"
72,72,2002,"All Origins","M","American Indian or Alaska Native",4281,"us",666,666,"CDC"
72,72,2002,"All Origins","M","Asian or Pacific Islander",23328,"us",666,666,"CDC"
72,72,2002,"All Origins","M","Black or African American",64420,"us",666,666,"CDC"
72,72,2003,"All Origins","F","American Indian or Alaska Native",5002,"us",666,666,"CDC"
72,72,2003,"All Origins","F","Asian or Pacific Islander",31438,"us",666,666,"CDC"
72,72,2003,"All Origins","F","Black or African American",88658,"us",666,666,"CDC"
72,72,2003,"All Origins","M","American Indian or Alaska Native",4141,"us",666,666,"CDC"
72,72,2003,"All Origins","M","Asian or Pacific Islander",22848,"us",666,666,"CDC"
72,72,2003,"All Origins","M","Black or African American",60669,"us",666,666,"CDC"
72,72,2004,"All Origins","F","American Indian or Alaska Native",5482,"us",666,666,"CDC"
72,72,2004,"All Origins","F","Asian or Pacific Islander",32009,"us",666,666,"CDC"
72,72,2004,"All Origins","F","Black or African American",91013,"us",666,666,"CDC"
72,72,2004,"All Origins","M","American Indian or Alaska Native",4330,"us",666,666,"CDC"
72,72,2004,"All Origins","M","Asian or Pacific Islander",23978,"us",666,666,"CDC"
72,72,2004,"All Origins","M","Black or African American",62600,"us",666,666,"CDC"
72,72,2005,"All Origins","F","American Indian or Alaska Native",5650,"us",666,666,"CDC"
72,72,2005,"All Origins","F","Asian or Pacific Islander",34557,"us",666,666,"CDC"
72,72,2005,"All Origins","F","Black or African American",94317,"us",666,666,"CDC"
72,72,2005,"All Origins","M","American Indian or Alaska Native",4559,"us",666,666,"CDC"
72,72,2005,"All Origins","M","Asian or Pacific Islander",25877,"us",666,666,"CDC"
72,72,2005,"All Origins","M","Black or African American",65149,"us",666,666,"CDC"
72,72,2006,"All Origins","F","American Indian or Alaska Native",5687,"us",666,666,"CDC"
72,72,2006,"All Origins","F","Asian or Pacific Islander",34879,"us",666,666,"CDC"
72,72,2006,"All Origins","F","Black or African American",93625,"us",666,666,"CDC"
72,72,2006,"All Origins","M","American Indian or Alaska Native",4758,"us",666,666,"CDC"
72,72,2006,"All Origins","M","Asian or Pacific Islander",26935,"us",666,666,"CDC"
72,72,2006,"All Origins","M","Black or African American",65225,"us",666,666,"CDC"
72,72,2007,"All Origins","F","American Indian or Alaska Native",6435,"us",666,666,"CDC"
72,72,2007,"All Origins","F","Asian or Pacific Islander",37710,"us",666,666,"CDC"
72,72,2007,"All Origins","F","Black or African American",100823,"us",666,666,"CDC"
72,72,2007,"All Origins","M","American Indian or Alaska Native",5256,"us",666,666,"CDC"
72,72,2007,"All Origins","M","Asian or Pacific Islander",29862,"us",666,666,"CDC"
72,72,2007,"All Origins","M","Black or African American",71154,"us",666,666,"CDC"
72,72,2008,"All Origins","F","American Indian or Alaska Native",6441,"us",666,666,"CDC"
72,72,2008,"All Origins","F","Asian or Pacific Islander",38456,"us",666,666,"CDC"
72,72,2008,"All Origins","F","Black or African American",99233,"us",666,666,"CDC"
72,72,2008,"All Origins","M","American Indian or Alaska Native",5467,"us",666,666,"CDC"
72,72,2008,"All Origins","M","Asian or Pacific Islander",30876,"us",666,666,"CDC"
72,72,2008,"All Origins","M","Black or African American",69918,"us",666,666,"CDC"
72,72,2009,"All Origins","F","American Indian or Alaska Native",6698,"us",666,666,"CDC"
72,72,2009,"All Origins","F","Asian or Pacific Islander",39851,"us",666,666,"CDC"
72,72,2009,"All Origins","F","Black or African American",97938,"us",666,666,"CDC"
72,72,2009,"All Origins","M","American Indian or Alaska Native",5807,"us",666,666,"CDC"
72,72,2009,"All Origins","M","Asian or Pacific Islander",32839,"us",666,666,"CDC"
72,72,2009,"All Origins","M","Black or African American",69888,"us",666,666,"CDC"
72,72,2010,"All Origins","F","American Indian or Alaska Native",7341,"us",666,666,"CDC"
72,72,2010,"All Origins","F","Asian or Pacific Islander",42244,"us",666,666,"CDC"
72,72,2010,"All Origins","F","Black or African American",102788,"us",666,666,"CDC"
72,72,2010,"All Origins","M","American Indian or Alaska Native",6123,"us",666,666,"CDC"
72,72,2010,"All Origins","M","Asian or Pacific Islander",35191,"us",666,666,"CDC"
72,72,2010,"All Origins","M","Black or African American",73061,"us",666,666,"CDC"
72,72,2011,"All Origins","F","American Indian or Alaska Native",7478,"us",666,666,"CDC"
72,72,2011,"All Origins","F","Asian or Pacific Islander",43969,"us",666,666,"CDC"
72,72,2011,"All Origins","F","Black or African American",103720,"us",666,666,"CDC"
72,72,2011,"All Origins","M","American Indian or Alaska Native",6315,"us",666,666,"CDC"
72,72,2011,"All Origins","M","Asian or Pacific Islander",36995,"us",666,666,"CDC"
72,72,2011,"All Origins","M","Black or African American",75250,"us",666,666,"CDC"
72,72,2012,"All Origins","F","American Indian or Alaska Native",8132,"us",666,666,"CDC"
72,72,2012,"All Origins","F","Asian or Pacific Islander",48767,"us",666,666,"CDC"
72,72,2012,"All Origins","F","Black or African American",112339,"us",666,666,"CDC"
72,72,2012,"All Origins","M","American Indian or Alaska Native",7045,"us",666,666,"CDC"
72,72,2012,"All Origins","M","Asian or Pacific Islander",40568,"us",666,666,"CDC"
72,72,2012,"All Origins","M","Black or African American",80291,"us",666,666,"CDC"
72,72,2013,"All Origins","F","American Indian or Alaska Native",8394,"us",666,666,"CDC"
72,72,2013,"All Origins","F","Asian or Pacific Islander",50183,"us",666,666,"CDC"
72,72,2013,"All Origins","F","Black or African American",113723,"us",666,666,"CDC"
72,72,2013,"All Origins","M","American Indian or Alaska Native",7243,"us",666,666,"CDC"
72,72,2013,"All Origins","M","Asian or Pacific Islander",41065,"us",666,666,"CDC"
72,72,2013,"All Origins","M","Black or African American",80538,"us",666,666,"CDC"
72,72,2014,"All Origins","F","American Indian or Alaska Native",8889,"us",666,666,"CDC"
72,72,2014,"All Origins","F","Asian or Pacific Islander",54250,"us",666,666,"CDC"
72,72,2014,"All Origins","F","Black or African American",117833,"us",666,666,"CDC"
72,72,2014,"All Origins","M","American Indian or Alaska Native",7750,"us",666,666,"CDC"
72,72,2014,"All Origins","M","Asian or Pacific Islander",43813,"us",666,666,"CDC"
72,72,2014,"All Origins","M","Black or African American",85241,"us",666,666,"CDC"
72,72,2015,"All Origins","F","American Indian or Alaska Native",9877,"us",666,666,"CDC"
72,72,2015,"All Origins","F","Asian or Pacific Islander",56045,"us",666,666,"CDC"
72,72,2015,"All Origins","F","Black or African American",129261,"us",666,666,"CDC"
72,72,2015,"All Origins","M","American Indian or Alaska Native",8413,"us",666,666,"CDC"
72,72,2015,"All Origins","M","Asian or Pacific Islander",46246,"us",666,666,"CDC"
72,72,2015,"All Origins","M","Black or African American",92658,"us",666,666,"CDC"
72,72,2016,"All Origins","F","American Indian or Alaska Native",10242,"us",666,666,"CDC"
72,72,2016,"All Origins","F","Asian or Pacific Islander",60985,"us",666,666,"CDC"
72,72,2016,"All Origins","F","Black or African American",128602,"us",666,666,"CDC"
72,72,2016,"All Origins","M","American Indian or Alaska Native",8735,"us",666,666,"CDC"
72,72,2016,"All Origins","M","Asian or Pacific Islander",49194,"us",666,666,"CDC"
72,72,2016,"All Origins","M","Black or African American",93501,"us",666,666,"CDC"
73,73,2000,"All Origins","F","American Indian or Alaska Native",4443,"us",666,666,"CDC"
73,73,2000,"All Origins","F","Asian or Pacific Islander",26020,"us",666,666,"CDC"
73,73,2000,"All Origins","F","Black or African American",86768,"us",666,666,"CDC"
73,73,2000,"All Origins","M","American Indian or Alaska Native",3414,"us",666,666,"CDC"
73,73,2000,"All Origins","M","Asian or Pacific Islander",19038,"us",666,666,"CDC"
73,73,2000,"All Origins","M","Black or African American",56579,"us",666,666,"CDC"
73,73,2001,"All Origins","F","American Indian or Alaska Native",4553,"us",666,666,"CDC"
73,73,2001,"All Origins","F","Asian or Pacific Islander",27859,"us",666,666,"CDC"
73,73,2001,"All Origins","F","Black or African American",87344,"us",666,666,"CDC"
73,73,2001,"All Origins","M","American Indian or Alaska Native",3517,"us",666,666,"CDC"
73,73,2001,"All Origins","M","Asian or Pacific Islander",20076,"us",666,666,"CDC"
73,73,2001,"All Origins","M","Black or African American",56841,"us",666,666,"CDC"
73,73,2002,"All Origins","F","American Indian or Alaska Native",4668,"us",666,666,"CDC"
73,73,2002,"All Origins","F","Asian or Pacific Islander",28805,"us",666,666,"CDC"
73,73,2002,"All Origins","F","Black or African American",86990,"us",666,666,"CDC"
73,73,2002,"All Origins","M","American Indian or Alaska Native",3702,"us",666,666,"CDC"
73,73,2002,"All Origins","M","Asian or Pacific Islander",20781,"us",666,666,"CDC"
73,73,2002,"All Origins","M","Black or African American",57200,"us",666,666,"CDC"
73,73,2003,"All Origins","F","American Indian or Alaska Native",5094,"us",666,666,"CDC"
73,73,2003,"All Origins","F","Asian or Pacific Islander",31579,"us",666,666,"CDC"
73,73,2003,"All Origins","F","Black or African American",92832,"us",666,666,"CDC"
73,73,2003,"All Origins","M","American Indian or Alaska Native",4094,"us",666,666,"CDC"
73,73,2003,"All Origins","M","Asian or Pacific Islander",23034,"us",666,666,"CDC"
73,73,2003,"All Origins","M","Black or African American",61755,"us",666,666,"CDC"
73,73,2004,"All Origins","F","American Indian or Alaska Native",4917,"us",666,666,"CDC"
73,73,2004,"All Origins","F","Asian or Pacific Islander",31303,"us",666,666,"CDC"
73,73,2004,"All Origins","F","Black or African American",86582,"us",666,666,"CDC"
73,73,2004,"All Origins","M","American Indian or Alaska Native",3961,"us",666,666,"CDC"
73,73,2004,"All Origins","M","Asian or Pacific Islander",22588,"us",666,666,"CDC"
73,73,2004,"All Origins","M","Black or African American",58100,"us",666,666,"CDC"
73,73,2005,"All Origins","F","American Indian or Alaska Native",5432,"us",666,666,"CDC"
73,73,2005,"All Origins","F","Asian or Pacific Islander",31894,"us",666,666,"CDC"
73,73,2005,"All Origins","F","Black or African American",88983,"us",666,666,"CDC"
73,73,2005,"All Origins","M","American Indian or Alaska Native",4136,"us",666,666,"CDC"
73,73,2005,"All Origins","M","Asian or Pacific Islander",23759,"us",666,666,"CDC"
73,73,2005,"All Origins","M","Black or African American",59982,"us",666,666,"CDC"
73,73,2006,"All Origins","F","American Indian or Alaska Native",5581,"us",666,666,"CDC"
73,73,2006,"All Origins","F","Asian or Pacific Islander",34462,"us",666,666,"CDC"
73,73,2006,"All Origins","F","Black or African American",92321,"us",666,666,"CDC"
73,73,2006,"All Origins","M","American Indian or Alaska Native",4349,"us",666,666,"CDC"
73,73,2006,"All Origins","M","Asian or Pacific Islander",25644,"us",666,666,"CDC"
73,73,2006,"All Origins","M","Black or African American",62419,"us",666,666,"CDC"
73,73,2007,"All Origins","F","American Indian or Alaska Native",5638,"us",666,666,"CDC"
73,73,2007,"All Origins","F","Asian or Pacific Islander",34786,"us",666,666,"CDC"
73,73,2007,"All Origins","F","Black or African American",91722,"us",666,666,"CDC"
73,73,2007,"All Origins","M","American Indian or Alaska Native",4523,"us",666,666,"CDC"
73,73,2007,"All Origins","M","Asian or Pacific Islander",26702,"us",666,666,"CDC"
73,73,2007,"All Origins","M","Black or African American",62534,"us",666,666,"CDC"
73,73,2008,"All Origins","F","American Indian or Alaska Native",6387,"us",666,666,"CDC"
73,73,2008,"All Origins","F","Asian or Pacific Islander",37596,"us",666,666,"CDC"
73,73,2008,"All Origins","F","Black or African American",98837,"us",666,666,"CDC"
73,73,2008,"All Origins","M","American Indian or Alaska Native",5011,"us",666,666,"CDC"
73,73,2008,"All Origins","M","Asian or Pacific Islander",29593,"us",666,666,"CDC"
73,73,2008,"All Origins","M","Black or African American",68261,"us",666,666,"CDC"
73,73,2009,"All Origins","F","American Indian or Alaska Native",6434,"us",666,666,"CDC"
73,73,2009,"All Origins","F","Asian or Pacific Islander",38382,"us",666,666,"CDC"
73,73,2009,"All Origins","F","Black or African American",97397,"us",666,666,"CDC"
