"min_age","max_age","Year","Hispanic.Origin","Gender.Code","Race","Population","nation","Education","rural_urban_class","source2"
54,54,2011,"Not Hispanic or Latino","F","White",1612184,"us",666,666,"CDC"
54,54,2011,"Not Hispanic or Latino","M","White",1570275,"us",666,666,"CDC"
54,54,2012,"Hispanic or Latino","F","White",221734,"us",666,666,"CDC"
54,54,2012,"Hispanic or Latino","M","White",215657,"us",666,666,"CDC"
54,54,2012,"Not Hispanic or Latino","F","White",1609580,"us",666,666,"CDC"
54,54,2012,"Not Hispanic or Latino","M","White",1569264,"us",666,666,"CDC"
54,54,2013,"Hispanic or Latino","F","White",232184,"us",666,666,"CDC"
54,54,2013,"Hispanic or Latino","M","White",228761,"us",666,666,"CDC"
54,54,2013,"Not Hispanic or Latino","F","White",1589466,"us",666,666,"CDC"
54,54,2013,"Not Hispanic or Latino","M","White",1550386,"us",666,666,"CDC"
54,54,2014,"Hispanic or Latino","F","White",252156,"us",666,666,"CDC"
54,54,2014,"Hispanic or Latino","M","White",251536,"us",666,666,"CDC"
54,54,2014,"Not Hispanic or Latino","F","White",1606815,"us",666,666,"CDC"
54,54,2014,"Not Hispanic or Latino","M","White",1574480,"us",666,666,"CDC"
54,54,2015,"Hispanic or Latino","F","White",252772,"us",666,666,"CDC"
54,54,2015,"Hispanic or Latino","M","White",249292,"us",666,666,"CDC"
54,54,2015,"Not Hispanic or Latino","F","White",1595006,"us",666,666,"CDC"
54,54,2015,"Not Hispanic or Latino","M","White",1553161,"us",666,666,"CDC"
54,54,2016,"Hispanic or Latino","F","White",261456,"us",666,666,"CDC"
54,54,2016,"Hispanic or Latino","M","White",260160,"us",666,666,"CDC"
54,54,2016,"Not Hispanic or Latino","F","White",1545868,"us",666,666,"CDC"
54,54,2016,"Not Hispanic or Latino","M","White",1505569,"us",666,666,"CDC"
55,55,2000,"Hispanic or Latino","F","White",107223,"us",666,666,"CDC"
55,55,2000,"Hispanic or Latino","M","White",101005,"us",666,666,"CDC"
55,55,2000,"Not Hispanic or Latino","F","White",1125277,"us",666,666,"CDC"
55,55,2000,"Not Hispanic or Latino","M","White",1089695,"us",666,666,"CDC"
55,55,2001,"Hispanic or Latino","F","White",113346,"us",666,666,"CDC"
55,55,2001,"Hispanic or Latino","M","White",105116,"us",666,666,"CDC"
55,55,2001,"Not Hispanic or Latino","F","White",1115044,"us",666,666,"CDC"
55,55,2001,"Not Hispanic or Latino","M","White",1081138,"us",666,666,"CDC"
55,55,2002,"Hispanic or Latino","F","White",128708,"us",666,666,"CDC"
55,55,2002,"Hispanic or Latino","M","White",120121,"us",666,666,"CDC"
55,55,2002,"Not Hispanic or Latino","F","White",1527537,"us",666,666,"CDC"
55,55,2002,"Not Hispanic or Latino","M","White",1484264,"us",666,666,"CDC"
55,55,2003,"Hispanic or Latino","F","White",135451,"us",666,666,"CDC"
55,55,2003,"Hispanic or Latino","M","White",125818,"us",666,666,"CDC"
55,55,2003,"Not Hispanic or Latino","F","White",1412847,"us",666,666,"CDC"
55,55,2003,"Not Hispanic or Latino","M","White",1371243,"us",666,666,"CDC"
55,55,2004,"Hispanic or Latino","F","White",141107,"us",666,666,"CDC"
55,55,2004,"Hispanic or Latino","M","White",132651,"us",666,666,"CDC"
55,55,2004,"Not Hispanic or Latino","F","White",1399751,"us",666,666,"CDC"
55,55,2004,"Not Hispanic or Latino","M","White",1355360,"us",666,666,"CDC"
55,55,2005,"Hispanic or Latino","F","White",156682,"us",666,666,"CDC"
55,55,2005,"Hispanic or Latino","M","White",146924,"us",666,666,"CDC"
55,55,2005,"Not Hispanic or Latino","F","White",1419096,"us",666,666,"CDC"
55,55,2005,"Not Hispanic or Latino","M","White",1380025,"us",666,666,"CDC"
55,55,2006,"Hispanic or Latino","F","White",157031,"us",666,666,"CDC"
55,55,2006,"Hispanic or Latino","M","White",148359,"us",666,666,"CDC"
55,55,2006,"Not Hispanic or Latino","F","White",1428035,"us",666,666,"CDC"
55,55,2006,"Not Hispanic or Latino","M","White",1377299,"us",666,666,"CDC"
55,55,2007,"Hispanic or Latino","F","White",162821,"us",666,666,"CDC"
55,55,2007,"Hispanic or Latino","M","White",152552,"us",666,666,"CDC"
55,55,2007,"Not Hispanic or Latino","F","White",1457867,"us",666,666,"CDC"
55,55,2007,"Not Hispanic or Latino","M","White",1410863,"us",666,666,"CDC"
55,55,2008,"Hispanic or Latino","F","White",174994,"us",666,666,"CDC"
55,55,2008,"Hispanic or Latino","M","White",161918,"us",666,666,"CDC"
55,55,2008,"Not Hispanic or Latino","F","White",1495588,"us",666,666,"CDC"
55,55,2008,"Not Hispanic or Latino","M","White",1440066,"us",666,666,"CDC"
55,55,2009,"Hispanic or Latino","F","White",185228,"us",666,666,"CDC"
55,55,2009,"Hispanic or Latino","M","White",173309,"us",666,666,"CDC"
55,55,2009,"Not Hispanic or Latino","F","White",1528353,"us",666,666,"CDC"
55,55,2009,"Not Hispanic or Latino","M","White",1472106,"us",666,666,"CDC"
55,55,2010,"Hispanic or Latino","F","White",201197,"us",666,666,"CDC"
55,55,2010,"Hispanic or Latino","M","White",192213,"us",666,666,"CDC"
55,55,2010,"Not Hispanic or Latino","F","White",1569678,"us",666,666,"CDC"
55,55,2010,"Not Hispanic or Latino","M","White",1525435,"us",666,666,"CDC"
55,55,2011,"Hispanic or Latino","F","White",206241,"us",666,666,"CDC"
55,55,2011,"Hispanic or Latino","M","White",197524,"us",666,666,"CDC"
55,55,2011,"Not Hispanic or Latino","F","White",1562286,"us",666,666,"CDC"
55,55,2011,"Not Hispanic or Latino","M","White",1515657,"us",666,666,"CDC"
55,55,2012,"Hispanic or Latino","F","White",215128,"us",666,666,"CDC"
55,55,2012,"Hispanic or Latino","M","White",206955,"us",666,666,"CDC"
55,55,2012,"Not Hispanic or Latino","F","White",1605341,"us",666,666,"CDC"
55,55,2012,"Not Hispanic or Latino","M","White",1558883,"us",666,666,"CDC"
55,55,2013,"Hispanic or Latino","F","White",221398,"us",666,666,"CDC"
55,55,2013,"Hispanic or Latino","M","White",214345,"us",666,666,"CDC"
55,55,2013,"Not Hispanic or Latino","F","White",1602556,"us",666,666,"CDC"
55,55,2013,"Not Hispanic or Latino","M","White",1557733,"us",666,666,"CDC"
55,55,2014,"Hispanic or Latino","F","White",231909,"us",666,666,"CDC"
55,55,2014,"Hispanic or Latino","M","White",227458,"us",666,666,"CDC"
55,55,2014,"Not Hispanic or Latino","F","White",1582447,"us",666,666,"CDC"
55,55,2014,"Not Hispanic or Latino","M","White",1538921,"us",666,666,"CDC"
55,55,2015,"Hispanic or Latino","F","White",251796,"us",666,666,"CDC"
55,55,2015,"Hispanic or Latino","M","White",250148,"us",666,666,"CDC"
55,55,2015,"Not Hispanic or Latino","F","White",1599634,"us",666,666,"CDC"
55,55,2015,"Not Hispanic or Latino","M","White",1562684,"us",666,666,"CDC"
55,55,2016,"Hispanic or Latino","F","White",252448,"us",666,666,"CDC"
55,55,2016,"Hispanic or Latino","M","White",247907,"us",666,666,"CDC"
55,55,2016,"Not Hispanic or Latino","F","White",1587915,"us",666,666,"CDC"
55,55,2016,"Not Hispanic or Latino","M","White",1541504,"us",666,666,"CDC"
56,56,2000,"Hispanic or Latino","F","White",101710,"us",666,666,"CDC"
56,56,2000,"Hispanic or Latino","M","White",91880,"us",666,666,"CDC"
56,56,2000,"Not Hispanic or Latino","F","White",1130554,"us",666,666,"CDC"
56,56,2000,"Not Hispanic or Latino","M","White",1086868,"us",666,666,"CDC"
56,56,2001,"Hispanic or Latino","F","White",108009,"us",666,666,"CDC"
56,56,2001,"Hispanic or Latino","M","White",101164,"us",666,666,"CDC"
56,56,2001,"Not Hispanic or Latino","F","White",1122101,"us",666,666,"CDC"
56,56,2001,"Not Hispanic or Latino","M","White",1083831,"us",666,666,"CDC"
56,56,2002,"Hispanic or Latino","F","White",114110,"us",666,666,"CDC"
56,56,2002,"Hispanic or Latino","M","White",105289,"us",666,666,"CDC"
56,56,2002,"Not Hispanic or Latino","F","White",1112941,"us",666,666,"CDC"
56,56,2002,"Not Hispanic or Latino","M","White",1076798,"us",666,666,"CDC"
56,56,2003,"Hispanic or Latino","F","White",129412,"us",666,666,"CDC"
56,56,2003,"Hispanic or Latino","M","White",120354,"us",666,666,"CDC"
56,56,2003,"Not Hispanic or Latino","F","White",1526342,"us",666,666,"CDC"
56,56,2003,"Not Hispanic or Latino","M","White",1480527,"us",666,666,"CDC"
56,56,2004,"Hispanic or Latino","F","White",136056,"us",666,666,"CDC"
56,56,2004,"Hispanic or Latino","M","White",126194,"us",666,666,"CDC"
56,56,2004,"Not Hispanic or Latino","F","White",1412890,"us",666,666,"CDC"
56,56,2004,"Not Hispanic or Latino","M","White",1369962,"us",666,666,"CDC"
56,56,2005,"Hispanic or Latino","F","White",141735,"us",666,666,"CDC"
56,56,2005,"Hispanic or Latino","M","White",133293,"us",666,666,"CDC"
56,56,2005,"Not Hispanic or Latino","F","White",1401304,"us",666,666,"CDC"
56,56,2005,"Not Hispanic or Latino","M","White",1356246,"us",666,666,"CDC"
56,56,2006,"Hispanic or Latino","F","White",157438,"us",666,666,"CDC"
56,56,2006,"Hispanic or Latino","M","White",147879,"us",666,666,"CDC"
56,56,2006,"Not Hispanic or Latino","F","White",1422000,"us",666,666,"CDC"
56,56,2006,"Not Hispanic or Latino","M","White",1383200,"us",666,666,"CDC"
56,56,2007,"Hispanic or Latino","F","White",157687,"us",666,666,"CDC"
56,56,2007,"Hispanic or Latino","M","White",149393,"us",666,666,"CDC"
56,56,2007,"Not Hispanic or Latino","F","White",1432212,"us",666,666,"CDC"
56,56,2007,"Not Hispanic or Latino","M","White",1382205,"us",666,666,"CDC"
56,56,2008,"Hispanic or Latino","F","White",163468,"us",666,666,"CDC"
56,56,2008,"Hispanic or Latino","M","White",153863,"us",666,666,"CDC"
56,56,2008,"Not Hispanic or Latino","F","White",1463447,"us",666,666,"CDC"
56,56,2008,"Not Hispanic or Latino","M","White",1417840,"us",666,666,"CDC"
56,56,2009,"Hispanic or Latino","F","White",175588,"us",666,666,"CDC"
56,56,2009,"Hispanic or Latino","M","White",163495,"us",666,666,"CDC"
56,56,2009,"Not Hispanic or Latino","F","White",1502723,"us",666,666,"CDC"
56,56,2009,"Not Hispanic or Latino","M","White",1449386,"us",666,666,"CDC"
56,56,2010,"Hispanic or Latino","F","White",185949,"us",666,666,"CDC"
56,56,2010,"Hispanic or Latino","M","White",174607,"us",666,666,"CDC"
56,56,2010,"Not Hispanic or Latino","F","White",1533534,"us",666,666,"CDC"
56,56,2010,"Not Hispanic or Latino","M","White",1477848,"us",666,666,"CDC"
56,56,2011,"Hispanic or Latino","F","White",201074,"us",666,666,"CDC"
56,56,2011,"Hispanic or Latino","M","White",191116,"us",666,666,"CDC"
56,56,2011,"Not Hispanic or Latino","F","White",1562629,"us",666,666,"CDC"
56,56,2011,"Not Hispanic or Latino","M","White",1513343,"us",666,666,"CDC"
56,56,2012,"Hispanic or Latino","F","White",206067,"us",666,666,"CDC"
56,56,2012,"Hispanic or Latino","M","White",196345,"us",666,666,"CDC"
56,56,2012,"Not Hispanic or Latino","F","White",1555166,"us",666,666,"CDC"
56,56,2012,"Not Hispanic or Latino","M","White",1503641,"us",666,666,"CDC"
56,56,2013,"Hispanic or Latino","F","White",214756,"us",666,666,"CDC"
56,56,2013,"Hispanic or Latino","M","White",205487,"us",666,666,"CDC"
56,56,2013,"Not Hispanic or Latino","F","White",1597723,"us",666,666,"CDC"
56,56,2013,"Not Hispanic or Latino","M","White",1546433,"us",666,666,"CDC"
56,56,2014,"Hispanic or Latino","F","White",221103,"us",666,666,"CDC"
56,56,2014,"Hispanic or Latino","M","White",212939,"us",666,666,"CDC"
56,56,2014,"Not Hispanic or Latino","F","White",1594923,"us",666,666,"CDC"
56,56,2014,"Not Hispanic or Latino","M","White",1545161,"us",666,666,"CDC"
56,56,2015,"Hispanic or Latino","F","White",231581,"us",666,666,"CDC"
56,56,2015,"Hispanic or Latino","M","White",226015,"us",666,666,"CDC"
56,56,2015,"Not Hispanic or Latino","F","White",1574711,"us",666,666,"CDC"
56,56,2015,"Not Hispanic or Latino","M","White",1526337,"us",666,666,"CDC"
56,56,2016,"Hispanic or Latino","F","White",251404,"us",666,666,"CDC"
56,56,2016,"Hispanic or Latino","M","White",248533,"us",666,666,"CDC"
56,56,2016,"Not Hispanic or Latino","F","White",1591767,"us",666,666,"CDC"
56,56,2016,"Not Hispanic or Latino","M","White",1549738,"us",666,666,"CDC"
57,57,2000,"Hispanic or Latino","F","White",96931,"us",666,666,"CDC"
57,57,2000,"Hispanic or Latino","M","White",86928,"us",666,666,"CDC"
57,57,2000,"Not Hispanic or Latino","F","White",1192085,"us",666,666,"CDC"
57,57,2000,"Not Hispanic or Latino","M","White",1140582,"us",666,666,"CDC"
57,57,2001,"Hispanic or Latino","F","White",102269,"us",666,666,"CDC"
57,57,2001,"Hispanic or Latino","M","White",91832,"us",666,666,"CDC"
57,57,2001,"Not Hispanic or Latino","F","White",1126125,"us",666,666,"CDC"
57,57,2001,"Not Hispanic or Latino","M","White",1079262,"us",666,666,"CDC"
57,57,2002,"Hispanic or Latino","F","White",108454,"us",666,666,"CDC"
57,57,2002,"Hispanic or Latino","M","White",100890,"us",666,666,"CDC"
57,57,2002,"Not Hispanic or Latino","F","White",1117513,"us",666,666,"CDC"
57,57,2002,"Not Hispanic or Latino","M","White",1075863,"us",666,666,"CDC"
57,57,2003,"Hispanic or Latino","F","White",114287,"us",666,666,"CDC"
57,57,2003,"Hispanic or Latino","M","White",104748,"us",666,666,"CDC"
57,57,2003,"Not Hispanic or Latino","F","White",1108118,"us",666,666,"CDC"
57,57,2003,"Not Hispanic or Latino","M","White",1068211,"us",666,666,"CDC"
57,57,2004,"Hispanic or Latino","F","White",129404,"us",666,666,"CDC"
57,57,2004,"Hispanic or Latino","M","White",119530,"us",666,666,"CDC"
57,57,2004,"Not Hispanic or Latino","F","White",1519504,"us",666,666,"CDC"
57,57,2004,"Not Hispanic or Latino","M","White",1468661,"us",666,666,"CDC"
57,57,2005,"Hispanic or Latino","F","White",135917,"us",666,666,"CDC"
57,57,2005,"Hispanic or Latino","M","White",125340,"us",666,666,"CDC"
57,57,2005,"Not Hispanic or Latino","F","White",1406304,"us",666,666,"CDC"
57,57,2005,"Not Hispanic or Latino","M","White",1358666,"us",666,666,"CDC"
57,57,2006,"Hispanic or Latino","F","White",141500,"us",666,666,"CDC"
57,57,2006,"Hispanic or Latino","M","White",132269,"us",666,666,"CDC"
57,57,2006,"Not Hispanic or Latino","F","White",1394604,"us",666,666,"CDC"
57,57,2006,"Not Hispanic or Latino","M","White",1344601,"us",666,666,"CDC"
57,57,2007,"Hispanic or Latino","F","White",156913,"us",666,666,"CDC"
57,57,2007,"Hispanic or Latino","M","White",146480,"us",666,666,"CDC"
57,57,2007,"Not Hispanic or Latino","F","White",1414755,"us",666,666,"CDC"
57,57,2007,"Not Hispanic or Latino","M","White",1370742,"us",666,666,"CDC"
57,57,2008,"Hispanic or Latino","F","White",156955,"us",666,666,"CDC"
57,57,2008,"Hispanic or Latino","M","White",147805,"us",666,666,"CDC"
57,57,2008,"Not Hispanic or Latino","F","White",1424651,"us",666,666,"CDC"
57,57,2008,"Not Hispanic or Latino","M","White",1368918,"us",666,666,"CDC"
57,57,2009,"Hispanic or Latino","F","White",162434,"us",666,666,"CDC"
57,57,2009,"Hispanic or Latino","M","White",151974,"us",666,666,"CDC"
57,57,2009,"Not Hispanic or Latino","F","White",1455383,"us",666,666,"CDC"
57,57,2009,"Not Hispanic or Latino","M","White",1403683,"us",666,666,"CDC"
57,57,2010,"Hispanic or Latino","F","White",174238,"us",666,666,"CDC"
57,57,2010,"Hispanic or Latino","M","White",162338,"us",666,666,"CDC"
57,57,2010,"Not Hispanic or Latino","F","White",1494736,"us",666,666,"CDC"
57,57,2010,"Not Hispanic or Latino","M","White",1435722,"us",666,666,"CDC"
57,57,2011,"Hispanic or Latino","F","White",185814,"us",666,666,"CDC"
57,57,2011,"Hispanic or Latino","M","White",173464,"us",666,666,"CDC"
57,57,2011,"Not Hispanic or Latino","F","White",1526053,"us",666,666,"CDC"
57,57,2011,"Not Hispanic or Latino","M","White",1465391,"us",666,666,"CDC"
57,57,2012,"Hispanic or Latino","F","White",200905,"us",666,666,"CDC"
57,57,2012,"Hispanic or Latino","M","White",189826,"us",666,666,"CDC"
57,57,2012,"Not Hispanic or Latino","F","White",1555236,"us",666,666,"CDC"
57,57,2012,"Not Hispanic or Latino","M","White",1500636,"us",666,666,"CDC"
57,57,2013,"Hispanic or Latino","F","White",205769,"us",666,666,"CDC"
57,57,2013,"Hispanic or Latino","M","White",194904,"us",666,666,"CDC"
57,57,2013,"Not Hispanic or Latino","F","White",1547364,"us",666,666,"CDC"
57,57,2013,"Not Hispanic or Latino","M","White",1490895,"us",666,666,"CDC"
57,57,2014,"Hispanic or Latino","F","White",214553,"us",666,666,"CDC"
57,57,2014,"Hispanic or Latino","M","White",204058,"us",666,666,"CDC"
57,57,2014,"Not Hispanic or Latino","F","White",1589621,"us",666,666,"CDC"
57,57,2014,"Not Hispanic or Latino","M","White",1532946,"us",666,666,"CDC"
57,57,2015,"Hispanic or Latino","F","White",220875,"us",666,666,"CDC"
57,57,2015,"Hispanic or Latino","M","White",211495,"us",666,666,"CDC"
57,57,2015,"Not Hispanic or Latino","F","White",1586703,"us",666,666,"CDC"
57,57,2015,"Not Hispanic or Latino","M","White",1531750,"us",666,666,"CDC"
57,57,2016,"Hispanic or Latino","F","White",231327,"us",666,666,"CDC"
57,57,2016,"Hispanic or Latino","M","White",224486,"us",666,666,"CDC"
57,57,2016,"Not Hispanic or Latino","F","White",1566520,"us",666,666,"CDC"
57,57,2016,"Not Hispanic or Latino","M","White",1512878,"us",666,666,"CDC"
58,58,2000,"Hispanic or Latino","F","White",88902,"us",666,666,"CDC"
58,58,2000,"Hispanic or Latino","M","White",79678,"us",666,666,"CDC"
58,58,2000,"Not Hispanic or Latino","F","White",1049533,"us",666,666,"CDC"
58,58,2000,"Not Hispanic or Latino","M","White",996255,"us",666,666,"CDC"
58,58,2001,"Hispanic or Latino","F","White",97452,"us",666,666,"CDC"
58,58,2001,"Hispanic or Latino","M","White",86789,"us",666,666,"CDC"
58,58,2001,"Not Hispanic or Latino","F","White",1187333,"us",666,666,"CDC"
58,58,2001,"Not Hispanic or Latino","M","White",1132168,"us",666,666,"CDC"
58,58,2002,"Hispanic or Latino","F","White",102701,"us",666,666,"CDC"
58,58,2002,"Hispanic or Latino","M","White",91564,"us",666,666,"CDC"
58,58,2002,"Not Hispanic or Latino","F","White",1122007,"us",666,666,"CDC"
58,58,2002,"Not Hispanic or Latino","M","White",1071597,"us",666,666,"CDC"
58,58,2003,"Hispanic or Latino","F","White",108749,"us",666,666,"CDC"
58,58,2003,"Hispanic or Latino","M","White",100539,"us",666,666,"CDC"
58,58,2003,"Not Hispanic or Latino","F","White",1113848,"us",666,666,"CDC"
58,58,2003,"Not Hispanic or Latino","M","White",1068645,"us",666,666,"CDC"
58,58,2004,"Hispanic or Latino","F","White",114493,"us",666,666,"CDC"
58,58,2004,"Hispanic or Latino","M","White",104281,"us",666,666,"CDC"
58,58,2004,"Not Hispanic or Latino","F","White",1104580,"us",666,666,"CDC"
58,58,2004,"Not Hispanic or Latino","M","White",1061260,"us",666,666,"CDC"
58,58,2005,"Hispanic or Latino","F","White",129566,"us",666,666,"CDC"
58,58,2005,"Hispanic or Latino","M","White",118967,"us",666,666,"CDC"
58,58,2005,"Not Hispanic or Latino","F","White",1515526,"us",666,666,"CDC"
58,58,2005,"Not Hispanic or Latino","M","White",1459628,"us",666,666,"CDC"
58,58,2006,"Hispanic or Latino","F","White",136082,"us",666,666,"CDC"
58,58,2006,"Hispanic or Latino","M","White",124698,"us",666,666,"CDC"
58,58,2006,"Not Hispanic or Latino","F","White",1403080,"us",666,666,"CDC"
58,58,2006,"Not Hispanic or Latino","M","White",1350531,"us",666,666,"CDC"
58,58,2007,"Hispanic or Latino","F","White",141515,"us",666,666,"CDC"
58,58,2007,"Hispanic or Latino","M","White",131501,"us",666,666,"CDC"
58,58,2007,"Not Hispanic or Latino","F","White",1391872,"us",666,666,"CDC"
58,58,2007,"Not Hispanic or Latino","M","White",1336983,"us",666,666,"CDC"
58,58,2008,"Hispanic or Latino","F","White",156887,"us",666,666,"CDC"
58,58,2008,"Hispanic or Latino","M","White",145538,"us",666,666,"CDC"
58,58,2008,"Not Hispanic or Latino","F","White",1412547,"us",666,666,"CDC"
58,58,2008,"Not Hispanic or Latino","M","White",1363303,"us",666,666,"CDC"
58,58,2009,"Hispanic or Latino","F","White",156805,"us",666,666,"CDC"
58,58,2009,"Hispanic or Latino","M","White",146712,"us",666,666,"CDC"
58,58,2009,"Not Hispanic or Latino","F","White",1422950,"us",666,666,"CDC"
58,58,2009,"Not Hispanic or Latino","M","White",1361864,"us",666,666,"CDC"
58,58,2010,"Hispanic or Latino","F","White",162198,"us",666,666,"CDC"
58,58,2010,"Hispanic or Latino","M","White",150335,"us",666,666,"CDC"
58,58,2010,"Not Hispanic or Latino","F","White",1451847,"us",666,666,"CDC"
58,58,2010,"Not Hispanic or Latino","M","White",1395242,"us",666,666,"CDC"
58,58,2011,"Hispanic or Latino","F","White",174189,"us",666,666,"CDC"
58,58,2011,"Hispanic or Latino","M","White",161215,"us",666,666,"CDC"
58,58,2011,"Not Hispanic or Latino","F","White",1487006,"us",666,666,"CDC"
58,58,2011,"Not Hispanic or Latino","M","White",1422637,"us",666,666,"CDC"
58,58,2012,"Hispanic or Latino","F","White",185719,"us",666,666,"CDC"
58,58,2012,"Hispanic or Latino","M","White",172201,"us",666,666,"CDC"
58,58,2012,"Not Hispanic or Latino","F","White",1518222,"us",666,666,"CDC"
58,58,2012,"Not Hispanic or Latino","M","White",1452392,"us",666,666,"CDC"
58,58,2013,"Hispanic or Latino","F","White",200723,"us",666,666,"CDC"
58,58,2013,"Hispanic or Latino","M","White",188469,"us",666,666,"CDC"
58,58,2013,"Not Hispanic or Latino","F","White",1547020,"us",666,666,"CDC"
58,58,2013,"Not Hispanic or Latino","M","White",1486848,"us",666,666,"CDC"
58,58,2014,"Hispanic or Latino","F","White",205635,"us",666,666,"CDC"
58,58,2014,"Hispanic or Latino","M","White",193548,"us",666,666,"CDC"
58,58,2014,"Not Hispanic or Latino","F","White",1538987,"us",666,666,"CDC"
58,58,2014,"Not Hispanic or Latino","M","White",1476922,"us",666,666,"CDC"
58,58,2015,"Hispanic or Latino","F","White",214429,"us",666,666,"CDC"
58,58,2015,"Hispanic or Latino","M","White",202706,"us",666,666,"CDC"
58,58,2015,"Not Hispanic or Latino","F","White",1580918,"us",666,666,"CDC"
58,58,2015,"Not Hispanic or Latino","M","White",1518701,"us",666,666,"CDC"
58,58,2016,"Hispanic or Latino","F","White",220707,"us",666,666,"CDC"
58,58,2016,"Hispanic or Latino","M","White",210081,"us",666,666,"CDC"
58,58,2016,"Not Hispanic or Latino","F","White",1577951,"us",666,666,"CDC"
58,58,2016,"Not Hispanic or Latino","M","White",1517248,"us",666,666,"CDC"
59,59,2000,"Hispanic or Latino","F","White",84324,"us",666,666,"CDC"
59,59,2000,"Hispanic or Latino","M","White",75656,"us",666,666,"CDC"
59,59,2000,"Not Hispanic or Latino","F","White",974214,"us",666,666,"CDC"
59,59,2000,"Not Hispanic or Latino","M","White",917885,"us",666,666,"CDC"
59,59,2001,"Hispanic or Latino","F","White",89333,"us",666,666,"CDC"
59,59,2001,"Hispanic or Latino","M","White",79296,"us",666,666,"CDC"
59,59,2001,"Not Hispanic or Latino","F","White",1044321,"us",666,666,"CDC"
59,59,2001,"Not Hispanic or Latino","M","White",987716,"us",666,666,"CDC"
59,59,2002,"Hispanic or Latino","F","White",97811,"us",666,666,"CDC"
59,59,2002,"Hispanic or Latino","M","White",86259,"us",666,666,"CDC"
59,59,2002,"Not Hispanic or Latino","F","White",1181055,"us",666,666,"CDC"
59,59,2002,"Not Hispanic or Latino","M","White",1122075,"us",666,666,"CDC"
59,59,2003,"Hispanic or Latino","F","White",102963,"us",666,666,"CDC"
59,59,2003,"Hispanic or Latino","M","White",90772,"us",666,666,"CDC"
59,59,2003,"Not Hispanic or Latino","F","White",1115618,"us",666,666,"CDC"
59,59,2003,"Not Hispanic or Latino","M","White",1061790,"us",666,666,"CDC"
59,59,2004,"Hispanic or Latino","F","White",108944,"us",666,666,"CDC"
59,59,2004,"Hispanic or Latino","M","White",99540,"us",666,666,"CDC"
59,59,2004,"Not Hispanic or Latino","F","White",1107254,"us",666,666,"CDC"
59,59,2004,"Not Hispanic or Latino","M","White",1058845,"us",666,666,"CDC"
59,59,2005,"Hispanic or Latino","F","White",114640,"us",666,666,"CDC"
59,59,2005,"Hispanic or Latino","M","White",103087,"us",666,666,"CDC"
59,59,2005,"Not Hispanic or Latino","F","White",1097742,"us",666,666,"CDC"
59,59,2005,"Not Hispanic or Latino","M","White",1051240,"us",666,666,"CDC"
59,59,2006,"Hispanic or Latino","F","White",129705,"us",666,666,"CDC"
59,59,2006,"Hispanic or Latino","M","White",117436,"us",666,666,"CDC"
59,59,2006,"Not Hispanic or Latino","F","White",1505965,"us",666,666,"CDC"
59,59,2006,"Not Hispanic or Latino","M","White",1446022,"us",666,666,"CDC"
59,59,2007,"Hispanic or Latino","F","White",136091,"us",666,666,"CDC"
59,59,2007,"Hispanic or Latino","M","White",122800,"us",666,666,"CDC"
59,59,2007,"Not Hispanic or Latino","F","White",1393765,"us",666,666,"CDC"
59,59,2007,"Not Hispanic or Latino","M","White",1337669,"us",666,666,"CDC"
59,59,2008,"Hispanic or Latino","F","White",141498,"us",666,666,"CDC"
59,59,2008,"Hispanic or Latino","M","White",129348,"us",666,666,"CDC"
59,59,2008,"Not Hispanic or Latino","F","White",1382158,"us",666,666,"CDC"
59,59,2008,"Not Hispanic or Latino","M","White",1323774,"us",666,666,"CDC"
59,59,2009,"Hispanic or Latino","F","White",156703,"us",666,666,"CDC"
59,59,2009,"Hispanic or Latino","M","White",142897,"us",666,666,"CDC"
59,59,2009,"Not Hispanic or Latino","F","White",1402332,"us",666,666,"CDC"
59,59,2009,"Not Hispanic or Latino","M","White",1349599,"us",666,666,"CDC"
59,59,2010,"Hispanic or Latino","F","White",156943,"us",666,666,"CDC"
59,59,2010,"Hispanic or Latino","M","White",144889,"us",666,666,"CDC"
59,59,2010,"Not Hispanic or Latino","F","White",1413693,"us",666,666,"CDC"
59,59,2010,"Not Hispanic or Latino","M","White",1349407,"us",666,666,"CDC"
59,59,2011,"Hispanic or Latino","F","White",162080,"us",666,666,"CDC"
59,59,2011,"Hispanic or Latino","M","White",149189,"us",666,666,"CDC"
59,59,2011,"Not Hispanic or Latino","F","White",1443807,"us",666,666,"CDC"
59,59,2011,"Not Hispanic or Latino","M","White",1381661,"us",666,666,"CDC"
59,59,2012,"Hispanic or Latino","F","White",174045,"us",666,666,"CDC"
59,59,2012,"Hispanic or Latino","M","White",159884,"us",666,666,"CDC"
59,59,2012,"Not Hispanic or Latino","F","White",1478933,"us",666,666,"CDC"
59,59,2012,"Not Hispanic or Latino","M","White",1409131,"us",666,666,"CDC"
59,59,2013,"Hispanic or Latino","F","White",185530,"us",666,666,"CDC"
59,59,2013,"Hispanic or Latino","M","White",170783,"us",666,666,"CDC"
59,59,2013,"Not Hispanic or Latino","F","White",1509558,"us",666,666,"CDC"
59,59,2013,"Not Hispanic or Latino","M","White",1438119,"us",666,666,"CDC"
59,59,2014,"Hispanic or Latino","F","White",200556,"us",666,666,"CDC"
59,59,2014,"Hispanic or Latino","M","White",187104,"us",666,666,"CDC"
59,59,2014,"Not Hispanic or Latino","F","White",1538246,"us",666,666,"CDC"
