Year,nation,Race,Hispanic.Origin,Gender.Code,Education,source,measure1,measure2,lower,mean,upper,method,attr
2000,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,absolute number,946.22305117934,1357.19089739227,1724.02687695878,EPA,attributable
2000,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,age-adjusted rate,634.771327461339,910.468061925131,1156.55904588477,EPA,attributable
2000,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,crude rate,31.6111453191736,45.3406399578352,57.5957899924124,EPA,attributable
2000,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,absolute number,31716.8533223811,45492.2595358574,57788.3909213501,EPA,attributable
2000,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,age-adjusted rate,16427.9418865539,23562.9994043491,29931.8573038735,EPA,attributable
2000,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,crude rate,1059.58743891421,1519.79221526383,1930.57780710288,EPA,attributable
2000,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,absolute number,429.991806667438,616.825847335238,783.561294433712,EPA,attributable
2000,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,age-adjusted rate,527.741333137949,757.048134264588,961.687352428008,EPA,attributable
2000,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,crude rate,28.6610569910941,41.114459601153,52.228192648213,EPA,attributable
2000,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,absolute number,12877.1937668089,18472.4123421615,23465.7276258249,EPA,attributable
2000,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,age-adjusted rate,13138.8654543242,18847.7819605416,23942.5641678402,EPA,attributable
2000,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,crude rate,858.327946516706,1231.27663060603,1564.10551641376,EPA,attributable
2000,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,absolute number,516.494570614383,740.727004395582,940.92270788701,EPA,attributable
2000,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,age-adjusted rate,769.866979682788,1104.09923760702,1402.50326808712,EPA,attributable
2000,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,crude rate,34.5931144320362,49.6114683170345,63.0199207455722,EPA,attributable
2000,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,absolute number,18857.846013461,27044.8453510136,34354.2343819711,EPA,attributable
2000,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,age-adjusted rate,20198.1475032024,28967.0291724275,36795.9253093555,EPA,attributable
2000,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,crude rate,1263.03675236971,1811.37514942598,2300.93408297954,EPA,attributable
2000,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,absolute number,3828.14267465989,5437.55065499989,6898.32131532215,EPA,attributable
2000,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,age-adjusted rate,532.361599039593,756.174314169655,959.316743971693,EPA,attributable
2000,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,crude rate,32.187074551667,45.718998267612,58.0011774188522,EPA,attributable
2000,us,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,absolute number,100922.908082626,143352.396080152,181863.296955757,EPA,attributable
2000,us,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,age-adjusted rate,12224.3143695786,17363.5975083224,22028.2407286075,EPA,attributable
2000,us,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,crude rate,848.561154193431,1205.30885390835,1529.10902095544,EPA,attributable
2000,us,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,absolute number,1736.93690767798,2467.27731386696,3130.11399413311,EPA,attributable
2000,us,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,age-adjusted rate,424.984539621338,603.680368997211,765.859743597311,EPA,attributable
2000,us,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,crude rate,28.401588317644,40.3437765782701,51.182175158861,EPA,attributable
2000,us,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,absolute number,42803.2147244806,60800.9422699572,77135.1802191192,EPA,attributable
2000,us,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,age-adjusted rate,9537.45662105299,13547.7289066143,17187.3407180372,EPA,attributable
2000,us,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,crude rate,699.898354340108,994.188864340898,1261.27876246203,EPA,attributable
2000,us,Asian or Pacific Islander,All Origins,M,666,wonder,Deaths,absolute number,2092.27247208901,2971.7589333643,3770.08783205598,EPA,attributable
2000,us,Asian or Pacific Islander,All Origins,M,666,wonder,Deaths,age-adjusted rate,671.555709545429,953.844064631241,1210.08331509379,EPA,attributable
2000,us,Asian or Pacific Islander,All Origins,M,666,wonder,Deaths,crude rate,36.212375440355,51.4342427426628,65.2514611929175,EPA,attributable
2000,us,Asian or Pacific Islander,All Origins,M,666,wonder,YLL,absolute number,58161.451341148,82609.6098410729,104801.732528195,EPA,attributable
2000,us,Asian or Pacific Islander,All Origins,M,666,wonder,YLL,age-adjusted rate,15537.030486973,22068.0192295964,27996.3390842375,EPA,attributable
2000,us,Asian or Pacific Islander,All Origins,M,666,wonder,YLL,crude rate,1006.63959413408,1429.78041648627,1813.87450044758,EPA,attributable
2000,us,Black or African American,All Origins,A,666,wonder,Deaths,absolute number,33373.688565427,47409.3746944434,60150.7797623126,EPA,attributable
