Year,Race,Hispanic.Origin,Education,Gender.Code,nation,measure1,measure2,attr,mean,lower,upper,source
2006,White,Not Hispanic or Latino,666,F,us,Deaths,absolute number,attributable,17087.2884423505,12563.8606686167,23072.9809404513,wonder
2006,White,Not Hispanic or Latino,666,F,us,Deaths,age-adjusted rate,attributable,128.879089549316,94.1116835272339,174.030244034843,wonder
2006,White,Not Hispanic or Latino,666,F,us,Deaths,crude rate,attributable,16.8496251535448,12.3891127291367,22.7520639879834,wonder
2006,White,Not Hispanic or Latino,666,F,us,YLL,absolute number,attributable,323412.926494844,237609.122921006,433283.063840453,wonder
2006,White,Not Hispanic or Latino,666,F,us,YLL,age-adjusted rate,attributable,2919.23374169009,2145.00784450427,3929.8136592357,wonder
2006,White,Not Hispanic or Latino,666,F,us,YLL,crude rate,attributable,318.914648139423,234.304270556971,427.256626217914,wonder
2006,White,Not Hispanic or Latino,666,M,us,Deaths,absolute number,attributable,20221.0230422069,14821.6953505034,27304.2135235592,wonder
2006,White,Not Hispanic or Latino,666,M,us,Deaths,age-adjusted rate,attributable,218.139959351979,158.886639913871,296.285206895448,wonder
2006,White,Not Hispanic or Latino,666,M,us,Deaths,crude rate,attributable,20.6780281421771,15.1566729800352,27.9213022240121,wonder
2006,White,Not Hispanic or Latino,666,M,us,YLL,absolute number,attributable,468510.445958535,342232.046545379,636593.284218517,wonder
2006,White,Not Hispanic or Latino,666,M,us,YLL,age-adjusted rate,attributable,5202.76931444587,3811.84859769536,7032.1489552782,wonder
2006,White,Not Hispanic or Latino,666,M,us,YLL,crude rate,attributable,479.099013250382,349.966659691215,650.980606605097,wonder
