Year,nation,Race,Hispanic.Origin,Gender.Code,Education,source,measure1,measure2,lower,mean,upper,method,attr
2015,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,absolute number,1099.6844009932,1599.50817827106,2035.38840608357,EPA,attributable
2015,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,age-adjusted rate,370.756697535862,539.271421256658,686.227687653623,EPA,attributable
2015,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,crude rate,24.0547152677797,34.9879599656458,44.5224907468545,EPA,attributable
2015,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,absolute number,34760.0085928432,50558.9767126002,64336.748271903,EPA,attributable
2015,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,age-adjusted rate,9983.28972921142,14520.851212858,18477.9125275013,EPA,attributable
2015,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,crude rate,760.347340247107,1105.93711064145,1407.31482554239,EPA,attributable
2015,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,absolute number,494.380001673923,719.119007399247,915.090567379634,EPA,attributable
2015,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,age-adjusted rate,308.368058489222,448.548346178177,570.785024979183,EPA,attributable
2015,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,crude rate,21.7112533167179,31.5809192961847,40.187230569295,EPA,attributable
2015,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,absolute number,14252.3941084865,20731.3553737105,26380.9850056501,EPA,attributable
2015,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,age-adjusted rate,7999.76051078435,11636.3522360706,14807.4464175904,EPA,attributable
2015,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,crude rate,625.909902931597,910.440767412762,1158.5506012842,EPA,attributable
2015,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,absolute number,605.528421978371,880.706441963826,1120.70030928007,EPA,attributable
2015,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,age-adjusted rate,442.219019851049,643.182260989988,818.450421695157,EPA,attributable
2015,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,crude rate,26.3901082043179,38.3829023644003,48.8423026121308,EPA,attributable
2015,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,absolute number,20519.9059236687,29845.0290350074,37977.8455979312,EPA,attributable
2015,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,age-adjusted rate,12115.7485414508,17621.6630010651,22423.5934181278,EPA,attributable
2015,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,crude rate,894.297473104214,1300.70450371525,1655.14849232309,EPA,attributable
2015,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,absolute number,4896.82908079595,7082.48510404784,9006.8366172917,EPA,attributable
2015,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,age-adjusted rate,274.010071664985,396.312025375183,503.992258308056,EPA,attributable
2015,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,crude rate,24.6077414767077,35.5911875986314,45.2615158389871,EPA,attributable
