Year,Race,Hispanic.Origin,Education,Gender.Code,nation,measure1,measure2,attr,mean,lower,upper,source
2008,American Indian or Alaska Native,All Origins,666,A,us,Deaths,absolute number,attributable,179.912037503003,123.997032771699,261.565475339079,wonder
2008,American Indian or Alaska Native,All Origins,666,A,us,Deaths,age-adjusted rate,attributable,95.9228558278739,66.0969898253664,139.682593765893,wonder
2008,American Indian or Alaska Native,All Origins,666,A,us,Deaths,crude rate,attributable,4.515944875097,3.11243078809132,6.56551548331005,wonder
2008,American Indian or Alaska Native,All Origins,666,A,us,YLL,absolute number,attributable,4961.67462379877,3416.25394039678,7187.33846870614,wonder
2008,American Indian or Alaska Native,All Origins,666,A,us,YLL,age-adjusted rate,attributable,2309.37395241205,1590.57556318192,3349.54943584851,wonder
2008,American Indian or Alaska Native,All Origins,666,A,us,YLL,crude rate,attributable,124.542245200624,85.7508740842714,180.408297153542,wonder
2008,American Indian or Alaska Native,All Origins,666,F,us,Deaths,absolute number,attributable,75.4624586850355,52.1652876511928,110.007253057614,wonder
2008,American Indian or Alaska Native,All Origins,666,F,us,Deaths,age-adjusted rate,attributable,74.4501684911966,51.1350139892486,108.92913499485,wonder
2008,American Indian or Alaska Native,All Origins,666,F,us,Deaths,crude rate,attributable,3.79866324659022,2.62591975402583,5.53759467064882,wonder
2008,American Indian or Alaska Native,All Origins,666,F,us,YLL,absolute number,attributable,1927.46537882539,1328.65919185011,2801.39457053446,wonder
2008,American Indian or Alaska Native,All Origins,666,F,us,YLL,age-adjusted rate,attributable,1724.22112633756,1196.8912309951,2500.23235749736,wonder
2008,American Indian or Alaska Native,All Origins,666,F,us,YLL,crude rate,attributable,97.0256207020597,66.8826450565432,141.017862122705,wonder
2008,American Indian or Alaska Native,All Origins,666,M,us,Deaths,absolute number,attributable,104.629038150353,71.6497260728622,151.946839236344,wonder
2008,American Indian or Alaska Native,All Origins,666,M,us,Deaths,age-adjusted rate,attributable,121.640318772145,83.1121972453671,176.248282914931,wonder
2008,American Indian or Alaska Native,All Origins,666,M,us,Deaths,crude rate,attributable,5.23832458937889,3.58719270046612,7.6073227692905,wonder
2008,American Indian or Alaska Native,All Origins,666,M,us,YLL,absolute number,attributable,3041.47335550943,2087.45119142653,4424.60425399069,wonder
2008,American Indian or Alaska Native,All Origins,666,M,us,YLL,age-adjusted rate,attributable,2980.39647324912,2061.62760759369,4323.73065181332,wonder
2008,American Indian or Alaska Native,All Origins,666,M,us,YLL,crude rate,attributable,152.273450542584,104.509676266588,221.520848052179,wonder
2008,Asian or Pacific Islander,All Origins,666,A,us,Deaths,absolute number,attributable,951.626804729607,718.051330021801,1259.3137980148,wonder
2008,Asian or Pacific Islander,All Origins,666,A,us,Deaths,age-adjusted rate,attributable,90.7188655810277,67.3737343179945,121.059548711721,wonder
2008,Asian or Pacific Islander,All Origins,666,A,us,Deaths,crude rate,attributable,5.91267227010338,4.4614150909054,7.82440105288577,wonder
2008,Asian or Pacific Islander,All Origins,666,A,us,YLL,absolute number,attributable,22234.099591094,16665.4357722639,29458.8841026942,wonder
2008,Asian or Pacific Islander,All Origins,666,A,us,YLL,age-adjusted rate,attributable,2050.96196714604,1544.0983022029,2719.53416347818,wonder
2008,Asian or Pacific Islander,All Origins,666,A,us,YLL,crude rate,attributable,138.145482503861,103.546116471416,183.03470044823,wonder
