Year,Race,Hispanic.Origin,Education,Gender.Code,nation,measure1,measure2,attr,mean,lower,upper,source,method
2007,American Indian or Alaska Native,All Origins,666,A,us,Deaths,absolute number,attributable,199.007284596593,143.343762325955,279.539838579635,wonder,GBD
2007,American Indian or Alaska Native,All Origins,666,A,us,Deaths,age-adjusted rate,attributable,111.617617608809,79.8366373521288,157.34085335569,wonder,GBD
2007,American Indian or Alaska Native,All Origins,666,A,us,Deaths,crude rate,attributable,5.1961510357872,3.74275665633797,7.29888468517008,wonder,GBD
2007,American Indian or Alaska Native,All Origins,666,A,us,YLL,absolute number,attributable,5464.78570047753,3935.44279159709,7665.32726028592,wonder,GBD
2007,American Indian or Alaska Native,All Origins,666,A,us,YLL,age-adjusted rate,attributable,2670.27785847125,1927.55494913871,3737.8160016733,wonder,GBD
2007,American Indian or Alaska Native,All Origins,666,A,us,YLL,crude rate,attributable,142.687499784003,102.755812076382,200.144423174871,wonder,GBD
2007,American Indian or Alaska Native,All Origins,666,F,us,Deaths,absolute number,attributable,84.096140952508,60.8849240245064,118.100590032587,wonder,GBD
2007,American Indian or Alaska Native,All Origins,666,F,us,Deaths,age-adjusted rate,attributable,87.1188139188977,62.1960786872583,122.856672700117,wonder,GBD
2007,American Indian or Alaska Native,All Origins,666,F,us,Deaths,crude rate,attributable,4.39845105452646,3.18444289175634,6.17697386450092,wonder,GBD
2007,American Indian or Alaska Native,All Origins,666,F,us,YLL,absolute number,attributable,2136.39208838435,1542.0411544827,2992.01052297444,wonder,GBD
2007,American Indian or Alaska Native,All Origins,666,F,us,YLL,age-adjusted rate,attributable,2006.53424669183,1448.71969870061,2803.21530359843,wonder,GBD
2007,American Indian or Alaska Native,All Origins,666,F,us,YLL,crude rate,attributable,111.738968371246,80.6528393007713,156.490080173396,wonder,GBD
2007,American Indian or Alaska Native,All Origins,666,M,us,Deaths,absolute number,attributable,115.074909624671,82.6141449247323,161.42807942025,wonder,GBD
2007,American Indian or Alaska Native,All Origins,666,M,us,Deaths,age-adjusted rate,attributable,141.429168814863,100.944799437309,199.165085539751,wonder,GBD
2007,American Indian or Alaska Native,All Origins,666,M,us,Deaths,crude rate,attributable,5.9998941382003,4.3074213612944,8.41670343790423,wonder,GBD
2007,American Indian or Alaska Native,All Origins,666,M,us,YLL,absolute number,attributable,3336.26603700594,2384.89591884826,4679.12589974898,wonder,GBD
2007,American Indian or Alaska Native,All Origins,666,M,us,YLL,age-adjusted rate,attributable,3437.55700156888,2473.03336488377,4820.01483710507,wonder,GBD
2007,American Indian or Alaska Native,All Origins,666,M,us,YLL,crude rate,attributable,173.949674209582,124.346159300809,243.965084564239,wonder,GBD
2007,Asian or Pacific Islander,All Origins,666,A,us,Deaths,absolute number,attributable,947.585896096165,729.106069557098,1232.3100800695,wonder,GBD
2007,Asian or Pacific Islander,All Origins,666,A,us,Deaths,age-adjusted rate,attributable,95.0406764783961,72.2211501570192,124.862048798408,wonder,GBD
2007,Asian or Pacific Islander,All Origins,666,A,us,Deaths,crude rate,attributable,6.09012905658965,4.68596047898008,7.92004973509856,wonder,GBD
2007,Asian or Pacific Islander,All Origins,666,A,us,YLL,absolute number,attributable,22608.6803778211,17384.8558665694,29452.4117472046,wonder,GBD
2007,Asian or Pacific Islander,All Origins,666,A,us,YLL,age-adjusted rate,attributable,2174.02417784504,1669.69376435579,2837.54073626693,wonder,GBD
2007,Asian or Pacific Islander,All Origins,666,A,us,YLL,crude rate,attributable,145.305857619205,111.732367792516,189.290479424875,wonder,GBD
2007,Asian or Pacific Islander,All Origins,666,F,us,Deaths,absolute number,attributable,388.660543845113,298.205875712529,508.973504200274,wonder,GBD
2007,Asian or Pacific Islander,All Origins,666,F,us,Deaths,age-adjusted rate,attributable,68.4034120215723,51.6364198237347,90.1826911835689,wonder,GBD
2007,Asian or Pacific Islander,All Origins,666,F,us,Deaths,crude rate,attributable,4.80724947748308,3.68843728261937,6.29537176043928,wonder,GBD
2007,Asian or Pacific Islander,All Origins,666,F,us,YLL,absolute number,attributable,8343.2085055476,6429.29168882639,10886.1165100672,wonder,GBD
2007,Asian or Pacific Islander,All Origins,666,F,us,YLL,age-adjusted rate,attributable,1483.52498764074,1132.41331219083,1946.1945937407,wonder,GBD
2007,Asian or Pacific Islander,All Origins,666,F,us,YLL,crude rate,attributable,103.195154136381,79.5223739614124,134.647776147032,wonder,GBD
2007,Asian or Pacific Islander,All Origins,666,M,us,Deaths,absolute number,attributable,560.23709969981,431.23666607631,729.190614630022,wonder,GBD
2007,Asian or Pacific Islander,All Origins,666,M,us,Deaths,age-adjusted rate,attributable,129.925633986094,99.2141343250154,169.957478375718,wonder,GBD
2007,Asian or Pacific Islander,All Origins,666,M,us,Deaths,crude rate,attributable,7.49532308763596,5.76944679531015,9.75572530282702,wonder,GBD
2007,Asian or Pacific Islander,All Origins,666,M,us,YLL,absolute number,attributable,14300.2721519673,10958.6629422737,18659.0003394562,wonder,GBD
2007,Asian or Pacific Islander,All Origins,666,M,us,YLL,age-adjusted rate,attributable,3038.8663655215,2341.0520850844,3957.63073082423,wonder,GBD
2007,Asian or Pacific Islander,All Origins,666,M,us,YLL,crude rate,attributable,191.321067593615,146.614209242581,249.635799041998,wonder,GBD
2007,Black or African American,All Origins,666,A,us,Deaths,absolute number,attributable,6434.21567698831,5062.70325667872,8165.02610185474,wonder,GBD
2007,Black or African American,All Origins,666,A,us,Deaths,age-adjusted rate,attributable,252.910043059551,196.979046954251,322.635801461514,wonder,GBD
2007,Black or African American,All Origins,666,A,us,Deaths,crude rate,attributable,15.9061543554958,12.5156108373564,20.1849257178684,wonder,GBD
2007,Black or African American,All Origins,666,A,us,YLL,absolute number,attributable,173270.995836495,135370.136551808,220671.414278289,wonder,GBD
2007,Black or African American,All Origins,666,A,us,YLL,age-adjusted rate,attributable,6439.21583896077,5049.80542494576,8191.00168643565,wonder,GBD
2007,Black or African American,All Origins,666,A,us,YLL,crude rate,attributable,428.34672374486,334.651245033407,545.526254258076,wonder,GBD
2007,Black or African American,All Origins,666,F,us,Deaths,absolute number,attributable,2877.70132293576,2265.37385370808,3651.37667630894,wonder,GBD
2007,Black or African American,All Origins,666,F,us,Deaths,age-adjusted rate,attributable,188.907422316348,147.262650075321,241.042125410818,wonder,GBD
2007,Black or African American,All Origins,666,F,us,Deaths,crude rate,attributable,13.6110257674084,10.7148235467945,17.2703753623233,wonder,GBD
2007,Black or African American,All Origins,666,F,us,YLL,absolute number,attributable,71542.7766775405,56406.9449170163,90701.4282878043,wonder,GBD
2007,Black or African American,All Origins,666,F,us,YLL,age-adjusted rate,attributable,4704.83423252365,3711.6787530136,5958.35918946635,wonder,GBD
2007,Black or African American,All Origins,666,F,us,YLL,crude rate,attributable,338.384866097406,266.795019555069,429.001949481887,wonder,GBD
2007,Black or African American,All Origins,666,M,us,Deaths,absolute number,attributable,3543.03013562771,2766.24241625034,4519.0556448963,wonder,GBD
2007,Black or African American,All Origins,666,M,us,Deaths,age-adjusted rate,attributable,341.852213459776,265.808298722261,437.219979735657,wonder,GBD
2007,Black or African American,All Origins,666,M,us,Deaths,crude rate,attributable,18.3494166127758,14.3264190832845,23.4042702292249,wonder,GBD
2007,Black or African American,All Origins,666,M,us,YLL,absolute number,attributable,101313.324981423,78637.8826953253,129135.179836508,wonder,GBD
2007,Black or African American,All Origins,666,M,us,YLL,age-adjusted rate,attributable,8688.74520849918,6776.16990023595,11091.6099309573,wonder,GBD
2007,Black or African American,All Origins,666,M,us,YLL,crude rate,attributable,524.703527022164,407.267004763274,668.793412271105,wonder,GBD
2007,White,Hispanic or Latino,666,A,us,Deaths,absolute number,attributable,2214.89287960029,1666.37294243954,2931.90989770218,wonder,GBD
2007,White,Hispanic or Latino,666,A,us,Deaths,age-adjusted rate,attributable,122.079190519545,90.6524849341125,162.350717561148,wonder,GBD
2007,White,Hispanic or Latino,666,A,us,Deaths,crude rate,attributable,5.28634150601546,3.97717493755679,6.99766436872452,wonder,GBD
2007,White,Hispanic or Latino,666,A,us,YLL,absolute number,attributable,55843.2722669569,42150.0679671065,73652.299943485,wonder,GBD
2007,White,Hispanic or Latino,666,A,us,YLL,age-adjusted rate,attributable,2817.61757408553,2121.13187613533,3708.24785573366,wonder,GBD
2007,White,Hispanic or Latino,666,A,us,YLL,crude rate,attributable,133.282566726121,100.600645669193,175.787828743668,wonder,GBD
2007,White,Hispanic or Latino,666,F,us,Deaths,absolute number,attributable,914.344447010244,688.36633246167,1215.24612416639,wonder,GBD
2007,White,Hispanic or Latino,666,F,us,Deaths,age-adjusted rate,attributable,88.1220592652621,65.3413664465266,117.608774267623,wonder,GBD
2007,White,Hispanic or Latino,666,F,us,Deaths,crude rate,attributable,4.45870694426426,3.35674783915452,5.9260231202019,wonder,GBD
2007,White,Hispanic or Latino,666,F,us,YLL,absolute number,attributable,20194.6968517473,15342.273569953,26633.8840635348,wonder,GBD
2007,White,Hispanic or Latino,666,F,us,YLL,age-adjusted rate,attributable,1919.92433868129,1447.98330520486,2537.55038109505,wonder,GBD
2007,White,Hispanic or Latino,666,F,us,YLL,crude rate,attributable,98.4773685503539,74.8150239560488,129.877404751692,wonder,GBD
2007,White,Hispanic or Latino,666,M,us,Deaths,absolute number,attributable,1297.49186204559,976.819524545847,1720.88531889807,wonder,GBD
2007,White,Hispanic or Latino,666,M,us,Deaths,age-adjusted rate,attributable,164.013220011838,121.842170908289,217.994497302929,wonder,GBD
2007,White,Hispanic or Latino,666,M,us,Deaths,crude rate,attributable,6.06546518457521,4.56639844230326,8.04472867518925,wonder,GBD
2007,White,Hispanic or Latino,666,M,us,YLL,absolute number,attributable,35585.9096789084,26875.1396598898,46956.5385772182,wonder,GBD
2007,White,Hispanic or Latino,666,M,us,YLL,age-adjusted rate,attributable,3861.694463036,2901.70575583315,5087.87915102487,wonder,GBD
2007,White,Hispanic or Latino,666,M,us,YLL,crude rate,attributable,166.355645482478,125.634871944908,219.510625276101,wonder,GBD
2007,White,Not Hispanic or Latino,666,A,us,Deaths,absolute number,attributable,38844.1897809604,29038.6458396932,51577.0126676833,wonder,GBD
2007,White,Not Hispanic or Latino,666,A,us,Deaths,age-adjusted rate,attributable,173.595973131569,129.510953306996,231.241587658377,wonder,GBD
2007,White,Not Hispanic or Latino,666,A,us,Deaths,crude rate,attributable,19.4715115422658,14.5562651924973,25.8541213792194,wonder,GBD
2007,White,Not Hispanic or Latino,666,A,us,YLL,absolute number,attributable,824059.051105738,619691.979006174,1092454.66575756,wonder,GBD
2007,White,Not Hispanic or Latino,666,A,us,YLL,age-adjusted rate,attributable,4093.62043802156,3069.3216788983,5414.02103678857,wonder,GBD
2007,White,Not Hispanic or Latino,666,A,us,YLL,crude rate,attributable,413.077873823456,310.634346858808,547.617127648955,wonder,GBD
2007,White,Not Hispanic or Latino,666,F,us,Deaths,absolute number,attributable,17775.7515731234,13359.8403921022,23666.3251184666,wonder,GBD
2007,White,Not Hispanic or Latino,666,F,us,Deaths,age-adjusted rate,attributable,132.68428921348,98.621861018487,176.516216838249,wonder,GBD
2007,White,Not Hispanic or Latino,666,F,us,Deaths,crude rate,attributable,17.5095796973541,13.1597918167992,23.3119485328446,wonder,GBD
2007,White,Not Hispanic or Latino,666,F,us,YLL,absolute number,attributable,337011.03359257,252828.375928099,445166.235213804,wonder,GBD
2007,White,Not Hispanic or Latino,666,F,us,YLL,age-adjusted rate,attributable,3009.8565339318,2257.99586257365,3997.82487366236,wonder,GBD
2007,White,Not Hispanic or Latino,666,F,us,YLL,crude rate,attributable,331.964672621711,249.042555520356,438.500371811709,wonder,GBD
2007,White,Not Hispanic or Latino,666,M,us,Deaths,absolute number,attributable,20984.7223329446,15687.9761845207,27861.0499559084,wonder,GBD
2007,White,Not Hispanic or Latino,666,M,us,Deaths,age-adjusted rate,attributable,221.710960718983,165.010783745888,296.625867576437,wonder,GBD
2007,White,Not Hispanic or Latino,666,M,us,Deaths,crude rate,attributable,21.4190424686027,16.012669732358,28.4376892273003,wonder,GBD
2007,White,Not Hispanic or Latino,666,M,us,YLL,absolute number,attributable,485545.64468721,361814.067861703,647156.711188487,wonder,GBD
2007,White,Not Hispanic or Latino,666,M,us,YLL,age-adjusted rate,attributable,5299.11749465752,3962.34826575928,7051.04789297375,wonder,GBD
2007,White,Not Hispanic or Latino,666,M,us,YLL,crude rate,attributable,495.594967567109,369.302522202127,660.550893209862,wonder,GBD
