Year,Race,Hispanic.Origin,Education,Gender.Code,nation,measure1,measure2,attr,mean,lower,upper,source,method
2013,White,Hispanic or Latino,666,A,us,Deaths,age-adjusted rate,attributable,72.3894148638113,47.3389810208948,106.179717887153,wonder,GBD
2013,White,Hispanic or Latino,666,A,us,Deaths,crude rate,attributable,3.72147405362697,2.48038191568982,5.42154061890915,wonder,GBD
2013,White,Hispanic or Latino,666,A,us,YLL,absolute number,attributable,44226.8991248399,29644.2774194089,63994.3596075893,wonder,GBD
2013,White,Hispanic or Latino,666,A,us,YLL,age-adjusted rate,attributable,1682.23545613537,1116.38826969626,2443.58058598927,wonder,GBD
2013,White,Hispanic or Latino,666,A,us,YLL,crude rate,attributable,91.3344842288792,61.2194126655116,132.156943940793,wonder,GBD
2013,White,Hispanic or Latino,666,F,us,Deaths,absolute number,attributable,739.574437009629,493.80509942468,1075.6801663363,wonder,GBD
2013,White,Hispanic or Latino,666,F,us,Deaths,age-adjusted rate,attributable,51.7136828439434,33.8793717913379,76.039990150406,wonder,GBD
2013,White,Hispanic or Latino,666,F,us,Deaths,crude rate,attributable,3.09339328576455,2.06542208950998,4.49921148928446,wonder,GBD
2013,White,Hispanic or Latino,666,F,us,YLL,absolute number,attributable,16022.5615022397,10771.1233469112,23135.6833409415,wonder,GBD
2013,White,Hispanic or Latino,666,F,us,YLL,age-adjusted rate,attributable,1141.46165833798,758.151714743471,1652.78075564529,wonder,GBD
2013,White,Hispanic or Latino,666,F,us,YLL,crude rate,attributable,67.0170326224138,45.052017720081,96.7688496614591,wonder,GBD
2013,White,Hispanic or Latino,666,M,us,Deaths,absolute number,attributable,1060.65523515493,708.452224884607,1548.08602270685,wonder,GBD
2013,White,Hispanic or Latino,666,M,us,Deaths,age-adjusted rate,attributable,97.5948326812208,63.4426008474568,142.914082131078,wonder,GBD
2013,White,Hispanic or Latino,666,M,us,Deaths,crude rate,attributable,4.32658983863559,2.88989494017517,6.31490142430582,wonder,GBD
2013,White,Hispanic or Latino,666,M,us,YLL,absolute number,attributable,28157.6846814009,18780.7877831664,40811.9479516374,wonder,GBD
2013,White,Hispanic or Latino,666,M,us,YLL,age-adjusted rate,attributable,2304.17878194124,1518.64688023685,3358.05667626918,wonder,GBD
2013,White,Hispanic or Latino,666,M,us,YLL,crude rate,attributable,114.859898281895,76.6099698478844,166.478751482981,wonder,GBD
2013,White,Not Hispanic or Latino,666,A,us,Deaths,absolute number,attributable,22727.5446024537,13758.2841096846,35249.8840821105,wonder,GBD
2013,White,Not Hispanic or Latino,666,A,us,Deaths,age-adjusted rate,attributable,91.345895582129,54.7328238058977,141.490983055921,wonder,GBD
2013,White,Not Hispanic or Latino,666,A,us,Deaths,crude rate,attributable,11.3149312871764,6.84957579243847,17.5491907835462,wonder,GBD
2013,White,Not Hispanic or Latino,666,A,us,YLL,absolute number,attributable,475292.286360635,288820.084620691,733784.59163693,wonder,GBD
2013,White,Not Hispanic or Latino,666,A,us,YLL,age-adjusted rate,attributable,2157.75743869789,1305.36367516577,3326.66481130219,wonder,GBD
2013,White,Not Hispanic or Latino,666,A,us,YLL,crude rate,attributable,236.624750080348,143.789374039411,365.31540820579,wonder,GBD
2013,White,Not Hispanic or Latino,666,F,us,Deaths,absolute number,attributable,10323.5892980618,6300.04940073661,15927.7524031854,wonder,GBD
2013,White,Not Hispanic or Latino,666,F,us,Deaths,age-adjusted rate,attributable,70.9229027283997,42.4841338432806,109.205571723114,wonder,GBD
2013,White,Not Hispanic or Latino,666,F,us,Deaths,crude rate,attributable,10.1267661794712,6.17993658584959,15.6240838040557,wonder,GBD
2013,White,Not Hispanic or Latino,666,F,us,YLL,absolute number,attributable,195549.860813451,119126.002623722,301395.559771373,wonder,GBD
2013,White,Not Hispanic or Latino,666,F,us,YLL,age-adjusted rate,attributable,1617.10426206259,983.23274167628,2484.99624134204,wonder,GBD
2013,White,Not Hispanic or Latino,666,F,us,YLL,crude rate,attributable,191.821629058582,116.854820512086,295.649339896597,wonder,GBD
2013,White,Not Hispanic or Latino,666,M,us,Deaths,absolute number,attributable,12362.0219879223,7418.93233196796,19254.1599214241,wonder,GBD
2013,White,Not Hispanic or Latino,666,M,us,Deaths,age-adjusted rate,attributable,114.555060314326,68.5236005789331,178.751582443009,wonder,GBD
2013,White,Not Hispanic or Latino,666,M,us,Deaths,crude rate,attributable,12.4970262376351,7.49995365632138,19.4644324332011,wonder,GBD
2013,White,Not Hispanic or Latino,666,M,us,YLL,absolute number,attributable,279033.925192713,168535.608685233,433420.907675669,wonder,GBD
2013,White,Not Hispanic or Latino,666,M,us,YLL,age-adjusted rate,attributable,2746.5387156865,1658.30871894932,4259.85272257191,wonder,GBD
2013,White,Not Hispanic or Latino,666,M,us,YLL,crude rate,attributable,282.081223260284,170.37616708439,438.154248589297,wonder,GBD
