Year,Race,Hispanic.Origin,Education,Gender.Code,nation,measure1,measure2,attr,mean,lower,upper,source,method
2013,American Indian or Alaska Native,All Origins,666,A,us,Deaths,absolute number,attributable,149.097614833087,90.1327422392375,237.112634520465,wonder,GBD
2013,American Indian or Alaska Native,All Origins,666,A,us,Deaths,age-adjusted rate,attributable,61.2033310545833,36.5112125263188,98.5580091213414,wonder,GBD
2013,American Indian or Alaska Native,All Origins,666,A,us,Deaths,crude rate,attributable,3.34922119439693,2.02467685988615,5.32632706354334,wonder,GBD
2013,American Indian or Alaska Native,All Origins,666,A,us,YLL,absolute number,attributable,3976.56981438267,2390.02141713974,6336.57741475312,wonder,GBD
2013,American Indian or Alaska Native,All Origins,666,A,us,YLL,age-adjusted rate,attributable,1479.30454687174,887.825901837535,2359.44816371301,wonder,GBD
2013,American Indian or Alaska Native,All Origins,666,A,us,YLL,crude rate,attributable,89.326793847368,53.6877158920896,142.340301024845,wonder,GBD
2013,American Indian or Alaska Native,All Origins,666,F,us,Deaths,absolute number,attributable,62.62337354927,37.8278377458116,99.8293918508202,wonder,GBD
2013,American Indian or Alaska Native,All Origins,666,F,us,Deaths,age-adjusted rate,attributable,47.5659226165487,28.4483919364765,77.0374134785555,wonder,GBD
2013,American Indian or Alaska Native,All Origins,666,F,us,Deaths,crude rate,attributable,2.82563935780269,1.70683597987648,4.50441812204914,wonder,GBD
2013,American Indian or Alaska Native,All Origins,666,F,us,YLL,absolute number,attributable,1559.12817736811,942.470129084722,2489.42604670469,wonder,GBD
2013,American Indian or Alaska Native,All Origins,666,F,us,YLL,age-adjusted rate,attributable,1120.92681967863,674.239956806614,1804.39075763801,wonder,GBD
2013,American Indian or Alaska Native,All Origins,666,F,us,YLL,crude rate,attributable,70.3496744448679,42.5253469968358,112.32579494258,wonder,GBD
2013,American Indian or Alaska Native,All Origins,666,M,us,Deaths,absolute number,attributable,86.6083570541989,52.2292605652285,137.982743172402,wonder,GBD
2013,American Indian or Alaska Native,All Origins,666,M,us,Deaths,age-adjusted rate,attributable,77.5960261989586,45.9702412710652,125.192641370744,wonder,GBD
2013,American Indian or Alaska Native,All Origins,666,M,us,Deaths,crude rate,attributable,3.87430554648601,2.33640402357589,6.17246793929657,wonder,GBD
2013,American Indian or Alaska Native,All Origins,666,M,us,YLL,absolute number,attributable,2421.77513563821,1449.93762485687,3860.82987330264,wonder,GBD
2013,American Indian or Alaska Native,All Origins,666,M,us,YLL,age-adjusted rate,attributable,1887.60014624987,1132.39455775045,3014.76320410831,wonder,GBD
2013,American Indian or Alaska Native,All Origins,666,M,us,YLL,crude rate,attributable,108.334774604643,64.8609623032838,172.708905940967,wonder,GBD
2013,Asian or Pacific Islander,All Origins,666,A,us,Deaths,absolute number,attributable,863.509336875698,592.735398628383,1225.40415856872,wonder,GBD
2013,Asian or Pacific Islander,All Origins,666,A,us,Deaths,age-adjusted rate,attributable,60.6530459104943,40.8737184755721,86.4789834287118,wonder,GBD
2013,Asian or Pacific Islander,All Origins,666,A,us,Deaths,crude rate,attributable,4.61444195634886,3.16747367473769,6.54834420579963,wonder,GBD
2013,Asian or Pacific Islander,All Origins,666,A,us,YLL,absolute number,attributable,19284.6338303008,13264.042440002,27294.5965968462,wonder,GBD
2013,Asian or Pacific Islander,All Origins,666,A,us,YLL,age-adjusted rate,attributable,1373.52374409176,939.357881241087,1945.43838676083,wonder,GBD
2013,Asian or Pacific Islander,All Origins,666,A,us,YLL,crude rate,attributable,103.053689936157,70.8807089074331,145.8575215571,wonder,GBD
2013,Asian or Pacific Islander,All Origins,666,F,us,Deaths,absolute number,attributable,355.519438951278,243.307811507687,506.278550923119,wonder,GBD
2013,Asian or Pacific Islander,All Origins,666,F,us,Deaths,age-adjusted rate,attributable,42.8789302383488,28.8242561881752,61.4242876337812,wonder,GBD
2013,Asian or Pacific Islander,All Origins,666,F,us,Deaths,crude rate,attributable,3.64530823165337,2.49474957186824,5.19111240339942,wonder,GBD
2013,Asian or Pacific Islander,All Origins,666,F,us,YLL,absolute number,attributable,7147.89991086777,4882.52238015728,10123.2905986698,wonder,GBD
2013,Asian or Pacific Islander,All Origins,666,F,us,YLL,age-adjusted rate,attributable,920.062017348582,622.811654277503,1313.76092843077,wonder,GBD
2013,Asian or Pacific Islander,All Origins,666,F,us,YLL,crude rate,attributable,73.2907839328907,50.0628012806307,103.798865849942,wonder,GBD
2013,Asian or Pacific Islander,All Origins,666,M,us,Deaths,absolute number,attributable,509.146500157724,350.691465064595,721.522615839665,wonder,GBD
2013,Asian or Pacific Islander,All Origins,666,M,us,Deaths,age-adjusted rate,attributable,83.6094350946343,56.6014128199098,119.24273299384,wonder,GBD
2013,Asian or Pacific Islander,All Origins,666,M,us,Deaths,crude rate,attributable,5.68218748543842,3.91379426829568,8.05235188087296,wonder,GBD
2013,Asian or Pacific Islander,All Origins,666,M,us,YLL,absolute number,attributable,12161.7640002068,8335.38571915952,17264.0317335074,wonder,GBD
2013,Asian or Pacific Islander,All Origins,666,M,us,YLL,age-adjusted rate,attributable,1935.98509597935,1325.67295578365,2744.66903942391,wonder,GBD
2013,Asian or Pacific Islander,All Origins,666,M,us,YLL,crude rate,attributable,135.727974524862,93.0247471111713,192.670410253157,wonder,GBD
2013,Black or African American,All Origins,666,A,us,Deaths,absolute number,attributable,3819.43765767264,2525.86878589422,5543.50665783918,wonder,GBD
2013,Black or African American,All Origins,666,A,us,Deaths,age-adjusted rate,attributable,125.362176235085,81.959408588761,181.430923109153,wonder,GBD
2013,Black or African American,All Origins,666,A,us,Deaths,crude rate,attributable,8.72940436075237,5.77292574732297,12.6697999889042,wonder,GBD
2013,Black or African American,All Origins,666,A,us,YLL,absolute number,attributable,100872.553452292,66523.5388731228,146827.593654307,wonder,GBD
2013,Black or African American,All Origins,666,A,us,YLL,age-adjusted rate,attributable,3173.05544518561,2095.59604160976,4609.00800183465,wonder,GBD
2013,Black or African American,All Origins,666,A,us,YLL,crude rate,attributable,230.546323021601,152.040934393879,335.577525070979,wonder,GBD
2013,Black or African American,All Origins,666,F,us,Deaths,absolute number,attributable,1703.26938428182,1127.62769945386,2457.67406926429,wonder,GBD
2013,Black or African American,All Origins,666,F,us,Deaths,age-adjusted rate,attributable,94.4042548263101,61.8750784271755,136.408695243824,wonder,GBD
2013,Black or African American,All Origins,666,F,us,Deaths,crude rate,attributable,7.47227965737107,4.94692712584041,10.781869340037,wonder,GBD
2013,Black or African American,All Origins,666,F,us,YLL,absolute number,attributable,41646.3053026081,27728.4106907708,60027.6696067203,wonder,GBD
2013,Black or African American,All Origins,666,F,us,YLL,age-adjusted rate,attributable,2336.86655366714,1547.99240671611,3381.38788747287,wonder,GBD
2013,Black or African American,All Origins,666,F,us,YLL,crude rate,attributable,182.70324282765,121.645137902388,263.342685908028,wonder,GBD
2013,Black or African American,All Origins,666,M,us,Deaths,absolute number,attributable,2109.1773482448,1394.34698724443,3073.60045445099,wonder,GBD
2013,Black or African American,All Origins,666,M,us,Deaths,age-adjusted rate,attributable,167.233299043042,108.678385265114,243.109938865461,wonder,GBD
2013,Black or African American,All Origins,666,M,us,Deaths,crude rate,attributable,10.0632555221935,6.65267433813385,14.6646875247403,wonder,GBD
2013,Black or African American,All Origins,666,M,us,YLL,absolute number,attributable,59003.4508353023,38727.6476462564,86350.0498809515,wonder,GBD
2013,Black or African American,All Origins,666,M,us,YLL,age-adjusted rate,attributable,4236.52173659957,2788.68700150626,6179.93071590388,wonder,GBD
2013,Black or African American,All Origins,666,M,us,YLL,crude rate,attributable,281.515825561536,184.776407902386,411.991251958635,wonder,GBD
2013,White,Hispanic or Latino,666,A,us,Deaths,absolute number,attributable,1802.04945541727,1201.07538464212,2625.27272232519,wonder,GBD
