Year,Race,Hispanic.Origin,Education,Gender.Code,nation,measure1,measure2,attr,mean,lower,upper,source
2002,American Indian or Alaska Native,All Origins,666,A,us,Deaths,absolute number,attributable,190.20298252581,139.091034565991,263.560701916223,wonder
2002,American Indian or Alaska Native,All Origins,666,A,us,Deaths,age-adjusted rate,attributable,138.295453676639,99.99219235165,191.788781050929,wonder
2002,American Indian or Alaska Native,All Origins,666,A,us,Deaths,crude rate,attributable,5.93925698392929,4.34324103375147,8.2299168959289,wonder
2002,American Indian or Alaska Native,All Origins,666,A,us,YLL,absolute number,attributable,5157.03997411827,3763.79259929639,7134.97692902071,wonder
2002,American Indian or Alaska Native,All Origins,666,A,us,YLL,age-adjusted rate,attributable,3294.6646875258,2399.42332493375,4524.91472789263,wonder
2002,American Indian or Alaska Native,All Origins,666,A,us,YLL,crude rate,attributable,161.033151404596,117.527765256778,222.795988754331,wonder
2002,American Indian or Alaska Native,All Origins,666,F,us,Deaths,absolute number,attributable,81.7088562440539,59.8512329596939,112.847709540661,wonder
2002,American Indian or Alaska Native,All Origins,666,F,us,Deaths,age-adjusted rate,attributable,109.928439692831,79.4790807748247,152.752757719752,wonder
2002,American Indian or Alaska Native,All Origins,666,F,us,Deaths,crude rate,attributable,5.09315068818984,3.73070144841072,7.03412599230318,wonder
2002,American Indian or Alaska Native,All Origins,666,F,us,YLL,absolute number,attributable,1983.71993083699,1457.9517890908,2742.1619083773,wonder
2002,American Indian or Alaska Native,All Origins,666,F,us,YLL,age-adjusted rate,attributable,2491.69825360173,1824.07958244823,3437.71665213243,wonder
2002,American Indian or Alaska Native,All Origins,666,F,us,YLL,crude rate,attributable,123.6510336253,90.8783759715864,170.92692827647,wonder
2002,American Indian or Alaska Native,All Origins,666,M,us,Deaths,absolute number,attributable,108.469096277604,78.6319132910556,149.855672611912,wonder
2002,American Indian or Alaska Native,All Origins,666,M,us,Deaths,age-adjusted rate,attributable,172.970520519376,125.454984051913,239.91207077578,wonder
2002,American Indian or Alaska Native,All Origins,666,M,us,Deaths,crude rate,attributable,6.7870302805065,4.92008502730325,9.37663373832966,wonder
2002,American Indian or Alaska Native,All Origins,666,M,us,YLL,absolute number,attributable,3177.91921893691,2317.35514644459,4403.06633860646,wonder
2002,American Indian or Alaska Native,All Origins,666,M,us,YLL,age-adjusted rate,attributable,4221.71381972155,3075.97873045742,5811.51418287113,wonder
