Year,nation,Race,Hispanic.Origin,Gender.Code,Education,source,measure1,measure2,lower,mean,upper,method,attr
2002,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,absolute number,986.06146821201,1416.37540114879,1799.52045640371,EPA,attributable
2002,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,age-adjusted rate,600.8117850305,863.004042314461,1096.45608561428,EPA,attributable
2002,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,crude rate,30.7906447306474,44.2275793020075,56.1916237931181,EPA,attributable
2002,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,absolute number,33263.2036569821,47779.1546895963,60703.9392126334,EPA,attributable
2002,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,age-adjusted rate,15662.3825084005,22497.3939489865,28583.1853575952,EPA,attributable
2002,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,crude rate,1038.67306392414,1491.94652159524,1895.53439243114,EPA,attributable
2002,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,absolute number,448.869244108104,644.826361081553,819.271105245394,EPA,attributable
2002,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,age-adjusted rate,504.07650378022,724.134749497405,920.034775830611,EPA,attributable
2002,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,crude rate,27.9793256768639,40.1939027869389,51.0675511236064,EPA,attributable
2002,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,absolute number,13549.4840274801,19464.609337031,24730.366137594,EPA,attributable
2002,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,age-adjusted rate,12565.8425578053,18051.5520651753,22935.03476971,EPA,attributable
2002,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,crude rate,844.578752798289,1213.28571953252,1541.5156581884,EPA,attributable
2002,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,absolute number,537.438865298666,771.889067676331,980.678957831669,EPA,attributable
2002,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,age-adjusted rate,719.26051558393,1033.02787468105,1312.45374753523,EPA,attributable
2002,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,crude rate,33.6281390541669,48.2979452700838,61.3621576160706,EPA,attributable
2002,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,absolute number,19730.9189157846,28338.256850551,36003.5312828368,EPA,attributable
2002,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,age-adjusted rate,19138.2959249326,27487.1103529151,34922.1563868607,EPA,attributable
2002,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,crude rate,1234.58522970379,1773.15580143882,2252.78042693741,EPA,attributable
2002,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,absolute number,4141.55866564016,5885.34588288606,7466.77334358279,EPA,attributable
2002,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,age-adjusted rate,506.442578745572,719.678262791851,913.060094598046,EPA,attributable
2002,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,crude rate,31.9718576419853,45.4334843310477,57.641731932125,EPA,attributable
2002,us,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,absolute number,106937.803946836,151963.55164659,192797.062264503,EPA,attributable
2002,us,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,age-adjusted rate,11602.8154873963,16488.1359583686,20918.5962064379,EPA,attributable
2002,us,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,crude rate,825.534664690379,1173.12283424199,1488.34792071233,EPA,attributable
2002,us,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,absolute number,1924.91554172265,2735.47137147108,3470.51786409121,EPA,attributable
2002,us,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,age-adjusted rate,409.906397211118,582.512422103674,739.038904976241,EPA,attributable
2002,us,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,crude rate,28.8117230948089,40.9439489579215,51.9459672533471,EPA,attributable
2002,us,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,absolute number,45842.887713134,65146.7060277442,82652.2293064238,EPA,attributable
2002,us,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,age-adjusted rate,9152.10874022434,13005.9376137975,16500.7535076728,EPA,attributable
2002,us,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,crude rate,686.166513817646,975.101927293147,1237.120846255,EPA,attributable
2002,us,Asian or Pacific Islander,All Origins,M,666,wonder,Deaths,absolute number,2217.53170837657,3151.11914802805,3997.83244694672,EPA,attributable
2002,us,Asian or Pacific Islander,All Origins,M,666,wonder,Deaths,age-adjusted rate,631.753349002543,897.723386480973,1138.94382099213,EPA,attributable
2002,us,Asian or Pacific Islander,All Origins,M,666,wonder,Deaths,crude rate,35.3518379564519,50.2350668005162,63.733350151269,EPA,attributable
2002,us,Asian or Pacific Islander,All Origins,M,666,wonder,YLL,absolute number,61133.7243417613,86871.2039768853,110213.705559644,EPA,attributable
2002,us,Asian or Pacific Islander,All Origins,M,666,wonder,YLL,age-adjusted rate,14608.7700914474,20759.1057166891,26337.1273840002,EPA,attributable
2002,us,Asian or Pacific Islander,All Origins,M,666,wonder,YLL,crude rate,974.592385056141,1384.89867561849,1757.02428281264,EPA,attributable
2002,us,Black or African American,All Origins,A,666,wonder,Deaths,absolute number,31151.6724516362,44417.0254053089,56382.6226381483,EPA,attributable
2002,us,Black or African American,All Origins,A,666,wonder,Deaths,age-adjusted rate,1236.68116548318,1763.29854619566,2238.31730336139,EPA,attributable
2002,us,Black or African American,All Origins,A,666,wonder,Deaths,crude rate,82.5244318852521,117.665906807947,149.364176470383,EPA,attributable
2002,us,Black or African American,All Origins,A,666,wonder,YLL,absolute number,924054.512779156,1317545.72194234,1672482.17481719,EPA,attributable
2002,us,Black or African American,All Origins,A,666,wonder,YLL,age-adjusted rate,32542.5828852029,46400.2288484037,58900.0854877277,EPA,attributable
2002,us,Black or African American,All Origins,A,666,wonder,YLL,crude rate,2447.92872088953,3490.3330585201,4430.60132740162,EPA,attributable
