Year,nation,Race,Hispanic.Origin,Gender.Code,Education,source,measure1,measure2,label_cause,lower,mean,upper,method,attr
2010,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,absolute number,all-cause,1013.95810958792,1469.3082927647,1868.90847572935,EPA,attributable
2010,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,age-adjusted rate,all-cause,420.881342064034,609.891513581311,775.760556596853,EPA,attributable
2010,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,crude rate,all-cause,23.7282925615263,34.3842380707095,43.7355416002786,EPA,attributable
2010,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,absolute number,all-cause,32927.1952832974,47714.2010402123,60690.7857090463,EPA,attributable
2010,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,age-adjusted rate,all-cause,11036.4986615411,15992.789892552,20342.2663085287,EPA,attributable
2010,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,crude rate,all-cause,770.550691911838,1116.59102177482,1420.26451139921,EPA,attributable
2010,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,absolute number,all-cause,458.184366573512,663.987976893331,844.575481664234,EPA,attributable
2010,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,age-adjusted rate,all-cause,352.683415820481,511.098948018993,650.10460312984,EPA,attributable
2010,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,crude rate,all-cause,21.5535841029373,31.2348516173422,39.7299209736529,EPA,attributable
2010,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,absolute number,all-cause,13266.9502222437,19226.0934249898,24455.0920799895,EPA,attributable
2010,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,age-adjusted rate,all-cause,8860.82114851094,12840.8543312214,16333.2335963575,EPA,attributable
2010,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,crude rate,all-cause,624.094465603582,904.420254897459,1150.39910207534,EPA,attributable
2010,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,absolute number,all-cause,555.988999567218,805.623449284569,1024.7172659777,EPA,attributable
2010,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,age-adjusted rate,all-cause,501.121918662961,726.1215040938,923.594320775275,EPA,attributable
2010,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,crude rate,all-cause,25.8911312071708,37.5160343913936,47.7187304143316,EPA,attributable
2010,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,absolute number,all-cause,19674.3698250708,28507.9987073693,36260.9088896972,EPA,attributable
2010,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,age-adjusted rate,all-cause,13408.4087804988,19428.6731204598,24712.4097731416,EPA,attributable
2010,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,crude rate,all-cause,916.190232101391,1327.55204790184,1688.58727508135,EPA,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,absolute number,all-cause,4075.20961395835,5876.02017065682,7469.78360991153,EPA,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,age-adjusted rate,all-cause,310.043922718534,447.050462740269,568.304757709392,EPA,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,crude rate,all-cause,23.8120104521949,34.3343942951392,43.6469733447839,EPA,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,absolute number,all-cause,97067.8702005094,139961.576765833,177923.605055619,EPA,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,age-adjusted rate,all-cause,7091.30329974034,10224.9074704763,12998.2273745817,EPA,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,crude rate,all-cause,567.180920429201,817.814749317028,1039.63210352789,EPA,attributable
2010,us,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,absolute number,all-cause,1952.5450751642,2815.47815606096,3579.1416487462,EPA,attributable
2010,us,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,age-adjusted rate,all-cause,251.895886410477,363.222019717352,461.741482779218,EPA,attributable
2010,us,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,crude rate,all-cause,21.8849970254375,31.5571363008849,40.1166177071956,EPA,attributable
2010,us,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,absolute number,all-cause,42283.5014040939,60970.8201256188,77508.3980673193,EPA,attributable
2010,us,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,age-adjusted rate,all-cause,5583.26798749588,8050.80981646844,10234.4920198461,EPA,attributable
2010,us,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,crude rate,all-cause,473.932363572122,683.388175802003,868.748733499561,EPA,attributable
2010,us,Asian or Pacific Islander,All Origins,M,666,wonder,Deaths,absolute number,all-cause,2123.39183949328,3061.56866450746,3891.94394701807,EPA,attributable
2010,us,Asian or Pacific Islander,All Origins,M,666,wonder,Deaths,age-adjusted rate,all-cause,386.428705969231,557.164247906262,708.281361536114,EPA,attributable
2010,us,Asian or Pacific Islander,All Origins,M,666,wonder,Deaths,crude rate,all-cause,25.9195195397269,37.3715238732639,47.50763156664,EPA,attributable
2010,us,Asian or Pacific Islander,All Origins,M,666,wonder,YLL,absolute number,all-cause,54818.9613110228,79039.5870649693,100477.133182902,EPA,attributable
2010,us,Asian or Pacific Islander,All Origins,M,666,wonder,YLL,age-adjusted rate,all-cause,8956.63779463141,12913.9432022733,16416.5330214171,EPA,attributable
2010,us,Asian or Pacific Islander,All Origins,M,666,wonder,YLL,crude rate,all-cause,669.156352784922,964.809265647036,1226.4900751674,EPA,attributable
2010,us,Black or African American,All Origins,A,666,wonder,Deaths,absolute number,all-cause,24659.3695018044,35508.9827182918,45133.7925297776,EPA,attributable
2010,us,Black or African American,All Origins,A,666,wonder,Deaths,age-adjusted rate,all-cause,796.998823182772,1147.66184256354,1458.73881849964,EPA,attributable
2010,us,Black or African American,All Origins,A,666,wonder,Deaths,crude rate,all-cause,58.4312807035487,84.1398372556988,106.946177205795,EPA,attributable
2010,us,Black or African American,All Origins,A,666,wonder,YLL,absolute number,all-cause,707179.024485313,1018323.18775831,1294342.55690094,EPA,attributable
2010,us,Black or African American,All Origins,A,666,wonder,YLL,age-adjusted rate,all-cause,20773.6445718187,29913.6190827048,38021.7898159642,EPA,attributable
