Year,nation,Race,Hispanic.Origin,Gender.Code,Education,source,measure1,measure2,lower,mean,upper,attr,method
2003,us,White,Not Hispanic or Latino,M,666,wonder,Deaths,absolute number,41081.2418131897,42238.4598924345,43395.6779716793,attributable,DI
2003,us,White,Not Hispanic or Latino,M,666,wonder,Deaths,age-adjusted rate,430.019954580261,442.133192737452,454.246430894642,attributable,DI
2003,us,White,Not Hispanic or Latino,M,666,wonder,Deaths,crude rate,42.2821417398123,43.4731879860042,44.6642342321961,attributable,DI
2003,us,White,Not Hispanic or Latino,M,666,wonder,YLL,absolute number,965027.996678085,992211.883908453,1019395.77113882,attributable,DI
2003,us,White,Not Hispanic or Latino,M,666,wonder,YLL,age-adjusted rate,10523.6053861102,10820.0449744513,11116.4845627925,attributable,DI
2003,us,White,Not Hispanic or Latino,M,666,wonder,YLL,crude rate,993.238002005321,1021.21653727308,1049.19507254083,attributable,DI
2003,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,absolute number,1693.84213525569,1693.84213525569,1693.84213525569,attributable,EPA
2003,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,age-adjusted rate,980.335419415546,980.335419415546,980.335419415546,attributable,EPA
2003,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,crude rate,51.1424066905483,51.1424066905483,51.1424066905483,attributable,EPA
2003,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,absolute number,56941.5529699316,56941.5529699316,56941.5529699316,attributable,EPA
2003,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,age-adjusted rate,25649.9484899907,25649.9484899907,25649.9484899907,attributable,EPA
2003,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,crude rate,1719.2440776897,1719.2440776897,1719.2440776897,attributable,EPA
2003,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,absolute number,776.315177991481,776.315177991481,776.315177991481,attributable,EPA
2003,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,age-adjusted rate,834.830666807482,834.830666807482,834.830666807482,attributable,EPA
2003,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,crude rate,46.7909485419013,46.7909485419013,46.7909485419013,attributable,EPA
2003,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,absolute number,23218.1488995103,23218.1488995103,23218.1488995103,attributable,EPA
2003,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,age-adjusted rate,20908.0749321253,20908.0749321253,20908.0749321253,attributable,EPA
2003,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,crude rate,1399.43059364879,1399.43059364879,1399.43059364879,attributable,EPA
2003,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,absolute number,917.945690642462,917.945690642462,917.945690642462,attributable,EPA
2003,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,age-adjusted rate,1156.85328562795,1156.85328562795,1156.85328562795,attributable,EPA
2003,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,crude rate,55.5355651708765,55.5355651708765,55.5355651708765,attributable,EPA
2003,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,absolute number,33754.5566647266,33754.5566647266,33754.5566647266,attributable,EPA
2003,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,age-adjusted rate,30922.637298373,30922.637298373,30922.637298373,attributable,EPA
2003,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,crude rate,2042.14519505611,2042.14519505611,2042.14519505611,attributable,EPA
2003,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,absolute number,6982.32547682356,6982.32547682356,6982.32547682356,attributable,EPA
2003,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,age-adjusted rate,803.802248235846,803.802248235846,803.802248235846,attributable,EPA
2003,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,crude rate,51.8703583547504,51.8703583547504,51.8703583547504,attributable,EPA
2003,us,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,absolute number,179470.067348585,179470.067348585,179470.067348585,attributable,EPA
2003,us,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,age-adjusted rate,18415.4210500183,18415.4210500183,18415.4210500183,attributable,EPA
2003,us,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,crude rate,1333.24874903386,1333.24874903386,1333.24874903386,attributable,EPA
2003,us,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,absolute number,3288.11368039599,3288.11368039599,3288.11368039599,attributable,EPA
2003,us,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,age-adjusted rate,652.709527301603,652.709527301603,652.709527301603,attributable,EPA
2003,us,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,crude rate,47.2777917145371,47.2777917145371,47.2777917145371,attributable,EPA
2003,us,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,absolute number,78367.8438654485,78367.8438654485,78367.8438654485,attributable,EPA
2003,us,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,age-adjusted rate,14657.0457136824,14657.0457136824,14657.0457136824,attributable,EPA
2003,us,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,crude rate,1126.80368123459,1126.80368123459,1126.80368123459,attributable,EPA
2003,us,Asian or Pacific Islander,All Origins,M,666,wonder,Deaths,absolute number,3695.82372808332,3695.82372808332,3695.82372808332,attributable,EPA
2003,us,Asian or Pacific Islander,All Origins,M,666,wonder,Deaths,age-adjusted rate,1001.37437769797,1001.37437769797,1001.37437769797,attributable,EPA
2003,us,Asian or Pacific Islander,All Origins,M,666,wonder,Deaths,crude rate,56.8043905015228,56.8043905015228,56.8043905015228,attributable,EPA
2003,us,Asian or Pacific Islander,All Origins,M,666,wonder,YLL,absolute number,101173.940256838,101173.940256838,101173.940256838,attributable,EPA
2003,us,Asian or Pacific Islander,All Origins,M,666,wonder,YLL,age-adjusted rate,23067.8907256626,23067.8907256626,23067.8907256626,attributable,EPA
2003,us,Asian or Pacific Islander,All Origins,M,666,wonder,YLL,crude rate,1555.03195870969,1555.03195870969,1555.03195870969,attributable,EPA
2003,us,Black or African American,All Origins,A,666,wonder,Deaths,absolute number,53148.3283047989,53148.3283047989,53148.3283047989,attributable,EPA
2003,us,Black or African American,All Origins,A,666,wonder,Deaths,age-adjusted rate,2060.85640870331,2060.85640870331,2060.85640870331,attributable,EPA
2003,us,Black or African American,All Origins,A,666,wonder,Deaths,crude rate,139.096279937618,139.096279937618,139.096279937618,attributable,EPA
2003,us,Black or African American,All Origins,A,666,wonder,YLL,absolute number,1576987.09522692,1576987.09522692,1576987.09522692,attributable,EPA
2003,us,Black or African American,All Origins,A,666,wonder,YLL,age-adjusted rate,54361.7724625162,54361.7724625162,54361.7724625162,attributable,EPA
2003,us,Black or African American,All Origins,A,666,wonder,YLL,crude rate,4127.18603674105,4127.18603674105,4127.18603674105,attributable,EPA
2003,us,Black or African American,All Origins,F,666,wonder,Deaths,absolute number,26320.0383113824,26320.0383113824,26320.0383113824,attributable,EPA
2003,us,Black or African American,All Origins,F,666,wonder,Deaths,age-adjusted rate,1658.38433351901,1658.38433351901,1658.38433351901,attributable,EPA
2003,us,Black or African American,All Origins,F,666,wonder,Deaths,crude rate,131.498799407629,131.498799407629,131.498799407629,attributable,EPA
2003,us,Black or African American,All Origins,F,666,wonder,YLL,absolute number,688032.9398049,688032.9398049,688032.9398049,attributable,EPA
2003,us,Black or African American,All Origins,F,666,wonder,YLL,age-adjusted rate,42207.6590162884,42207.6590162884,42207.6590162884,attributable,EPA
2003,us,Black or African American,All Origins,F,666,wonder,YLL,crude rate,3437.51420369774,3437.51420369774,3437.51420369774,attributable,EPA
2003,us,Black or African American,All Origins,M,666,wonder,Deaths,absolute number,26804.112711994,26804.112711994,26804.112711994,attributable,EPA
2003,us,Black or African American,All Origins,M,666,wonder,Deaths,age-adjusted rate,2629.67548162075,2629.67548162075,2629.67548162075,attributable,EPA
2003,us,Black or African American,All Origins,M,666,wonder,Deaths,crude rate,147.321321775114,147.321321775114,147.321321775114,attributable,EPA
2003,us,Black or African American,All Origins,M,666,wonder,YLL,absolute number,886931.422221904,886931.422221904,886931.422221904,attributable,EPA
2003,us,Black or African American,All Origins,M,666,wonder,YLL,age-adjusted rate,69941.0348153977,69941.0348153977,69941.0348153977,attributable,EPA
2003,us,Black or African American,All Origins,M,666,wonder,YLL,crude rate,4874.77092972919,4874.77092972919,4874.77092972919,attributable,EPA
2003,us,White,Hispanic or Latino,A,666,wonder,Deaths,absolute number,19976.0166563728,19976.0166563728,19976.0166563728,attributable,EPA
