Year,Race,Hispanic.Origin,Education,Gender.Code,nation,measure1,measure2,attr,mean,lower,upper,source,method
2015,Black or African American,All Origins,666,F,us,YLL,absolute number,attributable,39458.6289804211,25640.4263887541,58038.9111041967,wonder,GBD
2015,Black or African American,All Origins,666,F,us,YLL,age-adjusted rate,attributable,2097.0634397736,1351.78047586083,3092.40648981186,wonder,GBD
2015,Black or African American,All Origins,666,F,us,YLL,crude rate,attributable,169.256485161109,109.983761745651,248.955991373868,wonder,GBD
2015,Black or African American,All Origins,666,M,us,Deaths,absolute number,attributable,2019.96478461519,1291.56833954512,2999.77938360743,wonder,GBD
2015,Black or African American,All Origins,666,M,us,Deaths,age-adjusted rate,attributable,150.425025061143,95.5261279609119,222.896247654114,wonder,GBD
2015,Black or African American,All Origins,666,M,us,Deaths,crude rate,attributable,9.40086622867109,6.0109271595859,13.9608991778493,wonder,GBD
2015,Black or African American,All Origins,666,M,us,YLL,absolute number,attributable,55781.0162247067,35544.9962051136,83059.8722107328,wonder,GBD
2015,Black or African American,All Origins,666,M,us,YLL,age-adjusted rate,attributable,3801.04985411751,2435.86664005399,5650.73865679239,wonder,GBD
2015,Black or African American,All Origins,666,M,us,YLL,crude rate,attributable,259.603472110875,165.425534627106,386.558594273892,wonder,GBD
2015,White,Hispanic or Latino,666,A,us,Deaths,absolute number,attributable,1813.18216832607,1170.24676241966,2691.33371169939,wonder,GBD
2015,White,Hispanic or Latino,666,A,us,Deaths,age-adjusted rate,attributable,66.3323058037022,42.088598668406,99.3450112275549,wonder,GBD
2015,White,Hispanic or Latino,666,A,us,Deaths,crude rate,attributable,3.59787735119107,2.32210772605458,5.34038376009381,wonder,GBD
2015,White,Hispanic or Latino,666,A,us,YLL,absolute number,attributable,44334.9130875716,28820.3772701739,65579.7338043179,wonder,GBD
2015,White,Hispanic or Latino,666,A,us,YLL,age-adjusted rate,attributable,1546.65697268516,999.198548889079,2291.69819879591,wonder,GBD
2015,White,Hispanic or Latino,666,A,us,YLL,crude rate,attributable,87.9732783893741,57.1879563148744,130.12914150238,wonder,GBD
2015,White,Hispanic or Latino,666,F,us,Deaths,absolute number,attributable,750.607610269737,487.511022112844,1112.27022998804,wonder,GBD
2015,White,Hispanic or Latino,666,F,us,Deaths,age-adjusted rate,attributable,47.959573067852,30.6102507226571,71.5838678073706,wonder,GBD
2015,White,Hispanic or Latino,666,F,us,Deaths,crude rate,attributable,3.01195315264448,1.95622898024447,4.46319192607332,wonder,GBD
2015,White,Hispanic or Latino,666,F,us,YLL,absolute number,attributable,16181.1051124606,10553.8500901469,23879.9175568884,wonder,GBD
2015,White,Hispanic or Latino,666,F,us,YLL,age-adjusted rate,attributable,1064.07313017341,685.740574981903,1574.44727575908,wonder,GBD
2015,White,Hispanic or Latino,666,F,us,YLL,crude rate,attributable,64.9297048017318,42.3492935811454,95.822626877595,wonder,GBD
2015,White,Hispanic or Latino,666,M,us,Deaths,absolute number,attributable,1060.20034177807,685.140163771214,1578.251914955,wonder,GBD
2015,White,Hispanic or Latino,666,M,us,Deaths,age-adjusted rate,attributable,88.5602957140424,55.815870203735,132.650211996228,wonder,GBD
2015,White,Hispanic or Latino,666,M,us,Deaths,crude rate,attributable,4.16174045082866,2.6894686048412,6.19531476951827,wonder,GBD
2015,White,Hispanic or Latino,666,M,us,YLL,absolute number,attributable,28097.6275937117,18183.2223682748,41660.3262425912,wonder,GBD
2015,White,Hispanic or Latino,666,M,us,YLL,age-adjusted rate,attributable,2096.10944884234,1339.90696797407,3113.88721412845,wonder,GBD
2015,White,Hispanic or Latino,666,M,us,YLL,crude rate,attributable,110.295223196171,71.3769361077061,163.53462462362,wonder,GBD
2015,White,Not Hispanic or Latino,666,A,us,Deaths,absolute number,attributable,20487.3447528129,11681.390507113,32830.0544364709,wonder,GBD
2015,White,Not Hispanic or Latino,666,A,us,Deaths,age-adjusted rate,attributable,79.4385600091519,44.7272493624005,127.327556347403,wonder,GBD
2015,White,Not Hispanic or Latino,666,A,us,Deaths,crude rate,attributable,10.1810759652386,5.80500428764474,16.3147192666213,wonder,GBD
2015,White,Not Hispanic or Latino,666,A,us,YLL,absolute number,attributable,426376.280295457,244316.139670117,682931.864293307,wonder,GBD
2015,White,Not Hispanic or Latino,666,A,us,YLL,age-adjusted rate,attributable,1879.85726413134,1071.71823112903,2993.65910939943,wonder,GBD
2015,White,Not Hispanic or Latino,666,A,us,YLL,crude rate,attributable,211.885403005575,121.411593719278,339.379322862107,wonder,GBD
2015,White,Not Hispanic or Latino,666,F,us,Deaths,absolute number,attributable,9354.6325735242,5384.37557674194,14939.3740959694,wonder,GBD
2015,White,Not Hispanic or Latino,666,F,us,Deaths,age-adjusted rate,attributable,62.4710223258765,35.2394431908879,99.9655534936855,wonder,GBD
2015,White,Not Hispanic or Latino,666,F,us,Deaths,crude rate,attributable,9.16607684020136,5.27584593889901,14.6382500682847,wonder,GBD
2015,White,Not Hispanic or Latino,666,F,us,YLL,absolute number,attributable,177228.118744802,101814.553447627,282992.02680302,wonder,GBD
2015,White,Not Hispanic or Latino,666,F,us,YLL,age-adjusted rate,attributable,1429.1893840419,820.014609805211,2275.58690198411,wonder,GBD
2015,White,Not Hispanic or Latino,666,F,us,YLL,crude rate,attributable,173.655837564039,99.7623383940302,277.287925790075,wonder,GBD
2015,White,Not Hispanic or Latino,666,M,us,Deaths,absolute number,attributable,11093.0270898594,6261.29832137961,17883.4215202827,wonder,GBD
2015,White,Not Hispanic or Latino,666,M,us,Deaths,age-adjusted rate,attributable,98.493747650995,55.3648420788981,158.956854783739,wonder,GBD
2015,White,Not Hispanic or Latino,666,M,us,Deaths,crude rate,attributable,11.1855812873753,6.31353919637689,18.0326310835733,wonder,GBD
2015,White,Not Hispanic or Latino,666,M,us,YLL,absolute number,attributable,248491.765357454,141542.591780735,400178.695115579,wonder,GBD
2015,White,Not Hispanic or Latino,666,M,us,YLL,age-adjusted rate,attributable,2367.27583365503,1344.02887333004,3794.61726622635,wonder,GBD
2015,White,Not Hispanic or Latino,666,M,us,YLL,crude rate,attributable,250.565045783586,142.7235463471,403.51756895852,wonder,GBD
