Year,Race,Hispanic.Origin,Education,Gender.Code,nation,measure1,measure2,attr,mean,lower,upper,source
2009,American Indian or Alaska Native,All Origins,666,M,us,Deaths,crude rate,attributable,4.06435531457314,2.60906699151337,6.24533514804276,wonder
2009,American Indian or Alaska Native,All Origins,666,M,us,YLL,absolute number,attributable,2489.45192771896,1596.49036078058,3807.61819333461,wonder
2009,American Indian or Alaska Native,All Origins,666,M,us,YLL,age-adjusted rate,attributable,2279.71307714582,1455.00296939326,3504.06565480004,wonder
2009,American Indian or Alaska Native,All Origins,666,M,us,YLL,crude rate,attributable,119.753183308357,76.7979492577554,183.162564577994,wonder
2009,Asian or Pacific Islander,All Origins,666,A,us,Deaths,absolute number,attributable,804.843953044031,574.608626472838,1110.99799071988,wonder
2009,Asian or Pacific Islander,All Origins,666,A,us,Deaths,age-adjusted rate,attributable,71.1990038546442,49.9076160678407,99.467093403186,wonder
2009,Asian or Pacific Islander,All Origins,666,A,us,Deaths,crude rate,attributable,4.84582124654973,3.45961559390694,6.6891198572625,wonder
2009,Asian or Pacific Islander,All Origins,666,A,us,YLL,absolute number,attributable,18896.78232789,13547.5102738211,26133.3508419533,wonder
2009,Asian or Pacific Islander,All Origins,666,A,us,YLL,age-adjusted rate,attributable,1627.87616271047,1154.58204697646,2254.90804426018,wonder
2009,Asian or Pacific Islander,All Origins,666,A,us,YLL,crude rate,attributable,113.774140874865,81.5671322054918,157.344223404444,wonder
2009,Asian or Pacific Islander,All Origins,666,F,us,Deaths,absolute number,attributable,324.589763007552,231.389342638408,450.902437610016,wonder
2009,Asian or Pacific Islander,All Origins,666,F,us,Deaths,age-adjusted rate,attributable,49.499505159152,34.5061807310906,69.4144513418265,wonder
2009,Asian or Pacific Islander,All Origins,666,F,us,Deaths,crude rate,attributable,3.75197705150442,2.67466076409132,5.21204237220759,wonder
2009,Asian or Pacific Islander,All Origins,666,F,us,YLL,absolute number,attributable,6777.67290915347,4829.38549749901,9359.89687299931,wonder
2009,Asian or Pacific Islander,All Origins,666,F,us,YLL,age-adjusted rate,attributable,1065.7571004152,751.937444101912,1485.00866222247,wonder
2009,Asian or Pacific Islander,All Origins,666,F,us,YLL,crude rate,attributable,78.3440395104368,55.8235213322574,108.192316191821,wonder
2009,Asian or Pacific Islander,All Origins,666,M,us,Deaths,absolute number,attributable,481.363538759317,344.190577719284,666.229304094915,wonder
2009,Asian or Pacific Islander,All Origins,666,M,us,Deaths,age-adjusted rate,attributable,99.6902562454549,70.0062261583606,139.293233222669,wonder
2009,Asian or Pacific Islander,All Origins,666,M,us,Deaths,crude rate,attributable,6.04890305074686,4.3251623107364,8.37196036995997,wonder
2009,Asian or Pacific Islander,All Origins,666,M,us,YLL,absolute number,attributable,12150.448569352,8661.72918873987,16830.9793449685,wonder
2009,Asian or Pacific Islander,All Origins,666,M,us,YLL,age-adjusted rate,attributable,2332.43616780565,1657.85493863496,3234.22427976869,wonder
2009,Asian or Pacific Islander,All Origins,666,M,us,YLL,crude rate,attributable,152.684778761037,108.844887274914,211.50119215353,wonder
2009,Black or African American,All Origins,666,A,us,Deaths,absolute number,attributable,4395.23402157235,3109.03242553576,6087.76846857755,wonder
2009,Black or African American,All Origins,666,A,us,Deaths,age-adjusted rate,attributable,163.007891711328,113.353860826288,227.129676434509,wonder
2009,Black or African American,All Origins,666,A,us,Deaths,crude rate,attributable,10.5572312500762,7.46781038717578,14.6226524467754,wonder
2009,Black or African American,All Origins,666,A,us,YLL,absolute number,attributable,118446.494033404,83830.0096925064,164555.625832587,wonder
2009,Black or African American,All Origins,666,A,us,YLL,age-adjusted rate,attributable,4143.0719444539,2922.80551451118,5761.37843062711,wonder
2009,Black or African American,All Origins,666,A,us,YLL,crude rate,attributable,284.505221367956,201.35737794078,395.258087940026,wonder
2009,Black or African American,All Origins,666,F,us,Deaths,absolute number,attributable,1954.98181282339,1382.12849163379,2705.70198093822,wonder
2009,Black or African American,All Origins,666,F,us,Deaths,age-adjusted rate,attributable,121.680010715681,84.8047001970849,169.612641868677,wonder
2009,Black or African American,All Origins,666,F,us,Deaths,crude rate,attributable,8.99068902165214,6.35621639788986,12.4431464969752,wonder
2009,Black or African American,All Origins,666,F,us,YLL,absolute number,attributable,48859.6695107819,34859.9309155836,67283.2845557783,wonder
2009,Black or African American,All Origins,666,F,us,YLL,age-adjusted rate,attributable,3033.36123811285,2149.97249725402,4199.19384302068,wonder
2009,Black or African American,All Origins,666,F,us,YLL,crude rate,attributable,224.69881376427,160.315966175488,309.426452884848,wonder
2009,Black or African American,All Origins,666,M,us,Deaths,absolute number,attributable,2430.66968478741,1711.85090737064,3378.69433189642,wonder
2009,Black or African American,All Origins,666,M,us,Deaths,age-adjusted rate,attributable,220.169385413776,152.359442772713,308.614424153213,wonder
2009,Black or African American,All Origins,666,M,us,Deaths,crude rate,attributable,12.2218310096333,8.60748485675102,16.9886642418283,wonder
2009,Black or African American,All Origins,666,M,us,YLL,absolute number,attributable,69277.1315309391,48644.690330352,96459.6093843521,wonder
2009,Black or African American,All Origins,666,M,us,YLL,age-adjusted rate,attributable,5575.26084843132,3915.31212250087,7792.75182961075,wonder
2009,Black or African American,All Origins,666,M,us,YLL,crude rate,attributable,348.33749715249,244.593985128631,485.015735593009,wonder
2009,White,Hispanic or Latino,666,A,us,Deaths,absolute number,attributable,1795.44642700019,1248.08631683141,2533.99397350925,wonder
2009,White,Hispanic or Latino,666,A,us,Deaths,age-adjusted rate,attributable,88.8057902687812,60.5740891882755,126.345593219935,wonder
2009,White,Hispanic or Latino,666,A,us,Deaths,crude rate,attributable,4.04418500697204,2.81127406200019,5.70773946875471,wonder
2009,White,Hispanic or Latino,666,A,us,YLL,absolute number,attributable,45825.6888523863,32124.4839457077,64233.3193049233,wonder
2009,White,Hispanic or Latino,666,A,us,YLL,age-adjusted rate,attributable,2064.62924208975,1432.42866001815,2919.6214458582,wonder
2009,White,Hispanic or Latino,666,A,us,YLL,crude rate,attributable,103.220882006839,72.3593610904946,144.683474246036,wonder
2009,White,Hispanic or Latino,666,F,us,Deaths,absolute number,attributable,740.018608553808,515.316099383129,1041.01971266159,wonder
2009,White,Hispanic or Latino,666,F,us,Deaths,age-adjusted rate,attributable,64.0299069666374,43.8984157571818,91.0209530755337,wonder
2009,White,Hispanic or Latino,666,F,us,Deaths,crude rate,attributable,3.39364907640636,2.3631865260071,4.77400912025571,wonder
2009,White,Hispanic or Latino,666,F,us,YLL,absolute number,attributable,16797.654092963,11849.7288123542,23506.7175159742,wonder
2009,White,Hispanic or Latino,666,F,us,YLL,age-adjusted rate,attributable,1418.60589437598,985.499395199206,1998.00809285582,wonder
2009,White,Hispanic or Latino,666,F,us,YLL,crude rate,attributable,77.0323105925414,54.3416351627971,107.79938404972,wonder
2009,White,Hispanic or Latino,666,M,us,Deaths,absolute number,attributable,1053.00501543548,731.796048171203,1487.37465370576,wonder
2009,White,Hispanic or Latino,666,M,us,Deaths,age-adjusted rate,attributable,119.433190796283,81.0931844219506,170.770354273643,wonder
2009,White,Hispanic or Latino,666,M,us,Deaths,crude rate,attributable,4.66142445031411,3.23950213112495,6.58428447721515,wonder
2009,White,Hispanic or Latino,666,M,us,YLL,absolute number,attributable,28974.5670484959,20150.2380960943,40708.2021339088,wonder
2009,White,Hispanic or Latino,666,M,us,YLL,age-adjusted rate,attributable,2816.36355803675,1942.51384360471,3999.24011461685,wonder
2009,White,Hispanic or Latino,666,M,us,YLL,crude rate,attributable,128.264113938022,89.2007266479542,180.206367466213,wonder
2009,White,Not Hispanic or Latino,666,A,us,Deaths,absolute number,attributable,26384.8854461928,17235.2462750509,39094.693473048,wonder
2009,White,Not Hispanic or Latino,666,A,us,Deaths,age-adjusted rate,attributable,113.88953262491,73.0989673192432,168.721767077274,wonder
2009,White,Not Hispanic or Latino,666,A,us,Deaths,crude rate,attributable,13.1928992633754,8.61792136069414,19.5480231958667,wonder
2009,White,Not Hispanic or Latino,666,A,us,YLL,absolute number,attributable,557779.234979745,364647.598350639,823293.115074604,wonder
2009,White,Not Hispanic or Latino,666,A,us,YLL,age-adjusted rate,attributable,2688.36429088838,1754.47479326744,3976.31379692526,wonder
2009,White,Not Hispanic or Latino,666,A,us,YLL,crude rate,attributable,278.899268799069,182.330108708732,411.660803059392,wonder
2009,White,Not Hispanic or Latino,666,F,us,Deaths,absolute number,attributable,12075.8081182631,7934.32600351944,17769.232686069,wonder
2009,White,Not Hispanic or Latino,666,F,us,Deaths,age-adjusted rate,attributable,88.0809960609372,56.6331410201324,129.921062996574,wonder
2009,White,Not Hispanic or Latino,666,F,us,Deaths,crude rate,attributable,11.8739495510218,7.80169623138239,17.472203136091,wonder
2009,White,Not Hispanic or Latino,666,F,us,YLL,absolute number,attributable,229647.708543753,150189.112791364,338664.477208234,wonder
2009,White,Not Hispanic or Latino,666,F,us,YLL,age-adjusted rate,attributable,2003.97316415064,1306.80382183847,2940.63307579133,wonder
2009,White,Not Hispanic or Latino,666,F,us,YLL,crude rate,attributable,225.808929642754,147.67855955746,333.003379791375,wonder
2009,White,Not Hispanic or Latino,666,M,us,Deaths,absolute number,attributable,14252.9664976383,9209.36728706665,21208.5335222451,wonder
2009,White,Not Hispanic or Latino,666,M,us,Deaths,age-adjusted rate,attributable,143.866524558738,91.8273364642501,213.778588918043,wonder
2009,White,Not Hispanic or Latino,666,M,us,Deaths,crude rate,attributable,14.5004799754985,9.3692948731233,21.5768356503161,wonder
2009,White,Not Hispanic or Latino,666,M,us,YLL,absolute number,attributable,327177.14930686,213712.697351453,486286.107843348,wonder
2009,White,Not Hispanic or Latino,666,M,us,YLL,age-adjusted rate,attributable,3443.17155646061,2237.80659525103,5125.23195542735,wonder
2009,White,Not Hispanic or Latino,666,M,us,YLL,crude rate,attributable,332.858826459103,217.423978998899,494.730831670303,wonder
