Year,nation,Race,Hispanic.Origin,Gender.Code,Education,source,measure1,measure2,lower,mean,upper,method,attr
2007,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,absolute number,1101.63991947391,1586.71759124386,2016.74230543173,EPA,attributable
2007,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,age-adjusted rate,527.441087119328,759.685661787459,965.572085046108,EPA,attributable
2007,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,crude rate,28.764210416933,41.4297610861661,52.6578594372938,EPA,attributable
2007,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,absolute number,36725.5960899572,52896.7299883978,67232.5521411617,EPA,attributable
2007,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,age-adjusted rate,13782.0784085421,19850.6479913864,25230.4769389234,EPA,attributable
2007,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,crude rate,958.918386076006,1381.15244814347,1755.46586726753,EPA,attributable
2007,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,absolute number,495.901190657567,714.308764006307,907.905334676566,EPA,attributable
2007,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,age-adjusted rate,441.668795498349,636.191034335372,808.615633814885,EPA,attributable
2007,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,crude rate,25.9369465742845,37.360241513048,47.4858552543277,EPA,attributable
2007,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,absolute number,14847.665227565,21386.9569117551,27183.3879844555,EPA,attributable
2007,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,age-adjusted rate,11046.9446676285,15912.3017654311,20224.9564723116,EPA,attributable
2007,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,crude rate,776.572242646904,1118.59452902536,1421.76323659551,EPA,attributable
2007,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,absolute number,605.989253752609,872.758401115435,1109.27951340273,EPA,attributable
2007,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,age-adjusted rate,630.058179632069,907.422971711433,1153.33832504395,EPA,attributable
2007,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,crude rate,31.5956917390717,45.5047762539794,57.8367575677313,EPA,attributable
2007,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,absolute number,21893.9677976896,31532.1504644788,40077.4927850304,EPA,attributable
2007,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,age-adjusted rate,16798.7494520672,24193.9104063888,30750.5595232401,EPA,attributable
2007,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,crude rate,1141.53023869194,1644.05573164243,2089.60158925135,EPA,attributable
2007,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,absolute number,4332.6281117346,6202.03596914855,7876.90095420235,EPA,attributable
2007,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,age-adjusted rate,391.761278080065,560.795312986006,712.238554878635,EPA,attributable
2007,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,crude rate,27.845775737458,39.8604491912916,50.6247967331483,EPA,attributable
2007,us,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,absolute number,107836.536129862,154364.985551006,196051.378616735,EPA,attributable
2007,us,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,age-adjusted rate,8974.52249064912,12846.7779503592,16316.0610481758,EPA,attributable
2007,us,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,crude rate,693.064792070106,992.102866555135,1260.02107293613,EPA,attributable
2007,us,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,absolute number,2065.42430196305,2956.74964491764,3755.24557368093,EPA,attributable
2007,us,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,age-adjusted rate,319.338844167409,457.148205917298,580.605050460716,EPA,attributable
2007,us,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,crude rate,25.5467400888256,36.5713304596286,46.4477359685176,EPA,attributable
2007,us,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,absolute number,46726.2026561991,66890.7027871981,84955.118196701,EPA,attributable
2007,us,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,age-adjusted rate,7077.39607935179,10131.6171813588,12867.7484209479,EPA,attributable
2007,us,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,crude rate,577.945245178522,827.355133199166,1050.78957467666,EPA,attributable
2007,us,Asian or Pacific Islander,All Origins,M,666,wonder,Deaths,absolute number,2268.0396257913,3246.45319633687,4123.13286454307,EPA,attributable
2007,us,Asian or Pacific Islander,All Origins,M,666,wonder,Deaths,age-adjusted rate,486.321385675536,696.116416582663,884.097290544182,EPA,attributable
2007,us,Asian or Pacific Islander,All Origins,M,666,wonder,Deaths,crude rate,30.3437415693741,43.4337811767049,55.1627390787928,EPA,attributable
2007,us,Asian or Pacific Islander,All Origins,M,666,wonder,YLL,absolute number,61151.5727767119,87531.8564298538,111169.159730263,EPA,attributable
2007,us,Asian or Pacific Islander,All Origins,M,666,wonder,YLL,age-adjusted rate,11310.7374267357,16190.0961757412,20562.1068856416,EPA,attributable
