Year,nation,Race,Hispanic.Origin,Gender.Code,Education,source,measure1,measure2,lower,mean,upper,method,attr
2008,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,absolute number,1056.55737652045,1526.17753930797,1940.49667252198,EPA,attributable
2008,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,age-adjusted rate,485.279043733009,700.976580449659,891.274237003374,EPA,attributable
2008,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,crude rate,26.5204871000575,38.3083518633983,48.7081138374197,EPA,attributable
2008,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,absolute number,35157.5547729372,50784.4359651848,64571.143571561,EPA,attributable
2008,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,age-adjusted rate,12700.1698103492,18345.1597998255,23325.4130869907,EPA,attributable
2008,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,crude rate,882.484471308028,1274.73245545251,1620.79052040237,EPA,attributable
2008,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,absolute number,471.726413637981,681.440208931637,866.440267715979,EPA,attributable
2008,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,age-adjusted rate,399.91391189349,577.702269359264,734.539145713934,EPA,attributable
2008,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,crude rate,23.7459767566222,34.3026442753673,43.6152605903783,EPA,attributable
2008,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,absolute number,14136.4627150137,20421.0615042346,25965.0513205166,EPA,attributable
2008,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,age-adjusted rate,10051.3703724807,14519.8736569561,18461.785867111,EPA,attributable
2008,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,crude rate,711.607629648627,1027.96459516734,1307.04045250827,EPA,attributable
2008,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,absolute number,585.075362969862,845.080716537523,1074.49156085602,EPA,attributable
2008,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,age-adjusted rate,586.808922227761,847.584663195591,1077.67524437912,EPA,attributable
2008,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,crude rate,29.2921995142558,42.3095459511641,53.7951572891644,EPA,attributable
2008,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,absolute number,21035.9702081009,30384.2785077923,38632.5829005851,EPA,attributable
2008,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,age-adjusted rate,15620.2938853823,22561.8954149426,28686.687254679,EPA,attributable
2008,us,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,crude rate,1053.18028293626,1521.20975258501,1934.1667718339,EPA,attributable
2008,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,absolute number,4328.94501697153,6212.77717132734,7893.25594207733,EPA,attributable
2008,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,age-adjusted rate,367.995045628871,528.135887538728,670.990060898759,EPA,attributable
2008,us,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,crude rate,26.8967131163592,38.6013877695217,49.0425819213974,EPA,attributable
2008,us,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,absolute number,105516.736637599,151434.580482071,192395.746582156,EPA,attributable
2008,us,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,age-adjusted rate,8398.70338310938,12053.577128553,15313.9194710426,EPA,attributable
2008,us,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,crude rate,655.599316505387,940.897251213403,1195.39822759131,EPA,attributable
2008,us,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,absolute number,2092.0538737499,3002.58941034076,3814.77206367222,EPA,attributable
2008,us,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,age-adjusted rate,300.780160438531,431.690280974711,548.459945389019,EPA,attributable
2008,us,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,crude rate,24.984097216565,35.8580563677923,45.5574482539435,EPA,attributable
2008,us,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,absolute number,46468.003553001,66692.5154933163,84732.4459627186,EPA,attributable
2008,us,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,age-adjusted rate,6670.83039608567,9574.21075852303,12163.9780675769,EPA,attributable
2008,us,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,crude rate,554.938442453636,796.467199821967,1011.90686047456,EPA,attributable
2008,us,Asian or Pacific Islander,All Origins,M,666,wonder,Deaths,absolute number,2237.57175533068,3211.14229272521,4079.69333332816,EPA,attributable
2008,us,Asian or Pacific Islander,All Origins,M,666,wonder,Deaths,age-adjusted rate,456.42511200492,655.016303780721,832.185373351232,EPA,attributable
2008,us,Asian or Pacific Islander,All Origins,M,666,wonder,Deaths,crude rate,28.9797468867772,41.5888744747091,52.8378497332481,EPA,attributable
2008,us,Asian or Pacific Islander,All Origins,M,666,wonder,YLL,absolute number,59083.8797712879,84791.3568357657,107725.756653763,EPA,attributable
2008,us,Asian or Pacific Islander,All Origins,M,666,wonder,YLL,age-adjusted rate,10540.373960755,15126.5051169355,19217.928218853,EPA,attributable
2008,us,Asian or Pacific Islander,All Origins,M,666,wonder,YLL,crude rate,765.220546237926,1098.16905466066,1395.20225600597,EPA,attributable
2008,us,Black or African American,All Origins,A,666,wonder,Deaths,absolute number,26951.4490418875,38691.8034516688,49160.68058656,EPA,attributable
2008,us,Black or African American,All Origins,A,666,wonder,Deaths,age-adjusted rate,916.769559180972,1316.12469293113,1672.22977140605,EPA,attributable
2008,us,Black or African American,All Origins,A,666,wonder,Deaths,crude rate,65.6568392925323,94.2576971359221,119.761089645562,EPA,attributable
2008,us,Black or African American,All Origins,A,666,wonder,YLL,absolute number,790260.604121661,1134507.0138066,1441471.62844518,EPA,attributable
2008,us,Black or African American,All Origins,A,666,wonder,YLL,age-adjusted rate,24036.3128180535,34506.8010930898,43843.3382594933,EPA,attributable
2008,us,Black or African American,All Origins,A,666,wonder,YLL,crude rate,1925.16600511516,2763.789975299,3511.59119149693,EPA,attributable
