Year,Race,Hispanic.Origin,Education,Gender.Code,nation,measure1,measure2,attr,mean,lower,upper,source
2004,American Indian or Alaska Native,All Origins,666,A,us,Deaths,absolute number,attributable,183.325258400952,129.431652151676,260.9976991708,wonder
2004,American Indian or Alaska Native,All Origins,666,A,us,Deaths,age-adjusted rate,attributable,121.99605663934,85.337581825891,173.816514545292,wonder
2004,American Indian or Alaska Native,All Origins,666,A,us,Deaths,crude rate,attributable,5.34561377155745,3.7741205344666,7.61047826797985,wonder
2004,American Indian or Alaska Native,All Origins,666,A,us,YLL,absolute number,attributable,5065.25342402942,3584.98111617964,7186.93025018596,wonder
2004,American Indian or Alaska Native,All Origins,666,A,us,YLL,age-adjusted rate,attributable,2898.48319088938,2054.20955355415,4090.9505382541,wonder
2004,American Indian or Alaska Native,All Origins,666,A,us,YLL,crude rate,attributable,147.698624270858,104.535101123434,209.5649756925,wonder
2004,American Indian or Alaska Native,All Origins,666,F,us,Deaths,absolute number,attributable,79.9953582607454,56.7937148731337,113.653123949434,wonder
2004,American Indian or Alaska Native,All Origins,666,F,us,Deaths,age-adjusted rate,attributable,96.4647800420052,67.9365993371817,137.843277409211,wonder
2004,American Indian or Alaska Native,All Origins,666,F,us,Deaths,crude rate,attributable,4.65965144138636,3.30817838839712,6.62018339992756,wonder
2004,American Indian or Alaska Native,All Origins,666,F,us,YLL,absolute number,attributable,2065.5796492565,1461.26610486522,2927.68717849644,wonder
2004,American Indian or Alaska Native,All Origins,666,F,us,YLL,age-adjusted rate,attributable,2234.27989122267,1583.12390838062,3162.04498643385,wonder
2004,American Indian or Alaska Native,All Origins,666,F,us,YLL,crude rate,attributable,120.317995934015,85.1173225525199,170.534916997848,wonder
2004,American Indian or Alaska Native,All Origins,666,M,us,Deaths,absolute number,attributable,103.376934080303,72.8131675893359,147.245029220394,wonder
2004,American Indian or Alaska Native,All Origins,666,M,us,Deaths,age-adjusted rate,attributable,154.184840463608,107.8382060517,219.17894390376,wonder
2004,American Indian or Alaska Native,All Origins,666,M,us,Deaths,crude rate,attributable,6.03595722974761,4.25140452501983,8.59732111978524,wonder
2004,American Indian or Alaska Native,All Origins,666,M,us,YLL,absolute number,attributable,3005.04362106476,2123.57680654945,4267.53384019735,wonder
2004,American Indian or Alaska Native,All Origins,666,M,us,YLL,age-adjusted rate,attributable,3685.33848374083,2591.34075417847,5228.32697640166,wonder
2004,American Indian or Alaska Native,All Origins,666,M,us,YLL,crude rate,attributable,175.458045178463,123.991090396042,249.172138495833,wonder
2004,Asian or Pacific Islander,All Origins,666,A,us,Deaths,absolute number,attributable,913.513725396863,712.740911759982,1175.76742384467,wonder
2004,Asian or Pacific Islander,All Origins,666,A,us,Deaths,age-adjusted rate,attributable,109.323441057165,84.1383563460839,141.811453120889,wonder
2004,Asian or Pacific Islander,All Origins,666,A,us,Deaths,crude rate,attributable,6.54050841072303,5.10302998020896,8.41817316030947,wonder
2004,Asian or Pacific Islander,All Origins,666,A,us,YLL,absolute number,attributable,21688.6790324949,16863.198525693,27913.4527808046,wonder
2004,Asian or Pacific Islander,All Origins,666,A,us,YLL,age-adjusted rate,attributable,2471.42813958414,1918.51922544853,3192.40945990555,wonder
2004,Asian or Pacific Islander,All Origins,666,A,us,YLL,crude rate,attributable,155.285009612612,120.735889043234,199.852687058269,wonder
2004,Asian or Pacific Islander,All Origins,666,F,us,Deaths,absolute number,attributable,375.684599610049,291.70892194784,485.725272487779,wonder
2004,Asian or Pacific Islander,All Origins,666,F,us,Deaths,age-adjusted rate,attributable,78.3306975956945,60.0039725576744,102.057273816794,wonder
2004,Asian or Pacific Islander,All Origins,666,F,us,Deaths,crude rate,attributable,5.19942270631357,4.03721098491704,6.72237034316737,wonder
2004,Asian or Pacific Islander,All Origins,666,F,us,YLL,absolute number,attributable,8065.18720510543,6290.77420709558,10368.8203040817,wonder
2004,Asian or Pacific Islander,All Origins,666,F,us,YLL,age-adjusted rate,attributable,1684.11129853769,1304.34946373982,2187.86953606995,wonder
2004,Asian or Pacific Islander,All Origins,666,F,us,YLL,crude rate,attributable,111.621071314665,87.0634417450568,143.503033615662,wonder
2004,Asian or Pacific Islander,All Origins,666,M,us,Deaths,absolute number,attributable,538.890962988008,421.645871963018,691.176116200482,wonder
2004,Asian or Pacific Islander,All Origins,666,M,us,Deaths,age-adjusted rate,attributable,149.763155709744,115.590022229291,193.879375579814,wonder
2004,Asian or Pacific Islander,All Origins,666,M,us,Deaths,crude rate,attributable,7.99362639617142,6.25447410227827,10.252544626521,wonder
2004,Asian or Pacific Islander,All Origins,666,M,us,YLL,absolute number,attributable,13656.5852303922,10604.3960717469,17571.5545394876,wonder
