Year,nation,Race,Hispanic.Origin,Gender.Code,Education,source,measure1,measure2,lower,mean,upper,method,attr
2001,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,absolute number,964.904253557596,1384.74615415743,1759.11107206403,EPA,attributable
2001,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,age-adjusted rate,614.153234610166,881.378982996687,1119.65902416057,EPA,attributable
2001,us,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,crude rate,31.1527450731838,44.7076938177919,56.7943799411954,EPA,attributable
2001,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,absolute number,32793.2999437297,47062.0746170232,59785.2655409484,EPA,attributable
2001,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,age-adjusted rate,15980.6989677739,22934.1008237679,29134.3150264755,EPA,attributable
2001,us,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,crude rate,1058.75925978026,1519.43864663642,1930.21756268856,EPA,attributable
2001,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,absolute number,442.746306519576,635.473988363559,807.288139594783,EPA,attributable
2001,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,age-adjusted rate,517.95937986079,743.427348988848,944.429028534419,EPA,attributable
2001,us,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,crude rate,28.5243070046087,40.9409516705338,52.0102243562429,EPA,attributable
2001,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,absolute number,13436.5051831798,19285.4224026042,24499.6538926638,EPA,attributable
2001,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,age-adjusted rate,12902.3961469505,18518.8154440012,23525.7781452007,EPA,attributable
2001,us,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,crude rate,865.658263593195,1242.47972535287,1578.41101969781,EPA,attributable
2001,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,absolute number,522.405901808217,749.613041897998,952.253390580807,EPA,attributable
2001,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,age-adjusted rate,732.280356484749,1050.76704464224,1334.81733247018,EPA,attributable
2001,us,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,crude rate,33.8091565738597,48.513588027267,61.6281015752279,EPA,attributable
