"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	10	353598	Unreliable
	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	10	351101	Unreliable
	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	10	304545	Unreliable
	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	10	329373	Unreliable
	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	15	320524	Unreliable
	"47 years"	"47"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	10	307153	Unreliable
	"47 years"	"47"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	13	320379	Unreliable
	"48 years"	"48"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	10	306256	Unreliable
	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	10	262964	Unreliable
	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	12	277034	Unreliable
	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	10	304422	Unreliable
	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	11	307023	Unreliable
	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	13	316576	Unreliable
	"49 years"	"49"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	11	295040	Unreliable
	"49 years"	"49"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	10	259895	Unreliable
	"49 years"	"49"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	12	266300	Unreliable
	"49 years"	"49"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	11	275591	Unreliable
	"49 years"	"49"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	16	289201	Unreliable
	"49 years"	"49"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	14	303811	Unreliable
	"49 years"	"49"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	15	303373	Unreliable
	"50 years"	"50"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	11	211126	Unreliable
	"50 years"	"50"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	11	270661	Unreliable
	"50 years"	"50"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	11	295935	Unreliable
	"50 years"	"50"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	19	290932	Unreliable
	"50 years"	"50"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	12	217787	Unreliable
	"50 years"	"50"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	10	228948	Unreliable
	"50 years"	"50"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	12	264929	Unreliable
	"50 years"	"50"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	11	274526	Unreliable
	"50 years"	"50"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	14	290526	Unreliable
	"50 years"	"50"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	14	305567	Unreliable
	"50 years"	"50"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	19	299995	Unreliable
	"51 years"	"51"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	18	293478	Unreliable
	"51 years"	"51"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	11	211722	Unreliable
	"51 years"	"51"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	11	221291	Unreliable
	"51 years"	"51"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	11	225197	Unreliable
	"51 years"	"51"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	14	255347	Unreliable
	"51 years"	"51"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	14	263652	Unreliable
	"51 years"	"51"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	13	275674	Unreliable
	"51 years"	"51"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	20	289908	6.9
	"51 years"	"51"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	22	301431	7.3
	"52 years"	"52"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	15	274335	Unreliable
	"52 years"	"52"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	15	283890	Unreliable
	"52 years"	"52"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	10	147860	Unreliable
	"52 years"	"52"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	13	194457	Unreliable
	"52 years"	"52"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	12	196852	Unreliable
	"52 years"	"52"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	14	208050	Unreliable
	"52 years"	"52"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	12	231249	Unreliable
	"52 years"	"52"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	13	253944	Unreliable
	"52 years"	"52"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	20	251466	8.0
	"52 years"	"52"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	22	264553	8.3
	"52 years"	"52"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	22	274827	8.0
	"52 years"	"52"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	20	285937	7.0
	"53 years"	"53"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	11	221144	Unreliable
	"53 years"	"53"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	16	263733	Unreliable
	"53 years"	"53"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	10	148399	Unreliable
	"53 years"	"53"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	11	164632	Unreliable
	"53 years"	"53"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	10	176663	Unreliable
	"53 years"	"53"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	12	195980	Unreliable
	"53 years"	"53"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	10	198435	Unreliable
	"53 years"	"53"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	12	205488	Unreliable
	"53 years"	"53"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	12	216949	Unreliable
	"53 years"	"53"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	10	252515	Unreliable
	"53 years"	"53"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	18	252130	Unreliable
	"53 years"	"53"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	14	263516	Unreliable
	"53 years"	"53"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	30	270957	11.1
	"54 years"	"54"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	10	184982	Unreliable
	"54 years"	"54"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	15	201136	Unreliable
	"54 years"	"54"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	10	230961	Unreliable
	"54 years"	"54"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	14	254674	Unreliable
	"54 years"	"54"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	17	261177	Unreliable
	"54 years"	"54"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	10	133862	Unreliable
	"54 years"	"54"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	16	197647	Unreliable
	"54 years"	"54"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	23	208261	11.0
	"54 years"	"54"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	22	215357	10.2
	"54 years"	"54"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	15	228394	Unreliable
	"54 years"	"54"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	19	252919	Unreliable
	"54 years"	"54"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	20	251101	8.0
	"54 years"	"54"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	24	259896	9.2
	"55 years"	"55"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	10	128570	Unreliable
	"55 years"	"55"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	12	174768	Unreliable
	"55 years"	"55"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	18	213954	Unreliable
	"55 years"	"55"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	10	220166	Unreliable
	"55 years"	"55"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	18	253580	Unreliable
	"55 years"	"55"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	16	252166	Unreliable
	"55 years"	"55"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	11	98754	Unreliable
	"55 years"	"55"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	14	146684	Unreliable
	"55 years"	"55"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	18	152332	Unreliable
	"55 years"	"55"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	12	161668	Unreliable
	"55 years"	"55"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	10	173069	Unreliable
	"55 years"	"55"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	17	189409	Unreliable
	"55 years"	"55"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	18	197475	Unreliable
	"55 years"	"55"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	17	206512	Unreliable
	"55 years"	"55"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	30	214112	14.0
	"55 years"	"55"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	23	228698	10.1
	"55 years"	"55"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	18	252041	Unreliable
	"55 years"	"55"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	30	247618	12.1
	"56 years"	"56"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	10	181938	Unreliable
	"56 years"	"56"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	12	205073	Unreliable
	"56 years"	"56"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	11	213647	Unreliable
	"56 years"	"56"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	13	233410	Unreliable
	"56 years"	"56"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	15	251121	Unreliable
	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	11	133111	Unreliable
	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	12	149228	Unreliable
	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	16	153669	Unreliable
	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	18	163280	Unreliable
	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	21	170791	12.3
	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	23	190885	12.0
	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	16	195791	Unreliable
	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	32	205422	15.6
	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	21	214264	9.8
	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	21	228010	9.2
	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	32	248263	12.9
	"57 years"	"57"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	10	135761	Unreliable
	"57 years"	"57"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	11	162271	Unreliable
	"57 years"	"57"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	12	185342	Unreliable
	"57 years"	"57"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	15	199972	Unreliable
	"57 years"	"57"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	17	204624	Unreliable
	"57 years"	"57"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	14	215503	Unreliable
	"57 years"	"57"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	15	222538	Unreliable
	"57 years"	"57"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	21	231073	9.1
	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	11	91717	Unreliable
	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	11	125169	Unreliable
	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	11	132090	Unreliable
	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	15	146250	Unreliable
	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	12	147637	Unreliable
	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	16	151768	Unreliable
	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	13	159190	Unreliable
	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	20	173304	11.5
	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	22	189291	11.6
	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	18	194675	Unreliable
	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	29	205425	14.1
	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	30	213505	14.1
	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	31	224242	13.8
	"58 years"	"58"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	11	108650	Unreliable
	"58 years"	"58"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	14	156690	Unreliable
	"58 years"	"58"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	10	156580	Unreliable
	"58 years"	"58"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	14	160059	Unreliable
	"58 years"	"58"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	10	173570	Unreliable
	"58 years"	"58"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	16	184715	Unreliable
	"58 years"	"58"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	24	199483	12.0
	"58 years"	"58"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	16	206434	Unreliable
	"58 years"	"58"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	15	215929	Unreliable
	"58 years"	"58"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	28	220451	12.7
	"58 years"	"58"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	17	124520	Unreliable
	"58 years"	"58"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	12	131313	Unreliable
	"58 years"	"58"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	19	145296	Unreliable
	"58 years"	"58"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	19	146534	Unreliable
	"58 years"	"58"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	24	149188	16.1
	"58 years"	"58"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	17	160989	Unreliable
	"58 years"	"58"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	14	171748	Unreliable
	"58 years"	"58"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	20	188134	10.6
	"58 years"	"58"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	28	194733	14.4
	"58 years"	"58"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	23	204494	11.2
	"58 years"	"58"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	28	209853	13.3
	"59 years"	"59"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	12	135925	Unreliable
	"59 years"	"59"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	12	156514	Unreliable
	"59 years"	"59"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	14	156243	Unreliable
	"59 years"	"59"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	14	161564	Unreliable
	"59 years"	"59"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	12	172952	Unreliable
	"59 years"	"59"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	20	184243	10.9
	"59 years"	"59"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	18	201228	Unreliable
	"59 years"	"59"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	19	206832	Unreliable
	"59 years"	"59"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	18	213931	Unreliable
	"59 years"	"59"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	11	86147	Unreliable
	"59 years"	"59"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	16	117277	Unreliable
	"59 years"	"59"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	18	122628	Unreliable
	"59 years"	"59"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	16	129167	Unreliable
	"59 years"	"59"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	24	142667	16.8
	"59 years"	"59"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	22	143143	15.4
	"59 years"	"59"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	18	149157	Unreliable
	"59 years"	"59"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	23	159561	14.4
	"59 years"	"59"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	23	170548	13.5
	"59 years"	"59"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	33	187935	17.6
	"59 years"	"59"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	38	193536	19.6
	"59 years"	"59"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	44	201023	21.9
	"60 years"	"60"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	12	84316	Unreliable
	"60 years"	"60"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	10	127658	Unreliable
	"60 years"	"60"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	15	133647	Unreliable
	"60 years"	"60"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	13	138551	Unreliable
	"60 years"	"60"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	19	150985	Unreliable
	"60 years"	"60"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	14	156282	Unreliable
	"60 years"	"60"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	13	160863	Unreliable
	"60 years"	"60"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	16	172431	Unreliable
	"60 years"	"60"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	21	185911	11.3
	"60 years"	"60"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	17	201421	Unreliable
	"60 years"	"60"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	24	204862	11.7
	"60 years"	"60"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	16	89043	Unreliable
	"60 years"	"60"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	11	97502	Unreliable
	"60 years"	"60"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	14	100712	Unreliable
	"60 years"	"60"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	10	114341	Unreliable
	"60 years"	"60"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	17	119268	Unreliable
	"60 years"	"60"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	16	125258	Unreliable
	"60 years"	"60"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	26	136847	19.0
	"60 years"	"60"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	21	143728	14.6
	"60 years"	"60"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	21	147764	14.2
	"60 years"	"60"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	19	158274	Unreliable
	"60 years"	"60"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	40	170232	23.5
	"60 years"	"60"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	37	186772	19.8
	"60 years"	"60"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	41	190416	21.5
	"61 years"	"61"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	10	84693	Unreliable
	"61 years"	"61"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	12	89913	Unreliable
	"61 years"	"61"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	10	103576	Unreliable
	"61 years"	"61"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	10	109668	Unreliable
	"61 years"	"61"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	15	130429	Unreliable
	"61 years"	"61"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	12	136819	Unreliable
	"61 years"	"61"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	19	139444	Unreliable
	"61 years"	"61"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	14	152519	Unreliable
	"61 years"	"61"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	17	155592	Unreliable
	"61 years"	"61"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	18	160356	Unreliable
	"61 years"	"61"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	13	174034	Unreliable
	"61 years"	"61"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	24	186052	12.9
	"61 years"	"61"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	37	199591	18.5
	"61 years"	"61"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	13	74856	Unreliable
	"61 years"	"61"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	13	78393	Unreliable
	"61 years"	"61"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	16	85180	Unreliable
	"61 years"	"61"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	14	89677	Unreliable
	"61 years"	"61"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	13	98615	Unreliable
	"61 years"	"61"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	12	102184	Unreliable
	"61 years"	"61"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	14	116432	Unreliable
	"61 years"	"61"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	22	121870	18.1
	"61 years"	"61"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	23	124625	18.5
	"61 years"	"61"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	19	136960	Unreliable
	"61 years"	"61"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	20	142353	14.0
	"61 years"	"61"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	26	146434	17.8
	"61 years"	"61"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	33	157991	20.9
	"61 years"	"61"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	42	169171	24.8
	"61 years"	"61"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	52	183854	28.3
	"62 years"	"62"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	10	84923	Unreliable
	"62 years"	"62"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	16	98470	Unreliable
	"62 years"	"62"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	12	103753	Unreliable
	"62 years"	"62"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	11	109774	Unreliable
	"62 years"	"62"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	18	115455	Unreliable
	"62 years"	"62"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	16	130416	Unreliable
	"62 years"	"62"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	11	135737	Unreliable
	"62 years"	"62"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	23	140970	16.3
	"62 years"	"62"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	12	151857	Unreliable
	"62 years"	"62"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	20	154966	12.9
	"62 years"	"62"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	25	161728	15.5
	"62 years"	"62"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	31	174075	17.8
	"62 years"	"62"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	34	184337	18.4
	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	12	74398	Unreliable
	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	12	77947	Unreliable
	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	12	84745	Unreliable
	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	16	89284	Unreliable
	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	15	98299	Unreliable
	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	18	101902	Unreliable
	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	28	116223	24.1
	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	25	121063	20.7
	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	17	125888	Unreliable
	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	12	135715	Unreliable
	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	22	141008	15.6
	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	31	146155	21.2
	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	37	156910	23.6
	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	46	166370	27.6
	"63 years"	"63"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	11	85175	Unreliable
	"63 years"	"63"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	12	90436	Unreliable
	"63 years"	"63"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	11	110432	Unreliable
	"63 years"	"63"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	14	116162	Unreliable
	"63 years"	"63"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	16	127017	Unreliable
	"63 years"	"63"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	22	135922	16.2
	"63 years"	"63"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	22	140373	15.7
	"63 years"	"63"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	26	151123	17.2
	"63 years"	"63"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	25	156102	16.0
	"63 years"	"63"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	21	161667	13.0
	"63 years"	"63"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	27	172618	15.6
	"63 years"	"63"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	14	65666	Unreliable
	"63 years"	"63"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	10	73262	Unreliable
	"63 years"	"63"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	13	77401	Unreliable
	"63 years"	"63"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	16	88696	Unreliable
	"63 years"	"63"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	17	97698	Unreliable
