Year,STATEFP,Race,Hispanic.Origin,Gender.Code,Education,source,measure1,measure2,lower,mean,upper,method,attr
2000,1,Black or African American,All Origins,A,666,wonder,Deaths,absolute number,1451.97788522465,2050.74649119115,2599.79415072378,EPA,attributable
2000,1,Black or African American,All Origins,A,666,wonder,Deaths,age-adjusted rate,298.675067296917,421.843095888933,534.783415661607,EPA,attributable
2000,1,Black or African American,All Origins,A,666,wonder,Deaths,crude rate,124.0352639014,175.185093945428,222.087510323511,EPA,attributable
2000,1,Black or African American,All Origins,A,666,wonder,YLL,absolute number,40633.0092978436,57389.304680214,72754.1796426841,EPA,attributable
2000,1,Black or African American,All Origins,A,666,wonder,YLL,age-adjusted rate,8232.4764033616,11627.3961675357,14740.4063224555,EPA,attributable
2000,1,Black or African American,All Origins,A,666,wonder,YLL,crude rate,3471.07630402118,4902.48344934457,6215.02845445472,EPA,attributable
2000,1,Black or African American,All Origins,F,666,wonder,Deaths,absolute number,721.044873288674,1018.33303998995,1290.96116497511,EPA,attributable
2000,1,Black or African American,All Origins,F,666,wonder,Deaths,age-adjusted rate,232.927208516385,328.963537682487,417.033657127642,EPA,attributable
2000,1,Black or African American,All Origins,F,666,wonder,Deaths,crude rate,114.91872090971,162.299927162632,205.750864223472,EPA,attributable
2000,1,Black or African American,All Origins,F,666,wonder,YLL,absolute number,17490.5672861429,24701.9613001476,31315.1704647857,EPA,attributable
2000,1,Black or African American,All Origins,F,666,wonder,YLL,age-adjusted rate,6134.32833385106,8663.52352248967,10982.9220698692,EPA,attributable
2000,1,Black or African American,All Origins,F,666,wonder,YLL,crude rate,2787.61238720305,3936.95025335492,4990.95058878802,EPA,attributable
2000,1,Black or African American,All Origins,M,666,wonder,Deaths,absolute number,729.745638820434,1030.74634288484,1306.72141502078,EPA,attributable
2000,1,Black or African American,All Origins,M,666,wonder,Deaths,age-adjusted rate,394.364071283583,557.028781833877,706.169314138022,EPA,attributable
2000,1,Black or African American,All Origins,M,666,wonder,Deaths,crude rate,134.347421806559,189.762166892776,240.569650284212,EPA,attributable
2000,1,Black or African American,All Origins,M,666,wonder,YLL,absolute number,23043.9151249324,32548.9183863659,41263.6619909693,EPA,attributable
2000,1,Black or African American,All Origins,M,666,wonder,YLL,age-adjusted rate,11012.8239080577,15555.3214218776,19720.1491519333,EPA,attributable
2000,1,Black or African American,All Origins,M,666,wonder,YLL,crude rate,4242.42423753031,5992.31161541261,7596.71083714166,EPA,attributable
2000,1,White,Not Hispanic or Latino,A,666,wonder,Deaths,absolute number,4383.76431895714,6202.37335736605,7864.9839504181,EPA,attributable
2000,1,White,Not Hispanic or Latino,A,666,wonder,Deaths,age-adjusted rate,227.399513718746,321.736430781177,407.981222438593,EPA,attributable
2000,1,White,Not Hispanic or Latino,A,666,wonder,Deaths,crude rate,139.027123130522,196.702665042251,249.430857257964,EPA,attributable
2000,1,White,Not Hispanic or Latino,A,666,wonder,YLL,absolute number,96941.8490146252,137158.272615611,173924.972044405,EPA,attributable
2000,1,White,Not Hispanic or Latino,A,666,wonder,YLL,age-adjusted rate,5670.73740071184,8023.24851696439,10173.9636072051,EPA,attributable
2000,1,White,Not Hispanic or Latino,A,666,wonder,YLL,crude rate,3074.42312105477,4349.85064613067,5515.87328710281,EPA,attributable
2000,1,White,Not Hispanic or Latino,F,666,wonder,Deaths,absolute number,2221.12352126315,3142.43451478154,3984.77345795323,EPA,attributable
2000,1,White,Not Hispanic or Latino,F,666,wonder,Deaths,age-adjusted rate,179.652921399447,254.172059987866,322.303638668936,EPA,attributable
2000,1,White,Not Hispanic or Latino,F,666,wonder,Deaths,crude rate,137.471198028791,194.493567484425,246.62814827454,EPA,attributable
2000,1,White,Not Hispanic or Latino,F,666,wonder,YLL,absolute number,41902.5063164381,59283.4576033585,75174.5652112598,EPA,attributable
2000,1,White,Not Hispanic or Latino,F,666,wonder,YLL,age-adjusted rate,4234.08540976774,5990.36298648547,7596.09764969508,EPA,attributable
2000,1,White,Not Hispanic or Latino,F,666,wonder,YLL,crude rate,2593.45672970668,3669.20968690113,4652.75228592789,EPA,attributable
2000,1,White,Not Hispanic or Latino,M,666,wonder,Deaths,absolute number,2161.56996368674,3058.42682961817,3878.29374083001,EPA,attributable
2000,1,White,Not Hispanic or Latino,M,666,wonder,Deaths,age-adjusted rate,287.871635161746,407.312438299745,516.499941970927,EPA,attributable
2000,1,White,Not Hispanic or Latino,M,666,wonder,Deaths,crude rate,140.592568164651,198.925822315879,252.251505285629,EPA,attributable
2000,1,White,Not Hispanic or Latino,M,666,wonder,YLL,absolute number,54941.4144140547,77737.153422746,98576.0105913724,EPA,attributable
2000,1,White,Not Hispanic or Latino,M,666,wonder,YLL,age-adjusted rate,7326.09434337148,10365.7637145667,13144.4951188013,EPA,attributable
