Year,STATEFP,Race,Hispanic.Origin,Gender.Code,Education,source,measure1,measure2,lower,mean,upper,method,attr
2006,1,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,absolute number,1.12187232713532,1.59884867486439,2.02952578833574,EPA,attributable
2006,1,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,age-adjusted rate,7.9643791499819,11.3505224632661,14.4079789491251,EPA,attributable
2006,1,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,crude rate,3.5997828562019,5.13027009422233,6.51219569496467,EPA,attributable
2006,1,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,absolute number,33.9404951397161,48.3706696081386,61.400133053312,EPA,attributable
2006,1,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,age-adjusted rate,240.949852574634,343.392330107145,435.890901012418,EPA,attributable
2006,1,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,crude rate,108.905808245519,155.208309347469,197.016310134163,EPA,attributable
2006,1,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,absolute number,5.73331667295159,8.15383963459692,10.3472194273349,EPA,attributable
2006,1,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,age-adjusted rate,48.3857866200747,68.8135624106047,87.3243847987855,EPA,attributable
2006,1,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,crude rate,10.7927349741192,15.3492708004159,19.4782188685194,EPA,attributable
2006,1,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,absolute number,149.181903432073,212.164334600207,269.236460752563,EPA,attributable
2006,1,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,age-adjusted rate,1109.29633875908,1577.62512860301,2002.00569440555,EPA,attributable
2006,1,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,crude rate,280.828853266205,399.390713075952,506.826664569411,EPA,attributable
2006,1,Black or African American,All Origins,A,666,wonder,Deaths,absolute number,1343.47881695613,1908.94670407359,2422.14588829209,EPA,attributable
2006,1,Black or African American,All Origins,A,666,wonder,Deaths,age-adjusted rate,256.699177682003,364.743413137464,462.800641069376,EPA,attributable
2006,1,Black or African American,All Origins,A,666,wonder,Deaths,crude rate,109.17852062244,155.131569227148,196.836973890367,EPA,attributable
2006,1,Black or African American,All Origins,A,666,wonder,YLL,absolute number,38564.729301555,54796.5564953879,69528.0039639872,EPA,attributable
2006,1,Black or African American,All Origins,A,666,wonder,YLL,age-adjusted rate,7105.82587258998,10096.65556911,12811.0296217461,EPA,attributable
2006,1,Black or African American,All Origins,A,666,wonder,YLL,crude rate,3133.98323829776,4453.07130850411,5650.2302223252,EPA,attributable
2006,1,Black or African American,All Origins,F,666,wonder,Deaths,absolute number,662.227179030178,940.909302914632,1193.85378460671,EPA,attributable
2006,1,Black or African American,All Origins,F,666,wonder,Deaths,age-adjusted rate,200.83656085415,285.353719172011,362.065309089644,EPA,attributable
2006,1,Black or African American,All Origins,F,666,wonder,Deaths,crude rate,100.695377665182,143.07056642469,181.532201523402,EPA,attributable
2006,1,Black or African American,All Origins,F,666,wonder,YLL,absolute number,16479.2038960024,23414.0741143895,29708.4755224938,EPA,attributable
2006,1,Black or African American,All Origins,F,666,wonder,YLL,age-adjusted rate,5306.76201374272,7539.98311334329,9566.95544177474,EPA,attributable
2006,1,Black or African American,All Origins,F,666,wonder,YLL,crude rate,2505.7558983907,3560.24202915051,4517.34126493472,EPA,attributable
2006,1,Black or African American,All Origins,M,666,wonder,Deaths,absolute number,680.411287753068,966.852285864249,1226.78997351004,EPA,attributable
2006,1,Black or African American,All Origins,M,666,wonder,Deaths,age-adjusted rate,336.385253724536,477.997436768901,606.50677602465,EPA,attributable
2006,1,Black or African American,All Origins,M,666,wonder,Deaths,crude rate,118.77029879784,168.770473024761,214.14431879452,EPA,attributable
2006,1,Black or African American,All Origins,M,666,wonder,YLL,absolute number,22019.9017370159,31289.8870317778,39702.1553799549,EPA,attributable
2006,1,Black or African American,All Origins,M,666,wonder,YLL,age-adjusted rate,9430.28974676932,13400.2732790275,17002.9291354581,EPA,attributable
2006,1,Black or African American,All Origins,M,666,wonder,YLL,crude rate,3843.71975579805,5461.85711349284,6930.27429478335,EPA,attributable
2006,1,White,Hispanic or Latino,A,666,wonder,Deaths,absolute number,21.9985083257327,31.3016542602184,39.7245350409022,EPA,attributable
2006,1,White,Hispanic or Latino,A,666,wonder,Deaths,age-adjusted rate,58.8662758348207,83.7607617064114,106.299727349802,EPA,attributable
2006,1,White,Hispanic or Latino,A,666,wonder,Deaths,crude rate,18.5820184191819,26.440334380939,33.5550952316171,EPA,attributable
2006,1,White,Hispanic or Latino,A,666,wonder,YLL,absolute number,1254.11242087338,1784.47523897358,2264.65504253939,EPA,attributable
2006,1,White,Hispanic or Latino,A,666,wonder,YLL,age-adjusted rate,2098.03225450504,2985.28787883693,3788.59123432191,EPA,attributable
2006,1,White,Hispanic or Latino,A,666,wonder,YLL,crude rate,1059.34183169749,1507.33637336643,1912.94159996908,EPA,attributable
2006,1,White,Hispanic or Latino,F,666,wonder,Deaths,absolute number,1.38632093857118,1.97282068412514,2.50372211657789,EPA,attributable
2006,1,White,Hispanic or Latino,F,666,wonder,Deaths,age-adjusted rate,0.85557168566448,1.21753157675764,1.54517881979317,EPA,attributable
2006,1,White,Hispanic or Latino,F,666,wonder,Deaths,crude rate,2.69157173644077,3.83027352954051,4.86103000927637,EPA,attributable
2006,1,White,Hispanic or Latino,F,666,wonder,YLL,absolute number,123.204969027632,175.32831289068,222.51052930406,EPA,attributable
2006,1,White,Hispanic or Latino,F,666,wonder,YLL,age-adjusted rate,76.0362770989039,108.204338570542,137.322969983401,EPA,attributable
2006,1,White,Hispanic or Latino,F,666,wonder,YLL,crude rate,239.205081015089,340.403667321632,432.008949062362,EPA,attributable
2006,1,White,Hispanic or Latino,M,666,wonder,Deaths,absolute number,9.97565970137928,14.1929925681836,18.0119054197516,EPA,attributable
2006,1,White,Hispanic or Latino,M,666,wonder,Deaths,age-adjusted rate,18.6180449334155,26.4890524821671,33.6164699358177,EPA,attributable
2006,1,White,Hispanic or Latino,M,666,wonder,Deaths,crude rate,14.9157591228757,21.2215797969252,26.9316767639826,EPA,attributable
2006,1,White,Hispanic or Latino,M,666,wonder,YLL,absolute number,678.443423975598,965.263728181038,1224.98753477039,EPA,attributable
2006,1,White,Hispanic or Latino,M,666,wonder,YLL,age-adjusted rate,1100.55648852931,1565.83028392629,1987.14871736684,EPA,attributable
2006,1,White,Hispanic or Latino,M,666,wonder,YLL,crude rate,1014.41899517883,1443.27710553385,1831.62011777869,EPA,attributable
2006,1,White,Not Hispanic or Latino,A,666,wonder,Deaths,absolute number,4025.92071929686,5732.75961199259,7276.13403377077,EPA,attributable
2006,1,White,Not Hispanic or Latino,A,666,wonder,Deaths,age-adjusted rate,193.779380681762,275.934546322454,350.221687194041,EPA,attributable
2006,1,White,Not Hispanic or Latino,A,666,wonder,Deaths,crude rate,125.976390048134,179.385639034318,227.679868281386,EPA,attributable
2006,1,White,Not Hispanic or Latino,A,666,wonder,YLL,absolute number,90693.6472378279,129144.340934794,163912.600203715,EPA,attributable
2006,1,White,Not Hispanic or Latino,A,666,wonder,YLL,age-adjusted rate,5012.66236691072,7137.84258786892,9059.4936638621,EPA,attributable
2006,1,White,Not Hispanic or Latino,A,666,wonder,YLL,crude rate,2837.92430997398,4041.09742850382,5129.0422978507,EPA,attributable
2006,1,White,Not Hispanic or Latino,F,666,wonder,Deaths,absolute number,2043.17418614616,2909.32340447943,3692.55784120858,EPA,attributable
2006,1,White,Not Hispanic or Latino,F,666,wonder,Deaths,age-adjusted rate,158.842635733629,226.179735874947,287.070786266528,EPA,attributable
2006,1,White,Not Hispanic or Latino,F,666,wonder,Deaths,crude rate,125.0761648383,178.098869971022,226.045814573013,EPA,attributable
2006,1,White,Not Hispanic or Latino,F,666,wonder,YLL,absolute number,39656.9085165537,56468.3974958248,71670.555302531,EPA,attributable
2006,1,White,Not Hispanic or Latino,F,666,wonder,YLL,age-adjusted rate,3865.80923012214,5504.6159777796,6986.54293994829,EPA,attributable
2006,1,White,Not Hispanic or Latino,F,666,wonder,YLL,crude rate,2427.66087210101,3456.80296923896,4387.42729320612,EPA,attributable
2006,1,White,Not Hispanic or Latino,M,666,wonder,Deaths,absolute number,1982.72719095224,2823.41005267478,3583.54324089662,EPA,attributable
2006,1,White,Not Hispanic or Latino,M,666,wonder,Deaths,age-adjusted rate,234.179552328445,333.472454098672,423.251648402398,EPA,attributable
2006,1,White,Not Hispanic or Latino,M,666,wonder,Deaths,crude rate,126.916471387199,180.729473424194,229.386405388234,EPA,attributable
2006,1,White,Not Hispanic or Latino,M,666,wonder,YLL,absolute number,51029.2072920964,72665.7593167594,92229.2142430748,EPA,attributable
