Year,STATEFP,Race,Hispanic.Origin,Gender.Code,Education,source,measure1,measure2,lower,mean,upper,method,attr
2015,1,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,absolute number,4.57943662481653,6.63993341338582,8.44672845740166,EPA,attributable
2015,1,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,age-adjusted rate,38.0489008135865,55.1688315732196,70.1808452885514,EPA,attributable
2015,1,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,crude rate,12.441078607994,18.0388856349964,22.9474543111784,EPA,attributable
2015,1,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,absolute number,104.766780696386,151.906119628125,193.2413570488,EPA,attributable
2015,1,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,age-adjusted rate,762.954742598845,1106.24277685822,1407.26295918058,EPA,attributable
2015,1,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,crude rate,284.622730029031,412.687439561317,524.983990461028,EPA,attributable
2015,1,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,absolute number,0.717130271214962,1.03974452558605,1.32266218140856,EPA,attributable
2015,1,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,age-adjusted rate,15.7328605134059,22.810577446283,29.0174051239018,EPA,attributable
2015,1,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,crude rate,3.8617677502152,5.59905506508376,7.12257502104773,EPA,attributable
2015,1,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,absolute number,12.2654481283688,17.7832857672081,22.6221720496288,EPA,attributable
2015,1,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,age-adjusted rate,269.08721090676,390.141046439884,496.299614802337,EPA,attributable
2015,1,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,crude rate,66.0498014451738,95.7635205557789,121.821066503117,EPA,attributable
2015,1,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,absolute number,2.15153063088757,3.1158774495236,3.96319180854113,EPA,attributable
2015,1,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,age-adjusted rate,10.0275014354619,14.5219710792275,18.4709950110089,EPA,attributable
2015,1,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,crude rate,2.79249111696441,4.04412559804222,5.14386258847343,EPA,attributable
2015,1,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,absolute number,25.5913807936648,37.0618038955162,47.1401844225052,EPA,attributable
2015,1,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,age-adjusted rate,132.75133163486,192.252378235791,244.532419178789,EPA,attributable
2015,1,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,crude rate,33.2152852072953,48.1028513706131,61.1836728522918,EPA,attributable
2015,1,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,absolute number,1.62875238948743,2.35893851321689,3.00043790344064,EPA,attributable
2015,1,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,age-adjusted rate,9.60981115879738,13.9179864254029,17.7029005954898,EPA,attributable
2015,1,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,crude rate,4.01200184616457,5.81062273866762,7.39078725876453,EPA,attributable
2015,1,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,absolute number,18.9170680877407,27.3977805081601,34.8484450299329,EPA,attributable
2015,1,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,age-adjusted rate,127.221645022994,184.256391638506,234.36382861436,EPA,attributable
2015,1,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,crude rate,46.5972069062756,67.4872047396608,85.839951301655,EPA,attributable
2015,1,Black or African American,All Origins,A,666,wonder,Deaths,absolute number,902.662631818421,1305.96790618447,1660.91727458538,EPA,attributable
2015,1,Black or African American,All Origins,A,666,wonder,Deaths,age-adjusted rate,145.787167942368,210.924165635072,268.251301331223,EPA,attributable
2015,1,Black or African American,All Origins,A,666,wonder,Deaths,crude rate,68.2125362873238,98.68956579185,125.512429416363,EPA,attributable
2015,1,Black or African American,All Origins,A,666,wonder,YLL,absolute number,25551.5730973212,36967.8917032433,47015.4049300544,EPA,attributable
2015,1,Black or African American,All Origins,A,666,wonder,YLL,age-adjusted rate,4025.94121290631,5824.71216920684,7407.81225595965,EPA,attributable
2015,1,Black or African American,All Origins,A,666,wonder,YLL,crude rate,1930.88485737807,2793.59482201386,3552.86670989575,EPA,attributable
2015,1,Black or African American,All Origins,F,666,wonder,Deaths,absolute number,432.357553516652,625.508545972713,795.512082327938,EPA,attributable
2015,1,Black or African American,All Origins,F,666,wonder,Deaths,age-adjusted rate,114.670473590626,165.898249303773,210.986824413365,EPA,attributable
2015,1,Black or African American,All Origins,F,666,wonder,Deaths,crude rate,61.3033129606922,88.6898952995299,112.794435416481,EPA,attributable
2015,1,Black or African American,All Origins,F,666,wonder,YLL,absolute number,10748.6313884415,15550.4645085881,19776.8399521328,EPA,attributable
2015,1,Black or African American,All Origins,F,666,wonder,YLL,age-adjusted rate,3016.43061430456,4363.98788973292,5550.05221873785,EPA,attributable
2015,1,Black or African American,All Origins,F,666,wonder,YLL,crude rate,1524.03192345146,2204.87646092993,2804.12773894657,EPA,attributable
2015,1,Black or African American,All Origins,M,666,wonder,Deaths,absolute number,468.494860940748,677.846293498817,862.082801816724,EPA,attributable
2015,1,Black or African American,All Origins,M,666,wonder,Deaths,age-adjusted rate,186.811588340248,270.290142531744,343.75416021599,EPA,attributable
2015,1,Black or African American,All Origins,M,666,wonder,Deaths,crude rate,75.8041821295542,109.678009669195,139.488150603078,EPA,attributable
2015,1,Black or African American,All Origins,M,666,wonder,YLL,absolute number,14660.26606239,21211.3468910695,26976.5248162289,EPA,attributable
2015,1,Black or African American,All Origins,M,666,wonder,YLL,age-adjusted rate,5254.3092682383,7602.24787785296,9668.51513905365,EPA,attributable
2015,1,Black or African American,All Origins,M,666,wonder,YLL,crude rate,2372.0846722408,3432.07351242887,4364.90038820401,EPA,attributable
2015,1,White,Hispanic or Latino,A,666,wonder,Deaths,absolute number,20.0004593131552,28.9730139174955,36.8529553763705,EPA,attributable
2015,1,White,Hispanic or Latino,A,666,wonder,Deaths,age-adjusted rate,46.602432709235,67.509096182892,85.8698965945302,EPA,attributable
2015,1,White,Hispanic or Latino,A,666,wonder,Deaths,crude rate,11.693166269004,16.9389244390306,21.5458919204243,EPA,attributable
2015,1,White,Hispanic or Latino,A,666,wonder,YLL,absolute number,794.04907766631,1150.27333213635,1463.11915980035,EPA,attributable
2015,1,White,Hispanic or Latino,A,666,wonder,YLL,age-adjusted rate,1320.8943206342,1913.47053265439,2433.88707694404,EPA,attributable
2015,1,White,Hispanic or Latino,A,666,wonder,YLL,crude rate,464.236733043141,672.501421936078,855.405135403957,EPA,attributable
2015,1,White,Hispanic or Latino,F,666,wonder,Deaths,absolute number,3.29790683419789,4.77786209021965,6.07738816808907,EPA,attributable
2015,1,White,Hispanic or Latino,F,666,wonder,Deaths,age-adjusted rate,14.6618083648266,21.2413818468004,27.0188047021826,EPA,attributable
2015,1,White,Hispanic or Latino,F,666,wonder,Deaths,crude rate,4.15034650230665,6.01283911632077,7.64826539823192,EPA,attributable
2015,1,White,Hispanic or Latino,F,666,wonder,YLL,absolute number,125.030566199174,181.138774499985,230.406534165526,EPA,attributable
2015,1,White,Hispanic or Latino,F,666,wonder,YLL,age-adjusted rate,341.156280174312,494.25218474422,628.683357304397,EPA,attributable
2015,1,White,Hispanic or Latino,F,666,wonder,YLL,crude rate,157.348342204571,227.959344206573,289.961785234927,EPA,attributable
2015,1,White,Hispanic or Latino,M,666,wonder,Deaths,absolute number,8.70165105769188,12.6043253318072,16.0322392305329,EPA,attributable
2015,1,White,Hispanic or Latino,M,666,wonder,Deaths,age-adjusted rate,44.1860750311312,64.0034472924208,81.4100359645165,EPA,attributable
2015,1,White,Hispanic or Latino,M,666,wonder,Deaths,crude rate,9.50138241561413,13.7627347125637,17.5056934480557,EPA,attributable
2015,1,White,Hispanic or Latino,M,666,wonder,YLL,absolute number,393.077152777189,569.371522858829,724.219680563954,EPA,attributable
2015,1,White,Hispanic or Latino,M,666,wonder,YLL,age-adjusted rate,1264.37562340401,1831.44573292253,2329.53175636119,EPA,attributable
2015,1,White,Hispanic or Latino,M,666,wonder,YLL,crude rate,429.203184845647,621.700012948723,790.779599449629,EPA,attributable
2015,1,White,Not Hispanic or Latino,A,666,wonder,Deaths,absolute number,2874.73000123555,4166.32890975967,5299.75670022151,EPA,attributable
2015,1,White,Not Hispanic or Latino,A,666,wonder,Deaths,age-adjusted rate,121.333822234491,175.848379183412,223.687002631326,EPA,attributable
2015,1,White,Not Hispanic or Latino,A,666,wonder,Deaths,crude rate,88.5713441011968,128.365916571812,163.287186673598,EPA,attributable
2015,1,White,Not Hispanic or Latino,A,666,wonder,YLL,absolute number,62873.6933014592,91122.4657455295,115911.851616975,EPA,attributable
2015,1,White,Not Hispanic or Latino,A,666,wonder,YLL,age-adjusted rate,3170.09379966155,4594.39788728095,5844.27958377519,EPA,attributable
2015,1,White,Not Hispanic or Latino,A,666,wonder,YLL,crude rate,1937.15845381069,2807.51210215498,3571.28095179771,EPA,attributable
2015,1,White,Not Hispanic or Latino,F,666,wonder,Deaths,absolute number,1410.3404806189,2043.96353723239,2600.0079328692,EPA,attributable
2015,1,White,Not Hispanic or Latino,F,666,wonder,Deaths,age-adjusted rate,100.145406624407,145.137690064582,184.621270708764,EPA,attributable
2015,1,White,Not Hispanic or Latino,F,666,wonder,Deaths,crude rate,85.0715804425369,123.291652525617,156.832188433854,EPA,attributable
2015,1,White,Not Hispanic or Latino,F,666,wonder,YLL,absolute number,27683.690566327,40121.1302314499,51035.7719094614,EPA,attributable
2015,1,White,Not Hispanic or Latino,F,666,wonder,YLL,age-adjusted rate,2530.63227522042,3667.56834096126,4665.3018056041,EPA,attributable
2015,1,White,Not Hispanic or Latino,F,666,wonder,YLL,crude rate,1669.87712635611,2420.10209934022,3078.47206763677,EPA,attributable
2015,1,White,Not Hispanic or Latino,M,666,wonder,Deaths,absolute number,1464.32951764886,2122.28139514868,2699.64238602064,EPA,attributable
2015,1,White,Not Hispanic or Latino,M,666,wonder,Deaths,age-adjusted rate,145.504084102574,210.881913454053,268.251775333409,EPA,attributable
2015,1,White,Not Hispanic or Latino,M,666,wonder,Deaths,crude rate,92.2215942463186,133.65855932083,170.020013755852,EPA,attributable
2015,1,White,Not Hispanic or Latino,M,666,wonder,YLL,absolute number,35185.5145864697,50995.0541087866,64868.1225139101,EPA,attributable
2015,1,White,Not Hispanic or Latino,M,666,wonder,YLL,age-adjusted rate,3865.97210782285,5603.02894922835,7127.31802484556,EPA,attributable
2015,1,White,Not Hispanic or Latino,M,666,wonder,YLL,crude rate,2215.93856466905,3211.6030797088,4085.31112833362,EPA,attributable
2015,2,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,absolute number,65.0031586221354,94.1763639470787,119.779632713614,EPA,attributable
2015,2,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,age-adjusted rate,145.029670815432,210.118513490022,267.242409000926,EPA,attributable
2015,2,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,crude rate,51.472157783903,74.5726941174765,94.8464087748746,EPA,attributable
2015,2,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,absolute number,2299.96855300527,3332.18692915794,4238.09233845477,EPA,attributable
2015,2,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,age-adjusted rate,4342.50044850801,6291.40046957318,8001.81283196704,EPA,attributable
2015,2,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,crude rate,1821.20910379867,2638.56180251326,3355.89473145095,EPA,attributable
2015,2,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,absolute number,26.7123344950397,38.703871352616,49.2265630395596,EPA,attributable
2015,2,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,age-adjusted rate,112.323631513077,162.747265116348,206.994500182585,EPA,attributable
2015,2,American Indian or Alaska Native,All Origins,F,666,wonder,Deaths,crude rate,42.9058667079568,62.1669044180925,79.0686546942717,EPA,attributable
2015,2,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,absolute number,840.999887582711,1218.53638298105,1549.82837572809,EPA,attributable
2015,2,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,age-adjusted rate,3238.80028790571,4692.7425868823,5968.59127287208,EPA,attributable
2015,2,American Indian or Alaska Native,All Origins,F,666,wonder,YLL,crude rate,1350.83023480149,1957.23663301271,2489.36421942255,EPA,attributable
2015,2,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,absolute number,36.0959592846752,52.2916135769875,66.5072788756321,EPA,attributable
2015,2,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,age-adjusted rate,179.264610299854,259.697648035884,330.297397991736,EPA,attributable
2015,2,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,crude rate,56.3735112988837,81.6673646368695,103.868934680044,EPA,attributable
2015,2,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,absolute number,1293.86038167606,1874.3939333371,2383.95473996435,EPA,attributable
2015,2,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,age-adjusted rate,5175.55246202597,7497.73644349685,9536.02335964411,EPA,attributable
2015,2,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,crude rate,2020.7096387257,2927.36831694065,3723.18403867617,EPA,attributable
2015,2,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,absolute number,8.56222410105375,12.4549274145159,15.8482850135125,EPA,attributable
