Year,STATEFP,Race,Hispanic.Origin,Gender.Code,Education,source,measure1,measure2,lower,mean,upper,method,attr
2005,1,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,absolute number,1.50803072569904,2.14556534563884,2.72287263441692,EPA,attributable
2005,1,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,age-adjusted rate,13.716701958892,19.5155707890586,24.7666256143469,EPA,attributable
2005,1,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,crude rate,3.02228736336661,4.29998866793362,5.45698666135623,EPA,attributable
2005,1,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,absolute number,32.1032598757899,45.6752244484965,57.9650575427389,EPA,attributable
2005,1,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,age-adjusted rate,292.003896287288,415.451376413506,527.236882375334,EPA,attributable
2005,1,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,crude rate,64.3390582114956,91.5390192767032,116.169424099122,EPA,attributable
2005,1,Black or African American,All Origins,A,666,wonder,Deaths,absolute number,1318.4574693438,1874.84736816989,2379.13440215536,EPA,attributable
2005,1,Black or African American,All Origins,A,666,wonder,Deaths,age-adjusted rate,261.352185171415,371.642975163962,471.605637100499,EPA,attributable
2005,1,Black or African American,All Origins,A,666,wonder,Deaths,crude rate,108.882170524294,154.830516413775,196.476051521498,EPA,attributable
2005,1,Black or African American,All Origins,A,666,wonder,YLL,absolute number,37292.465459028,53029.9098333627,67293.6287879825,EPA,attributable
2005,1,Black or African American,All Origins,A,666,wonder,YLL,age-adjusted rate,7133.82874746478,10144.3090605082,12872.8743905752,EPA,attributable
2005,1,Black or African American,All Origins,A,666,wonder,YLL,crude rate,3079.72359958048,4379.36893651785,5557.30961009945,EPA,attributable
2005,1,Black or African American,All Origins,F,666,wonder,Deaths,absolute number,654.658467752039,930.875257556711,1181.24866619835,EPA,attributable
2005,1,Black or African American,All Origins,F,666,wonder,Deaths,age-adjusted rate,207.436188558062,294.958707421329,374.292448850279,EPA,attributable
2005,1,Black or African American,All Origins,F,666,wonder,Deaths,crude rate,101.090723021648,143.743428772105,182.405464248235,EPA,attributable
2005,1,Black or African American,All Origins,F,666,wonder,YLL,absolute number,16128.9313276221,22934.1310672567,29102.6230568437,EPA,attributable
2005,1,Black or African American,All Origins,F,666,wonder,YLL,age-adjusted rate,5403.03913244015,7682.71654878255,9749.10290327115,EPA,attributable
2005,1,Black or African American,All Origins,F,666,wonder,YLL,crude rate,2490.58923055646,3541.43115176256,4493.95425487283,EPA,attributable
2005,1,Black or African American,All Origins,M,666,wonder,Deaths,absolute number,662.97621340117,942.810501339115,1196.41316611171,EPA,attributable
2005,1,Black or African American,All Origins,M,666,wonder,Deaths,age-adjusted rate,339.437718616437,482.710298187606,612.552528158186,EPA,attributable
2005,1,Black or African American,All Origins,M,666,wonder,Deaths,crude rate,117.693377939097,167.370337602007,212.390586697102,EPA,attributable
2005,1,Black or African American,All Origins,M,666,wonder,YLL,absolute number,21095.5736389921,29999.7616152472,38069.2723783998,EPA,attributable
2005,1,Black or African American,All Origins,M,666,wonder,YLL,age-adjusted rate,9398.12454174661,13364.9599061708,16959.944732888,EPA,attributable
2005,1,Black or African American,All Origins,M,666,wonder,YLL,crude rate,3744.94479733859,5325.64096644237,6758.16291946853,EPA,attributable
2005,1,White,Hispanic or Latino,A,666,wonder,Deaths,absolute number,20.8189853195413,29.6323835941984,37.607658188804,EPA,attributable
2005,1,White,Hispanic or Latino,A,666,wonder,Deaths,age-adjusted rate,58.3230207669563,83.0131775018195,105.35538576337,EPA,attributable
2005,1,White,Hispanic or Latino,A,666,wonder,Deaths,crude rate,19.4226882604943,27.6449855807951,35.0853708764929,EPA,attributable
2005,1,White,Hispanic or Latino,A,666,wonder,YLL,absolute number,1145.91533142513,1631.02101980879,2069.99483577598,EPA,attributable
2005,1,White,Hispanic or Latino,A,666,wonder,YLL,age-adjusted rate,1875.52837898473,2669.50456589808,3387.97636472964,EPA,attributable
