Year,STATEFP,Race,Hispanic.Origin,Gender.Code,Education,source,measure1,measure2,lower,mean,upper,method,attr
2012,1,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,absolute number,2.05279659092803,2.96705111524675,3.77303131212345,EPA,attributable
2012,1,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,age-adjusted rate,11.7812845175695,17.0283181107053,21.6539503125974,EPA,attributable
2012,1,American Indian or Alaska Native,All Origins,A,666,wonder,Deaths,crude rate,5.71475346156297,8.25993462110393,10.5036923028965,EPA,attributable
2012,1,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,absolute number,56.3278468812918,81.4145939481656,103.530340495903,EPA,attributable
2012,1,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,age-adjusted rate,319.691346114116,462.072359830743,587.591320267221,EPA,attributable
2012,1,American Indian or Alaska Native,All Origins,A,666,wonder,YLL,crude rate,156.810352944772,226.649018535579,288.216754811679,EPA,attributable
2012,1,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,absolute number,0.870316101251853,1.2578520852303,1.59952815156274,EPA,attributable
2012,1,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,age-adjusted rate,10.7861072220026,15.5889652520487,19.82346658019,EPA,attributable
2012,1,American Indian or Alaska Native,All Origins,M,666,wonder,Deaths,crude rate,4.77959306525264,6.9078592192339,8.78427234643715,EPA,attributable
2012,1,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,absolute number,22.3504967089657,32.3027677540001,41.0773150536664,EPA,attributable
2012,1,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,age-adjusted rate,276.996890694268,400.338585096759,509.084370521848,EPA,attributable
2012,1,American Indian or Alaska Native,All Origins,M,666,wonder,YLL,crude rate,122.744229276543,177.4000096326,225.587978766909,EPA,attributable
2012,1,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,absolute number,4.25046156115684,6.13593011614476,7.80156810388334,EPA,attributable
2012,1,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,age-adjusted rate,30.8387512736425,44.518558740416,56.6034099681543,EPA,attributable
2012,1,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,crude rate,6.1018124882023,8.8085245497994,11.1996556136082,EPA,attributable
2012,1,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,absolute number,82.3909648024465,118.938895213056,151.225628982279,EPA,attributable
2012,1,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,age-adjusted rate,557.208661288493,804.381678691439,1022.73629735701,EPA,attributable
2012,1,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,crude rate,118.277558969331,170.744476970751,217.094171581962,EPA,attributable
2012,1,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,absolute number,1.14500503195303,1.65289856765623,2.10158560524826,EPA,attributable
2012,1,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,age-adjusted rate,10.9264085071236,15.7730703944996,20.0547440358978,EPA,attributable
2012,1,Asian or Pacific Islander,All Origins,F,666,wonder,Deaths,crude rate,3.14812634228653,4.54455078951975,5.77819033089071,EPA,attributable
2012,1,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,absolute number,24.3750962586232,35.1872354863271,44.7389749338363,EPA,attributable
2012,1,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,age-adjusted rate,232.603570892518,335.780279064954,426.929404391569,EPA,attributable
2012,1,Asian or Pacific Islander,All Origins,F,666,wonder,YLL,crude rate,67.0179435776393,96.7453066628004,123.00727209545,EPA,attributable
2012,1,Black or African American,All Origins,A,666,wonder,Deaths,absolute number,928.22064371155,1338.82838742554,1702.08802374782,EPA,attributable
2012,1,Black or African American,All Origins,A,666,wonder,Deaths,age-adjusted rate,158.645227566131,228.823540646359,290.90943375848,EPA,attributable
2012,1,Black or African American,All Origins,A,666,wonder,Deaths,crude rate,71.5142504277162,103.149298851232,131.136438308028,EPA,attributable
2012,1,Black or African American,All Origins,A,666,wonder,YLL,absolute number,26005.8128108009,37509.7458401223,47687.1343392006,EPA,attributable
