Year,Race,Hispanic.Origin,Education,Gender.Code,STATEFP,measure1,measure2,attr,mean,lower,upper,source,method
2009,American Indian or Alaska Native,All Origins,666,A,2,Deaths,absolute number,attributable,2.72507135413404,1.87760745858788,3.90223499869582,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,2,Deaths,age-adjusted rate,attributable,9.34805667164613,6.49536070763914,13.3654809235866,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,2,Deaths,crude rate,attributable,2.28370054902414,1.57349758109051,3.27020288676981,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,2,YLL,absolute number,attributable,64.4391155522458,44.1038645774142,93.0544710467854,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,2,YLL,age-adjusted rate,attributable,204.326204598558,141.627166117416,291.789219710542,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,2,YLL,crude rate,attributable,54.0021248772246,36.9605073264343,77.9827457715232,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,4,Deaths,absolute number,attributable,2.24488845850484,0.970240836807513,4.8765339949456,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,4,Deaths,age-adjusted rate,attributable,2.28031381890373,0.96327333275366,5.07231098499735,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,4,Deaths,crude rate,attributable,0.635686422112464,0.274743684391498,1.38089107982738,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,4,YLL,absolute number,attributable,66.0616534817699,28.9391855347307,139.167347379831,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,4,YLL,age-adjusted rate,attributable,61.5514541882513,26.9050765214766,132.140779683592,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,4,YLL,crude rate,attributable,18.7067183590178,8.19472666525007,39.4081019017258,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,6,Deaths,absolute number,attributable,12.9040247145701,9.08323779934035,18.10172553882,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,6,Deaths,age-adjusted rate,attributable,7.1111000597782,4.90502234861012,10.0493854236924,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,6,Deaths,crude rate,attributable,1.81931577201216,1.28062973799314,2.552130478813,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,6,YLL,absolute number,attributable,340.128853393292,237.096825379965,477.619740468661,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,6,YLL,age-adjusted rate,attributable,168.342338621838,117.493872439541,237.742505980249,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,6,YLL,crude rate,attributable,47.9541694302653,33.427864828927,67.3387680262154,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,26,Deaths,absolute number,attributable,1.75638547684641,0.943416874142759,2.96135002548692,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,26,Deaths,age-adjusted rate,attributable,8.3312395140221,4.27061811122773,14.2829150353376,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,26,Deaths,crude rate,attributable,2.09200599931681,1.12369054890332,3.52722229889935,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,26,YLL,absolute number,attributable,39.3920015469683,21.1052691201915,67.7799377544405,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,26,YLL,age-adjusted rate,attributable,173.934915787919,90.6545725277329,298.791394782738,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,26,YLL,crude rate,attributable,46.9192581285281,25.1381887397019,80.7317290451547,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,27,Deaths,absolute number,attributable,0.316420384866801,0.119795037662383,0.645568691323693,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,27,Deaths,age-adjusted rate,attributable,1.84294771854337,0.697729988052577,3.7600274942427,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,27,Deaths,crude rate,attributable,0.41242457817419,0.156141703373716,0.841438819795748,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,27,YLL,absolute number,attributable,8.12595878720684,3.076443824459,16.5787819966645,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,27,YLL,age-adjusted rate,attributable,47.3285474770041,17.9183307987577,96.5608725551692,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,27,YLL,crude rate,attributable,10.591432427735,4.00985874254973,21.6089022661877,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,35,Deaths,absolute number,attributable,0.325880954949159,0.0518528687989702,1.17928937410287,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,35,Deaths,age-adjusted rate,attributable,0.536966599577656,0.0851935586808813,1.97045260882042,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,35,Deaths,crude rate,attributable,0.149626694222648,0.0238079986771888,0.541465120618773,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,35,YLL,absolute number,attributable,7.67424629932061,1.2464059631393,27.7975442927841,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,35,YLL,age-adjusted rate,attributable,11.8083721692526,1.87401816021186,42.8421233027289,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,35,YLL,crude rate,attributable,3.52359377551498,0.572281384019587,12.7631105680472,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,37,Deaths,absolute number,attributable,2.15308815324314,1.29081491660289,3.34294341065721,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,37,Deaths,age-adjusted rate,attributable,4.97746064855934,2.86939825281843,7.76944655008943,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,37,Deaths,crude rate,attributable,1.40788208619779,0.844050530371792,2.18591613908051,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,37,YLL,absolute number,attributable,51.5672302640371,31.0153288464324,80.3307788175531,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,37,YLL,age-adjusted rate,attributable,114.250509763117,67.8677732484764,178.313646679168,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,37,YLL,crude rate,attributable,33.7192788015753,20.2806029166307,52.5274658620902,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,40,Deaths,absolute number,attributable,23.3017042988479,14.8690346728558,34.5846586772656,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,40,Deaths,age-adjusted rate,attributable,20.6460938380651,13.0436169357556,30.8641839631192,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,40,Deaths,crude rate,attributable,6.13096259566703,3.91222436967679,9.09964550295621,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,40,YLL,absolute number,attributable,603.586724183298,380.990586711342,900.051516169571,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,40,YLL,age-adjusted rate,attributable,495.338072094804,313.553277170194,738.100150177805,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,40,YLL,crude rate,attributable,158.811028659048,100.243270040294,236.814531204994,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,46,Deaths,absolute number,attributable,0.247570773653528,0.0413987047310776,0.757240492439369,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,46,Deaths,age-adjusted rate,attributable,1.63588728933257,0.255799176466258,5.01304682052752,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,46,Deaths,crude rate,attributable,0.325601070103936,0.0544469056764353,0.995910426039807,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,46,YLL,absolute number,attributable,6.1771729220152,1.07354462468527,18.5260046188475,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,46,YLL,age-adjusted rate,attributable,36.1669756937934,5.97799078328425,110.621013562837,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,46,YLL,crude rate,attributable,8.12411773790386,1.4119084956734,24.3651010966627,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,53,Deaths,absolute number,attributable,1.32239375188794,0.367464111949181,3.02437640884177,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,53,Deaths,age-adjusted rate,attributable,3.54440010060895,0.98566652661154,8.1955849520513,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,53,Deaths,crude rate,attributable,0.913665493410674,0.253887526824321,2.08959575005476,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,53,YLL,absolute number,attributable,38.0963367380124,10.5795526650745,87.4325058978937,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,53,YLL,age-adjusted rate,attributable,86.572921383567,24.1672697691452,199.368013273698,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,53,YLL,crude rate,attributable,26.3214403827771,7.30960214535149,60.4086820035884,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,55,Deaths,absolute number,attributable,0.641825092504439,0.289498848090918,1.17127873969407,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,55,Deaths,age-adjusted rate,attributable,4.48235137345804,2.04290892351412,8.17375213694875,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,55,Deaths,crude rate,attributable,0.970022507790163,0.43753415363014,1.77021240470041,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,55,YLL,absolute number,attributable,15.9977991625346,7.08350053756024,29.5733464106592,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,55,YLL,age-adjusted rate,attributable,97.8447681510677,44.684584129799,177.330738628375,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,A,55,YLL,crude rate,attributable,24.1782776086429,10.70565023964,44.6956842043635,wonder,GBD
2009,American Indian or Alaska Native,All Origins,666,F,4,Deaths,absolute number,attributable,0.145310455683127,0.0482502783371704,0.362471585098684,wonder,GBD
