Year,STATEFP,Race,Hispanic.Origin,Gender.Code,Education,source,measure1,measure2,lower,mean,upper,method,attr
2002,1,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,absolute number,2.40987529260301,3.43694286886712,4.36312981504821,EPA,attributable
2002,1,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,age-adjusted rate,26.4041954323573,37.6574304396439,47.8053502133051,EPA,attributable
2002,1,Asian or Pacific Islander,All Origins,A,666,wonder,Deaths,crude rate,5.90901918103868,8.42739099347062,10.698403293157,EPA,attributable
2002,1,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,absolute number,57.0760062269654,81.4012962360788,103.337307642904,EPA,attributable
2002,1,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,age-adjusted rate,623.014875339184,888.538315475353,1127.98151263454,EPA,attributable
2002,1,Asian or Pacific Islander,All Origins,A,666,wonder,YLL,crude rate,139.950484826926,199.596146031628,253.383291182365,EPA,attributable
2002,1,Black or African American,All Origins,A,666,wonder,Deaths,absolute number,1245.98901773624,1776.10986487212,2254.58343296269,EPA,attributable
2002,1,Black or African American,All Origins,A,666,wonder,Deaths,age-adjusted rate,251.589479276741,358.631215589134,455.244359148216,EPA,attributable
2002,1,Black or African American,All Origins,A,666,wonder,Deaths,crude rate,105.36094201091,150.18800793107,190.647775347748,EPA,attributable
2002,1,Black or African American,All Origins,A,666,wonder,YLL,absolute number,34264.9761705799,48843.4178230116,62001.547770788,EPA,attributable
2002,1,Black or African American,All Origins,A,666,wonder,YLL,age-adjusted rate,6850.72629110548,9765.44927280166,12396.203963138,EPA,attributable
2002,1,Black or African American,All Origins,A,666,wonder,YLL,crude rate,2897.44942846511,4130.20374947987,5242.85638659418,EPA,attributable
2002,1,Black or African American,All Origins,F,666,wonder,Deaths,absolute number,627.529493371733,894.472168990592,1135.42955464856,EPA,attributable
2002,1,Black or African American,All Origins,F,666,wonder,Deaths,age-adjusted rate,197.561517113603,281.601551143343,357.460785128568,EPA,attributable
2002,1,Black or African American,All Origins,F,666,wonder,Deaths,crude rate,99.0772424147081,141.223379707817,179.266839915841,EPA,attributable
2002,1,Black or African American,All Origins,F,666,wonder,YLL,absolute number,15113.0625565279,21541.9577690194,27345.0380726078,EPA,attributable
