Year,Race,Hispanic.Origin,Nation,measure,attr,value,overall_value,Population,crude_rate,prop
2013,Black or African American,All Origins,us,YLL,attributable,104860.155303552,8534200.40350468,43696271,239.975066301543,1.22870509650195
2013,Black or African American,All Origins,us,YLL,overall,8534200.40350468,8534200.40350468,43696271,19530.7293006872,100
2013,Black or African American,All Origins,us,YLL,total,1866833.35196837,8534200.40350468,43696271,4272.29442981158,21.874730656685
2013,Black or African American,Hispanic or Latino,us,Deaths,overall,2298,2298,2894185,79.4005911854287,100
2013,Black or African American,Hispanic or Latino,us,Deaths,total,531,2298,2894185,18.3471339945442,23.1070496083551
2013,Black or African American,Hispanic or Latino,us,YLL,overall,83857.043457146,83857.043457146,2894185,2897.43203897284,100
2013,Black or African American,Hispanic or Latino,us,YLL,total,11548.459824941,83857.043457146,2894185,399.022862219969,13.7716038496429
2013,Black or African American,Not Hispanic or Latino,us,Deaths,overall,299207,299207,40802086,733.312997771732,100
2013,Black or African American,Not Hispanic or Latino,us,Deaths,total,78648,299207,40802086,192.754850818167,26.2854812888736
2013,Black or African American,Not Hispanic or Latino,us,YLL,overall,8405843.41617372,8405843.41617372,40802086,20601.5040901922,100
2013,Black or African American,Not Hispanic or Latino,us,YLL,total,1844886.5320172,8405843.41617372,40802086,4521.54954042594,21.9476671248413
2013,White,All Origins,us,Deaths,attributable,25744.4384691214,2217002,249344498,10.3248472196573,1.16122757079702
2013,White,All Origins,us,Deaths,overall,2217002,2217002,249344498,889.132111509435,100
2013,White,All Origins,us,Deaths,total,688762,2217002,249344498,276.229074844074,31.0672701242489
2013,White,All Origins,us,YLL,attributable,546936.465471976,46040823.4034237,249344498,219.349722917077,1.18793806244417
2013,White,All Origins,us,YLL,overall,46040823.4034237,46040823.4034237,249344498,18464.7440680338,100
2013,White,All Origins,us,YLL,total,12841473.1381952,46040823.4034237,249344498,5150.09283990504,27.8914932204281
2013,White,Hispanic or Latino,us,Deaths,attributable,1868.87306677853,159208,48425985,3.85923604192776,1.17385625519982
2013,White,Hispanic or Latino,us,Deaths,overall,159208,159208,48425985,328.765641008644,100
2013,White,Hispanic or Latino,us,Deaths,total,40142,159208,48425985,82.8935126461547,25.213557107683
2013,White,Hispanic or Latino,us,YLL,attributable,45992.5869629562,4503481.9437663,48425985,94.975015919565,1.02126726691153
2013,White,Hispanic or Latino,us,YLL,overall,4503481.9437663,4503481.9437663,48425985,9299.72192360424,100
2013,White,Hispanic or Latino,us,YLL,total,839368.299434193,4503481.9437663,48425985,1733.30144845622,18.6382072786157
2013,White,Not Hispanic or Latino,us,Deaths,attributable,23772.5101286959,2052610,200918513,11.8319162200329,1.15816010487603
2013,White,Not Hispanic or Latino,us,Deaths,overall,2052610,2052610,200918513,1021.61317508855,100
2013,White,Not Hispanic or Latino,us,Deaths,total,646854,2052610,200918513,321.948430904423,31.5137312982008
2013,White,Not Hispanic or Latino,us,YLL,attributable,498387.857519284,41403228.8182712,200918513,248.054721328385,1.20374152389619
2013,White,Not Hispanic or Latino,us,YLL,overall,41403228.8182712,41403228.8182712,200918513,20606.9755345398,100
2013,White,Not Hispanic or Latino,us,YLL,total,11964355.7157945,41403228.8182712,200918513,5954.82991445121,28.8971562297931
2014,American Indian or Alaska Native,All Origins,us,Deaths,attributable,161.53145631024,18008,4518981,3.57451063215888,0.896998313584182
2014,American Indian or Alaska Native,All Origins,us,Deaths,overall,18008,18008,4518981,398.496917778588,100
2014,American Indian or Alaska Native,All Origins,us,Deaths,total,4636,18008,4518981,102.589499712435,25.7441137272323
2014,American Indian or Alaska Native,All Origins,us,YLL,attributable,4354.90461317876,570337.9107274,4518981,96.3691728993497,0.763565691718544
2014,American Indian or Alaska Native,All Origins,us,YLL,overall,570337.9107274,570337.9107274,4518981,12620.9406662121,100
2014,American Indian or Alaska Native,All Origins,us,YLL,total,112637.757204002,570337.9107274,4518981,2492.54770498044,19.7493021392082
2014,American Indian or Alaska Native,Hispanic or Latino,us,Deaths,overall,813,813,1851684,43.9059796379944,100
2014,American Indian or Alaska Native,Hispanic or Latino,us,Deaths,total,187,813,1851684,10.0989153656887,23.0012300123001
2014,American Indian or Alaska Native,Hispanic or Latino,us,YLL,overall,30049.978658487,30049.978658487,1851684,1622.84594231451,100
2014,American Indian or Alaska Native,Hispanic or Latino,us,YLL,total,4621.016547805,30049.978658487,1851684,249.557513474491,15.3777698158195
2014,American Indian or Alaska Native,Not Hispanic or Latino,us,Deaths,overall,17138,17138,2667297,642.52312359666,100
2014,American Indian or Alaska Native,Not Hispanic or Latino,us,Deaths,total,4432,17138,2667297,166.160723758921,25.8606605204808
2014,American Indian or Alaska Native,Not Hispanic or Latino,us,YLL,overall,538514.323006613,538514.323006613,2667297,20189.5148161833,100
2014,American Indian or Alaska Native,Not Hispanic or Latino,us,YLL,total,107600.248168498,538514.323006613,2667297,4034.05575638926,19.9809445304534
2014,Asian or Pacific Islander,All Origins,us,Deaths,attributable,846.079447580522,61568,19398214,4.36163580616505,1.3742194769694
2014,Asian or Pacific Islander,All Origins,us,Deaths,overall,61568,61568,19398214,317.390044258714,100
2014,Asian or Pacific Islander,All Origins,us,Deaths,total,18510,61568,19398214,95.4211557826922,30.0643191268191
2014,Asian or Pacific Islander,All Origins,us,YLL,attributable,19151.5712339091,1411589.62093899,19398214,98.7285284815867,1.35673788966864
2014,Asian or Pacific Islander,All Origins,us,YLL,overall,1411589.62093899,1411589.62093899,19398214,7276.90508486497,100
2014,Asian or Pacific Islander,All Origins,us,YLL,total,360353.195340821,1411589.62093899,19398214,1857.66171741801,25.5281839704315
2014,Asian or Pacific Islander,Hispanic or Latino,us,Deaths,overall,876,876,961306,91.1260306291649,100
2014,Asian or Pacific Islander,Hispanic or Latino,us,Deaths,total,208,876,961306,21.6372310169707,23.7442922374429
2014,Asian or Pacific Islander,Hispanic or Latino,us,YLL,overall,28428.303096174,28428.303096174,961306,2957.25846880952,100
2014,Asian or Pacific Islander,Hispanic or Latino,us,YLL,total,4928.856276485,28428.303096174,961306,512.725009152653,17.3378490436467
2014,Asian or Pacific Islander,Not Hispanic or Latino,us,Deaths,overall,60424,60424,18436908,327.733912866518,100
2014,Asian or Pacific Islander,Not Hispanic or Latino,us,Deaths,total,18219,60424,18436908,98.8180881523084,30.1519263868662
2014,Asian or Pacific Islander,Not Hispanic or Latino,us,YLL,overall,1376439.13384663,1376439.13384663,18436908,7465.67230170391,100
2014,Asian or Pacific Islander,Not Hispanic or Latino,us,YLL,total,353614.298851802,1376439.13384663,18436908,1917.96964464867,25.6905147606188
2014,Black or African American,All Origins,us,Deaths,attributable,4013.86668563341,308934,44309394,9.05872620517763,1.2992634949968
2014,Black or African American,All Origins,us,Deaths,overall,308934,308934,44309394,697.220097390635,100
2014,Black or African American,All Origins,us,Deaths,total,79596,308934,44309394,179.636850822198,25.7647264464255
2014,Black or African American,All Origins,us,YLL,attributable,106208.18814256,8680483.59917392,44309394,239.696774328621,1.2235284696888
2014,Black or African American,All Origins,us,YLL,overall,8680483.59917392,8680483.59917392,44309394,19590.616832119,100
2014,Black or African American,All Origins,us,YLL,total,1868360.6286333,8680483.59917392,44309394,4216.62419628962,21.5236928598206
2014,Black or African American,Hispanic or Latino,us,Deaths,overall,3324,3324,2992875,111.063776469114,100
2014,Black or African American,Hispanic or Latino,us,Deaths,total,756,3324,2992875,25.2599924821451,22.7436823104693
2014,Black or African American,Hispanic or Latino,us,YLL,overall,113695.207437217,113695.207437217,2992875,3798.86254645506,100
2014,Black or African American,Hispanic or Latino,us,YLL,total,16413.075151017,113695.207437217,2992875,548.404966830122,14.4360307887915
2014,Black or African American,Not Hispanic or Latino,us,Deaths,overall,303824,303824,41316519,735.357206641731,100
2014,Black or African American,Not Hispanic or Latino,us,Deaths,total,78275,303824,41316519,189.452068796018,25.7632708410132
2014,Black or African American,Not Hispanic or Latino,us,YLL,overall,8512150.25687332,8512150.25687332,41316519,20602.292891309,100
2014,Black or African American,Not Hispanic or Latino,us,YLL,total,1838466.81662275,8512150.25687332,41316519,4449.71372496979,21.5981480723774
2014,White,All Origins,us,Deaths,attributable,25209.3006491405,2237745,250630467,10.058354417518,1.12654930070855
2014,White,All Origins,us,Deaths,overall,2237745,2237745,250630467,892.84635933747,100
2014,White,All Origins,us,Deaths,total,681086,2237745,250630467,271.749084679318,30.4362650793544
2014,White,All Origins,us,YLL,attributable,539491.728118008,46648151.1707193,250630467,215.253849452392,1.15651256175967
2014,White,All Origins,us,YLL,overall,46648151.1707193,46648151.1707193,250630467,18612.3226473976,100
2014,White,All Origins,us,YLL,total,12810585.710093,46648151.1707193,250630467,5111.34414879138,27.4621509933155
2014,White,Hispanic or Latino,us,Deaths,attributable,1871.47183992542,164368,49581674,3.77452330456898,1.1385864888089
2014,White,Hispanic or Latino,us,Deaths,overall,164368,164368,49581674,331.509581544181,100
2014,White,Hispanic or Latino,us,Deaths,total,40686,164368,49581674,82.0585444533398,24.7529932833642
2014,White,Hispanic or Latino,us,YLL,attributable,46319.900750324,4640002.97396241,49581674,93.4214136261796,0.998273083234003
2014,White,Hispanic or Latino,us,YLL,overall,4640002.97396241,4640002.97396241,49581674,9358.30237188525,100
2014,White,Hispanic or Latino,us,YLL,total,860078.349880577,4640002.97396241,49581674,1734.66984975251,18.5361594530639
2014,White,Not Hispanic or Latino,us,Deaths,attributable,23213.4410634138,2066852,201048793,11.5461728056302,1.12313029977056
2014,White,Not Hispanic or Latino,us,Deaths,overall,2066852,2066852,201048793,1028.03502033459,100
2014,White,Not Hispanic or Latino,us,Deaths,total,638220,2066852,201048793,317.445327811543,30.878843768204
2014,White,Not Hispanic or Latino,us,YLL,attributable,490066.064261257,41842040.4333066,201048793,243.754790540452,1.17122888651281
2014,White,Not Hispanic or Latino,us,YLL,overall,41842040.4333066,41842040.4333066,201048793,20811.8834283708,100
2014,White,Not Hispanic or Latino,us,YLL,total,11903062.2414961,41842040.4333066,201048793,5920.48430825254,28.447614213434
2015,American Indian or Alaska Native,All Origins,us,Deaths,attributable,153.020831305289,19016,4577853,3.34263313621667,0.804695158315572
2015,American Indian or Alaska Native,All Origins,us,Deaths,overall,19016,19016,4577853,415.391232527563,100
2015,American Indian or Alaska Native,All Origins,us,Deaths,total,4760,19016,4577853,103.978873939377,25.0315523769457
2015,American Indian or Alaska Native,All Origins,us,YLL,attributable,4097.3269341345,601078.202804834,4577853,89.5032438598291,0.681662870989996
2015,American Indian or Alaska Native,All Origins,us,YLL,overall,601078.202804834,601078.202804834,4577853,13130.133335536,100
2015,American Indian or Alaska Native,All Origins,us,YLL,total,114175.268260456,601078.202804834,4577853,2494.07895492616,18.9950771343355
2015,American Indian or Alaska Native,Hispanic or Latino,us,Deaths,overall,921,921,1888147,48.7779817990866,100
2015,American Indian or Alaska Native,Hispanic or Latino,us,Deaths,total,181,921,1888147,9.58611803000508,19.6525515743757
2015,American Indian or Alaska Native,Hispanic or Latino,us,YLL,overall,34748.170966905,34748.170966905,1888147,1840.33186859418,100
2015,American Indian or Alaska Native,Hispanic or Latino,us,YLL,total,4433.726614697,34748.170966905,1888147,234.81893171967,12.7595970991388
2015,American Indian or Alaska Native,Not Hispanic or Latino,us,Deaths,overall,18039,18039,2689706,670.668095323429,100
2015,American Indian or Alaska Native,Not Hispanic or Latino,us,Deaths,total,4563,18039,2689706,169.646794110583,25.2951937468818
2015,American Indian or Alaska Native,Not Hispanic or Latino,us,YLL,overall,564489.941430369,564489.941430369,2689706,20987.049938929,100
2015,American Indian or Alaska Native,Not Hispanic or Latino,us,YLL,total,109326.047795955,564489.941430369,2689706,4064.60958171469,19.3672269020299
2015,Asian or Pacific Islander,All Origins,us,Deaths,attributable,895.252617336913,66677,20102717,4.45339113780945,1.3426708120295
2015,Asian or Pacific Islander,All Origins,us,Deaths,overall,66677,66677,20102717,331.681533396705,100
2015,Asian or Pacific Islander,All Origins,us,Deaths,total,20096,66677,20102717,99.9665866061787,30.1393284040974
2015,Asian or Pacific Islander,All Origins,us,YLL,attributable,19962.3919604071,1514548.00717129,20102717,99.3019598316343,1.31804286598288
2015,Asian or Pacific Islander,All Origins,us,YLL,overall,1514548.00717129,1514548.00717129,20102717,7534.04630414532,100
2015,Asian or Pacific Islander,All Origins,us,YLL,total,384517.835468658,1514548.00717129,20102717,1912.76550064679,25.3882896843144
2015,Asian or Pacific Islander,Hispanic or Latino,us,Deaths,overall,1066,1066,986160,108.096049322625,100
2015,Asian or Pacific Islander,Hispanic or Latino,us,Deaths,total,228,1066,986160,23.1199805305427,21.3883677298311
2015,Asian or Pacific Islander,Hispanic or Latino,us,YLL,overall,36875.657910747,36875.657910747,986160,3739.31795152379,100
2015,Asian or Pacific Islander,Hispanic or Latino,us,YLL,total,5319.146874546,36875.657910747,986160,539.379702537722,14.4245477258205
2015,Asian or Pacific Islander,Not Hispanic or Latino,us,Deaths,overall,65276,65276,19116557,341.463162011862,100
2015,Asian or Pacific Islander,Not Hispanic or Latino,us,Deaths,total,19743,65276,19116557,103.276965616769,30.2454194497212
2015,Asian or Pacific Islander,Not Hispanic or Latino,us,YLL,overall,1468588.25982399,1468588.25982399,19116557,7682.28431418895,100
2015,Asian or Pacific Islander,Not Hispanic or Latino,us,YLL,total,376484.355377743,1468588.25982399,19116557,1969.41507499359,25.6358004266536
2015,Black or African American,All Origins,us,Deaths,attributable,3801.28371574681,320046,44863196,8.47305598947255,1.18773042492229
2015,Black or African American,All Origins,us,Deaths,overall,320046,320046,44863196,713.382078262993,100
2015,Black or African American,All Origins,us,Deaths,total,80758,320046,44863196,180.009467002752,25.2332477206402
2015,Black or African American,All Origins,us,YLL,attributable,99661.728462594,9012140.13207741,44863196,222.145850827467,1.10586083884629
2015,Black or African American,All Origins,us,YLL,overall,9012140.13207741,9012140.13207741,44863196,20088.0475213523,100
2015,Black or African American,All Origins,us,YLL,total,1879957.01383919,9012140.13207741,44863196,4190.42150683867,20.860272768593
2015,Black or African American,Hispanic or Latino,us,Deaths,overall,2808,2808,3085713,91.0000379166825,100
2015,Black or African American,Hispanic or Latino,us,Deaths,total,604,2808,3085713,19.5740822299417,21.5099715099715
2015,Black or African American,Hispanic or Latino,us,YLL,overall,102936.112981974,102936.112981974,3085713,3335.89394029756,100
2015,Black or African American,Hispanic or Latino,us,YLL,total,13965.388404544,102936.112981974,3085713,452.582220204666,13.5670446454391
2015,Black or African American,Not Hispanic or Latino,us,Deaths,overall,315237,315237,41777483,754.56197301307,100
2015,Black or African American,Not Hispanic or Latino,us,Deaths,total,79561,315237,41777483,190.439907545411,25.2384713723326
2015,Black or African American,Not Hispanic or Latino,us,YLL,overall,8847609.72642007,8847609.72642007,41777483,21177.9386671525,100
2015,Black or African American,Not Hispanic or Latino,us,YLL,total,1851863.31729811,8847609.72642007,41777483,4432.68283371237,20.9306623433921
2015,White,All Origins,us,Deaths,attributable,23607.3277692522,2306753,251875054,9.37263432576861,1.02340076155758
2015,White,All Origins,us,Deaths,overall,2306753,2306753,251875054,915.832260228518,100
2015,White,All Origins,us,Deaths,total,695900,2306753,251875054,276.28778195716,30.1679460262976
2015,White,All Origins,us,YLL,attributable,499997.461813697,47972101.8964576,251875054,198.510115977463,1.04226715538311
2015,White,All Origins,us,YLL,overall,47972101.8964576,47972101.8964576,251875054,19045.9917068475,100
2015,White,All Origins,us,YLL,total,12948913.5966454,47972101.8964576,251875054,5141.00677737041,26.9925917038077
2015,White,Hispanic or Latino,us,Deaths,attributable,1888.52006179853,174656,50632773,3.72983731662994,1.08127980819355
2015,White,Hispanic or Latino,us,Deaths,overall,174656,174656,50632773,344.946542825138,100
2015,White,Hispanic or Latino,us,Deaths,total,43453,174656,50632773,85.8199095672678,24.8791910956394
2015,White,Hispanic or Latino,us,YLL,attributable,46303.5529212748,4889682.66823063,50632773,91.4497669745932,0.946964375052789
2015,White,Hispanic or Latino,us,YLL,overall,4889682.66823063,4889682.66823063,50632773,9657.14966515982,100
2015,White,Hispanic or Latino,us,YLL,total,904176.6458134,4889682.66823063,50632773,1785.75375639292,18.4915199443931
2015,White,Not Hispanic or Latino,us,Deaths,attributable,21579.5692325627,2123574,201242281,10.7231786110409,1.01619106433601
2015,White,Not Hispanic or Latino,us,Deaths,overall,2123574,2123574,201242281,1055.23252342782,100
2015,White,Not Hispanic or Latino,us,Deaths,total,649644,2123574,201242281,322.816853780345,30.5920113921154
2015,White,Not Hispanic or Latino,us,YLL,attributable,450333.039393069,42875104.2068135,201242281,223.776552896987,1.05033689765704
2015,White,Not Hispanic or Latino,us,YLL,overall,42875104.2068135,42875104.2068135,201242281,21305.2167734143,100
2015,White,Not Hispanic or Latino,us,YLL,total,11985445.2334839,42875104.2068135,201242281,5955.72917079182,27.9543232727098
2016,American Indian or Alaska Native,All Origins,us,Deaths,attributable,135.520944408643,19706,4630155,2.92692025231646,0.687714119601355
2016,American Indian or Alaska Native,All Origins,us,Deaths,overall,19706,19706,4630155,425.601302764162,100
2016,American Indian or Alaska Native,All Origins,us,Deaths,total,4875,19706,4630155,105.288051911869,24.738658276667
2016,American Indian or Alaska Native,All Origins,us,YLL,attributable,3598.8734303289,625142.518464636,4630155,77.7268456526596,0.575688474872548
2016,American Indian or Alaska Native,All Origins,us,YLL,overall,625142.518464636,625142.518464636,4630155,13501.5462433684,100
2016,American Indian or Alaska Native,All Origins,us,YLL,total,116298.017057932,625142.518464636,4630155,2511.75213481907,18.6034405952042
2016,American Indian or Alaska Native,Hispanic or Latino,us,Deaths,overall,995,995,1919088,51.8475442501855,100
2016,American Indian or Alaska Native,Hispanic or Latino,us,Deaths,total,170,995,1919088,8.85837439450406,17.0854271356784
2016,American Indian or Alaska Native,Hispanic or Latino,us,YLL,overall,37086.096314861,37086.096314861,1919088,1932.48544698633,100
2016,American Indian or Alaska Native,Hispanic or Latino,us,YLL,total,4487.807999327,37086.096314861,1919088,233.851079227581,12.1010525379255
2016,American Indian or Alaska Native,Not Hispanic or Latino,us,Deaths,overall,18593,18593,2711067,685.818535654043,100
2016,American Indian or Alaska Native,Not Hispanic or Latino,us,Deaths,total,4669,18593,2711067,172.2200152191,25.1116011402141
2016,American Indian or Alaska Native,Not Hispanic or Latino,us,YLL,overall,584312.621799511,584312.621799511,2711067,21552.8654142266,100
2016,American Indian or Alaska Native,Not Hispanic or Latino,us,YLL,total,110893.101617072,584312.621799511,2711067,4090.38587453102,18.9783854532449
2016,Asian or Pacific Islander,All Origins,us,Deaths,attributable,751.969404003137,69652,20487524,3.67037717199568,1.07960920577031
2016,Asian or Pacific Islander,All Origins,us,Deaths,overall,69652,69652,20487524,339.97275610269,100
2016,Asian or Pacific Islander,All Origins,us,Deaths,total,20766,69652,20487524,101.359246729864,29.8139321196807
2016,Asian or Pacific Islander,All Origins,us,YLL,attributable,16892.0900782255,1593499.33035756,20487524,82.4506176452824,1.06006257777561
2016,Asian or Pacific Islander,All Origins,us,YLL,overall,1593499.33035756,1593499.33035756,20487524,7777.90098187345,100
2016,Asian or Pacific Islander,All Origins,us,YLL,total,399467.447398233,1593499.33035756,20487524,1949.80831943496,25.0685670077187
2016,Asian or Pacific Islander,Hispanic or Latino,us,Deaths,overall,1148,1148,1007794,113.912168558257,100
2016,Asian or Pacific Islander,Hispanic or Latino,us,Deaths,total,247,1148,1007794,24.5089770330048,21.5156794425087
2016,Asian or Pacific Islander,Hispanic or Latino,us,YLL,overall,40079.063298882,40079.063298882,1007794,3976.91029107953,100
2016,Asian or Pacific Islander,Hispanic or Latino,us,YLL,total,5989.539376295,40079.063298882,1007794,594.321793570412,14.9443097799695
2016,Asian or Pacific Islander,Not Hispanic or Latino,us,Deaths,overall,68232,68232,19479730,350.271795348293,100
2016,Asian or Pacific Islander,Not Hispanic or Latino,us,Deaths,total,20427,68232,19479730,104.862849741757,29.9375659514597
2016,Asian or Pacific Islander,Not Hispanic or Latino,us,YLL,overall,1545872.15681546,1545872.15681546,19479730,7935.79868312065,100
2016,Asian or Pacific Islander,Not Hispanic or Latino,us,YLL,total,391288.247489438,1545872.15681546,19479730,2008.69440946788,25.3118115727955
2016,Black or African American,All Origins,us,Deaths,attributable,3321.75772796834,331766,45307020,7.33166235159217,1.00123512595273
2016,Black or African American,All Origins,us,Deaths,overall,331766,331766,45307020,732.26179960633,100
2016,Black or African American,All Origins,us,Deaths,total,83170,331766,45307020,183.569786757107,25.0688738448183
2016,Black or African American,All Origins,us,YLL,attributable,87235.6519504491,9395857.05591107,45307020,192.543345270665,0.928448053555347
2016,Black or African American,All Origins,us,YLL,overall,9395857.05591107,9395857.05591107,45307020,20738.192571286,100
2016,Black or African American,All Origins,us,YLL,total,1940659.09514527,9395857.05591107,45307020,4283.35188486302,20.6544127225134
2016,Black or African American,Hispanic or Latino,us,Deaths,overall,3285,3285,3165351,103.77995994757,100
2016,Black or African American,Hispanic or Latino,us,Deaths,total,704,3285,3165351,22.2408194225538,21.4307458143075
2016,Black or African American,Hispanic or Latino,us,YLL,overall,119389.405060185,119389.405060185,3165351,3771.75880526946,100
2016,Black or African American,Hispanic or Latino,us,YLL,total,15933.114195686,119389.405060185,3165351,503.360107478949,13.3455009576888
2016,Black or African American,Not Hispanic or Latino,us,Deaths,overall,326799,326799,42141669,775.477117434528,100
2016,Black or African American,Not Hispanic or Latino,us,Deaths,total,81997,326799,42141669,194.574638228021,25.0909580506672
2016,Black or African American,Not Hispanic or Latino,us,YLL,overall,9226144.35639419,9226144.35639419,42141669,21893.1631692,100
2016,Black or African American,Not Hispanic or Latino,us,YLL,total,1913860.00518025,9226144.35639419,42141669,4541.49076340629,20.7438766536733
2016,White,All Origins,us,Deaths,attributable,19341.2476652562,2322987,252702814,7.6537523896573,0.832602492620761
2016,White,All Origins,us,Deaths,overall,2322987,2322987,252702814,919.256482834417,100
2016,White,All Origins,us,Deaths,total,686288,2322987,252702814,271.579088945167,29.5433422571887
2016,White,All Origins,us,YLL,attributable,412008.841009001,48848997.2259962,252702814,163.040859928454,0.843433569583575
2016,White,All Origins,us,YLL,overall,48848997.2259962,48848997.2259962,252702814,19330.610709383,100
2016,White,All Origins,us,YLL,total,12848854.9247112,48848997.2259962,252702814,5084.57136718359,26.3032112312704
2016,White,Hispanic or Latino,us,Deaths,attributable,1680.41408958689,182813,51378054,3.27068457981473,0.919198355470828
2016,White,Hispanic or Latino,us,Deaths,overall,182813,182813,51378054,355.819237528926,100
2016,White,Hispanic or Latino,us,Deaths,total,44962,182813,51378054,87.5120727616503,24.5945310235049
2016,White,Hispanic or Latino,us,YLL,attributable,41000.1118060965,5144940.05301224,51378054,79.8008266449651,0.79690164284989
2016,White,Hispanic or Latino,us,YLL,overall,5144940.05301224,5144940.05301224,51378054,10013.8865769658,100
2016,White,Hispanic or Latino,us,YLL,total,934699.793185543,5144940.05301224,51378054,1819.25884772814,18.1673602326678
2016,White,Not Hispanic or Latino,us,Deaths,attributable,17562.9624783493,2133407,201324760,8.7236972135714,0.823235438823877
2016,White,Not Hispanic or Latino,us,Deaths,overall,2133407,2133407,201324760,1059.68436271823,100
2016,White,Not Hispanic or Latino,us,Deaths,total,639160,2133407,201324760,317.477095216704,29.959590457892
2016,White,Not Hispanic or Latino,us,YLL,attributable,368586.06173324,43532750.5008166,201324760,183.080343288744,0.846686821974012
2016,White,Not Hispanic or Latino,us,YLL,overall,43532750.5008166,43532750.5008166,201324760,21623.1478437211,100
2016,White,Not Hispanic or Latino,us,YLL,total,11868157.9451675,43532750.5008166,201324760,5895.03146317797,27.262596111277
