"FIPS.code","rural_urban_class","fromYear"
26067,5,2000
26067,5,1990
26067,5,2010
26069,6,2000
26001,6,2000
26011,6,2000
26001,6,1990
26011,6,1990
26069,6,1990
26069,6,2010
26013,6,2000
26013,6,1990
26071,6,2010
26073,5,2000
26073,5,1990
26073,5,2010
26075,4,2000
26059,4,2000
26059,4,1990
26075,4,1990
26075,4,2010
26077,3,2000
26005,3,2000
26005,3,1990
26077,3,1990
26077,3,2010
26079,5,2000
26039,5,2000
26113,5,2000
26039,5,1990
26079,5,1990
26113,5,1990
26079,5,2010
26081,1,2000
26081,1,1990
26081,1,2010
26083,5,2000
26083,5,1990
26083,5,2010
26085,6,2000
26085,6,1990
26085,6,2010
26087,2,2000
26087,2,1990
26087,2,2010
26089,5,2000
26089,5,1990
26089,5,2010
26091,5,2000
26091,5,1990
26091,5,2010
26093,2,2000
26093,2,1990
26093,2,2010
26095,6,2000
26095,6,1990
26095,6,2010
26097,6,2000
26097,6,1990
26097,6,2010
26101,6,2000
26101,6,1990
26101,6,2010
26103,5,2000
26043,5,2000
26043,5,1990
26103,5,1990
26103,5,2010
26105,5,2000
26105,5,1990
26105,5,2010
26111,4,2000
26111,4,1990
26111,4,2010
26117,2,2000
26117,2,1990
26117,2,2010
26119,6,2000
26119,6,1990
26119,6,2010
26121,4,2000
26123,4,2000
26121,4,1990
26123,4,1990
26121,4,2010
26107,6,2000
26107,6,1990
26123,6,2010
26125,2,2000
26125,2,1990
26125,2,2010
26127,6,2000
26127,6,1990
26127,6,2010
26129,6,2000
26135,6,2000
26129,6,1990
26135,6,1990
26129,6,2010
26139,2,2000
26139,2,1990
26139,2,2010
26141,6,2000
26141,6,1990
26141,6,2010
26143,6,2000
26143,6,1990
26143,6,2010
26145,4,2000
26145,4,1990
26145,4,2010
26147,2,2000
26147,2,1990
26147,2,2010
26149,5,2000
26149,5,1990
26149,5,2010
26151,6,2000
26151,6,1990
26151,6,2010
26155,5,2000
26155,5,1990
26155,5,2010
26157,6,2000
26157,6,1990
26157,6,2010
26159,3,2000
26159,3,1990
26159,3,2010
26161,3,2000
26115,3,2000
26115,3,1990
26161,3,1990
26161,3,2010
26163,1,2000
26099,1,2000
26099,1,1990
26163,1,1990
26163,1,2010
26165,5,2000
26165,5,1990
26165,5,2010
27003,2,2000
27003,2,1990
27003,2,2010
27005,6,2000
27087,6,2000
27005,6,1990
27087,6,1990
27005,6,2010
27007,5,2000
27135,5,2000
27007,5,1990
27135,5,1990
27007,5,2010
27009,4,2000
27009,4,1990
27009,4,2010
27011,6,2000
27011,6,1990
27011,6,2010
27013,4,2000
27013,4,1990
27013,4,2010
27015,5,2000
27015,5,1990
27015,5,2010
27017,3,2000
27017,3,1990
27017,3,2010
27019,2,2000
27019,2,1990
27019,2,2010
27023,6,2000
27151,6,2000
27023,6,1990
27151,6,1990
27023,6,2010
27025,2,2000
27025,2,1990
27025,2,2010
27027,4,2000
27027,4,1990
27027,4,2010
27031,6,2000
27031,6,1990
27031,6,2010
27033,6,2000
27033,6,1990
27033,6,2010
27035,5,2000
27021,5,2000
27001,5,2000
27001,5,1990
27021,5,1990
27035,5,1990
27035,5,2010
27037,2,2000
27049,2,2000
27037,2,1990
27049,2,1990
27037,2,2010
27039,4,2000
27039,4,1990
27039,4,2010
27041,5,2000
27041,5,1990
27041,5,2010
27043,6,2000
27043,6,1990
27043,6,2010
27045,4,2000
27045,4,1990
27045,4,2010
27047,5,2000
27047,5,1990
27047,5,2010
27051,6,2000
27051,6,1990
27051,6,2010
27053,1,2000
27053,1,1990
27053,1,2010
27055,4,2000
27055,4,1990
27055,4,2010
27057,6,2000
27029,6,2000
27029,6,1990
27057,6,1990
27057,6,2010
27059,2,2000
27059,2,1990
27059,2,2010
27061,6,2000
27061,6,1990
27061,6,2010
27063,6,2000
27063,6,1990
27063,6,2010
27065,6,2000
27065,6,1990
27065,6,2010
27067,5,2000
27121,5,2000
27093,5,2000
27067,5,1990
27093,5,1990
27121,5,1990
27067,5,2010
27071,6,2000
27071,6,1990
27071,6,2010
27073,6,2000
27073,6,1990
27073,6,2010
27075,6,2000
27075,6,1990
27075,6,2010
27077,6,2000
27077,6,1990
27077,6,2010
27079,2,2000
27143,2,2000
27079,2,1990
27143,2,1990
27079,2,2010
27081,6,2000
27081,6,1990
27081,6,2010
27083,5,2000
27173,5,2000
27127,5,2000
27083,5,1990
27127,5,1990
27173,5,1990
27083,5,2010
27085,5,2000
27085,5,1990
27085,5,2010
27089,6,2000
27069,6,2000
27069,6,1990
27089,6,1990
27089,6,2010
27091,6,2000
27091,6,1990
27091,6,2010
27097,6,2000
27095,6,2000
27153,6,2000
27095,6,1990
27097,6,1990
27153,6,1990
27097,6,2010
27099,5,2000
27099,5,1990
27099,5,2010
27103,4,2000
27103,4,1990
27103,4,2010
27105,5,2000
27101,5,2000
27101,5,1990
27105,5,1990
27105,5,2010
27109,4,2000
27157,4,2000
27109,4,1990
27157,4,1990
27109,4,2010
27111,5,2000
27111,5,1990
27111,5,2010
27113,6,2000
27113,6,1990
27113,6,2010
27115,6,2000
27115,6,1990
27115,6,2010
27117,6,2000
27117,6,1990
27117,6,2010
27119,4,2000
27107,4,2000
27107,4,1990
27119,4,1990
27119,4,2010
27149,6,2000
27149,6,1990
27121,6,2010
27123,1,2000
27163,1,2000
27123,1,1990
27163,1,1990
27123,1,2010
27125,6,2000
27125,6,1990
27125,6,2010
27129,6,2000
27129,6,1990
27129,6,2010
27131,5,2000
27131,5,1990
27131,5,2010
27133,6,2000
27133,6,1990
27133,6,2010
27137,3,2000
27137,3,1990
27137,3,2010
27139,2,2000
27139,2,1990
27139,2,2010
27141,2,2000
27141,2,1990
27141,2,2010
27145,4,2000
27145,4,1990
27145,4,2010
27147,5,2000
27147,5,1990
27147,5,2010
27159,6,2000
27159,6,1990
27153,6,2010
27155,6,2000
27155,6,1990
27155,6,2010
27161,6,2000
27161,6,1990
27161,6,2010
27165,6,2000
27165,6,1990
27165,6,2010
27167,5,2000
27167,5,1990
27167,5,2010
27169,5,2000
27169,5,1990
27169,5,2010
27171,2,2000
27171,2,1990
27171,2,2010
28001,5,2000
28157,5,2000
28001,5,1990
28157,5,1990
28001,5,2010
28003,5,2000
28141,5,2000
28003,5,1990
28141,5,1990
28003,5,2010
28005,5,2000
28005,5,1990
28005,5,2010
28007,6,2000
28007,6,1990
28007,6,2010
28009,2,2000
28009,2,1990
28009,2,2010
28011,5,2000
28011,5,1990
28011,5,2010
28013,6,2000
28013,6,1990
28013,6,2010
28015,5,2000
28015,5,1990
28015,5,2010
28017,6,2000
28017,6,1990
28017,6,2010
28019,6,2000
28019,6,1990
28019,6,2010
28025,6,2000
28025,6,1990
28025,6,2010
28027,5,2000
28027,5,1990
28027,5,2010
28031,6,2000
28031,6,1990
28031,6,2010
28033,2,2000
28033,2,1990
28033,2,2010
28035,4,2000
28111,4,2000
28035,4,1990
28111,4,1990
28035,4,2010
28041,6,2000
28041,6,1990
28041,6,2010
28043,5,2000
28043,5,1990
28043,5,2010
28045,3,2000
28045,3,1990
28045,3,2010
28047,3,2000
28131,3,2000
28047,3,1990
28131,3,1990
28047,3,2010
28049,3,2000
28029,3,2000
28021,3,2000
28021,3,1990
28029,3,1990
28049,3,1990
28049,3,2010
28051,6,2000
28051,6,1990
28051,6,2010
28055,6,2000
28055,6,1990
28055,6,2010
28057,5,2000
28057,5,1990
28057,5,2010
28059,3,2000
28039,3,2000
28039,3,1990
28059,3,1990
28059,3,2010
28063,6,2000
28063,6,1990
28063,6,2010
28065,6,2000
28065,6,1990
28065,6,2010
28067,5,2000
28061,5,2000
28061,5,1990
28067,5,1990
28067,5,2010
28071,5,2000
28093,5,2000
28071,5,1990
28093,5,1990
28071,5,2010
28091,4,2000
28073,4,2000
28073,4,1990
28091,4,1990
28073,4,2010
28075,5,2000
28023,5,2000
28023,5,1990
28075,5,1990
28075,5,2010
28081,5,2000
28081,5,1990
28081,5,2010
28083,5,2000
28083,5,1990
28083,5,2010
28085,5,2000
28037,5,2000
28037,5,1990
28085,5,1990
28085,5,2010
28087,5,2000
28105,5,2000
28087,5,1990
28105,5,1990
28087,5,2010
28089,3,2000
28089,3,1990
28089,3,2010
28077,6,2000
28147,6,2000
28077,6,1990
28147,6,1990
28091,6,2010
28095,6,2000
28095,6,1990
28095,6,2010
28097,6,2000
28097,6,1990
28097,6,2010
28099,6,2000
28079,6,2000
28079,6,1990
28099,6,1990
28099,6,2010
28101,6,2000
28101,6,1990
28101,6,2010
28103,6,2000
28069,6,2000
28069,6,1990
28103,6,1990
28103,6,2010
28107,6,2000
28107,6,1990
28107,6,2010
28109,5,2000
28109,5,1990
28109,5,2010
28113,5,2000
28113,5,1990
28113,5,2010
28115,5,2000
28115,5,1990
28115,5,2010
28117,6,2000
28117,6,1990
28117,6,2010
28121,3,2000
28121,3,1990
28121,3,2010
28123,6,2000
28123,6,1990
28123,6,2010
28127,3,2000
28127,3,1990
28127,3,2010
28129,6,2000
28129,6,1990
28129,6,2010
28135,6,2000
28135,6,1990
28135,6,2010
28137,2,2000
28137,2,1990
28137,2,2010
28139,6,2000
28139,6,1990
28139,6,2010
28143,2,2000
28119,2,2000
28119,2,1990
28143,2,1990
28143,2,2010
28145,6,2000
28145,6,1990
28145,6,2010
28149,5,2000
28149,5,1990
28149,5,2010
28151,5,2000
28133,5,2000
28133,5,1990
28151,5,1990
28151,5,2010
28153,6,2000
28153,6,1990
28153,6,2010
28155,6,2000
28155,6,1990
28155,6,2010
28159,6,2000
28159,6,1990
28159,6,2010
28161,6,2000
28161,6,1990
28161,6,2010
28163,3,2000
28125,3,2000
28053,3,2000
28053,3,1990
28125,3,1990
28163,3,1990
28163,3,2010
29001,5,2000
29001,5,1990
29001,5,2010
29003,4,2000
29003,4,1990
29003,4,2010
29005,6,2000
29087,6,2000
29005,6,1990
29087,6,1990
29005,6,2010
29007,5,2000
29137,5,2000
29007,5,1990
29137,5,1990
29007,5,2010
29009,6,2000
29009,6,1990
29009,6,2010
29011,6,2000
29011,6,1990
29011,6,2010
29013,2,2000
29013,2,1990
29013,2,2010
29015,6,2000
29015,6,1990
29015,6,2010
29017,4,2000
29017,4,1990
29017,4,2010
29019,4,2000
29019,4,1990
29019,4,2010
29023,5,2000
29023,5,1990
29023,5,2010
29025,2,2000
29025,2,1990
29025,2,2010
29027,4,2000
29027,4,1990
29027,4,2010
29029,6,2000
29029,6,1990
29029,6,2010
29031,4,2000
29201,4,2000
29031,4,1990
29201,4,1990
29031,4,2010
29035,6,2000
29035,6,1990
29035,6,2010
29037,2,2000
29037,2,1990
29037,2,2010
29039,6,2000
29185,6,2000
29039,6,1990
29185,6,1990
29039,6,2010
29199,5,2000
29045,5,2000
29045,5,1990
29199,5,1990
29045,5,2010
29047,2,2000
29165,2,2000
29177,2,2000
29047,2,1990
29165,2,1990
29177,2,1990
29047,2,2010
29049,2,2000
29049,2,1990
29049,2,2010
29051,4,2000
29151,4,2000
29131,4,2000
29051,4,1990
29131,4,1990
29151,4,1990
29051,4,2010
29053,6,2000
29053,6,1990
29053,6,2010
29057,6,2000
29057,6,1990
29057,6,2010
29059,3,2000
29059,3,1990
29059,3,2010
29061,4,2000
29063,4,2000
29061,4,1990
29063,4,1990
29063,4,2010
29203,6,2000
29065,6,2000
29065,6,1990
29203,6,1990
29065,6,2010
29067,6,2000
29067,6,1990
29067,6,2010
29069,5,2000
29069,5,1990
29069,5,2010
29071,2,2000
29073,2,2000
29071,2,1990
29073,2,1990
29071,2,2010
29075,6,2000
29075,6,1990
29075,6,2010
29077,3,2000
29043,3,2000
29167,3,2000
29043,3,1990
29077,3,1990
29167,3,1990
29077,3,2010
29079,6,2000
29079,6,1990
29079,6,2010
29081,6,2000
29081,6,1990
29081,6,2010
29083,6,2000
29083,6,1990
29083,6,2010
29085,6,2000
29085,6,1990
29085,6,2010
29091,5,2000
29091,5,1990
29091,5,2010
29095,1,2000
29095,1,1990
29095,1,2010
29097,4,2000
29097,4,1990
29097,4,2010
29221,2,2000
29221,2,1990
29099,2,2010
29101,5,2000
29159,5,2000
29101,5,1990
29159,5,1990
29101,5,2010
29105,5,2000
29229,5,2000
29105,5,1990
29229,5,1990
29105,5,2010
29107,2,2000
29107,2,1990
29107,2,2010
29109,6,2000
29109,6,1990
29109,6,2010
29111,5,2000
29111,5,1990
29111,5,2010
29115,6,2000
29211,6,2000
29115,6,1990
29211,6,1990
29115,6,2010
29117,6,2000
29117,6,1990
29117,6,2010
29119,3,2000
29119,3,1990
29119,3,2010
29205,6,2000
29121,6,2000
29103,6,2000
29103,6,1990
29121,6,1990
29205,6,1990
29121,6,2010
29127,5,2000
29127,5,1990
29127,5,2010
29129,6,2000
29129,6,1990
29129,6,2010
29135,6,2000
29141,6,2000
29135,6,1990
29141,6,1990
29141,6,2010
29143,6,2000
29133,6,2000
29133,6,1990
29143,6,1990
29143,6,2010
29145,4,2000
29145,4,1990
29145,4,2010
29147,5,2000
29147,5,1990
29147,5,2010
29149,6,2000
29149,6,1990
29149,6,2010
29153,6,2000
29153,6,1990
29153,6,2010
29155,6,2000
29155,6,1990
29155,6,2010
29157,6,2000
29157,6,1990
29157,6,2010
29195,5,2000
29195,5,1990
29159,5,2010
29055,5,2000
29161,5,2000
29055,5,1990
29161,5,1990
29161,5,2010
29163,6,2000
29139,6,2000
29139,6,1990
29163,6,1990
29163,6,2010
29021,2,2000
29021,2,1990
29165,2,2010
29169,5,2000
29125,5,2000
29125,5,1990
29169,5,1990
29169,5,2010
29171,6,2000
29171,6,1990
29171,6,2010
29173,5,2000
29173,5,1990
29173,5,2010
29175,5,2000
29089,5,2000
29089,5,1990
29175,5,1990
29175,5,2010
29179,6,2000
29179,6,1990
29179,6,2010
29181,6,2000
29181,6,1990
29181,6,2010
29183,2,2000
29113,2,2000
29113,2,1990
29183,2,1990
29183,2,2010
29187,5,2000
29186,5,2000
29123,5,2000
29123,5,1990
29186,5,1990
29187,5,1990
29187,5,2010
29189,2,2000
29510,2,2000
29099,2,2000
29099,2,1990
29189,2,1990
29510,2,1990
29189,2,2010
29041,5,2000
29033,5,2000
29033,5,1990
29041,5,1990
29195,5,2010
29197,5,2000
29197,5,1990
29197,5,2010
29207,6,2000
29223,6,2000
29207,6,1990
29223,6,1990
29207,6,2010
29209,5,2000
29209,5,1990
29209,5,2010
29213,5,2000
29213,5,1990
29213,5,2010
29215,6,2000
29215,6,1990
29215,6,2010
29217,6,2000
29217,6,1990
29217,6,2010
29219,2,2000
29219,2,1990
29219,2,2010
29093,6,2000
29093,6,1990
29221,6,2010
29225,3,2000
29225,3,1990
29225,3,2010
29227,6,2000
29227,6,1990
29227,6,2010
30003,6,2000
30087,6,2000
30003,6,1990
30087,6,1990
30003,6,2010
30005,6,2000
30005,6,1990
30005,6,2010
30009,4,2000
30095,4,2000
30009,4,1990
30095,4,1990
30009,4,2010
30011,6,2000
30011,6,1990
30011,6,2010
30013,4,2000
30013,4,1990
30013,4,2010
30015,6,2000
30015,6,1990
30015,6,2010
30075,6,2000
30017,6,2000
30017,6,1990
30075,6,1990
30017,6,2010
30019,6,2000
30019,6,1990
30019,6,2010
30021,6,2000
30021,6,1990
30021,6,2010
30023,6,2000
30023,6,1990
30023,6,2010
30025,6,2000
30109,6,2000
30025,6,1990
30109,6,1990
30025,6,2010
30069,6,2000
30027,6,2000
30027,6,1990
30069,6,1990
30027,6,2010
30029,5,2000
30053,5,2000
30029,5,1990
30053,5,1990
30029,5,2010
30031,5,2000
30007,5,2000
30007,5,1990
30031,5,1990
30113,5,1990
30031,5,2010
30035,6,2000
30035,6,1990
30035,6,2010
30037,4,2000
30037,4,1990
30037,4,2010
30041,6,2000
30041,6,1990
30041,6,2010
30043,5,2000
30057,5,2000
30043,5,1990
30057,5,1990
30043,5,2010
30059,6,2000
30059,6,1990
30045,6,2010
30049,5,2000
30049,5,1990
30049,5,2010
30079,6,2000
30055,6,2000
30055,6,1990
30079,6,1990
30055,6,2010
30061,6,2000
30061,6,1990
30061,6,2010
30063,4,2000
30039,4,2000
30047,4,2000
30039,4,1990
30047,4,1990
30063,4,1990
30063,4,2010
30067,6,2000
30067,6,1990
30067,6,2010
30073,6,2000
30101,6,2000
30073,6,1990
30101,6,1990
30073,6,2010
30077,6,2000
30077,6,1990
30077,6,2010
30081,6,2000
30081,6,1990
30081,6,2010
30083,6,2000
30083,6,1990
30083,6,2010
30091,6,2000
30085,6,2000
30085,6,1990
30091,6,1990
30085,6,2010
30033,6,2000
30065,6,2000
30033,6,1990
30065,6,1990
30087,6,2010
30089,6,2000
30089,6,1990
30089,6,2010
30093,5,2000
30001,5,2000
30001,5,1990
30093,5,1990
30093,5,2010
30097,6,2000
30097,6,1990
30097,6,2010
30099,6,2000
30099,6,1990
30099,6,2010
30051,6,2000
30051,6,1990
30101,6,2010
30071,6,2000
30105,6,2000
30071,6,1990
30105,6,1990
30105,6,2010
30107,6,2000
30045,6,2000
30045,6,1990
30107,6,1990
30107,6,2010
30111,4,2000
30103,4,2000
30103,4,1990
30111,4,1990
30111,4,2010
31001,5,2000
31099,5,2000
31001,5,1990
31099,5,1990
31001,5,2010
31003,6,2000
31003,6,1990
31003,6,2010
31005,6,2000
31005,6,1990
31005,6,2010
31007,5,2000
31007,5,1990
31007,5,2010
31009,6,2000
31009,6,1990
31009,6,2010
31011,6,2000
31011,6,1990
31011,6,2010
31013,6,2000
31123,6,2000
31013,6,1990
31123,6,1990
31013,6,2010
31015,6,2000
31015,6,1990
31015,6,2010
31017,6,2000
31017,6,1990
31017,6,2010
31019,5,2000
31163,5,2000
31019,5,1990
31163,5,1990
31019,5,2010
31021,6,2000
31021,6,1990
31021,6,2010
31037,6,2000
31023,6,2000
31023,6,1990
31037,6,1990
31023,6,2010
31025,3,2000
31025,3,1990
31025,3,2010
31027,6,2000
31027,6,1990
31027,6,2010
31029,6,2000
31029,6,1990
31029,6,2010
31031,6,2000
31031,6,1990
31031,6,2010
31033,6,2000
31033,6,1990
31033,6,2010
31035,6,2000
31129,6,2000
31035,6,1990
31129,6,1990
31035,6,2010
31039,6,2000
31039,6,1990
31039,6,2010
31043,4,2000
31043,4,1990
31043,4,2010
31045,6,2000
31045,6,1990
31045,6,2010
31047,5,2000
31041,5,2000
31041,5,1990
31047,5,1990
31047,5,2010
31049,6,2000
31049,6,1990
31049,6,2010
31051,4,2000
31051,4,1990
31051,4,2010
31053,5,2000
31155,5,2000
31053,5,1990
31155,5,1990
31053,5,2010
31055,3,2000
31055,3,1990
31055,3,2010
31057,6,2000
31057,6,1990
31057,6,2010
31059,6,2000
31059,6,1990
31059,6,2010
31061,6,2000
31061,6,1990
31061,6,2010
31065,6,2000
31065,6,1990
31065,6,2010
31067,5,2000
31067,5,1990
31067,5,2010
31071,6,2000
31071,6,1990
31071,6,2010
31073,5,2000
31073,5,1990
31073,5,2010
31075,6,2000
31075,6,1990
31075,6,2010
31077,6,2000
31077,6,1990
31077,6,2010
31079,4,2000
31079,4,1990
31079,4,2010
31081,4,2000
31081,4,1990
31081,4,2010
31085,6,2000
31085,6,1990
31085,6,2010
31087,6,2000
31087,6,1990
31087,6,2010
31089,6,2000
31089,6,1990
31089,6,2010
31091,6,2000
31091,6,1990
31091,6,2010
31093,4,2000
31093,4,1990
31093,4,2010
31095,6,2000
31095,6,1990
31095,6,2010
31097,6,2000
31097,6,1990
31097,6,2010
31101,6,2000
31069,6,2000
31069,6,1990
31101,6,1990
31101,6,2010
31103,6,2000
31103,6,1990
31103,6,2010
31105,6,2000
31105,6,1990
31105,6,2010
31107,6,2000
31107,6,1990
31107,6,2010
31109,3,2000
31159,3,2000
31109,3,1990
31159,3,1990
31109,3,2010
31111,5,2000
31063,5,2000
31063,5,1990
31111,5,1990
31111,5,2010
31113,5,2000
31113,5,1990
31113,5,2010
31115,6,2000
31115,6,1990
31115,6,2010
31117,5,2000
31117,5,1990
31117,5,2010
31119,5,2000
31119,5,1990
31119,5,2010
31121,4,2000
31121,4,1990
31121,4,2010
31125,6,2000
31125,6,1990
31125,6,2010
31127,6,2000
31127,6,1990
31127,6,2010
31131,6,2000
31131,6,1990
31131,6,2010
31133,6,2000
31133,6,1990
31133,6,2010
31135,6,2000
31135,6,1990
31135,6,2010
31137,6,2000
31083,6,2000
31083,6,1990
31137,6,1990
31137,6,2010
31139,5,2000
31139,5,1990
31139,5,2010
31141,5,2000
31141,5,1990
31141,5,2010
31143,6,2000
31143,6,1990
31143,6,2010
31145,6,2000
31145,6,1990
31145,6,2010
31147,6,2000
31147,6,1990
31147,6,2010
31149,6,2000
31149,6,1990
31149,6,2010
31151,6,2000
31151,6,1990
31151,6,2010
31153,3,2000
31153,3,1990
31153,3,2010
31157,5,2000
31157,5,1990
31157,5,2010
31185,3,2000
31185,3,1990
31159,3,2010
31161,6,2000
31161,6,1990
31161,6,2010
31165,5,2000
31165,5,1990
31165,5,2010
31167,5,2000
31167,5,1990
31167,5,2010
31169,6,2000
31169,6,1990
31169,6,2010
31171,6,2000
31171,6,1990
31171,6,2010
31175,6,2000
31175,6,1990
31175,6,2010
31177,3,2000
31177,3,1990
31177,3,2010
31179,6,2000
31173,6,2000
31173,6,1990
31179,6,1990
31179,6,2010
31181,6,2000
31181,6,1990
31181,6,2010
31183,6,2000
31183,6,1990
31183,6,2010
32001,5,2000
32021,5,2000
32001,5,1990
32021,5,1990
32001,5,2010
32003,1,2000
32017,1,2000
32003,1,1990
32017,1,1990
32003,1,2010
32005,5,2000
32005,5,1990
32005,5,2010
32007,5,2000
32033,5,2000
32007,5,1990
32033,5,1990
32007,5,2010
32009,6,2000
32009,6,1990
32009,6,2010
32011,5,2000
32011,5,1990
32011,5,2010
32013,5,2000
32015,5,2000
32013,5,1990
32015,5,1990
32013,5,2010
32019,5,2000
32029,5,2000
32019,5,1990
32029,5,1990
32019,5,2010
32023,5,2000
32023,5,1990
32023,5,2010
32031,3,2000
32027,3,2000
32027,3,1990
32031,3,1990
32031,3,2010
32510,4,2000
32510,4,1990
32510,4,2010
33001,5,2000
33001,5,1990
33001,5,2010
33005,5,2000
33005,5,1990
33005,5,2010
33007,5,2000
33007,5,1990
33007,5,2010
33009,5,2000
33009,5,1990
33009,5,2010
33011,3,2000
33011,3,1990
33011,3,2010
33019,5,2000
33019,5,1990
33013,5,2010
33015,2,2000
33013,2,2000
33013,2,1990
33015,2,1990
33015,2,2010
33017,2,2000
33003,2,2000
33003,2,1990
33017,2,1990
33017,2,2010
34001,3,2000
34001,3,1990
34001,3,2010
34003,2,2000
34017,2,2000
34003,2,1990
34017,2,1990
34003,2,2010
34005,2,2000
34005,2,1990
34005,2,2010
34007,2,2000
34015,2,2000
34007,2,1990
34015,2,1990
34007,2,2010
34009,4,2000
34009,4,1990
34009,4,2010
34011,4,2000
34011,4,1990
34011,4,2010
34013,1,2000
34031,1,2000
34039,1,2000
34013,1,1990
34031,1,1990
34039,1,1990
34013,1,2010
34033,2,2000
34033,2,1990
34015,2,2010
34023,2,2000
34025,2,2000
34023,2,1990
34025,2,1990
34023,2,2010
34029,2,2000
34021,2,2000
34021,2,1990
34029,2,1990
34025,2,2010
34027,2,2000
34037,2,2000
34035,2,2000
34027,2,1990
34035,2,1990
34037,2,1990
34027,2,2010
34019,2,2000
34019,2,1990
34035,2,2010
34041,3,2000
34041,3,1990
34041,3,2010
35001,3,2000
35049,3,2000
35043,3,2000
35001,3,1990
35043,3,1990
35049,3,1990
35001,3,2010
35005,5,2000
35041,5,2000
35015,5,2000
35005,5,1990
35015,5,1990
35041,5,1990
35005,5,2010
35006,5,2000
35006,5,1990
35006,5,2010
35007,6,2000
35007,6,1990
35007,6,2010
35009,5,2000
35009,5,1990
35009,5,2010
35011,6,2000
35011,6,1990
35011,6,2010
35013,4,2000
35013,4,1990
35013,4,2010
35017,5,2000
35023,5,2000
35029,5,2000
35017,5,1990
35023,5,1990
35029,5,1990
35017,5,2010
35019,6,2000
35019,6,1990
35019,6,2010
35021,6,2000
35021,6,1990
35021,6,2010
35025,5,2000
35025,5,1990
35025,5,2010
35053,6,2000
35027,6,2000
35027,6,1990
35053,6,1990
35027,6,2010
35028,5,2000
35028,5,1990
35028,5,2010
35031,5,2000
35031,5,1990
35031,5,2010
35035,5,2000
35035,5,1990
35035,5,2010
35037,6,2000
35037,6,1990
35037,6,2010
35055,5,2000
35055,5,1990
35039,5,2010
35045,4,2000
35045,4,1990
35045,4,2010
35047,5,2000
35033,5,2000
35033,5,1990
35047,5,1990
35047,5,2010
35039,4,2000
35039,4,1990
35049,4,2010
35051,6,2000
35003,6,2000
35003,6,1990
35051,6,1990
35051,6,2010
35057,3,2000
35057,3,1990
35057,3,2010
35059,6,2000
35059,6,1990
35059,6,2010
35061,3,2000
35061,3,1990
35061,3,2010
36001,3,2000
36039,3,2000
36093,3,2000
36001,3,1990
36039,3,1990
36093,3,1990
36001,3,2010
36003,6,2000
36121,6,2000
36003,6,1990
36121,6,1990
36003,6,2010
36005,1,2000
36005,1,1990
36005,1,2010
36007,4,2000
36007,4,1990
36007,4,2010
36011,5,2000
36011,5,1990
36011,5,2010
36013,5,2000
36009,5,2000
36009,5,1990
36013,5,1990
36013,5,2010
36015,4,2000
36015,4,1990
36015,4,2010
36017,6,2000
36017,6,1990
36017,6,2010
36019,5,2000
36019,5,1990
36019,5,2010
36021,5,2000
36021,5,1990
36021,5,2010
36023,5,2000
36023,5,1990
36023,5,2010
36027,2,2000
36027,2,1990
36027,2,2010
36029,1,2000
36029,1,1990
36029,1,2010
36031,6,2000
36031,6,1990
36031,6,2010
36033,5,2000
36033,5,1990
36033,5,2010
36035,5,2000
36035,5,1990
36035,5,2010
36077,3,2000
36077,3,1990
36043,3,2010
36045,4,2000
36045,4,1990
36045,4,2010
36047,1,2000
36047,1,1990
36047,1,2010
36049,6,2000
36049,6,1990
36049,6,2010
36037,2,2000
36037,2,1990
36051,2,2010
36053,3,2000
36053,3,1990
36053,3,2010
36055,1,2000
36055,1,1990
36055,1,2010
36059,2,2000
36059,2,1990
36059,2,2010
36061,1,2000
36061,1,1990
36061,1,2010
36063,2,2000
36063,2,1990
36063,2,2010
36065,3,2000
36043,3,2000
36043,3,1990
36065,3,1990
36065,3,2010
36067,3,2000
36067,3,1990
36067,3,2010
36069,2,2000
36051,2,2000
36051,2,1990
36069,2,1990
36069,2,2010
36071,2,2000
36105,2,2000
36071,2,1990
36105,2,1990
36071,2,2010
36073,2,2000
36073,2,1990
36073,2,2010
36075,3,2000
36075,3,1990
36075,3,2010
36025,5,2000
36025,5,1990
36077,5,2010
36079,2,2000
36079,2,1990
36079,2,2010
36081,1,2000
36081,1,1990
36081,1,2010
36083,3,2000
36083,3,1990
36083,3,2010
36085,1,2000
36085,1,1990
36085,1,2010
36087,2,2000
36087,2,1990
36087,2,2010
36089,5,2000
36041,5,2000
36041,5,1990
36089,5,1990
36089,5,2010
36091,3,2000
36091,3,1990
36091,3,2010
36057,3,2000
36057,3,1990
36093,3,2010
36095,3,2000
36095,3,1990
36095,3,2010
36099,5,2000
36099,5,1990
36099,5,2010
36101,5,2000
36101,5,1990
36101,5,2010
36103,2,2000
36103,2,1990
36103,2,2010
36107,4,2000
36107,4,1990
36107,4,2010
36109,4,2000
36097,4,2000
36097,4,1990
36109,4,1990
36109,4,2010
36111,4,2000
36111,4,1990
36111,4,2010
36113,4,2000
36113,4,1990
36113,4,2010
36115,4,2000
36115,4,1990
36115,4,2010
36117,2,2000
36117,2,1990
36117,2,2010
36119,2,2000
36119,2,1990
36119,2,2010
36123,2,2000
36123,2,1990
36123,2,2010
37001,4,2000
37033,4,2000
37001,4,1990
37033,4,1990
37001,4,2010
37007,6,2000
37007,6,1990
37007,6,2010
37005,6,2000
37005,6,1990
37009,6,2010
