Year,Race,Hispanic.Origin,Nation,measure,attr,mean,lower,upper,source,overall_value,Population,measure2
2003,Black or African American,Not Hispanic or Latino,us,age-adjusted Death,attributable,732.938454377931,573.960736215276,945.737724247999,wonder,27214.8122596867,36422205,absolute number
2003,Black or African American,Not Hispanic or Latino,us,Deaths,attributable,7357.99444544776,5749.0738018739,9525.64980968326,wonder,287948,36422205,absolute number
2003,Black or African American,Not Hispanic or Latino,us,YLL,attributable,196006.941600388,153507.316165286,252073.168109677,wonder,8528052.8987444,36422205,absolute number
2003,White,All Origins,us,age-adjusted Death,attributable,3902.95614470275,2932.82516289599,5276.32785875954,wonder,164459.579481523,235125072,absolute number
2003,White,All Origins,us,Deaths,attributable,46818.6693972726,34846.199966187,62524.9874234558,wonder,2103422,235125072,absolute number
2003,White,All Origins,us,YLL,attributable,995966.09138928,747342.047705469,1345388.75982973,wonder,44770542.3490119,235125072,absolute number
2003,White,Hispanic or Latino,us,age-adjusted Death,attributable,211.675092801368,161.282787369489,277.512270979874,wonder,11000.1711478632,36835586,absolute number
2003,White,Hispanic or Latino,us,Deaths,attributable,2277.81867178079,1714.26927129606,2972.986925029,wonder,119130,36835586,absolute number
2003,White,Hispanic or Latino,us,YLL,attributable,57300.6628532095,43957.7423952668,74752.2957284685,wonder,3815044.95613221,36835586,absolute number
2003,White,Not Hispanic or Latino,us,age-adjusted Death,attributable,3680.58002083424,2763.19898268563,4984.52629716473,wonder,153031.441992114,198289486,absolute number
2003,White,Not Hispanic or Latino,us,Deaths,attributable,44423.0712559845,33017.4177763872,59404.6394365971,wonder,1979344,198289486,absolute number
2003,White,Not Hispanic or Latino,us,YLL,attributable,935949.46722907,701287.021106485,1266959.58240415,wonder,40825268.5801637,198289486,absolute number
2004,American Indian or Alaska Native,All Origins,us,age-adjusted Death,attributable,19.0208384860324,13.2459524759042,27.3642295709431,wonder,1327.43016329005,3429452,absolute number
2004,American Indian or Alaska Native,All Origins,us,Deaths,attributable,187.658638548546,130.526686679571,269.435961086419,wonder,13114,3429452,absolute number
2004,American Indian or Alaska Native,All Origins,us,YLL,attributable,5212.86019128952,3640.86087172034,7469.31099396232,wonder,443941.156363859,3429452,absolute number
2004,American Indian or Alaska Native,Hispanic or Latino,us,age-adjusted Death,attributable,0.582449402055511,0.439097413814075,0.779909984210995,wonder,40.4205730338019,1000953,absolute number
2004,American Indian or Alaska Native,Hispanic or Latino,us,Deaths,attributable,6.08572888869527,4.5501538589145,8.10985932184686,wonder,406,1000953,absolute number
2004,American Indian or Alaska Native,Hispanic or Latino,us,YLL,attributable,181.516478300596,139.85469909215,240.1447118473,wonder,17406.226879852,1000953,absolute number
2004,American Indian or Alaska Native,Not Hispanic or Latino,us,age-adjusted Death,attributable,17.6515345648923,11.9979793111457,25.9349986421214,wonder,1283.4129621891,2428499,absolute number
2004,American Indian or Alaska Native,Not Hispanic or Latino,us,Deaths,attributable,175.07162010619,119.274055466973,257.081822669738,wonder,12672,2428499,absolute number
2004,American Indian or Alaska Native,Not Hispanic or Latino,us,YLL,attributable,4798.32299610788,3266.5375924381,7033.10052966028,wonder,425073.48149639,2428499,absolute number
2004,Asian or Pacific Islander,All Origins,us,age-adjusted Death,attributable,83.83617535436,64.7673849233958,110.1467072776,wonder,3437.21557037794,13967014,absolute number
2004,Asian or Pacific Islander,All Origins,us,Deaths,attributable,927.34724533113,713.350160480242,1208.0269944076,wonder,40530,13967014,absolute number
2004,Asian or Pacific Islander,All Origins,us,YLL,attributable,22119.6006576357,17117.4098495975,29018.7147314698,wonder,1026788.86617915,13967014,absolute number
2004,Asian or Pacific Islander,Hispanic or Latino,us,age-adjusted Death,attributable,1.24708987512285,0.952192746531806,1.65579671001437,wonder,66.2676601142696,560484,absolute number
2004,Asian or Pacific Islander,Hispanic or Latino,us,Deaths,attributable,12.6078414522738,9.58989266482613,16.8536073406615,wonder,760,560484,absolute number
2004,Asian or Pacific Islander,Hispanic or Latino,us,YLL,attributable,335.098604576474,255.835974495586,445.256869697056,wonder,25727.599251549,560484,absolute number
2004,Asian or Pacific Islander,Not Hispanic or Latino,us,age-adjusted Death,attributable,84.1182421891929,65.0195127268589,110.860400145328,wonder,3361.71990860828,13406530,absolute number
