Year,Gender.Code,Race,min_age,max_age,Hispanic.Origin,rural_urban_class,STATEFP,label_cause,attr,value,Education,source,measure1,measure2
1996,A,All,25,34,All Origins,1,29,all-cause,overall,200.832502808685,666,nvss,Deaths,age-adjusted rate
1996,A,All,35,44,All Origins,1,29,all-cause,overall,454.794158043932,666,nvss,Deaths,age-adjusted rate
1996,A,All,45,54,All Origins,1,29,all-cause,overall,580.311930372471,666,nvss,Deaths,age-adjusted rate
1996,A,All,55,64,All Origins,1,29,all-cause,overall,1085.01190540171,666,nvss,Deaths,age-adjusted rate
1996,A,All,65,74,All Origins,1,29,all-cause,overall,1980.82779845038,666,nvss,Deaths,age-adjusted rate
1996,A,All,75,84,All Origins,1,29,all-cause,overall,2784.16707369422,666,nvss,Deaths,age-adjusted rate
1996,A,All,85,150,All Origins,1,29,all-cause,overall,2349.85448905282,666,nvss,Deaths,age-adjusted rate
1996,A,All,25,34,All Origins,1,29,cvd_ihd,total,4.83933741707674,666,nvss,Deaths,age-adjusted rate
1996,A,All,35,44,All Origins,1,29,cvd_ihd,total,20.0855464120348,666,nvss,Deaths,age-adjusted rate
1996,A,All,45,54,All Origins,1,29,cvd_ihd,total,28.3848226812622,666,nvss,Deaths,age-adjusted rate
1996,A,All,55,64,All Origins,1,29,cvd_ihd,total,74.7163886953272,666,nvss,Deaths,age-adjusted rate
1996,A,All,65,74,All Origins,1,29,cvd_ihd,total,173.561278160041,666,nvss,Deaths,age-adjusted rate
1996,A,All,75,84,All Origins,1,29,cvd_ihd,total,264.610920227137,666,nvss,Deaths,age-adjusted rate
1996,A,All,85,150,All Origins,1,29,cvd_ihd,total,294.275423366886,666,nvss,Deaths,age-adjusted rate
1996,A,All,25,34,All Origins,1,29,cvd_stroke,total,1.20983435426918,666,nvss,Deaths,age-adjusted rate
1996,A,All,35,44,All Origins,1,29,cvd_stroke,total,8.6080913194435,666,nvss,Deaths,age-adjusted rate
1996,A,All,45,54,All Origins,1,29,cvd_stroke,total,11.0385421538242,666,nvss,Deaths,age-adjusted rate
1996,A,All,55,64,All Origins,1,29,cvd_stroke,total,11.3698852362454,666,nvss,Deaths,age-adjusted rate
1996,A,All,65,74,All Origins,1,29,cvd_stroke,total,17.5153583464262,666,nvss,Deaths,age-adjusted rate
1996,A,All,75,84,All Origins,1,29,cvd_stroke,total,19.7225530604077,666,nvss,Deaths,age-adjusted rate
1996,A,All,85,150,All Origins,1,29,cvd_stroke,total,11.5970610193847,666,nvss,Deaths,age-adjusted rate
1996,A,All,75,84,All Origins,1,29,lri,total,3.28709217673462,666,nvss,Deaths,age-adjusted rate
1996,A,All,85,150,All Origins,1,29,lri,total,4.34889788226925,666,nvss,Deaths,age-adjusted rate
1996,A,All,25,34,All Origins,1,29,ncd_lri,total,89.5277422159196,666,nvss,Deaths,age-adjusted rate
1996,A,All,35,44,All Origins,1,29,ncd_lri,total,288.371059201357,666,nvss,Deaths,age-adjusted rate
1996,A,All,45,54,All Origins,1,29,ncd_lri,total,479.38811639465,666,nvss,Deaths,age-adjusted rate
1996,A,All,55,64,All Origins,1,29,ncd_lri,total,1008.67124738692,666,nvss,Deaths,age-adjusted rate
1996,A,All,65,74,All Origins,1,29,ncd_lri,total,1843.88954228741,666,nvss,Deaths,age-adjusted rate
1996,A,All,75,84,All Origins,1,29,ncd_lri,total,2501.47714649504,666,nvss,Deaths,age-adjusted rate
1996,A,All,85,150,All Origins,1,29,ncd_lri,total,2016.43898474551,666,nvss,Deaths,age-adjusted rate
1996,A,All,25,34,All Origins,1,29,neo_lung,total,1.20983435426918,666,nvss,Deaths,age-adjusted rate
1996,A,All,35,44,All Origins,1,29,neo_lung,total,11.4774550925913,666,nvss,Deaths,age-adjusted rate
1996,A,All,45,54,All Origins,1,29,neo_lung,total,52.0388415823139,666,nvss,Deaths,age-adjusted rate
1996,A,All,55,64,All Origins,1,29,neo_lung,total,142.9357001128,666,nvss,Deaths,age-adjusted rate
1996,A,All,65,74,All Origins,1,29,neo_lung,total,269.099596413275,666,nvss,Deaths,age-adjusted rate
1996,A,All,75,84,All Origins,1,29,neo_lung,total,202.156168869179,666,nvss,Deaths,age-adjusted rate
1996,A,All,85,150,All Origins,1,29,neo_lung,total,63.7838356066157,666,nvss,Deaths,age-adjusted rate
1996,A,All,35,44,All Origins,1,29,resp_copd,total,1.43468188657392,666,nvss,Deaths,age-adjusted rate
1996,A,All,45,54,All Origins,1,29,resp_copd,total,11.0385421538242,666,nvss,Deaths,age-adjusted rate
1996,A,All,55,64,All Origins,1,29,resp_copd,total,58.4736955006908,666,nvss,Deaths,age-adjusted rate
1996,A,All,65,74,All Origins,1,29,resp_copd,total,146.492087988292,666,nvss,Deaths,age-adjusted rate
1996,A,All,75,84,All Origins,1,29,resp_copd,total,221.878721929587,666,nvss,Deaths,age-adjusted rate
1996,A,All,85,150,All Origins,1,29,resp_copd,total,85.5283250179619,666,nvss,Deaths,age-adjusted rate
1996,A,All,25,34,All Origins,1,29,t2_dm,total,3.62950306280755,666,nvss,Deaths,age-adjusted rate
1996,A,All,35,44,All Origins,1,29,t2_dm,total,7.17340943286959,666,nvss,Deaths,age-adjusted rate
1996,A,All,45,54,All Origins,1,29,t2_dm,total,26.8078880878587,666,nvss,Deaths,age-adjusted rate
1996,A,All,55,64,All Origins,1,29,t2_dm,total,43.8552716255181,666,nvss,Deaths,age-adjusted rate
1996,A,All,65,74,All Origins,1,29,t2_dm,total,55.7306856477197,666,nvss,Deaths,age-adjusted rate
1996,A,All,75,84,All Origins,1,29,t2_dm,total,70.6724817997943,666,nvss,Deaths,age-adjusted rate
1996,A,All,85,150,All Origins,1,29,t2_dm,total,27.5430199210386,666,nvss,Deaths,age-adjusted rate
1996,A,All,25,34,All Origins,1,37,all-cause,overall,1803.32117523896,666,nvss,Deaths,age-adjusted rate
1996,A,All,35,44,All Origins,1,37,all-cause,overall,3434.83729575885,666,nvss,Deaths,age-adjusted rate
1996,A,All,45,54,All Origins,1,37,all-cause,overall,4520.49982374058,666,nvss,Deaths,age-adjusted rate
1996,A,All,55,64,All Origins,1,37,all-cause,overall,5263.50053960933,666,nvss,Deaths,age-adjusted rate
1996,A,All,65,74,All Origins,1,37,all-cause,overall,8134.58229559554,666,nvss,Deaths,age-adjusted rate
1996,A,All,75,84,All Origins,1,37,all-cause,overall,12910.3601323407,666,nvss,Deaths,age-adjusted rate
1996,A,All,85,150,All Origins,1,37,all-cause,overall,11478.3898915003,666,nvss,Deaths,age-adjusted rate
1996,A,All,25,34,All Origins,1,37,cvd_ihd,total,23.5728258201171,666,nvss,Deaths,age-adjusted rate
1996,A,All,35,44,All Origins,1,37,cvd_ihd,total,147.590665052138,666,nvss,Deaths,age-adjusted rate
1996,A,All,45,54,All Origins,1,37,cvd_ihd,total,400.800129721185,666,nvss,Deaths,age-adjusted rate
1996,A,All,55,64,All Origins,1,37,cvd_ihd,total,644.189618280545,666,nvss,Deaths,age-adjusted rate
1996,A,All,65,74,All Origins,1,37,cvd_ihd,total,1006.19397732976,666,nvss,Deaths,age-adjusted rate
1996,A,All,75,84,All Origins,1,37,cvd_ihd,total,1431.46067234637,666,nvss,Deaths,age-adjusted rate
1996,A,All,85,150,All Origins,1,37,cvd_ihd,total,1440.77706450603,666,nvss,Deaths,age-adjusted rate
1996,A,All,25,34,All Origins,1,37,cvd_stroke,total,11.7864129100586,666,nvss,Deaths,age-adjusted rate
1996,A,All,35,44,All Origins,1,37,cvd_stroke,total,40.251999559674,666,nvss,Deaths,age-adjusted rate
1996,A,All,45,54,All Origins,1,37,cvd_stroke,total,65.7049392985549,666,nvss,Deaths,age-adjusted rate
1996,A,All,55,64,All Origins,1,37,cvd_stroke,total,47.1358257278448,666,nvss,Deaths,age-adjusted rate
1996,A,All,65,74,All Origins,1,37,cvd_stroke,total,85.0304769574447,666,nvss,Deaths,age-adjusted rate
1996,A,All,75,84,All Origins,1,37,cvd_stroke,total,146.956038605901,666,nvss,Deaths,age-adjusted rate
1996,A,All,85,150,All Origins,1,37,cvd_stroke,total,113.588233301305,666,nvss,Deaths,age-adjusted rate
1996,A,All,85,150,All Origins,1,37,lri,total,17.9349842054693,666,nvss,Deaths,age-adjusted rate
1996,A,All,25,34,All Origins,1,37,ncd_lri,total,1019.52471672007,666,nvss,Deaths,age-adjusted rate
1996,A,All,35,44,All Origins,1,37,ncd_lri,total,2455.37197314012,666,nvss,Deaths,age-adjusted rate
1996,A,All,45,54,All Origins,1,37,ncd_lri,total,3902.87339433416,666,nvss,Deaths,age-adjusted rate
1996,A,All,55,64,All Origins,1,37,ncd_lri,total,4802.61691027041,666,nvss,Deaths,age-adjusted rate
1996,A,All,65,74,All Origins,1,37,ncd_lri,total,7614.95160307782,666,nvss,Deaths,age-adjusted rate
1996,A,All,75,84,All Origins,1,37,ncd_lri,total,11816.3540671634,666,nvss,Deaths,age-adjusted rate
