Year,Gender.Code,Race,min_age,max_age,Hispanic.Origin,rural_urban_class,STATEFP,label_cause,attr,value,Education,source,measure1,measure2
1991,A,All,25,34,All Origins,1,29,all-cause,overall,230.411567210682,666,nvss,Deaths,age-adjusted rate
1991,A,All,35,44,All Origins,1,29,all-cause,overall,365.652724421893,666,nvss,Deaths,age-adjusted rate
1991,A,All,45,54,All Origins,1,29,all-cause,overall,719.597306564238,666,nvss,Deaths,age-adjusted rate
1991,A,All,55,64,All Origins,1,29,all-cause,overall,1254.7496365331,666,nvss,Deaths,age-adjusted rate
1991,A,All,65,74,All Origins,1,29,all-cause,overall,2087.84113329661,666,nvss,Deaths,age-adjusted rate
1991,A,All,75,84,All Origins,1,29,all-cause,overall,2821.93571798442,666,nvss,Deaths,age-adjusted rate
1991,A,All,85,150,All Origins,1,29,all-cause,overall,2195.97129068734,666,nvss,Deaths,age-adjusted rate
1991,A,All,35,44,All Origins,1,29,cvd_ihd,total,21.7835665613043,666,nvss,Deaths,age-adjusted rate
1991,A,All,45,54,All Origins,1,29,cvd_ihd,total,53.6089683973358,666,nvss,Deaths,age-adjusted rate
1991,A,All,55,64,All Origins,1,29,cvd_ihd,total,137.865398172622,666,nvss,Deaths,age-adjusted rate
1991,A,All,65,74,All Origins,1,29,cvd_ihd,total,270.528195625323,666,nvss,Deaths,age-adjusted rate
1991,A,All,75,84,All Origins,1,29,cvd_ihd,total,437.010453325318,666,nvss,Deaths,age-adjusted rate
1991,A,All,85,150,All Origins,1,29,cvd_ihd,total,351.597887811913,666,nvss,Deaths,age-adjusted rate
1991,A,All,25,34,All Origins,1,29,cvd_stroke,total,1.13503235079154,666,nvss,Deaths,age-adjusted rate
1991,A,All,35,44,All Origins,1,29,cvd_stroke,total,7.77984520046581,666,nvss,Deaths,age-adjusted rate
1991,A,All,45,54,All Origins,1,29,cvd_stroke,total,12.3713003993852,666,nvss,Deaths,age-adjusted rate
1991,A,All,55,64,All Origins,1,29,cvd_stroke,total,10.4707897346295,666,nvss,Deaths,age-adjusted rate
1991,A,All,65,74,All Origins,1,29,cvd_stroke,total,17.5047655992856,666,nvss,Deaths,age-adjusted rate
1991,A,All,75,84,All Origins,1,29,cvd_stroke,total,40.6521351930528,666,nvss,Deaths,age-adjusted rate
1991,A,All,85,150,All Origins,1,29,cvd_stroke,total,31.8256708795266,666,nvss,Deaths,age-adjusted rate
1991,A,All,75,84,All Origins,1,29,lri,total,1.6938389663772,666,nvss,Deaths,age-adjusted rate
1991,A,All,25,34,All Origins,1,29,ncd_lri,total,95.3427174664891,666,nvss,Deaths,age-adjusted rate
1991,A,All,35,44,All Origins,1,29,ncd_lri,total,248.955046414906,666,nvss,Deaths,age-adjusted rate
1991,A,All,45,54,All Origins,1,29,ncd_lri,total,600.008069370181,666,nvss,Deaths,age-adjusted rate
1991,A,All,55,64,All Origins,1,29,ncd_lri,total,1160.51252892144,666,nvss,Deaths,age-adjusted rate
