Year,Gender.Code,Race,min_age,max_age,Hispanic.Origin,rural_urban_class,STATEFP,label_cause,attr,value,Education,source,measure1,measure2
1998,A,All,25,34,All Origins,1,29,all-cause,overall,170.234900789615,666,nvss,Deaths,age-adjusted rate
1998,A,All,35,44,All Origins,1,29,all-cause,overall,385.39047044194,666,nvss,Deaths,age-adjusted rate
1998,A,All,45,54,All Origins,1,29,all-cause,overall,626.980932383459,666,nvss,Deaths,age-adjusted rate
1998,A,All,55,64,All Origins,1,29,all-cause,overall,997.286378983478,666,nvss,Deaths,age-adjusted rate
1998,A,All,65,74,All Origins,1,29,all-cause,overall,1989.27083597122,666,nvss,Deaths,age-adjusted rate
1998,A,All,75,84,All Origins,1,29,all-cause,overall,2907.4170909822,666,nvss,Deaths,age-adjusted rate
1998,A,All,85,150,All Origins,1,29,all-cause,overall,2303.99627811156,666,nvss,Deaths,age-adjusted rate
1998,A,All,25,34,All Origins,1,29,cvd_ihd,total,2.48518103342504,666,nvss,Deaths,age-adjusted rate
1998,A,All,35,44,All Origins,1,29,cvd_ihd,total,16.6956160480263,666,nvss,Deaths,age-adjusted rate
1998,A,All,45,54,All Origins,1,29,cvd_ihd,total,50.4467416860255,666,nvss,Deaths,age-adjusted rate
1998,A,All,55,64,All Origins,1,29,cvd_ihd,total,67.9608784410294,666,nvss,Deaths,age-adjusted rate
1998,A,All,65,74,All Origins,1,29,cvd_ihd,total,138.564101464769,666,nvss,Deaths,age-adjusted rate
1998,A,All,75,84,All Origins,1,29,cvd_ihd,total,263.129368010679,666,nvss,Deaths,age-adjusted rate
1998,A,All,85,150,All Origins,1,29,cvd_ihd,total,267.873407721071,666,nvss,Deaths,age-adjusted rate
1998,A,All,35,44,All Origins,1,29,cvd_stroke,total,4.17390401200657,666,nvss,Deaths,age-adjusted rate
1998,A,All,45,54,All Origins,1,29,cvd_stroke,total,7.20667738371792,666,nvss,Deaths,age-adjusted rate
1998,A,All,55,64,All Origins,1,29,cvd_stroke,total,15.8048554514022,666,nvss,Deaths,age-adjusted rate
1998,A,All,65,74,All Origins,1,29,cvd_stroke,total,19.1122898572095,666,nvss,Deaths,age-adjusted rate
1998,A,All,75,84,All Origins,1,29,cvd_stroke,total,22.7395750132686,666,nvss,Deaths,age-adjusted rate
1998,A,All,85,150,All Origins,1,29,cvd_stroke,total,14.2485855170783,666,nvss,Deaths,age-adjusted rate
1998,A,All,75,84,All Origins,1,29,lri,total,1.62425535809061,666,nvss,Deaths,age-adjusted rate
1998,A,All,85,150,All Origins,1,29,lri,total,4.27457565512348,666,nvss,Deaths,age-adjusted rate
1998,A,All,25,34,All Origins,1,29,ncd_lri,total,65.8572973857635,666,nvss,Deaths,age-adjusted rate
1998,A,All,35,44,All Origins,1,29,ncd_lri,total,242.086432696381,666,nvss,Deaths,age-adjusted rate
1998,A,All,45,54,All Origins,1,29,ncd_lri,total,503.026081383511,666,nvss,Deaths,age-adjusted rate
1998,A,All,55,64,All Origins,1,29,ncd_lri,total,900.876760729925,666,nvss,Deaths,age-adjusted rate
1998,A,All,65,74,All Origins,1,29,ncd_lri,total,1825.22368136351,666,nvss,Deaths,age-adjusted rate
1998,A,All,75,84,All Origins,1,29,ncd_lri,total,2641.03921225534,666,nvss,Deaths,age-adjusted rate
1998,A,All,85,150,All Origins,1,29,ncd_lri,total,1919.28446915044,666,nvss,Deaths,age-adjusted rate
1998,A,All,25,34,All Origins,1,29,neo_lung,total,1.24259051671252,666,nvss,Deaths,age-adjusted rate
1998,A,All,35,44,All Origins,1,29,neo_lung,total,9.73910936134867,666,nvss,Deaths,age-adjusted rate
1998,A,All,45,54,All Origins,1,29,neo_lung,total,43.2400643023075,666,nvss,Deaths,age-adjusted rate
1998,A,All,55,64,All Origins,1,29,neo_lung,total,142.24369906262,666,nvss,Deaths,age-adjusted rate
1998,A,All,65,74,All Origins,1,29,neo_lung,total,264.386676358064,666,nvss,Deaths,age-adjusted rate
1998,A,All,75,84,All Origins,1,29,neo_lung,total,206.280430477508,666,nvss,Deaths,age-adjusted rate
1998,A,All,85,150,All Origins,1,29,neo_lung,total,32.77174668928,666,nvss,Deaths,age-adjusted rate
1998,A,All,35,44,All Origins,1,29,resp_copd,total,6.95650668667762,666,nvss,Deaths,age-adjusted rate
1998,A,All,45,54,All Origins,1,29,resp_copd,total,8.64801286046151,666,nvss,Deaths,age-adjusted rate
1998,A,All,55,64,All Origins,1,29,resp_copd,total,47.4145663542066,666,nvss,Deaths,age-adjusted rate
1998,A,All,65,74,All Origins,1,29,resp_copd,total,164.047154607715,666,nvss,Deaths,age-adjusted rate
1998,A,All,75,84,All Origins,1,29,resp_copd,total,203.031919761327,666,nvss,Deaths,age-adjusted rate
1998,A,All,85,150,All Origins,1,29,resp_copd,total,92.6158058610087,666,nvss,Deaths,age-adjusted rate
1998,A,All,25,34,All Origins,1,29,t2_dm,total,2.48518103342504,666,nvss,Deaths,age-adjusted rate
1998,A,All,35,44,All Origins,1,29,t2_dm,total,11.1304106986842,666,nvss,Deaths,age-adjusted rate
1998,A,All,45,54,All Origins,1,29,t2_dm,total,20.1786966744102,666,nvss,Deaths,age-adjusted rate
1998,A,All,55,64,All Origins,1,29,t2_dm,total,34.7706819930848,666,nvss,Deaths,age-adjusted rate
1998,A,All,65,74,All Origins,1,29,t2_dm,total,66.8930145002332,666,nvss,Deaths,age-adjusted rate
1998,A,All,75,84,All Origins,1,29,t2_dm,total,92.582555411165,666,nvss,Deaths,age-adjusted rate
1998,A,All,85,150,All Origins,1,29,t2_dm,total,47.0203322063583,666,nvss,Deaths,age-adjusted rate
1998,A,All,25,34,All Origins,1,37,all-cause,overall,1512.52505211744,666,nvss,Deaths,age-adjusted rate
1998,A,All,35,44,All Origins,1,37,all-cause,overall,3198.26963839533,666,nvss,Deaths,age-adjusted rate
1998,A,All,45,54,All Origins,1,37,all-cause,overall,4350.44068445184,666,nvss,Deaths,age-adjusted rate
1998,A,All,55,64,All Origins,1,37,all-cause,overall,4635.92879869329,666,nvss,Deaths,age-adjusted rate
1998,A,All,65,74,All Origins,1,37,all-cause,overall,7865.427146414,666,nvss,Deaths,age-adjusted rate
1998,A,All,75,84,All Origins,1,37,all-cause,overall,12934.0464535911,666,nvss,Deaths,age-adjusted rate
1998,A,All,85,150,All Origins,1,37,all-cause,overall,12228.8439854255,666,nvss,Deaths,age-adjusted rate
1998,A,All,35,44,All Origins,1,37,cvd_ihd,total,136.511508955898,666,nvss,Deaths,age-adjusted rate
1998,A,All,45,54,All Origins,1,37,cvd_ihd,total,357.401642632021,666,nvss,Deaths,age-adjusted rate
1998,A,All,55,64,All Origins,1,37,cvd_ihd,total,449.605163666375,666,nvss,Deaths,age-adjusted rate
1998,A,All,65,74,All Origins,1,37,cvd_ihd,total,735.516273188918,666,nvss,Deaths,age-adjusted rate
1998,A,All,75,84,All Origins,1,37,cvd_ihd,total,1409.57871530155,666,nvss,Deaths,age-adjusted rate
1998,A,All,85,150,All Origins,1,37,cvd_ihd,total,1201.54849076265,666,nvss,Deaths,age-adjusted rate
1998,A,All,25,34,All Origins,1,37,cvd_stroke,total,11.4152834122071,666,nvss,Deaths,age-adjusted rate
1998,A,All,35,44,All Origins,1,37,cvd_stroke,total,58.5049324096707,666,nvss,Deaths,age-adjusted rate
1998,A,All,45,54,All Origins,1,37,cvd_stroke,total,55.4588755808309,666,nvss,Deaths,age-adjusted rate
