Year,Gender.Code,Race,min_age,max_age,Hispanic.Origin,rural_urban_class,STATEFP,label_cause,attr,value,Education,source,measure1,measure2
1993,A,All,25,34,All Origins,1,29,all-cause,overall,257.203122426829,666,nvss,Deaths,age-adjusted rate
1993,A,All,35,44,All Origins,1,29,all-cause,overall,431.956186842174,666,nvss,Deaths,age-adjusted rate
1993,A,All,45,54,All Origins,1,29,all-cause,overall,657.299511518575,666,nvss,Deaths,age-adjusted rate
1993,A,All,55,64,All Origins,1,29,all-cause,overall,1233.73480976547,666,nvss,Deaths,age-adjusted rate
1993,A,All,65,74,All Origins,1,29,all-cause,overall,2075.61250118347,666,nvss,Deaths,age-adjusted rate
1993,A,All,75,84,All Origins,1,29,all-cause,overall,2851.40020502304,666,nvss,Deaths,age-adjusted rate
1993,A,All,85,150,All Origins,1,29,all-cause,overall,2348.77773226828,666,nvss,Deaths,age-adjusted rate
1993,A,All,25,34,All Origins,1,29,cvd_ihd,total,2.32763006721112,666,nvss,Deaths,age-adjusted rate
1993,A,All,35,44,All Origins,1,29,cvd_ihd,total,24.0811811479957,666,nvss,Deaths,age-adjusted rate
1993,A,All,45,54,All Origins,1,29,cvd_ihd,total,99.1457363743102,666,nvss,Deaths,age-adjusted rate
1993,A,All,55,64,All Origins,1,29,cvd_ihd,total,184.721283330269,666,nvss,Deaths,age-adjusted rate
1993,A,All,65,74,All Origins,1,29,cvd_ihd,total,289.694382833889,666,nvss,Deaths,age-adjusted rate
1993,A,All,75,84,All Origins,1,29,cvd_ihd,total,409.972447318454,666,nvss,Deaths,age-adjusted rate
1993,A,All,85,150,All Origins,1,29,cvd_ihd,total,355.740100134423,666,nvss,Deaths,age-adjusted rate
1993,A,All,25,34,All Origins,1,29,cvd_stroke,total,3.49144510081669,666,nvss,Deaths,age-adjusted rate
1993,A,All,35,44,All Origins,1,29,cvd_stroke,total,6.02029528699894,666,nvss,Deaths,age-adjusted rate
1993,A,All,45,54,All Origins,1,29,cvd_stroke,total,7.34412862031927,666,nvss,Deaths,age-adjusted rate
1993,A,All,55,64,All Origins,1,29,cvd_stroke,total,6.77876269101906,666,nvss,Deaths,age-adjusted rate
1993,A,All,65,74,All Origins,1,29,cvd_stroke,total,3.18345475641636,666,nvss,Deaths,age-adjusted rate
1993,A,All,75,84,All Origins,1,29,cvd_stroke,total,26.7737108452868,666,nvss,Deaths,age-adjusted rate
1993,A,All,85,150,All Origins,1,29,cvd_stroke,total,31.257498338171,666,nvss,Deaths,age-adjusted rate
1993,A,All,35,44,All Origins,1,29,lri,total,1.50507382174973,666,nvss,Deaths,age-adjusted rate
