Year,Race,Hispanic.Origin,Deaths,YLL,attrDeaths,attrYLL,allDeaths,allYLL,pop_size,crudeDeaths,crudeYLL,crudeAttrDeaths,crudeAttrYLL,effPaf,propDeaths,propYll,test1,test2
2011,American Indian or Alaska Native,All Origins,1827,20375.5,150.079879559665,2179.2079620161,14893,310956.5,2401827,76.0670939247498,848.333372886557,6.24857158986326,90.7312625770339,0.0821455279472715,0.0100772093976811,0.00700807978613117,0.122675082253408,0.0655252422766528
2011,Asian or Pacific Islander,All Origins,10525,67695.5,953.194058503684,9109.76182086398,46140,598758,14301586,73.5932364424477,473.342606896885,6.66495351287391,63.6975634790714,0.090564756152369,0.020658735554913,0.0152144302387008,0.228110099696576,0.113059867258559
2011,Black or African American,All Origins,60025,689855.5,6186.00633132368,94163.6805287092,289902,5124820.5,38350803,156.515627586729,1798.80327408008,16.1300568630171,245.532487360719,0.103057165036629,0.0213382671776106,0.0183740446184816,0.20705272816331,0.134610665876005
2011,White,All Origins,552969,3764495.5,44369.5406275162,431137.239116667,2150390,21743442,226358601,244.288928080095,1663.06713478937,19.6014379093623,190.466470994255,0.0802387486957066,0.0206332528646042,0.0198283803970258,0.257148238226554,0.173132455293877
2011,White,Hispanic or Latino,31164,273673,2903.06826536149,36099.2214781005,145827,2650489.5,30387869,102.554081696219,900.599512259316,9.55337890051287,118.794843686145,0.0931545458016138,0.0199076183790484,0.0136198319133505,0.213705280915057,0.10325375746631
2011,White,Not Hispanic or Latino,519660,3442240,41237.0224017554,388344.955827957,2000927,19032712.5,195970732,265.172250313378,1756.50719108402,21.0424393382147,198.164772802888,0.0793538513677315,0.0206089589484051,0.0204040782851082,0.259709624589003,0.180859139231993
2012,American Indian or Alaska Native,All Origins,1948,20029,149.056958435734,2020.0042820251,15488,325244.5,2427045,80.2622118666939,825.24221841787,6.14149957811799,83.2289587554042,0.0765179458088982,0.00962402882462124,0.00621072541434244,0.12577479338843,0.0615813641737216
2012,Asian or Pacific Islander,All Origins,10752,66777.5,899.513783661774,8383.80018222851,48857,630756,14667248,73.3061853184728,455.2830905975,6.13280544286,57.1600083548632,0.0836601361292573,0.0184111546689681,0.0132916693336702,0.220070818920523,0.105868988959281
2012,Black or African American,All Origins,60310,687603,5822.24099774438,88127.2601501109,294956,5148887,38779230,155.521396376359,1773.12184898978,15.0138128006781,227.253764837803,0.0965385673643572,0.0197393543367295,0.017115788353893,0.204471175361749,0.133544006695039
2012,White,All Origins,545640,3731817,41406.6671796328,403884.688182255,2169450,21862368,228481842,238.811099921017,1633.31009910188,18.1225198541741,176.768834077526,0.0758864217792551,0.0190862509758846,0.0184739680615684,0.251510751572979,0.170695919124589
2012,White,Hispanic or Latino,31479,271629.5,2795.30290254075,34016.6355577917,152245,2708757,32342930,97.3288443564019,839.84196855387,8.64270151943795,105.174873017972,0.0887989739998333,0.0183605563567983,0.0125580240522836,0.20676541101514,0.100278282621882
2012,White,Not Hispanic or Latino,511431,3408372,38333.7674870203,362842.955136485,2011475,19071797,196138912,260.749381540365,1737.73371395065,19.5441929886,184.992845854312,0.0749539380425126,0.0190575411014406,0.0190251057693455,0.254256702171292,0.178712682396945
2013,American Indian or Alaska Native,All Origins,2095,22421.5,160.540219910795,2237.97378373594,15977,322634,2435986,86.002136301276,920.428114118883,6.59035889002625,91.8713729773464,0.0766301765683985,0.0100482080434872,0.00693657142066844,0.131125993615823,0.0694951555012801
2013,Asian or Pacific Islander,All Origins,11970,74703.5,1028.13605524919,9459.31279539974,52205,658090.5,15049620,79.5368919613917,496.381303979768,6.83164129891113,62.8541637290493,0.0858927364452122,0.0196942065941804,0.0143738783577635,0.229288382338856,0.113515542315229
2013,Black or African American,All Origins,61831,706928,5728.7458941314,86300.1492875109,302703,5224043,39117445,158.065026997545,1807.19369580503,14.644989963254,220.618062574156,0.0926516778659799,0.0189253026700475,0.0165198007151761,0.204262924384628,0.135322010174878
2013,White,All Origins,554996,3815994,41186.887517242,399466.22224542,2211316,22166261.5,229766453,241.547881665736,1660.81425298409,17.9255443862564,173.857504883631,0.0742111429942595,0.0186255096590637,0.0180213619804774,0.250979959444964,0.17215325191395
2013,White,Hispanic or Latino,33960,297629,2964.90832866424,36629.5525670091,158959,2767284,33487388,101.411313417457,888.779381658552,8.8538058825736,109.383128260135,0.0873058989594889,0.0186520318362864,0.0132366437875582,0.213639995218893,0.107552748471064
2013,White,Not Hispanic or Latino,518477,3467418,37965.6790865747,356170.414269968,2047232,19323338.5,196279065,264.152980349687,1766.57556423554,19.342704269849,181.461234426589,0.0732253872140417,0.0185448835728314,0.0184321365725683,0.253257569244717,0.179441973756243
2014,American Indian or Alaska Native,All Origins,2166,22961.5,162.434771936792,2211.67466711073,16901,340348.5,2460052,88.0469193334125,933.374579073938,6.60289993613109,89.9035738720455,0.0749929694999038,0.00961095627103672,0.00649826477011279,0.128158097154015,0.0674646722403654
2014,Asian or Pacific Islander,All Origins,11925,74493,998.731470083724,9048.17649099349,53961,670268,15528467,76.7944446802122,479.718957447635,6.43161665658126,58.2683177353791,0.0837510666736875,0.0185083943975042,0.0134993412948156,0.220992939345083,0.111139126438977
2014,Black or African American,All Origins,62070,715324.5,5787.59958201899,87103.3877644251,308725,5308254.5,39512724,157.08863808023,1810.36493459676,14.6474325131798,220.443894894275,0.0932431058807635,0.0187467797619856,0.0164090451511745,0.201052716819176,0.134757009107231
2014,White,All Origins,548080,3881009.5,40572.6594190091,401328.005849413,2231503,22542830,231014884,237.24878263688,1679.98244649899,17.5627902048983,173.723873934206,0.074026892824057,0.0181817633312656,0.0178029114290182,0.245610245650577,0.172161591956289
2014,White,Hispanic or Latino,34313,310927,2981.90681606789,37433.1417553556,164021,2848983.5,34632083,99.0786491242817,897.800458609435,8.61024390611413,108.088045860122,0.0869031217342666,0.0181800307037994,0.0131391219904768,0.209198822102048,0.109136118197947
2014,White,Not Hispanic or Latino,510791,3510039.5,37295.4512696918,356241.834982699,2061020,19600839,196382801,260.099661171449,1787.34567494024,18.9912003901461,181.401748609696,0.0730150908486873,0.0180956280238386,0.0181748258318279,0.247834082153497,0.179075982410753
2015,American Indian or Alaska Native,All Origins,2372,26204.5,172.487294028023,2413.63173155993,17830,357041.5,2464845,96.2332317042248,1063.12973026701,6.99789617716421,97.9222519695935,0.0727180834856759,0.00967399293483024,0.0067600873611609,0.133034212002243,0.0733934290551659
2015,Asian or Pacific Islander,All Origins,13276,82178.5,1112.09581846353,9947.44604825753,58684,715378,16060346,82.6632253128295,511.68573827737,6.92448231478658,61.9379311520283,0.0837673861451893,0.0189505796889021,0.0139051606958245,0.226228614273056,0.114874234320877
2015,Black or African American,All Origins,63544,720276,5748.22009199259,85031.896254023,319776,5516099.5,39854385,159.440422929622,1807.26913738601,14.4230555608689,213.356438078327,0.0904604697845994,0.0179757708270558,0.0154152216170181,0.198714099869909,0.130577049960756
2015,White,All Origins,564798,3901850,40298.9753372535,389645.418430837,2300575,23150967,232101641,243.340804298751,1681.09539561592,17.3626412823395,167.877063148742,0.0713511296733584,0.0175169143962937,0.0168306325360335,0.245502972083066,0.168539396216149
2015,White,Hispanic or Latino,36962,324291,3137.88613900829,38834.2507151294,174296,2987057.5,35622665,103.759783272812,910.350194181149,8.8086787976371,109.015568361125,0.0848949228669523,0.0180032022479477,0.0130008380204028,0.21206453389636,0.108565369096511
2015,White,Not Hispanic or Latino,524348,3514525.5,36840.5493295559,343248.57705952,2117814,20051847.5,196478976,266.872319204269,1788.75397844093,18.7503773073186,174.699901255349,0.0702597308077001,0.0173955547227263,0.0171180524417773,0.247589259491155,0.175271904496581
2016,American Indian or Alaska Native,All Origins,2408,24066,162.921747464933,2071.44741032311,18463,372799,2491528,96.6475191127694,965.913286946805,6.53902936129688,83.1396400250411,0.0676585330003875,0.00882422940285615,0.00555647255041753,0.130423008178519,0.0645548941923128
2016,Asian or Pacific Islander,All Origins,13965,88678,1061.13912414615,9697.84178292388,61735,763506,16440230,84.9440670842196,539.396346644785,6.45452724290447,58.9884799843061,0.0759856157641356,0.0171886146294023,0.0127017230813168,0.226208795658865,0.116145780124845
2016,Black or African American,All Origins,66289,762011,5597.50033195308,83607.6524876968,331529,5766473.5,40191504,164.932867404017,1895.95044763689,13.9270735724473,208.023199350034,0.0844408624651613,0.0168838935114366,0.0144989225195775,0.199949325700014,0.132145062315816
2016,White,All Origins,559679,3953274.5,37130.0302701886,364264.542381151,2316743,23814712,232819917,240.391375107311,1697.9966967345,15.9479613035807,156.457637763504,0.0663416534659842,0.0160268231177082,0.0152957777688494,0.241580097576641,0.166001356640383
2016,White,Hispanic or Latino,38634,342187.5,3068.13180635867,37884.9380276273,182455,3156070.5,36230105,106.635075995502,944.483876047282,8.46845960385338,104.567563432751,0.0794153286317406,0.0168158274991569,0.0120038313553602,0.21174536187005,0.108422007683288
2016,White,Not Hispanic or Latino,518239,3559043.5,33822.8697359061,320424.132021347,2127618,20564186.5,196589812,263.614372854683,1810.3906116966,17.2047927569645,162.991219515153,0.0652650027032048,0.0158970594044166,0.0155816585315129,0.243577089496329,0.173069987475556
