Year,Race,Hispanic.Origin,Nation,measure,attr,mean,lower,upper,source
2015,American Indian or Alaska Native,All Origins,us,age-adjusted Death,attributable,11.1560179297566,6.20115245440539,18.4124624036058,nvss
2015,American Indian or Alaska Native,All Origins,us,Deaths,attributable,145.94378558709,81.6583433413671,243.631442443842,nvss
2015,American Indian or Alaska Native,All Origins,us,YLL,attributable,3916.09493895229,2176.49151563146,6484.96919637079,nvss
2015,Asian or Pacific Islander,All Origins,us,age-adjusted Death,attributable,53.258572894943,34.9680000758759,78.352804571136,nvss
2015,Asian or Pacific Islander,All Origins,us,Deaths,attributable,839.874689202142,554.161612815208,1229.50513705559,nvss
2015,Asian or Pacific Islander,All Origins,us,YLL,attributable,18918.111917531,12406.3799056464,27745.4477848675,nvss
2015,Black or African American,All Origins,us,age-adjusted Death,attributable,274.241092128503,175.01114384319,407.418986558811,nvss
2015,Black or African American,All Origins,us,Deaths,attributable,3699.95988050429,2341.79826812756,5472.74075393681,nvss
2015,Black or African American,All Origins,us,YLL,attributable,96957.1527659323,61685.9714548395,143559.979830847,nvss
2015,White,All Origins,us,age-adjusted Death,attributable,1332.75819378065,757.748573799537,2139.49496114935,nvss
2015,White,All Origins,us,Deaths,attributable,22418.8553212087,12857.7378136083,35472.0543067125,nvss
2015,White,All Origins,us,YLL,attributable,476522.270053474,270990.406980946,762171.579307432,nvss
2015,White,Hispanic or Latino,us,age-adjusted Death,attributable,124.151875779076,80.3530744657775,184.925528267495,nvss
2015,White,Hispanic or Latino,us,Deaths,attributable,1809.2340839402,1163.87304795659,2711.33616245321,nvss
2015,White,Hispanic or Latino,us,YLL,attributable,44112.4630742951,28524.3448127325,65540.7622092153,nvss
2015,White,Not Hispanic or Latino,us,age-adjusted Death,attributable,1198.76597761962,671.078995642414,1942.83755609978,nvss
2015,White,Not Hispanic or Latino,us,Deaths,attributable,20473.7908533597,11595.9484372212,32604.1493185056,nvss
2015,White,Not Hispanic or Latino,us,YLL,attributable,429012.121581473,240307.41965367,692543.939419146,nvss
