Year,Race,Hispanic.Origin,Nation,measure,attr,mean,lower,upper,source
2009,American Indian or Alaska Native,All Origins,us,age-adjusted Death,attributable,15.7139026119996,10.0586741955307,24.2018097768786,nvss
2009,American Indian or Alaska Native,All Origins,us,Deaths,attributable,197.734021057862,126.419874524859,303.332303476869,nvss
2009,American Indian or Alaska Native,All Origins,us,YLL,attributable,5555.83562263858,3545.65030784585,8535.61852008983,nvss
2009,American Indian or Alaska Native,Hispanic or Latino,us,age-adjusted Death,attributable,0.793243455319376,0.563327724044249,1.10286963784939,nvss
2009,American Indian or Alaska Native,Hispanic or Latino,us,Deaths,attributable,9.62837416363235,6.81424915303253,13.4502976928987,nvss
2009,American Indian or Alaska Native,Hispanic or Latino,us,YLL,attributable,275.241836209038,194.386130185857,383.574344799931,nvss
2009,American Indian or Alaska Native,Not Hispanic or Latino,us,age-adjusted Death,attributable,55.9535546523415,34.9668868677738,88.2195159831617,nvss
2009,American Indian or Alaska Native,Not Hispanic or Latino,us,Deaths,attributable,707.361063241084,440.513610583785,1115.12822471248,nvss
2009,American Indian or Alaska Native,Not Hispanic or Latino,us,YLL,attributable,19536.6675743371,12189.9666986974,30766.9369030566,nvss
2009,Asian or Pacific Islander,All Origins,us,age-adjusted Death,attributable,66.1472929786328,46.4235010100144,93.3130096614518,nvss
2009,Asian or Pacific Islander,All Origins,us,Deaths,attributable,959.903450283871,682.581482068664,1348.58031208865,nvss
2009,Asian or Pacific Islander,All Origins,us,YLL,attributable,23689.0178928112,16658.6409278734,33332.7589881145,nvss
2009,Asian or Pacific Islander,Hispanic or Latino,us,age-adjusted Death,attributable,1.01799299018664,0.712956813720515,1.45019593882814,nvss
2009,Asian or Pacific Islander,Hispanic or Latino,us,Deaths,attributable,12.174231520847,8.3807963735163,17.3958872283694,nvss
2009,Asian or Pacific Islander,Hispanic or Latino,us,YLL,attributable,356.485913611524,249.538208050828,506.271650994834,nvss
2009,Asian or Pacific Islander,Not Hispanic or Latino,us,age-adjusted Death,attributable,268.146729513328,188.729597507632,377.007479673738,nvss
2009,Asian or Pacific Islander,Not Hispanic or Latino,us,Deaths,attributable,4048.02514072456,2858.92319551988,5714.44197891865,nvss
2009,Asian or Pacific Islander,Not Hispanic or Latino,us,YLL,attributable,95124.361224593,67060.7686463104,133703.014553471,nvss
2009,Black or African American,All Origins,us,age-adjusted Death,attributable,431.60442844998,302.192436488818,605.456137947418,nvss
2009,Black or African American,All Origins,us,Deaths,attributable,5601.36789636684,3928.02848418939,7878.26201422646,nvss
2009,Black or African American,All Origins,us,YLL,attributable,153392.072190357,107041.207608818,214976.352886919,nvss
2009,Black or African American,Hispanic or Latino,us,age-adjusted Death,attributable,2.61738184727632,1.80928375688337,3.67042310756538,nvss
2009,Black or African American,Hispanic or Latino,us,Deaths,attributable,34.7093999232451,24.0769355328922,48.9160721475438,nvss
2009,Black or African American,Hispanic or Latino,us,YLL,attributable,993.269534240518,690.021063150858,1387.06571920559,nvss
2009,Black or African American,Not Hispanic or Latino,us,age-adjusted Death,attributable,1740.75095083848,1204.85225293774,2441.45087991801,nvss
2009,Black or African American,Not Hispanic or Latino,us,Deaths,attributable,22733.9672833972,15776.1919714711,32017.9408723909,nvss
2009,Black or African American,Not Hispanic or Latino,us,YLL,attributable,608792.479780415,421969.79203725,853864.1775753,nvss
2009,White,All Origins,us,age-adjusted Death,attributable,2156.61697757412,1404.62846457001,3231.07652834916,nvss
2009,White,All Origins,us,Deaths,attributable,33912.6501891338,22082.0713699276,50681.0069230798,nvss
2009,White,All Origins,us,YLL,attributable,773001.507410742,501976.366664526,1157708.47396452,nvss
2009,White,Hispanic or Latino,us,age-adjusted Death,attributable,159.390353629924,110.611114008245,224.086757718033,nvss
2009,White,Hispanic or Latino,us,Deaths,attributable,2199.90586343778,1546.68362970058,3082.78899149372,nvss
2009,White,Hispanic or Latino,us,YLL,attributable,57644.3727965329,40076.9115101125,80810.7721926203,nvss
2009,White,Not Hispanic or Latino,us,age-adjusted Death,attributable,1990.00133600845,1288.47329639722,2996.29435811132,nvss
2009,White,Not Hispanic or Latino,us,Deaths,attributable,31615.615621266,20468.8375942031,47462.3060442821,nvss
2009,White,Not Hispanic or Latino,us,YLL,attributable,712903.416987986,460178.772180603,1073128.1376307,nvss
