Year,Race,Hispanic.Origin,Nation,measure,attr,mean,lower,upper,source
2013,American Indian or Alaska Native,All Origins,us,age-adjusted Death,attributable,11.1991962038645,6.63641282708267,17.9634511605619,nvss
2013,American Indian or Alaska Native,All Origins,us,Deaths,attributable,147.219874061142,87.9564713122866,238.181566225649,nvss
2013,American Indian or Alaska Native,All Origins,us,YLL,attributable,3928.14102840702,2327.25717176237,6296.02416460354,nvss
2013,Asian or Pacific Islander,All Origins,us,age-adjusted Death,attributable,53.1498492201475,35.8853160149091,76.5017179710523,nvss
2013,Asian or Pacific Islander,All Origins,us,Deaths,attributable,828.782060160946,558.693994496802,1187.00111059434,nvss
2013,Asian or Pacific Islander,All Origins,us,YLL,attributable,18848.5546165178,12714.3160869636,27055.7041878296,nvss
2013,Black or African American,All Origins,us,age-adjusted Death,attributable,287.478535873246,188.490749635453,422.249859541885,nvss
2013,Black or African American,All Origins,us,Deaths,attributable,3828.34704786098,2490.35841534153,5594.058711882,nvss
2013,Black or African American,All Origins,us,YLL,attributable,101458.144944642,66349.5531286146,148481.363544996,nvss
2013,White,All Origins,us,age-adjusted Death,attributable,1459.6061229888,876.186519324467,2270.92391868104,nvss
2013,White,All Origins,us,Deaths,attributable,24361.6123230108,14756.0574595885,37330.4184500101,nvss
2013,White,All Origins,us,YLL,attributable,520484.871173824,312488.899950712,806535.530010225,nvss
2013,White,Hispanic or Latino,us,age-adjusted Death,attributable,122.061451804231,81.5562303748391,177.768918461238,nvss
2013,White,Hispanic or Latino,us,Deaths,attributable,1771.03268470044,1175.64359046587,2601.72076909331,nvss
2013,White,Hispanic or Latino,us,YLL,attributable,43350.2122434831,28944.5621625535,62979.8652233549,nvss
2013,White,Not Hispanic or Latino,us,age-adjusted Death,attributable,1329.84633156979,791.106710448751,2084.86655184244,nvss
2013,White,Not Hispanic or Latino,us,Deaths,attributable,22488.65528114,13500.2693895526,34643.5113046401,nvss
2013,White,Not Hispanic or Latino,us,YLL,attributable,474504.217574436,281899.071184492,740736.994662192,nvss
