Year,Race,Hispanic.Origin,min_age,max_age,Nation,measure,attr,mean,lower,upper,source
2004,American Indian or Alaska Native,All Origins,0,4,us,age-adjusted Death,attributable,0.0185049199809994,0.0121697354484416,0.0274673672247483,nvss
2004,American Indian or Alaska Native,All Origins,0,4,us,Deaths,attributable,0.804633683297154,0.542024547937198,1.19763281038607,nvss
2004,American Indian or Alaska Native,All Origins,0,4,us,YLL,attributable,71.3542174669317,48.050299799649,106.222662641712,nvss
2004,American Indian or Alaska Native,All Origins,5,9,us,age-adjusted Death,attributable,0.00498444016981648,0.002466901566337,0.0081208875180887,nvss
2004,American Indian or Alaska Native,All Origins,5,9,us,Deaths,attributable,0.0342423894618951,0.0169472601376978,0.055789333144082,nvss
2004,American Indian or Alaska Native,All Origins,5,9,us,YLL,attributable,2.87739074504994,1.42407963464202,4.68798215848588,nvss
2004,American Indian or Alaska Native,All Origins,10,14,us,age-adjusted Death,attributable,0.00491349539559082,0.00242087398574549,0.00803212898656077,nvss
2004,American Indian or Alaska Native,All Origins,10,14,us,Deaths,attributable,0.0337550090326882,0.0166310572569516,0.0551795747557578,nvss
2004,American Indian or Alaska Native,All Origins,10,14,us,YLL,attributable,2.6682097438247,1.31462411934572,4.36174313805808,nvss
2004,American Indian or Alaska Native,All Origins,20,24,us,age-adjusted Death,attributable,0.0483458905259184,0.0281653799516647,0.0888695846615124,nvss
2004,American Indian or Alaska Native,All Origins,20,24,us,Deaths,attributable,0.348701252910899,0.203146599866471,0.640983859849004,nvss
2004,American Indian or Alaska Native,All Origins,20,24,us,YLL,attributable,24.0978955193291,14.0389674479892,44.2968356301388,nvss
2004,American Indian or Alaska Native,All Origins,25,29,us,age-adjusted Death,attributable,0.170260485044281,0.0858252986005833,0.266604477334497,nvss
2004,American Indian or Alaska Native,All Origins,25,29,us,Deaths,attributable,1.25584047200363,0.633046966102423,1.96647326927888,nvss
2004,American Indian or Alaska Native,All Origins,25,29,us,YLL,attributable,80.5612875800129,40.6095199388388,126.147884302559,nvss
2004,American Indian or Alaska Native,All Origins,30,34,us,age-adjusted Death,attributable,0.149831307587764,0.0878413236237025,0.236399082565941,nvss
2004,American Indian or Alaska Native,All Origins,30,34,us,Deaths,attributable,1.10515496295574,0.647917156422548,1.7436784310442,nvss
2004,American Indian or Alaska Native,All Origins,30,34,us,YLL,attributable,65.4210594255683,38.3542835294332,103.219271577386,nvss
2004,American Indian or Alaska Native,All Origins,35,39,us,age-adjusted Death,attributable,0.460807999964856,0.299382400742941,0.750068331921035,nvss
2004,American Indian or Alaska Native,All Origins,35,39,us,Deaths,attributable,2.83375926571621,1.84106537248132,4.61257852655257,nvss
2004,American Indian or Alaska Native,All Origins,35,39,us,YLL,attributable,153.738846591671,99.8826083392118,250.244440685217,nvss
