Year,Race,Hispanic.Origin,min_age,max_age,Nation,measure,attr,mean,lower,upper,source
2006,American Indian or Alaska Native,All Origins,0,4,us,age-adjusted Death,attributable,0.0246651997886781,0.0163831693021671,0.0371778529802801,nvss
2006,American Indian or Alaska Native,All Origins,0,4,us,Deaths,attributable,0.804282198293902,0.535651380315108,1.19923653447258,nvss
2006,American Indian or Alaska Native,All Origins,0,4,us,YLL,attributable,71.1935230401589,47.4155689874327,106.145717227999,nvss
2006,American Indian or Alaska Native,All Origins,5,9,us,age-adjusted Death,attributable,0.0236462857213847,0.0156232883657017,0.036004851110573,nvss
2006,American Indian or Alaska Native,All Origins,5,9,us,Deaths,attributable,0.162446593280849,0.107329751520229,0.247348165940806,nvss
2006,American Indian or Alaska Native,All Origins,5,9,us,YLL,attributable,13.6504003200873,9.01892766672966,20.7846863103742,nvss
2006,American Indian or Alaska Native,All Origins,15,19,us,age-adjusted Death,attributable,0.0602926857786625,0.0390204298602192,0.0908086644640388,nvss
2006,American Indian or Alaska Native,All Origins,15,19,us,Deaths,attributable,0.434869124214635,0.281440110697429,0.654969734331401,nvss
2006,American Indian or Alaska Native,All Origins,15,19,us,YLL,attributable,32.2092553842042,20.8452978058246,48.5113480523676,nvss
2006,American Indian or Alaska Native,All Origins,20,24,us,age-adjusted Death,attributable,0.0565103096013027,0.039293147315425,0.0838897900335107,nvss
2006,American Indian or Alaska Native,All Origins,20,24,us,Deaths,attributable,0.407588226134608,0.283407122108047,0.605066419770157,nvss
2006,American Indian or Alaska Native,All Origins,20,24,us,YLL,attributable,28.1674310209898,19.5855769400936,41.8146687003774,nvss
2006,American Indian or Alaska Native,All Origins,25,29,us,age-adjusted Death,attributable,0.0482823511221185,0.021595054662082,0.0755517331079747,nvss
2006,American Indian or Alaska Native,All Origins,25,29,us,Deaths,attributable,0.356130376386961,0.15928501338828,0.557269199264496,nvss
2006,American Indian or Alaska Native,All Origins,25,29,us,YLL,attributable,22.8455144643605,10.2180221587271,35.7484292171314,nvss
2006,American Indian or Alaska Native,All Origins,30,34,us,age-adjusted Death,attributable,0.240278794273361,0.154112008706945,0.359839786558762,nvss
2006,American Indian or Alaska Native,All Origins,30,34,us,Deaths,attributable,1.77229516487188,1.13672939264576,2.65417643606566,nvss
2006,American Indian or Alaska Native,All Origins,30,34,us,YLL,attributable,104.913275682746,67.2901481147731,157.117363781633,nvss
2006,American Indian or Alaska Native,All Origins,35,39,us,age-adjusted Death,attributable,0.268916818999821,0.173992047856987,0.445664666519611,nvss
2006,American Indian or Alaska Native,All Origins,35,39,us,Deaths,attributable,1.65371592421527,1.06997182734084,2.74063466400017,nvss
2006,American Indian or Alaska Native,All Origins,35,39,us,YLL,attributable,89.7184111067666,58.0487681544075,148.686593554392,nvss
2006,American Indian or Alaska Native,All Origins,40,44,us,age-adjusted Death,attributable,1.47655298924183,0.946862531433493,2.29523319550026,nvss
2006,American Indian or Alaska Native,All Origins,40,44,us,Deaths,attributable,9.08012819852107,5.82277319841192,14.1146384941761,nvss
2006,American Indian or Alaska Native,All Origins,40,44,us,YLL,attributable,447.80825185566,287.163994816453,696.097175222822,nvss
2006,American Indian or Alaska Native,All Origins,45,49,us,age-adjusted Death,attributable,1.6350666337037,1.05572634546597,2.47423321258932,nvss
2006,American Indian or Alaska Native,All Origins,45,49,us,Deaths,attributable,12.1264504808602,7.82978074760993,18.3501185285646,nvss
2006,American Indian or Alaska Native,All Origins,45,49,us,YLL,attributable,538.818461592292,347.903157951366,815.35669907721,nvss
2006,American Indian or Alaska Native,All Origins,50,54,us,age-adjusted Death,attributable,2.21076658609322,1.29845908107875,3.47328992921934,nvss
2006,American Indian or Alaska Native,All Origins,50,54,us,Deaths,attributable,16.3961217105101,9.63000493286206,25.7596097089591,nvss
2006,American Indian or Alaska Native,All Origins,50,54,us,YLL,attributable,649.855986080683,381.682721200795,1020.9753784481,nvss
2006,American Indian or Alaska Native,All Origins,55,59,us,age-adjusted Death,attributable,1.72559282264781,1.13322180363269,2.68134781806324,nvss
2006,American Indian or Alaska Native,All Origins,55,59,us,Deaths,attributable,19.7777986697843,12.9883668883523,30.7321383198309,nvss
