Year,Race,Hispanic.Origin,Nation,measure,attr,mean,lower,upper,source
2016,American Indian or Alaska Native,All Origins,us,age-adjusted Death,attributable,9.6668696384344,4.90257358379463,16.965255954071,nvss
2016,American Indian or Alaska Native,All Origins,us,Deaths,attributable,127.723463806541,65.3940219950066,226.377354034365,nvss
2016,American Indian or Alaska Native,All Origins,us,YLL,attributable,3383.79660314678,1717.03995319904,5959.11294711837,nvss
2016,Asian or Pacific Islander,All Origins,us,age-adjusted Death,attributable,44.8813077873028,26.7407769858555,69.6595227148465,nvss
2016,Asian or Pacific Islander,All Origins,us,Deaths,attributable,707.171332070826,425.470154496403,1090.7633777396,nvss
2016,Asian or Pacific Islander,All Origins,us,YLL,attributable,16018.3677179934,9532.38792247792,24780.8854890166,nvss
2016,Black or African American,All Origins,us,age-adjusted Death,attributable,238.436472343302,137.498102874265,373.730860243616,nvss
2016,Black or African American,All Origins,us,Deaths,attributable,3220.58000064529,1848.5544784685,5038.30892436816,nvss
2016,Black or African American,All Origins,us,YLL,attributable,84413.5516419313,48614.0337963983,132115.613740591,nvss
2016,White,All Origins,us,age-adjusted Death,attributable,1092.83095604078,551.145465180652,1876.07539455277,nvss
2016,White,All Origins,us,Deaths,attributable,18320.7651528331,9306.98495928563,31035.8584877982,nvss
2016,White,All Origins,us,YLL,attributable,390987.622970929,197170.046600003,669045.664041834,nvss
2016,White,Hispanic or Latino,us,age-adjusted Death,attributable,109.888038262288,65.2006384395563,172.587061043007,nvss
2016,White,Hispanic or Latino,us,Deaths,attributable,1611.07240491605,951.638116326453,2544.15312976852,nvss
2016,White,Hispanic or Latino,us,YLL,attributable,39220.210995102,23244.8089852503,61614.1182299718,nvss
2016,White,Not Hispanic or Latino,us,age-adjusted Death,attributable,975.911208089093,481.893392211247,1695.28326158112,nvss
2016,White,Not Hispanic or Latino,us,Deaths,attributable,16616.1033553319,8294.67138945507,28411.397857822,nvss
2016,White,Not Hispanic or Latino,us,YLL,attributable,349396.31047829,172588.907265805,604813.579347596,nvss
