Year,Race,Hispanic.Origin,Nation,measure,attr,mean,lower,upper,source
2011,American Indian or Alaska Native,All Origins,us,age-adjusted Death,attributable,12.5687876332938,8.07021408368433,19.1539314481595,nvss
2011,American Indian or Alaska Native,All Origins,us,Deaths,attributable,159.747619077577,102.665359702023,246.254403979782,nvss
2011,American Indian or Alaska Native,All Origins,us,YLL,attributable,4403.78005633963,2825.9601260586,6707.2162425702,nvss
2011,Asian or Pacific Islander,All Origins,us,age-adjusted Death,attributable,55.1673879390259,39.0967453538688,77.4943307985721,nvss
2011,Asian or Pacific Islander,All Origins,us,Deaths,attributable,839.41272342574,594.594906402723,1173.90962677621,nvss
2011,Asian or Pacific Islander,All Origins,us,YLL,attributable,19487.7704325033,13820.1625933602,27287.1776949893,nvss
2011,Black or African American,All Origins,us,age-adjusted Death,attributable,348.426708400344,249.009199166452,484.186006871722,nvss
2011,Black or African American,All Origins,us,Deaths,attributable,4583.77079474069,3249.0412189151,6336.80138738995,nvss
2011,Black or African American,All Origins,us,YLL,attributable,122498.668698166,87443.9864936588,169618.019650594,nvss
2011,White,All Origins,us,age-adjusted Death,attributable,1746.11675098026,1148.62805873271,2569.94932403314,nvss
2011,White,All Origins,us,Deaths,attributable,28974.5360847944,19231.4815680438,42109.3288911124,nvss
2011,White,All Origins,us,YLL,attributable,621242.964794839,408637.497373056,910536.219154979,nvss
2011,White,Hispanic or Latino,us,age-adjusted Death,attributable,130.303848083643,91.9334136498336,183.014384350278,nvss
2011,White,Hispanic or Latino,us,Deaths,attributable,1867.89894692896,1308.10354533506,2645.41809129068,nvss
2011,White,Hispanic or Latino,us,YLL,attributable,46345.0718575779,32660.4130321764,64872.3047418154,nvss
2011,White,Not Hispanic or Latino,us,age-adjusted Death,attributable,1609.79116052913,1054.48682350547,2380.27746864233,nvss
2011,White,Not Hispanic or Latino,us,Deaths,attributable,27027.2578151016,17854.3766447875,39403.4580280548,nvss
2011,White,Not Hispanic or Latino,us,YLL,attributable,572855.472057788,374665.512015965,843483.341070487,nvss
