Year,Race,Hispanic.Origin,min_age,max_age,Nation,measure,attr,mean,lower,upper,source
2002,American Indian or Alaska Native,All Origins,0,4,us,age-adjusted Death,attributable,0.00475704673598367,0.00311297673750889,0.0070327231126852,nvss
2002,American Indian or Alaska Native,All Origins,0,4,us,Deaths,attributable,0.085997751146037,0.0562763020112171,0.127137361831831,nvss
2002,American Indian or Alaska Native,All Origins,0,4,us,YLL,attributable,7.56784600528315,4.95234330772757,11.1881527486384,nvss
2002,American Indian or Alaska Native,All Origins,15,17,us,age-adjusted Death,attributable,0.0356270530393083,0.0237451618248773,0.0546771571549486,nvss
2002,American Indian or Alaska Native,All Origins,15,17,us,Deaths,attributable,0.256964922916659,0.171265180738947,0.394366366988635,nvss
2002,American Indian or Alaska Native,All Origins,15,17,us,YLL,attributable,19.0325051058809,12.6850209354481,29.209355923389,nvss
2002,American Indian or Alaska Native,All Origins,18,19,us,age-adjusted Death,attributable,0.0205478101567466,0.0147724671983581,0.0296441624111658,nvss
2002,American Indian or Alaska Native,All Origins,18,19,us,Deaths,attributable,0.148203850798686,0.106548411139331,0.213812517709773,nvss
2002,American Indian or Alaska Native,All Origins,18,19,us,YLL,attributable,10.9769478068103,7.89167313583309,15.8363553625268,nvss
2002,American Indian or Alaska Native,All Origins,22,24,us,age-adjusted Death,attributable,0.0601294517274502,0.0376055082450713,0.101841008423464,nvss
2002,American Indian or Alaska Native,All Origins,22,24,us,Deaths,attributable,0.433691776614739,0.271234797803083,0.734542002405215,nvss
2002,American Indian or Alaska Native,All Origins,22,24,us,YLL,attributable,29.9713839087486,18.7443772114441,50.7624113213112,nvss
2002,American Indian or Alaska Native,All Origins,25,29,us,age-adjusted Death,attributable,0.15317511008415,0.0890967796019839,0.23504808153214,nvss
2002,American Indian or Alaska Native,All Origins,25,29,us,Deaths,attributable,1.12981883316764,0.657177393335033,1.733713454288,nvss
2002,American Indian or Alaska Native,All Origins,25,29,us,YLL,attributable,72.4770876247651,42.1574699619921,111.216505030608,nvss
2002,American Indian or Alaska Native,All Origins,30,34,us,age-adjusted Death,attributable,0.170439974233572,0.109737717140347,0.251142740605885,nvss
2002,American Indian or Alaska Native,All Origins,30,34,us,Deaths,attributable,1.25716438335124,0.809424843669934,1.85242757778326,nvss
2002,American Indian or Alaska Native,All Origins,30,34,us,YLL,attributable,74.4194511971105,47.9149373375096,109.656816202139,nvss
2002,American Indian or Alaska Native,All Origins,35,39,us,age-adjusted Death,attributable,0.379564399969248,0.259759978786341,0.620233003911095,nvss
2002,American Indian or Alaska Native,All Origins,35,39,us,Deaths,attributable,2.33414813855424,1.59740552855892,3.81415040943323,nvss
2002,American Indian or Alaska Native,All Origins,35,39,us,YLL,attributable,126.633637139508,86.663424967307,206.927628527829,nvss
2002,American Indian or Alaska Native,All Origins,40,44,us,age-adjusted Death,attributable,1.24473415126385,0.821432225838051,1.8793073490987,nvss
2002,American Indian or Alaska Native,All Origins,40,44,us,Deaths,attributable,7.65454795655963,5.05143396230967,11.5568840255446,nvss
2002,American Indian or Alaska Native,All Origins,40,44,us,YLL,attributable,377.502350652999,249.123554488431,569.955392614461,nvss
2002,American Indian or Alaska Native,All Origins,45,49,us,age-adjusted Death,attributable,1.311669525369,0.894416308541382,1.89365411219425,nvss
2002,American Indian or Alaska Native,All Origins,45,49,us,Deaths,attributable,9.72798002159161,6.63342695106721,14.0442611610177,nvss
2002,American Indian or Alaska Native,All Origins,45,49,us,YLL,attributable,432.246454797936,294.745186194447,624.033158336302,nvss
2002,American Indian or Alaska Native,All Origins,50,54,us,age-adjusted Death,attributable,2.16170152873217,1.32473330298274,3.29342476379136,nvss
2002,American Indian or Alaska Native,All Origins,50,54,us,Deaths,attributable,16.0322313490013,9.82486735881723,24.4256420425444,nvss
2002,American Indian or Alaska Native,All Origins,50,54,us,YLL,attributable,635.433286988864,389.40604237424,968.103919662699,nvss
2002,American Indian or Alaska Native,All Origins,55,59,us,age-adjusted Death,attributable,1.68649840204035,1.15833427511722,2.5130546766351,nvss
2002,American Indian or Alaska Native,All Origins,55,59,us,Deaths,attributable,19.3297198589905,13.276192265581,28.8032546196984,nvss
2002,American Indian or Alaska Native,All Origins,55,59,us,YLL,attributable,674.894867673504,463.536672422071,1005.66220601931,nvss
2002,American Indian or Alaska Native,All Origins,60,61,us,age-adjusted Death,attributable,0.77233706195827,0.501695400836357,1.19170732814885,nvss
2002,American Indian or Alaska Native,All Origins,60,61,us,Deaths,attributable,8.85210387766025,5.75015756965937,13.6586958986471,nvss
2002,American Indian or Alaska Native,All Origins,60,61,us,YLL,attributable,267.806577779817,173.962036788955,413.222512535486,nvss
2002,American Indian or Alaska Native,All Origins,62,64,us,age-adjusted Death,attributable,1.15984152818471,0.761090813088219,1.78907887844399,nvss
2002,American Indian or Alaska Native,All Origins,62,64,us,Deaths,attributable,13.2934675737081,8.72320554021766,20.5054410274692,nvss
2002,American Indian or Alaska Native,All Origins,62,64,us,YLL,attributable,402.173099970751,263.906959891337,620.360093298393,nvss
2002,American Indian or Alaska Native,All Origins,65,66,us,age-adjusted Death,attributable,0.549439186421572,0.363930227605242,0.843391187689843,nvss
2002,American Indian or Alaska Native,All Origins,65,66,us,Deaths,attributable,8.3203864431123,5.51114701469816,12.7718240302407,nvss
2002,American Indian or Alaska Native,All Origins,65,66,us,YLL,attributable,213.674973433922,141.531189687817,327.991876221509,nvss
2002,American Indian or Alaska Native,All Origins,67,69,us,age-adjusted Death,attributable,1.05479713313672,0.7083796406423,1.61171124483516,nvss
2002,American Indian or Alaska Native,All Origins,67,69,us,Deaths,attributable,15.9732323133768,10.7272879405704,24.4068146632862,nvss
2002,American Indian or Alaska Native,All Origins,67,69,us,YLL,attributable,410.206907281335,275.486358883833,626.788852950631,nvss
2002,American Indian or Alaska Native,All Origins,70,74,us,age-adjusted Death,attributable,1.59111740985323,1.05216054906299,2.42650015083801,nvss
2002,American Indian or Alaska Native,All Origins,70,74,us,Deaths,attributable,24.0949536427586,15.9333054226028,36.7455024290015,nvss
2002,American Indian or Alaska Native,All Origins,70,74,us,YLL,attributable,512.938195029169,339.19139440945,782.245609218531,nvss
2002,American Indian or Alaska Native,All Origins,75,79,us,age-adjusted Death,attributable,1.00852743739115,0.67850268673814,1.555893790839,nvss
2002,American Indian or Alaska Native,All Origins,75,79,us,Deaths,attributable,22.4912885817616,15.1313679381928,34.6981697819282,nvss
2002,American Indian or Alaska Native,All Origins,75,79,us,YLL,attributable,384.680084655188,258.799573810675,593.460656581323,nvss
2002,American Indian or Alaska Native,All Origins,80,84,us,age-adjusted Death,attributable,0.778706168102393,0.53324650397282,1.13494923681851,nvss
2002,American Indian or Alaska Native,All Origins,80,84,us,Deaths,attributable,17.3660175200529,11.8919927821623,25.3106359475622,nvss
2002,American Indian or Alaska Native,All Origins,80,84,us,YLL,attributable,229.903926298978,157.434819409874,335.080543063443,nvss
2002,American Indian or Alaska Native,All Origins,85,150,us,age-adjusted Death,attributable,0.235048990733235,0.159506323591523,0.338038737641092,nvss
2002,American Indian or Alaska Native,All Origins,85,150,us,Deaths,attributable,15.1560785094883,10.2850488979833,21.7969097886974,nvss
2002,American Indian or Alaska Native,All Origins,85,150,us,YLL,attributable,133.052727678928,91.0397115453395,191.053224739515,nvss
2002,American Indian or Alaska Native,Hispanic or Latino,30,34,us,age-adjusted Death,attributable,0.00864098707685855,0.00499212268503931,0.0123828390244775,nvss
2002,American Indian or Alaska Native,Hispanic or Latino,30,34,us,Deaths,attributable,0.0637358767441374,0.0368218715425913,0.0913357576844701,nvss
2002,American Indian or Alaska Native,Hispanic or Latino,30,34,us,YLL,attributable,3.7729266209574,2.17971771117584,5.40673682102835,nvss
2002,American Indian or Alaska Native,Hispanic or Latino,40,44,us,age-adjusted Death,attributable,0.054867078533798,0.0394137794321183,0.0763784156733538,nvss
2002,American Indian or Alaska Native,Hispanic or Latino,40,44,us,Deaths,attributable,0.337407536739352,0.242376787449824,0.469692460051904,nvss
2002,American Indian or Alaska Native,Hispanic or Latino,40,44,us,YLL,attributable,16.6400601276514,11.9533913074019,23.1640076931827,nvss
2002,American Indian or Alaska Native,Hispanic or Latino,50,54,us,age-adjusted Death,attributable,0.141491012295623,0.102371119736363,0.197835306023606,nvss
2002,American Indian or Alaska Native,Hispanic or Latino,50,54,us,Deaths,attributable,1.04936625744916,0.759234081696871,1.46724298105629,nvss
2002,American Indian or Alaska Native,Hispanic or Latino,50,54,us,YLL,attributable,41.5913565436205,30.0920438100256,58.1537909457634,nvss
2002,American Indian or Alaska Native,Hispanic or Latino,55,59,us,age-adjusted Death,attributable,0.0887979925749855,0.0661730998422325,0.118500614508908,nvss
2002,American Indian or Alaska Native,Hispanic or Latino,55,59,us,Deaths,attributable,1.01775389673576,0.758439783046272,1.3581890613144,nvss
2002,American Indian or Alaska Native,Hispanic or Latino,55,59,us,YLL,attributable,35.5347561409276,26.4808347328044,47.4210093833846,nvss
2002,American Indian or Alaska Native,Hispanic or Latino,60,61,us,age-adjusted Death,attributable,0.00810113087265252,0.00494262781529858,0.0130801777052896,nvss
2002,American Indian or Alaska Native,Hispanic or Latino,60,61,us,Deaths,attributable,0.0928507196448837,0.0566496896299403,0.14991782408046,nvss
2002,American Indian or Alaska Native,Hispanic or Latino,60,61,us,YLL,attributable,2.80905351045903,1.71384788540157,4.53552962889501,nvss
2002,American Indian or Alaska Native,Hispanic or Latino,62,64,us,age-adjusted Death,attributable,0.0159038976680769,0.011079410065534,0.0224294156205625,nvss
2002,American Indian or Alaska Native,Hispanic or Latino,62,64,us,Deaths,attributable,0.1822817538505,0.126986122554612,0.257073662223349,nvss
2002,American Indian or Alaska Native,Hispanic or Latino,62,64,us,YLL,attributable,5.51464977874934,3.84176681350329,7.77736215806324,nvss
2002,American Indian or Alaska Native,Hispanic or Latino,65,66,us,age-adjusted Death,attributable,0.0119591931830529,0.00730762778593441,0.0186623984581008,nvss
2002,American Indian or Alaska Native,Hispanic or Latino,65,66,us,Deaths,attributable,0.181103043412135,0.110662451212111,0.282612472798037,nvss
2002,American Indian or Alaska Native,Hispanic or Latino,65,66,us,YLL,attributable,4.65088830362251,2.84191082764609,7.25774133570497,nvss
2002,American Indian or Alaska Native,Hispanic or Latino,67,69,us,age-adjusted Death,attributable,0.0234510809538028,0.0169732816008909,0.0326975887698925,nvss
2002,American Indian or Alaska Native,Hispanic or Latino,67,69,us,Deaths,attributable,0.355129486331609,0.257033472706881,0.495153205389926,nvss
2002,American Indian or Alaska Native,Hispanic or Latino,67,69,us,YLL,attributable,9.12004317063001,6.60084971146214,12.7159776448842,nvss
2002,American Indian or Alaska Native,Hispanic or Latino,70,74,us,age-adjusted Death,attributable,0.0279062273693799,0.0195256752047015,0.0396338445011764,nvss
2002,American Indian or Alaska Native,Hispanic or Latino,70,74,us,Deaths,attributable,0.422595624085035,0.295685432129262,0.600191814900849,nvss
2002,American Indian or Alaska Native,Hispanic or Latino,70,74,us,YLL,attributable,8.99630021535851,6.29461065173641,12.7770034659953,nvss
2002,American Indian or Alaska Native,Hispanic or Latino,75,79,us,age-adjusted Death,attributable,0.0309728019776857,0.0234041493077283,0.042048774776967,nvss
2002,American Indian or Alaska Native,Hispanic or Latino,75,79,us,Deaths,attributable,0.690728086950111,0.521938676703149,0.937734654462822,nvss
2002,American Indian or Alaska Native,Hispanic or Latino,75,79,us,YLL,attributable,11.8138779819468,8.92698582427146,16.0385584379269,nvss
