Year,Race,Hispanic.Origin,min_age,max_age,Nation,measure,attr,mean,lower,upper,source
2007,American Indian or Alaska Native,All Origins,0,4,us,age-adjusted Death,attributable,0.0348199162797013,0.0234912334974632,0.0524198601399935,nvss
2007,American Indian or Alaska Native,All Origins,0,4,us,Deaths,attributable,1.08092430714836,0.756231654418404,1.54110947714457,nvss
2007,American Indian or Alaska Native,All Origins,0,4,us,YLL,attributable,95.646269075738,66.9338893024521,136.330353455865,nvss
2007,American Indian or Alaska Native,All Origins,15,19,us,age-adjusted Death,attributable,0.0582481923282921,0.0386030126701541,0.0872454521804426,nvss
2007,American Indian or Alaska Native,All Origins,15,19,us,Deaths,attributable,0.420122939586387,0.278429432942219,0.629269585380552,nvss
2007,American Indian or Alaska Native,All Origins,15,19,us,YLL,attributable,31.1170563749237,20.622307293743,46.6078267056523,nvss
2007,American Indian or Alaska Native,All Origins,20,24,us,age-adjusted Death,attributable,0.0495386556313469,0.0290892578761386,0.0904001933958677,nvss
2007,American Indian or Alaska Native,All Origins,20,24,us,Deaths,attributable,0.357304232030052,0.209810193944402,0.652023581686374,nvss
2007,American Indian or Alaska Native,All Origins,20,24,us,YLL,attributable,24.6924264831202,14.4994722283211,45.0597639568327,nvss
2007,American Indian or Alaska Native,All Origins,25,29,us,age-adjusted Death,attributable,0.11867413132645,0.0666492753942334,0.188745091769167,nvss
2007,American Indian or Alaska Native,All Origins,25,29,us,Deaths,attributable,0.875339789269769,0.49160471643215,1.39218283722211,nvss
2007,American Indian or Alaska Native,All Origins,25,29,us,YLL,attributable,56.1524350151585,31.5360985882184,89.3075549113887,nvss
2007,American Indian or Alaska Native,All Origins,30,34,us,age-adjusted Death,attributable,0.181063471438578,0.107311539948954,0.282414609839782,nvss
2007,American Indian or Alaska Native,All Origins,30,34,us,Deaths,attributable,1.33552324472059,0.791529373042028,2.08308872625185,nvss
2007,American Indian or Alaska Native,All Origins,30,34,us,YLL,attributable,79.0580040679713,46.8555920993852,123.311097463091,nvss
2007,American Indian or Alaska Native,All Origins,35,39,us,age-adjusted Death,attributable,0.521372062631923,0.355345229858156,0.840173131381735,nvss
2007,American Indian or Alaska Native,All Origins,35,39,us,Deaths,attributable,3.20620065945353,2.18521127609634,5.16668199345578,nvss
2007,American Indian or Alaska Native,All Origins,35,39,us,YLL,attributable,173.944765629645,118.553423083826,280.306001991701,nvss
2007,American Indian or Alaska Native,All Origins,40,44,us,age-adjusted Death,attributable,1.39785274697838,0.89600913573822,2.15002462696721,nvss
2007,American Indian or Alaska Native,All Origins,40,44,us,Deaths,attributable,8.59615756271363,5.5100479825832,13.2216719515526,nvss
2007,American Indian or Alaska Native,All Origins,40,44,us,YLL,attributable,423.940081755848,271.741202412018,652.058393206179,nvss
2007,American Indian or Alaska Native,All Origins,45,49,us,age-adjusted Death,attributable,1.4522387015723,0.966537356407629,2.14828022931043,nvss
2007,American Indian or Alaska Native,All Origins,45,49,us,Deaths,attributable,10.7705094936189,7.16831176710479,15.932692455924,nvss
2007,American Indian or Alaska Native,All Origins,45,49,us,YLL,attributable,478.569501032197,318.51189469347,707.942431437291,nvss
2007,American Indian or Alaska Native,All Origins,50,54,us,age-adjusted Death,attributable,2.15599643915336,1.26585199860796,3.38747552798767,nvss
2007,American Indian or Alaska Native,All Origins,50,54,us,Deaths,attributable,15.9899196261392,9.38817492865499,25.1231683152995,nvss
