Year,Race,Hispanic.Origin,min_age,max_age,Nation,measure,attr,mean,lower,upper,source
2005,American Indian or Alaska Native,All Origins,0,4,us,age-adjusted Death,attributable,0.0103678648458067,0.00716964808306234,0.0149721578200933,nvss
2005,American Indian or Alaska Native,All Origins,0,4,us,Deaths,attributable,0.61004012526566,0.410198516965721,0.880844572466623,nvss
2005,American Indian or Alaska Native,All Origins,0,4,us,YLL,attributable,54.1747210298056,36.4235905407291,78.2278237306308,nvss
2005,American Indian or Alaska Native,All Origins,15,19,us,age-adjusted Death,attributable,0.0220656270642389,0.0122654116022329,0.0350303623815321,nvss
2005,American Indian or Alaska Native,All Origins,15,19,us,Deaths,attributable,0.159151309860345,0.0884659346769835,0.252661211107788,nvss
2005,American Indian or Alaska Native,All Origins,15,19,us,YLL,attributable,11.7877883220157,6.55236650327679,18.7137440234466,nvss
2005,American Indian or Alaska Native,All Origins,20,24,us,age-adjusted Death,attributable,0.148526357438622,0.10135146064355,0.223778227002172,nvss
2005,American Indian or Alaska Native,All Origins,20,24,us,Deaths,attributable,1.07126637581273,0.731011073046814,1.61403062971824,nvss
2005,American Indian or Alaska Native,All Origins,20,24,us,YLL,attributable,74.0326138268903,50.5183973808548,111.541731368213,nvss
2005,American Indian or Alaska Native,All Origins,25,29,us,age-adjusted Death,attributable,0.0413065670694034,0.0292855566614014,0.0591533867778832,nvss
2005,American Indian or Alaska Native,All Origins,25,29,us,Deaths,attributable,0.304677028682244,0.216010117033193,0.436315080110513,nvss
2005,American Indian or Alaska Native,All Origins,25,29,us,YLL,attributable,19.5448182104958,13.8568978675606,27.989307103791,nvss
2005,American Indian or Alaska Native,All Origins,30,34,us,age-adjusted Death,attributable,0.259934541448059,0.161736820887266,0.389678546547293,nvss
2005,American Indian or Alaska Native,All Origins,30,34,us,Deaths,attributable,1.91727585609355,1.19296996851973,2.87426697802702,nvss
2005,American Indian or Alaska Native,All Origins,30,34,us,YLL,attributable,113.495592854454,70.6193808284722,170.145904490667,nvss
2005,American Indian or Alaska Native,All Origins,35,39,us,age-adjusted Death,attributable,0.559348046411838,0.385637091622758,0.89688510491696,nvss
2005,American Indian or Alaska Native,All Origins,35,39,us,Deaths,attributable,3.43973565867062,2.37149242563754,5.51543479396,nvss
2005,American Indian or Alaska Native,All Origins,35,39,us,YLL,attributable,186.614649713588,128.6596623183,299.226752933325,nvss
2005,American Indian or Alaska Native,All Origins,40,44,us,age-adjusted Death,attributable,1.25091169333416,0.843575424425956,1.83684463910326,nvss
2005,American Indian or Alaska Native,All Origins,40,44,us,Deaths,attributable,7.69253702593871,5.18760454566728,11.2957577041566,nvss
2005,American Indian or Alaska Native,All Origins,40,44,us,YLL,attributable,379.37587252145,255.839132677896,557.077323171202,nvss
2005,American Indian or Alaska Native,All Origins,45,49,us,age-adjusted Death,attributable,1.83242018493912,1.21818611956294,2.69097356837273,nvss
2005,American Indian or Alaska Native,All Origins,45,49,us,Deaths,attributable,13.5901205337786,9.03466155497873,19.9575705659523,nvss
2005,American Indian or Alaska Native,All Origins,45,49,us,YLL,attributable,603.854182262325,401.440013113824,886.781130755355,nvss
2005,American Indian or Alaska Native,All Origins,50,54,us,age-adjusted Death,attributable,2.41182657310794,1.47537869488101,3.69618762829207,nvss
2005,American Indian or Alaska Native,All Origins,50,54,us,Deaths,attributable,17.8872804963105,10.9421269538504,27.4127276029867,nvss
2005,American Indian or Alaska Native,All Origins,50,54,us,YLL,attributable,708.957673678428,433.688333556123,1086.49627284609,nvss
2005,American Indian or Alaska Native,All Origins,55,59,us,age-adjusted Death,attributable,1.96054101911868,1.35552600616018,2.91560276275515,nvss
2005,American Indian or Alaska Native,All Origins,55,59,us,Deaths,attributable,22.4706460591815,15.536295752758,33.4170400374963,nvss
2005,American Indian or Alaska Native,All Origins,55,59,us,YLL,attributable,784.55993202591,542.447916611535,1166.75197461057,nvss
2005,American Indian or Alaska Native,All Origins,60,64,us,age-adjusted Death,attributable,4.37914603554385,2.91784464421636,6.62633288308049,nvss
2005,American Indian or Alaska Native,All Origins,60,64,us,Deaths,attributable,50.1913704669176,33.4427352534241,75.9473938234414,nvss
2005,American Indian or Alaska Native,All Origins,60,64,us,YLL,attributable,1518.46152559802,1011.75772489728,2297.66978700749,nvss
2005,American Indian or Alaska Native,All Origins,65,69,us,age-adjusted Death,attributable,3.36690929463392,2.3078817245604,5.1029413638162,nvss
2005,American Indian or Alaska Native,All Origins,65,69,us,Deaths,attributable,50.9865097768371,34.9492141949362,77.2759664632219,nvss
2005,American Indian or Alaska Native,All Origins,65,69,us,YLL,attributable,1309.37922133084,897.527111955399,1984.51600703935,nvss
2005,American Indian or Alaska Native,All Origins,70,74,us,age-adjusted Death,attributable,1.78334586328143,1.20511514498764,2.70170727741409,nvss
2005,American Indian or Alaska Native,All Origins,70,74,us,Deaths,attributable,27.0059491767707,18.2495605747548,40.9130785713675,nvss
2005,American Indian or Alaska Native,All Origins,70,74,us,YLL,attributable,574.908050505644,388.500297617443,870.965804152555,nvss
2005,American Indian or Alaska Native,All Origins,75,79,us,age-adjusted Death,attributable,1.01291470195067,0.689214940194697,1.54291354459385,nvss
2005,American Indian or Alaska Native,All Origins,75,79,us,Deaths,attributable,22.5891294828957,15.370263158015,34.4086957891162,nvss
2005,American Indian or Alaska Native,All Origins,75,79,us,YLL,attributable,386.353507945019,262.885521712276,588.50963389289,nvss
2005,American Indian or Alaska Native,All Origins,80,84,us,age-adjusted Death,attributable,0.86243070704089,0.602144401439231,1.24426045018558,nvss
2005,American Indian or Alaska Native,All Origins,80,84,us,Deaths,attributable,19.2331682755264,13.4284928684685,27.7483981282533,nvss
