Year,Race,Hispanic.Origin,Nation,measure,attr,mean,lower,upper,source
2012,American Indian or Alaska Native,All Origins,us,age-adjusted Death,attributable,15.5760466536782,9.35034943692156,24.9079684265502,wonder
2012,American Indian or Alaska Native,All Origins,us,Deaths,attributable,154.236223880178,92.1553392600184,249.59718357305,wonder
2012,American Indian or Alaska Native,All Origins,us,YLL,attributable,4175.36769263387,2506.36170927711,6684.35733149422,wonder
2012,Asian or Pacific Islander,All Origins,us,age-adjusted Death,attributable,71.8558287945652,48.6079593118466,103.720569950656,wonder
2012,Asian or Pacific Islander,All Origins,us,Deaths,attributable,819.794116467378,546.136070685508,1185.25229718519,wonder
2012,Asian or Pacific Islander,All Origins,us,YLL,attributable,18771.0065184228,12757.8214987141,26975.6192826369,wonder
2012,Black or African American,All Origins,us,age-adjusted Death,attributable,418.431675892498,284.53421888815,600.167934409663,wonder
2012,Black or African American,All Origins,us,Deaths,attributable,4185.17632395877,2826.65397110041,5984.60069623682,wonder
2012,Black or African American,All Origins,us,YLL,attributable,111155.36525624,75520.1105298033,158660.278405934,wonder
2012,White,All Origins,us,age-adjusted Death,attributable,2209.93617485424,1377.82115535862,3373.29700121893,wonder
2012,White,All Origins,us,Deaths,attributable,26371.4764520633,16505.9301733818,39771.671225785,wonder
2012,White,All Origins,us,YLL,attributable,561206.348088536,348399.10058728,856153.046431028,wonder
2012,White,Hispanic or Latino,us,age-adjusted Death,attributable,167.288450625766,113.507878451419,242.060753643953,wonder
2012,White,Hispanic or Latino,us,Deaths,attributable,1814.0477197867,1223.37981180127,2634.21400729542,wonder
2012,White,Hispanic or Latino,us,YLL,attributable,44561.4746992632,30183.9445150471,64202.6872169432,wonder
2012,White,Not Hispanic or Latino,us,age-adjusted Death,attributable,2031.85288765844,1256.59971456692,3119.53735444948,wonder
2012,White,Not Hispanic or Latino,us,Deaths,attributable,24445.9431811907,15202.7087984591,37002.3088163501,wonder
2012,White,Not Hispanic or Latino,us,YLL,attributable,513852.169566965,316211.811075267,788966.400111618,wonder
