Year,Race,Hispanic.Origin,min_age,max_age,Nation,measure,attr,mean,lower,upper,source
2002,American Indian or Alaska Native,All Origins,0,4,us,age-adjusted Death,attributable,0.0107035849135753,0.00711655171086681,0.0159387356213837,wonder
2002,American Indian or Alaska Native,All Origins,0,4,us,Deaths,attributable,0.516343480060715,0.340056506444895,0.768224667299419,wonder
2002,American Indian or Alaska Native,All Origins,0,4,us,YLL,attributable,45.7796828929847,30.1505494690315,68.108617198685,wonder
2002,American Indian or Alaska Native,All Origins,5,9,us,age-adjusted Death,attributable,0,0,0,wonder
2002,American Indian or Alaska Native,All Origins,5,9,us,Deaths,attributable,0,0,0,wonder
2002,American Indian or Alaska Native,All Origins,5,9,us,YLL,attributable,0,0,0,wonder
2002,American Indian or Alaska Native,All Origins,10,14,us,age-adjusted Death,attributable,0.00771021890736992,0.0054703751750899,0.0112931673690892,wonder
2002,American Indian or Alaska Native,All Origins,10,14,us,Deaths,attributable,0.139385110905445,0.0988932817128527,0.204157547940646,wonder
2002,American Indian or Alaska Native,All Origins,10,14,us,YLL,attributable,11.0178821371915,7.81715145178914,16.137905878297,wonder
2002,American Indian or Alaska Native,All Origins,15,17,us,age-adjusted Death,attributable,0.0428860765038138,0.0292737023528815,0.0625575013749553,wonder
2002,American Indian or Alaska Native,All Origins,15,17,us,Deaths,attributable,0.294621197989079,0.201106138865716,0.429761067013295,wonder
2002,American Indian or Alaska Native,All Origins,15,17,us,YLL,attributable,21.8215754562211,14.8952377287196,31.8309192141847,wonder
2002,American Indian or Alaska Native,All Origins,18,19,us,age-adjusted Death,attributable,0.0273994201227577,0.0190108997526081,0.0398363105524395,wonder
2002,American Indian or Alaska Native,All Origins,18,19,us,Deaths,attributable,0.188230088617575,0.130602156144212,0.273669743078059,wonder
2002,American Indian or Alaska Native,All Origins,18,19,us,YLL,attributable,13.9415531195139,9.67325102368135,20.2697734902424,wonder
2002,American Indian or Alaska Native,All Origins,20,20,us,age-adjusted Death,attributable,0,0,0,wonder
2002,American Indian or Alaska Native,All Origins,20,20,us,Deaths,attributable,0,0,0,wonder
2002,American Indian or Alaska Native,All Origins,20,20,us,YLL,attributable,0,0,0,wonder
2002,American Indian or Alaska Native,All Origins,21,21,us,age-adjusted Death,attributable,0,0,0,wonder
2002,American Indian or Alaska Native,All Origins,21,21,us,Deaths,attributable,0,0,0,wonder
2002,American Indian or Alaska Native,All Origins,21,21,us,YLL,attributable,0,0,0,wonder
2002,American Indian or Alaska Native,All Origins,22,24,us,age-adjusted Death,attributable,0.0613252459216174,0.0383822167397955,0.1037727558561,wonder
2002,American Indian or Alaska Native,All Origins,22,24,us,Deaths,attributable,0.433691776614739,0.271234797803083,0.734542002405215,wonder
2002,American Indian or Alaska Native,All Origins,22,24,us,YLL,attributable,29.9713839087486,18.7443772114441,50.7624113213112,wonder
2002,American Indian or Alaska Native,All Origins,25,29,us,age-adjusted Death,attributable,0.168656284706884,0.102671440522111,0.256609587640069,wonder
2002,American Indian or Alaska Native,All Origins,25,29,us,Deaths,attributable,1.21645618994357,0.740531605866964,1.85083124430339,wonder
2002,American Indian or Alaska Native,All Origins,25,29,us,YLL,attributable,78.0348134426487,47.5045843738064,118.729529313949,wonder
2002,American Indian or Alaska Native,All Origins,30,34,us,age-adjusted Death,attributable,0.228212392757081,0.154295236005659,0.325209856232182,wonder
2002,American Indian or Alaska Native,All Origins,30,34,us,Deaths,attributable,1.65737050879568,1.12056779984592,2.36176864725236,wonder
2002,American Indian or Alaska Native,All Origins,30,34,us,YLL,attributable,98.1101638960373,66.3334419890163,139.807911288843,wonder
2002,American Indian or Alaska Native,All Origins,35,39,us,age-adjusted Death,attributable,0.386466726187085,0.267667775413575,0.6283476171381,wonder
2002,American Indian or Alaska Native,All Origins,35,39,us,Deaths,attributable,2.85057660738051,1.97431615050386,4.63468882920097,wonder
2002,American Indian or Alaska Native,All Origins,35,39,us,YLL,attributable,154.651231331437,107.111811316498,251.443982392264,wonder
2002,American Indian or Alaska Native,All Origins,40,44,us,age-adjusted Death,attributable,1.13109024440741,0.753194985383062,1.70137778819208,wonder
2002,American Indian or Alaska Native,All Origins,40,44,us,Deaths,attributable,7.93838324539254,5.27914631223853,11.9476085411606,wonder
2002,American Indian or Alaska Native,All Origins,40,44,us,YLL,attributable,391.500367170862,260.353733965874,589.224907148811,wonder
2002,American Indian or Alaska Native,All Origins,45,49,us,age-adjusted Death,attributable,1.64595327726251,1.13685571120677,2.35551687838926,wonder
2002,American Indian or Alaska Native,All Origins,45,49,us,Deaths,attributable,10.1218627947742,6.99114469727147,14.4853556800133,wonder
2002,American Indian or Alaska Native,All Origins,45,49,us,YLL,attributable,449.747974325759,310.639773485119,643.632452500501,wonder
2002,American Indian or Alaska Native,All Origins,50,54,us,age-adjusted Death,attributable,2.55229097767721,1.5806411392263,3.87197301845595,wonder
2002,American Indian or Alaska Native,All Origins,50,54,us,Deaths,attributable,16.3167401635404,10.1179498590135,24.735994343623,wonder
2002,American Indian or Alaska Native,All Origins,50,54,us,YLL,attributable,646.709719274826,401.022290443803,980.404651763301,wonder
2002,American Indian or Alaska Native,All Origins,55,59,us,age-adjusted Death,attributable,2.72194827291203,1.88896672987094,4.01124565186677,wonder
2002,American Indian or Alaska Native,All Origins,55,59,us,Deaths,attributable,20.1872940604036,14.0094972508157,29.7493513482968,wonder
2002,American Indian or Alaska Native,All Origins,55,59,us,YLL,attributable,704.836968821633,489.139928681582,1038.6950606655,wonder
2002,American Indian or Alaska Native,All Origins,60,61,us,age-adjusted Death,attributable,1.21938390572963,0.79268639048126,1.87073365841805,wonder
2002,American Indian or Alaska Native,All Origins,60,61,us,Deaths,attributable,9.04354492054782,5.87894833328533,13.8742719128815,wonder
2002,American Indian or Alaska Native,All Origins,60,61,us,YLL,attributable,273.598327543588,177.85840019962,419.744428163841,wonder
2002,American Indian or Alaska Native,All Origins,62,64,us,age-adjusted Death,attributable,1.57951067051342,1.03575465412523,2.42630131663802,wonder
2002,American Indian or Alaska Native,All Origins,62,64,us,Deaths,attributable,13.3529838283669,8.74350917524807,20.5458054902875,wonder
2002,American Indian or Alaska Native,All Origins,62,64,us,YLL,attributable,403.973671304156,264.521214659371,621.58125708055,wonder
