Year,Race,Hispanic.Origin,min_age,max_age,Nation,measure,attr,mean,lower,upper,source
2006,American Indian or Alaska Native,All Origins,0,4,us,age-adjusted Death,attributable,0.0130168569621607,0.00833859538901852,0.0195326626111141,wonder
2006,American Indian or Alaska Native,All Origins,0,4,us,Deaths,attributable,0.451660180303508,0.272086978986401,0.687320685529696,wonder
2006,American Indian or Alaska Native,All Origins,0,4,us,YLL,attributable,39.908165686963,24.0405780226299,60.7271636741345,wonder
2006,American Indian or Alaska Native,All Origins,5,9,us,age-adjusted Death,attributable,0.0179557345558267,0.011860475112074,0.0273473619724154,wonder
2006,American Indian or Alaska Native,All Origins,5,9,us,Deaths,attributable,0.32460324181721,0.214413320652607,0.494384806357818,wonder
2006,American Indian or Alaska Native,All Origins,5,9,us,YLL,attributable,27.2764365599373,18.0171686075757,41.5431951058875,wonder
2006,American Indian or Alaska Native,All Origins,10,14,us,age-adjusted Death,attributable,0,0,0,wonder
2006,American Indian or Alaska Native,All Origins,10,14,us,Deaths,attributable,0,0,0,wonder
2006,American Indian or Alaska Native,All Origins,10,14,us,YLL,attributable,0,0,0,wonder
2006,American Indian or Alaska Native,All Origins,15,17,us,age-adjusted Death,attributable,0.00760763895723077,0.00444799245620776,0.0126776891554763,wonder
2006,American Indian or Alaska Native,All Origins,15,17,us,Deaths,attributable,0.05226338910365,0.030557070567595,0.0870939071889084,wonder
2006,American Indian or Alaska Native,All Origins,15,17,us,YLL,attributable,3.87096888040423,2.26325677060265,6.45074516182752,wonder
2006,American Indian or Alaska Native,All Origins,18,19,us,age-adjusted Death,attributable,0.0243092820640824,0.0161564414999753,0.0367493748353691,wonder
2006,American Indian or Alaska Native,All Origins,18,19,us,Deaths,attributable,0.167001283116619,0.110992437126765,0.252462937204883,wonder
2006,American Indian or Alaska Native,All Origins,18,19,us,YLL,attributable,12.3692087524202,8.22082680527745,18.699058559662,wonder
2006,American Indian or Alaska Native,All Origins,20,20,us,age-adjusted Death,attributable,0.0195851096551636,0.0135791625158312,0.0291562726007617,wonder
2006,American Indian or Alaska Native,All Origins,20,20,us,Deaths,attributable,0.134546895863478,0.0932868999510088,0.20029941330186,wonder
2006,American Indian or Alaska Native,All Origins,20,20,us,YLL,attributable,9.29820874431045,6.44683077441059,13.8422053090944,wonder
2006,American Indian or Alaska Native,All Origins,21,21,us,age-adjusted Death,attributable,0,0,0,wonder
2006,American Indian or Alaska Native,All Origins,21,21,us,Deaths,attributable,0,0,0,wonder
2006,American Indian or Alaska Native,All Origins,21,21,us,YLL,attributable,0,0,0,wonder
2006,American Indian or Alaska Native,All Origins,22,24,us,age-adjusted Death,attributable,0.0300840070318044,0.0196757544467091,0.0452954873518958,wonder
2006,American Indian or Alaska Native,All Origins,22,24,us,Deaths,attributable,0.208396709418085,0.13616064843532,0.313822334540606,wonder
2006,American Indian or Alaska Native,All Origins,22,24,us,YLL,attributable,14.4017897504148,9.40973125977511,21.6874982990779,wonder
2006,American Indian or Alaska Native,All Origins,25,29,us,age-adjusted Death,attributable,0.0596050252660145,0.0318026144999105,0.0933867146743533,wonder
2006,American Indian or Alaska Native,All Origins,25,29,us,Deaths,attributable,0.429909280063885,0.22938064438002,0.673564269019346,wonder
2006,American Indian or Alaska Native,All Origins,25,29,us,YLL,attributable,27.5783795128741,14.7146078416352,43.2086765714077,wonder
