Year,Race,Hispanic.Origin,min_age,max_age,Nation,measure,attr,mean,lower,upper,source
2007,American Indian or Alaska Native,All Origins,0,4,us,age-adjusted Death,attributable,0.0165684264722707,0.0116002917462066,0.0241712425174304,wonder
2007,American Indian or Alaska Native,All Origins,0,4,us,Deaths,attributable,1.090264725112,0.7619693542766,1.57575189718596,wonder
2007,American Indian or Alaska Native,All Origins,0,4,us,YLL,attributable,96.562877301582,67.5130180689742,139.579377127024,wonder
2007,American Indian or Alaska Native,All Origins,5,9,us,age-adjusted Death,attributable,0,0,0,wonder
2007,American Indian or Alaska Native,All Origins,5,9,us,Deaths,attributable,0,0,0,wonder
2007,American Indian or Alaska Native,All Origins,5,9,us,YLL,attributable,0,0,0,wonder
2007,American Indian or Alaska Native,All Origins,10,14,us,age-adjusted Death,attributable,0,0,0,wonder
2007,American Indian or Alaska Native,All Origins,10,14,us,Deaths,attributable,0,0,0,wonder
2007,American Indian or Alaska Native,All Origins,10,14,us,YLL,attributable,0,0,0,wonder
2007,American Indian or Alaska Native,All Origins,15,17,us,age-adjusted Death,attributable,0.0104777007982239,0.00527934173319272,0.0168857505240315,wonder
2007,American Indian or Alaska Native,All Origins,15,17,us,Deaths,attributable,0.0719803025364034,0.0362683209290237,0.116002685577742,wonder
2007,American Indian or Alaska Native,All Origins,15,17,us,YLL,attributable,5.33133261924341,2.68626937649092,8.59191861867594,wonder
2007,American Indian or Alaska Native,All Origins,18,19,us,age-adjusted Death,attributable,0,0,0,wonder
2007,American Indian or Alaska Native,All Origins,18,19,us,Deaths,attributable,0,0,0,wonder
2007,American Indian or Alaska Native,All Origins,18,19,us,YLL,attributable,0,0,0,wonder
2007,American Indian or Alaska Native,All Origins,20,20,us,age-adjusted Death,attributable,0,0,0,wonder
2007,American Indian or Alaska Native,All Origins,20,20,us,Deaths,attributable,0,0,0,wonder
2007,American Indian or Alaska Native,All Origins,20,20,us,YLL,attributable,0,0,0,wonder
2007,American Indian or Alaska Native,All Origins,21,21,us,age-adjusted Death,attributable,0,0,0,wonder
2007,American Indian or Alaska Native,All Origins,21,21,us,Deaths,attributable,0,0,0,wonder
2007,American Indian or Alaska Native,All Origins,21,21,us,YLL,attributable,0,0,0,wonder
2007,American Indian or Alaska Native,All Origins,22,24,us,age-adjusted Death,attributable,0.0481434929454234,0.0332818768668012,0.0692762041501653,wonder
2007,American Indian or Alaska Native,All Origins,22,24,us,Deaths,attributable,0.339351702869281,0.235545608911371,0.486453106942819,wonder
2007,American Indian or Alaska Native,All Origins,22,24,us,YLL,attributable,23.4517708548065,16.2779841661003,33.6175911279459,wonder
2007,American Indian or Alaska Native,All Origins,25,29,us,age-adjusted Death,attributable,0.126817335256047,0.0733699569989445,0.200566543271232,wonder
2007,American Indian or Alaska Native,All Origins,25,29,us,Deaths,attributable,0.914687126735167,0.529190705833311,1.4466132316498,wonder
2007,American Indian or Alaska Native,All Origins,25,29,us,YLL,attributable,58.6765391826252,33.9472135097619,92.7992266295229,wonder
2007,American Indian or Alaska Native,All Origins,30,34,us,age-adjusted Death,attributable,0.206597093938164,0.126165697711025,0.314694659765363,wonder
2007,American Indian or Alaska Native,All Origins,30,34,us,Deaths,attributable,1.50181611056763,0.917184969668583,2.28784933699507,wonder
2007,American Indian or Alaska Native,All Origins,30,34,us,YLL,attributable,88.9019226344056,54.2939356164565,135.432163315811,wonder
2007,American Indian or Alaska Native,All Origins,35,39,us,age-adjusted Death,attributable,0.485658787615739,0.334897513441165,0.782031296519048,wonder
2007,American Indian or Alaska Native,All Origins,35,39,us,Deaths,attributable,3.58221674813998,2.47020235636831,5.76825886691599,wonder
2007,American Indian or Alaska Native,All Origins,35,39,us,YLL,attributable,194.344621211576,134.014934052668,312.943119682298,wonder
2007,American Indian or Alaska Native,All Origins,40,44,us,age-adjusted Death,attributable,1.32761098096274,0.873278385721703,2.02002469465136,wonder
2007,American Indian or Alaska Native,All Origins,40,44,us,Deaths,attributable,9.31273313965795,6.13326299856954,14.1590093819591,wonder
2007,American Indian or Alaska Native,All Origins,40,44,us,YLL,attributable,459.279721177036,302.476542347471,698.285431738254,wonder
2007,American Indian or Alaska Native,All Origins,45,49,us,age-adjusted Death,attributable,1.92984751249091,1.3219073242871,2.80458815160013,wonder
2007,American Indian or Alaska Native,All Origins,45,49,us,Deaths,attributable,11.8676830054113,8.12912781223931,17.246939423189,wonder
2007,American Indian or Alaska Native,All Origins,45,49,us,YLL,attributable,527.320563402583,361.204142035732,766.338788241928,wonder
2007,American Indian or Alaska Native,All Origins,50,54,us,age-adjusted Death,attributable,2.62995306328635,1.57179139611218,4.08340622019172,wonder
2007,American Indian or Alaska Native,All Origins,50,54,us,Deaths,attributable,16.6342954250002,9.94449650836613,25.823889369693,wonder
2007,American Indian or Alaska Native,All Origins,50,54,us,YLL,attributable,659.295938822024,394.147512358222,1023.52308595166,wonder
2007,American Indian or Alaska Native,All Origins,55,59,us,age-adjusted Death,attributable,3.09877972675879,2.12729939494696,4.63822445081754,wonder
2007,American Indian or Alaska Native,All Origins,55,59,us,Deaths,attributable,22.9820596500801,15.777088370004,34.3993314783442,wonder
2007,American Indian or Alaska Native,All Origins,55,59,us,YLL,attributable,802.415876668345,550.85516217632,1201.04856332598,wonder
2007,American Indian or Alaska Native,All Origins,60,61,us,age-adjusted Death,attributable,1.27345199174295,0.84424880281472,1.92705586507214,wonder
2007,American Indian or Alaska Native,All Origins,60,61,us,Deaths,attributable,9.44454017916317,6.26136029555445,14.2919848279916,wonder
2007,American Indian or Alaska Native,All Origins,60,61,us,YLL,attributable,285.729812826621,189.427676874718,432.38168003482,wonder
2007,American Indian or Alaska Native,All Origins,62,64,us,age-adjusted Death,attributable,1.59197271910208,1.0371716869829,2.41651463502494,wonder
2007,American Indian or Alaska Native,All Origins,62,64,us,Deaths,attributable,13.3028925080705,8.68461518430472,20.1463784337664,wonder
2007,American Indian or Alaska Native,All Origins,62,64,us,YLL,attributable,402.458236640212,262.739468942837,609.497215302694,wonder
2007,American Indian or Alaska Native,All Origins,65,66,us,age-adjusted Death,attributable,0.95366887934131,0.641178474159999,1.45065686377567,wonder
2007,American Indian or Alaska Native,All Origins,65,66,us,Deaths,attributable,10.9304297315687,7.34883606775648,16.6266334758346,wonder
2007,American Indian or Alaska Native,All Origins,65,66,us,YLL,attributable,280.703221957641,188.724689926871,426.986834149448,wonder
2007,American Indian or Alaska Native,All Origins,67,69,us,age-adjusted Death,attributable,1.3149865983001,0.881758010422777,1.99393174201129,wonder
2007,American Indian or Alaska Native,All Origins,67,69,us,Deaths,attributable,15.0716552904624,10.1062267857905,22.8533522145045,wonder
2007,American Indian or Alaska Native,All Origins,67,69,us,YLL,attributable,387.053602114923,259.536952368192,586.894546388848,wonder
2007,American Indian or Alaska Native,All Origins,70,74,us,age-adjusted Death,attributable,2.07169199658625,1.37442590017583,3.19331642272551,wonder
2007,American Indian or Alaska Native,All Origins,70,74,us,Deaths,attributable,24.9228608378757,16.5245209407595,38.4279481136118,wonder
2007,American Indian or Alaska Native,All Origins,70,74,us,YLL,attributable,530.562849079609,351.77730867402,818.061849643544,wonder
2007,American Indian or Alaska Native,All Origins,75,79,us,age-adjusted Death,attributable,1.49873395369038,1.01164836645677,2.32723839895792,wonder
