Year,Race,Hispanic.Origin,min_age,max_age,Nation,measure,attr,mean,lower,upper,source
2005,American Indian or Alaska Native,All Origins,0,4,us,age-adjusted Death,attributable,0.00858044442593444,0.00534096299967024,0.0126706173485134,wonder
2005,American Indian or Alaska Native,All Origins,0,4,us,Deaths,attributable,0.505596953381238,0.319320697438554,0.742192139467439,wonder
2005,American Indian or Alaska Native,All Origins,0,4,us,YLL,attributable,44.8591854453998,28.3301384236818,65.8537149893774,wonder
2005,American Indian or Alaska Native,All Origins,5,9,us,age-adjusted Death,attributable,0,0,0,wonder
2005,American Indian or Alaska Native,All Origins,5,9,us,Deaths,attributable,0,0,0,wonder
2005,American Indian or Alaska Native,All Origins,5,9,us,YLL,attributable,0,0,0,wonder
2005,American Indian or Alaska Native,All Origins,10,14,us,age-adjusted Death,attributable,0.00209389638157075,0.00107699332666683,0.00332293610839941,wonder
2005,American Indian or Alaska Native,All Origins,10,14,us,Deaths,attributable,0.037853397273944,0.0194698537208053,0.0600719413502298,wonder
2005,American Indian or Alaska Native,All Origins,10,14,us,YLL,attributable,2.99217231271945,1.53902057494301,4.74846678565335,wonder
2005,American Indian or Alaska Native,All Origins,15,17,us,age-adjusted Death,attributable,0.0374910549645545,0.0259095753260696,0.055856997500748,wonder
2005,American Indian or Alaska Native,All Origins,15,17,us,Deaths,attributable,0.257558173374736,0.177995068429169,0.383729565894887,wonder
2005,American Indian or Alaska Native,All Origins,15,17,us,YLL,attributable,19.076445120122,13.1834804931664,28.4215247718483,wonder
2005,American Indian or Alaska Native,All Origins,18,19,us,age-adjusted Death,attributable,0,0,0,wonder
2005,American Indian or Alaska Native,All Origins,18,19,us,Deaths,attributable,0,0,0,wonder
2005,American Indian or Alaska Native,All Origins,18,19,us,YLL,attributable,0,0,0,wonder
2005,American Indian or Alaska Native,All Origins,20,20,us,age-adjusted Death,attributable,0.0214927671000313,0.0154744696334523,0.0310180223514654,wonder
2005,American Indian or Alaska Native,All Origins,20,20,us,Deaths,attributable,0.147652229052671,0.106307388162401,0.213089367212878,wonder
2005,American Indian or Alaska Native,All Origins,20,20,us,YLL,attributable,10.2038864477969,7.34664504783092,14.7260879176938,wonder
2005,American Indian or Alaska Native,All Origins,21,21,us,age-adjusted Death,attributable,0,0,0,wonder
2005,American Indian or Alaska Native,All Origins,21,21,us,Deaths,attributable,0,0,0,wonder
2005,American Indian or Alaska Native,All Origins,21,21,us,YLL,attributable,0,0,0,wonder
2005,American Indian or Alaska Native,All Origins,22,24,us,age-adjusted Death,attributable,0.0299644431469891,0.0181408769546601,0.0503358600769681,wonder
2005,American Indian or Alaska Native,All Origins,22,24,us,Deaths,attributable,0.209832748581057,0.126835907064371,0.351921502750783,wonder
2005,American Indian or Alaska Native,All Origins,22,24,us,YLL,attributable,14.5010309244057,8.76532106214579,24.3204391538582,wonder
2005,American Indian or Alaska Native,All Origins,25,29,us,age-adjusted Death,attributable,0.0480676527653055,0.0334181520926636,0.0693708839383392,wonder
2005,American Indian or Alaska Native,All Origins,25,29,us,Deaths,attributable,0.346694425553342,0.241032927057815,0.500346852270044,wonder
2005,American Indian or Alaska Native,All Origins,25,29,us,YLL,attributable,22.2402048206243,15.4620936224301,32.0969004854343,wonder
2005,American Indian or Alaska Native,All Origins,30,34,us,age-adjusted Death,attributable,0.294218725468785,0.187832684552913,0.430973004642169,wonder
2005,American Indian or Alaska Native,All Origins,30,34,us,Deaths,attributable,2.13340498394821,1.36191540476068,3.12499762041424,wonder
2005,American Indian or Alaska Native,All Origins,30,34,us,YLL,attributable,126.289632596319,80.6203216869722,184.988225074882,wonder
2005,American Indian or Alaska Native,All Origins,35,39,us,age-adjusted Death,attributable,0.551144356121528,0.384529890617493,0.885090919047656,wonder
2005,American Indian or Alaska Native,All Origins,35,39,us,Deaths,attributable,4.06523796847979,2.83629051806697,6.52842611868426,wonder
2005,American Indian or Alaska Native,All Origins,35,39,us,YLL,attributable,220.549784858592,153.876173647483,354.184179894262,wonder
2005,American Indian or Alaska Native,All Origins,40,44,us,age-adjusted Death,attributable,1.19998335535417,0.830927779388513,1.76607831179712,wonder
2005,American Indian or Alaska Native,All Origins,40,44,us,Deaths,attributable,8.45098355141398,5.84022320110125,12.4309450058863,wonder
2005,American Indian or Alaska Native,All Origins,40,44,us,YLL,attributable,416.780477971227,288.024583458853,613.061801584084,wonder
2005,American Indian or Alaska Native,All Origins,45,49,us,age-adjusted Death,attributable,2.41138044957413,1.64378222488185,3.49095638322143,wonder
