Year,Race,Hispanic.Origin,min_age,max_age,Nation,measure,attr,mean,lower,upper,source
2004,American Indian or Alaska Native,All Origins,0,4,us,age-adjusted Death,attributable,0.0149388988737459,0.00938399356578372,0.0228590202695902,wonder
2004,American Indian or Alaska Native,All Origins,0,4,us,Deaths,attributable,0.977424277202535,0.627701757118283,1.48601490893274,wonder
2004,American Indian or Alaska Native,All Origins,0,4,us,YLL,attributable,86.6502722053337,55.6347622161441,131.751286593332,wonder
2004,American Indian or Alaska Native,All Origins,5,9,us,age-adjusted Death,attributable,0.00189415007777789,0.000937453682771292,0.00308603959521086,wonder
2004,American Indian or Alaska Native,All Origins,5,9,us,Deaths,attributable,0.0342423894618951,0.0169472601376978,0.055789333144082,wonder
2004,American Indian or Alaska Native,All Origins,5,9,us,YLL,attributable,2.87739074504994,1.42407963464202,4.68798215848588,wonder
2004,American Indian or Alaska Native,All Origins,10,14,us,age-adjusted Death,attributable,0,0,0,wonder
2004,American Indian or Alaska Native,All Origins,10,14,us,Deaths,attributable,0,0,0,wonder
2004,American Indian or Alaska Native,All Origins,10,14,us,YLL,attributable,0,0,0,wonder
2004,American Indian or Alaska Native,All Origins,15,17,us,age-adjusted Death,attributable,0,0,0,wonder
2004,American Indian or Alaska Native,All Origins,15,17,us,Deaths,attributable,0,0,0,wonder
2004,American Indian or Alaska Native,All Origins,15,17,us,YLL,attributable,0,0,0,wonder
2004,American Indian or Alaska Native,All Origins,18,19,us,age-adjusted Death,attributable,0,0,0,wonder
2004,American Indian or Alaska Native,All Origins,18,19,us,Deaths,attributable,0,0,0,wonder
2004,American Indian or Alaska Native,All Origins,18,19,us,YLL,attributable,0,0,0,wonder
2004,American Indian or Alaska Native,All Origins,20,20,us,age-adjusted Death,attributable,0.0196753273897235,0.013715404023288,0.0291660167528962,wonder
2004,American Indian or Alaska Native,All Origins,20,20,us,Deaths,attributable,0.135166678767459,0.0942228595774201,0.200366354230229,wonder
2004,American Indian or Alaska Native,All Origins,20,20,us,YLL,attributable,9.34104043344303,6.51151266786318,13.8468314338483,wonder
2004,American Indian or Alaska Native,All Origins,21,21,us,age-adjusted Death,attributable,0,0,0,wonder
2004,American Indian or Alaska Native,All Origins,21,21,us,Deaths,attributable,0,0,0,wonder
2004,American Indian or Alaska Native,All Origins,21,21,us,YLL,attributable,0,0,0,wonder
2004,American Indian or Alaska Native,All Origins,22,24,us,age-adjusted Death,attributable,0.0170839854127545,0.00998584829449126,0.0313007236944445,wonder
2004,American Indian or Alaska Native,All Origins,22,24,us,Deaths,attributable,0.117364530846884,0.0686013463413606,0.215031484914744,wonder
2004,American Indian or Alaska Native,All Origins,22,24,us,YLL,attributable,8.11077728689996,4.74087220168902,14.8603029486841,wonder
2004,American Indian or Alaska Native,All Origins,25,29,us,age-adjusted Death,attributable,0.196383671904595,0.106794847152205,0.309990303654664,wonder
2004,American Indian or Alaska Native,All Origins,25,29,us,Deaths,attributable,1.4164437080265,0.770272232061535,2.23584685479445,wonder
2004,American Indian or Alaska Native,All Origins,25,29,us,YLL,attributable,90.8638727984019,49.4124247349695,143.428011335378,wonder
2004,American Indian or Alaska Native,All Origins,30,34,us,age-adjusted Death,attributable,0.211882321987157,0.134669488732316,0.317119511853624,wonder
2004,American Indian or Alaska Native,All Origins,30,34,us,Deaths,attributable,1.53756787082833,0.977273917958714,2.30092584030291,wonder
2004,American Indian or Alaska Native,All Origins,30,34,us,YLL,attributable,91.0182937416109,57.8509776500867,136.206243629121,wonder
2004,American Indian or Alaska Native,All Origins,35,39,us,age-adjusted Death,attributable,0.493950267843345,0.331190107239248,0.816794467694875,wonder
2004,American Indian or Alaska Native,All Origins,35,39,us,Deaths,attributable,3.64337466414109,2.44285654707313,6.02467184075686,wonder
2004,American Indian or Alaska Native,All Origins,35,39,us,YLL,attributable,197.662597999411,132.531352426303,326.85419368437,wonder
2004,American Indian or Alaska Native,All Origins,40,44,us,age-adjusted Death,attributable,1.14248800492426,0.745119297065693,1.73614903602592,wonder
2004,American Indian or Alaska Native,All Origins,40,44,us,Deaths,attributable,8.12576999548405,5.29711358426936,12.3583628326879,wonder
2004,American Indian or Alaska Native,All Origins,40,44,us,YLL,attributable,400.74179318873,261.239832983733,609.482238015684,wonder
2004,American Indian or Alaska Native,All Origins,45,49,us,age-adjusted Death,attributable,2.01675288336178,1.34256325970004,2.99793635359795,wonder
2004,American Indian or Alaska Native,All Origins,45,49,us,Deaths,attributable,12.4021114440769,8.25615240463553,18.4359427802546,wonder
2004,American Indian or Alaska Native,All Origins,45,49,us,YLL,attributable,551.066993539535,366.848266469947,819.170155565231,wonder
2004,American Indian or Alaska Native,All Origins,50,54,us,age-adjusted Death,attributable,2.29912180642924,1.35182428173889,3.60618198076631,wonder
2004,American Indian or Alaska Native,All Origins,50,54,us,Deaths,attributable,14.7247991906378,8.65059374168789,23.1233893203401,wonder
2004,American Indian or Alaska Native,All Origins,50,54,us,YLL,attributable,583.613556109316,342.864015371662,916.489474377638,wonder
2004,American Indian or Alaska Native,All Origins,55,59,us,age-adjusted Death,attributable,2.66893663598467,1.79097791568827,4.04873496908511,wonder
2004,American Indian or Alaska Native,All Origins,55,59,us,Deaths,attributable,19.7941339427313,13.2827644814161,30.0273903831829,wonder
2004,American Indian or Alaska Native,All Origins,55,59,us,YLL,attributable,691.109830118817,463.766140555531,1048.402760468,wonder
2004,American Indian or Alaska Native,All Origins,60,61,us,age-adjusted Death,attributable,0.981635766406895,0.638579077072169,1.50231267256348,wonder
2004,American Indian or Alaska Native,All Origins,60,61,us,Deaths,attributable,7.28028892902699,4.73601344227073,11.1418824499792,wonder
2004,American Indian or Alaska Native,All Origins,60,61,us,YLL,attributable,220.253771338068,143.280690084827,337.080252354948,wonder
2004,American Indian or Alaska Native,All Origins,62,64,us,age-adjusted Death,attributable,1.51312675191179,0.937989200458337,2.39373703815185,wonder
2004,American Indian or Alaska Native,All Origins,62,64,us,Deaths,attributable,12.707367089226,7.86640584007467,20.1144467186732,wonder
2004,American Indian or Alaska Native,All Origins,62,64,us,YLL,attributable,384.441545172761,237.985823096146,608.531171132862,wonder
2004,American Indian or Alaska Native,All Origins,65,66,us,age-adjusted Death,attributable,0.822572770194362,0.536382071112246,1.30449580779804,wonder
2004,American Indian or Alaska Native,All Origins,65,66,us,Deaths,attributable,9.42787801770501,6.14771716323085,14.951415602563,wonder
2004,American Indian or Alaska Native,All Origins,65,66,us,YLL,attributable,242.116348650969,157.878881048853,383.965739274263,wonder
2004,American Indian or Alaska Native,All Origins,67,69,us,age-adjusted Death,attributable,1.39599152987484,0.909961491085507,2.19553726055182,wonder
2004,American Indian or Alaska Native,All Origins,67,69,us,Deaths,attributable,16.0000893954945,10.4294796152029,25.1640441135899,wonder
2004,American Indian or Alaska Native,All Origins,67,69,us,YLL,attributable,410.896621196339,267.83837444869,646.235183212246,wonder
2004,American Indian or Alaska Native,All Origins,70,74,us,age-adjusted Death,attributable,1.89764734262986,1.22667061732715,2.96663987200628,wonder
2004,American Indian or Alaska Native,All Origins,70,74,us,Deaths,attributable,22.8202730512868,14.7641899392902,35.6632614420422,wonder
2004,American Indian or Alaska Native,All Origins,70,74,us,YLL,attributable,485.802539508837,314.303030037301,759.206646510074,wonder
