Year,Race,Hispanic.Origin,Nation,measure,attr,mean,lower,upper,source
2011,American Indian or Alaska Native,All Origins,us,age-adjusted Death,attributable,17.0877079092943,11.039401432097,26.1836377338603,wonder
2011,American Indian or Alaska Native,All Origins,us,Deaths,attributable,167.310878862009,107.500927975467,259.524530752884,wonder
2011,American Indian or Alaska Native,All Origins,us,YLL,attributable,4619.00326787887,2978.09196725633,7071.62680040277,wonder
2011,Asian or Pacific Islander,All Origins,us,age-adjusted Death,attributable,78.7726850595255,55.9379896568613,110.002213548046,wonder
2011,Asian or Pacific Islander,All Origins,us,Deaths,attributable,894.435548284132,627.477981534434,1251.42891716355,wonder
2011,Asian or Pacific Islander,All Origins,us,YLL,attributable,20592.1207042117,14726.3491037184,28653.2000784322,wonder
2011,Black or African American,All Origins,us,age-adjusted Death,attributable,472.495619567081,336.857207431294,654.238669389913,wonder
2011,Black or African American,All Origins,us,Deaths,attributable,4715.11014461473,3338.59537951636,6507.71620034353,wonder
2011,Black or African American,All Origins,us,YLL,attributable,125736.836428715,89517.4294492418,173271.178613327,wonder
2011,White,All Origins,us,age-adjusted Death,attributable,2526.28708681675,1677.60608847792,3703.90685583628,wonder
2011,White,All Origins,us,Deaths,attributable,30163.1200461357,20113.4452198603,43772.6101097744,wonder
2011,White,All Origins,us,YLL,attributable,641793.471037408,424461.044270076,940536.554126323,wonder
2011,White,Hispanic or Latino,us,age-adjusted Death,attributable,181.834845173057,127.691484345792,255.925044628931,wonder
2011,White,Hispanic or Latino,us,Deaths,attributable,1960.5855459913,1368.69470625692,2771.138496293,wonder
2011,White,Hispanic or Latino,us,YLL,attributable,48675.0885391438,34139.5862862764,68211.3122746186,wonder
2011,White,Not Hispanic or Latino,us,age-adjusted Death,attributable,2336.91948973739,1544.36728280135,3440.47451166665,wonder
2011,White,Not Hispanic or Latino,us,Deaths,attributable,28124.8804726633,18686.9622950625,40911.3526067266,wonder
2011,White,Not Hispanic or Latino,us,YLL,attributable,591178.70366825,388893.02822998,870408.776499069,wonder
