Year,Race,Hispanic.Origin,Nation,measure,attr,mean,lower,upper
2016,American Indian or Alaska Native,All Origins,us,Deaths,attributable,131.03120685054,63.7472496288366,222.631388713313
2016,American Indian or Alaska Native,All Origins,us,YLL,attributable,3475.2837665937,1689.80089967158,5900.4175469908
2016,Asian or Pacific Islander,All Origins,us,Deaths,attributable,732.432179763526,426.734568102072,1115.23061426257
2016,Asian or Pacific Islander,All Origins,us,YLL,attributable,16397.99715269,9524.23731228199,24916.271941933
2016,Black or African American,All Origins,us,Deaths,attributable,3213.98469165422,1788.21061952598,4951.53346308939
2016,Black or African American,All Origins,us,YLL,attributable,84264.2416341717,46949.2943501388,129930.554923582
2016,White,All Origins,us,Deaths,attributable,18610.7036779279,9017.90558225169,30861.1424222909
2016,White,All Origins,us,YLL,attributable,395864.574680384,192118.58385654,655413.562516005
2016,White,Hispanic or Latino,us,Deaths,attributable,1632.64170364527,925.059194653499,2514.96158190422
2016,White,Hispanic or Latino,us,YLL,attributable,39758.7349470018,22562.5657741789,61203.9245182072
2016,White,Not Hispanic or Latino,us,Deaths,attributable,16883.6109452738,8019.25309213121,28207.8047108791
2016,White,Not Hispanic or Latino,us,YLL,attributable,353762.682768186,168173.494601527,591045.08941631
